name,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,+/-,start,win,game_id
Trent Forrest,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,202210230ATL
Vit Krejci,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,202210230ATL
Frank Kaminsky,,,,,,,,,,,,,,,,,,,,,0,0,202210230ATL
Bradley Beal,41.0,11.0,16.0,0.688,0.0,1.0,0.0,5.0,7.0,0.714,1.0,3.0,4.0,5.0,2.0,0.0,6.0,3.0,27.0,-5.0,1,0,202210230CLE
Kristaps Porziņģis,37.0,7.0,16.0,0.438,4.0,8.0,0.5,0.0,1.0,0.0,1.0,10.0,11.0,3.0,1.0,1.0,2.0,4.0,18.0,1.0,1,0,202210230CLE
Kyle Kuzma,37.0,4.0,8.0,0.5,1.0,2.0,0.5,2.0,4.0,0.5,0.0,2.0,2.0,3.0,0.0,2.0,0.0,4.0,11.0,-5.0,1,0,202210230CLE
Monte Morris,26.0,5.0,8.0,0.625,3.0,3.0,1.0,0.0,0.0,,0.0,3.0,3.0,6.0,0.0,0.0,1.0,3.0,13.0,6.0,1,0,202210230CLE
Deni Avdija,14.0,1.0,6.0,0.167,0.0,3.0,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,2.0,0.0,1.0,4.0,2.0,1.0,1,0,202210230CLE
Will Barton,35.0,4.0,11.0,0.364,1.0,3.0,0.333,0.0,0.0,,0.0,4.0,4.0,2.0,2.0,0.0,5.0,2.0,9.0,-7.0,0,0,202210230CLE
Delon Wright,26.0,2.0,5.0,0.4,1.0,3.0,0.333,2.0,3.0,0.667,0.0,2.0,2.0,5.0,2.0,0.0,1.0,0.0,7.0,-16.0,0,0,202210230CLE
Rui Hachimura,20.0,7.0,12.0,0.583,2.0,3.0,0.667,0.0,0.0,,1.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,16.0,-5.0,0,0,202210230CLE
Daniel Gafford,14.0,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,-11.0,0,0,202210230CLE
Anthony Gill,10.0,1.0,3.0,0.333,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,-9.0,0,0,202210230CLE
Jordan Goodwin,,,,,,,,,,,,,,,,,,,,,0,0,202210230CLE
Taj Gibson,,,,,,,,,,,,,,,,,,,,,0,0,202210230CLE
Vernon Carey Jr.,,,,,,,,,,,,,,,,,,,,,0,0,202210230CLE
Johnny Davis,,,,,,,,,,,,,,,,,,,,,0,0,202210230CLE
Isaiah Todd,,,,,,,,,,,,,,,,,,,,,0,0,202210230CLE
Donovan Mitchell,44.0,12.0,29.0,0.414,5.0,12.0,0.417,8.0,9.0,0.889,2.0,3.0,5.0,4.0,3.0,1.0,6.0,2.0,37.0,4.0,1,1,202210230CLE
Jarrett Allen,37.0,6.0,13.0,0.462,0.0,0.0,,3.0,4.0,0.75,6.0,8.0,14.0,3.0,0.0,2.0,0.0,2.0,15.0,-1.0,1,1,202210230CLE
Evan Mobley,36.0,2.0,7.0,0.286,0.0,0.0,,6.0,6.0,1.0,2.0,5.0,7.0,2.0,2.0,1.0,2.0,3.0,10.0,-3.0,1,1,202210230CLE
Caris LeVert,35.0,4.0,14.0,0.286,2.0,6.0,0.333,0.0,0.0,,0.0,3.0,3.0,4.0,2.0,0.0,2.0,4.0,10.0,15.0,1,1,202210230CLE
Isaac Okoro,20.0,1.0,4.0,0.25,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,-5.0,1,1,202210230CLE
Cedi Osman,31.0,6.0,10.0,0.6,3.0,5.0,0.6,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,16.0,3.0,0,1,202210230CLE
Dean Wade,21.0,3.0,4.0,0.75,2.0,3.0,0.667,4.0,5.0,0.8,1.0,2.0,3.0,2.0,0.0,1.0,0.0,1.0,12.0,19.0,0,1,202210230CLE
Robin Lopez,14.0,3.0,4.0,0.75,0.0,0.0,,0.0,0.0,,4.0,2.0,6.0,1.0,0.0,0.0,2.0,2.0,6.0,8.0,0,1,202210230CLE
Kevin Love,14.0,2.0,6.0,0.333,1.0,4.0,0.25,0.0,0.0,,0.0,7.0,7.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,0,1,202210230CLE
Raul Neto,8.0,2.0,5.0,0.4,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,8.0,0,1,202210230CLE
Isaiah Mobley,,,,,,,,,,,,,,,,,,,,,0,1,202210230CLE
Lamar Stevens,,,,,,,,,,,,,,,,,,,,,0,1,202210230CLE
De'Aaron Fox,36.0,11.0,20.0,0.55,1.0,6.0,0.167,3.0,3.0,1.0,1.0,4.0,5.0,10.0,1.0,0.0,3.0,4.0,26.0,-7.0,1,0,202210230GSW
Kevin Huerter,30.0,3.0,14.0,0.214,1.0,8.0,0.125,2.0,2.0,1.0,0.0,5.0,5.0,4.0,0.0,0.0,2.0,3.0,9.0,5.0,1,0,202210230GSW
Domantas Sabonis,22.0,6.0,10.0,0.6,0.0,1.0,0.0,7.0,8.0,0.875,3.0,11.0,14.0,4.0,0.0,1.0,1.0,2.0,19.0,-25.0,1,0,202210230GSW
Harrison Barnes,21.0,1.0,1.0,1.0,0.0,0.0,,2.0,4.0,0.5,0.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,4.0,-18.0,1,0,202210230GSW
KZ Okpala,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,1,0,202210230GSW
Keegan Murray,38.0,6.0,14.0,0.429,4.0,10.0,0.4,0.0,0.0,,1.0,3.0,4.0,0.0,1.0,0.0,2.0,2.0,16.0,2.0,0,0,202210230GSW
Malik Monk,28.0,6.0,15.0,0.4,4.0,10.0,0.4,0.0,0.0,,3.0,4.0,7.0,8.0,3.0,0.0,1.0,0.0,16.0,2.0,0,0,202210230GSW
Richaun Holmes,16.0,6.0,8.0,0.75,0.0,0.0,,3.0,4.0,0.75,3.0,2.0,5.0,0.0,1.0,0.0,3.0,3.0,15.0,8.0,0,0,202210230GSW
Terence Davis,15.0,3.0,6.0,0.5,0.0,2.0,0.0,1.0,2.0,0.5,1.0,1.0,2.0,0.0,1.0,0.0,0.0,6.0,7.0,-3.0,0,0,202210230GSW
Davion Mitchell,11.0,3.0,5.0,0.6,1.0,2.0,0.5,0.0,0.0,,0.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,7.0,2.0,0,0,202210230GSW
Chimezie Metu,10.0,1.0,3.0,0.333,0.0,1.0,0.0,2.0,2.0,1.0,0.0,4.0,4.0,1.0,1.0,1.0,0.0,2.0,4.0,15.0,0,0,202210230GSW
Trey Lyles,3.0,1.0,3.0,0.333,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,4.0,0,0,202210230GSW
Alex Len,,,,,,,,,,,,,,,,,,,,,0,0,202210230GSW
Chima Moneke,,,,,,,,,,,,,,,,,,,,,0,0,202210230GSW
Matthew Dellavedova,,,,,,,,,,,,,,,,,,,,,0,0,202210230GSW
Andrew Wiggins,31.0,10.0,19.0,0.526,2.0,6.0,0.333,2.0,3.0,0.667,1.0,4.0,5.0,1.0,3.0,2.0,0.0,2.0,24.0,14.0,1,1,202210230GSW
Stephen Curry,31.0,11.0,22.0,0.5,7.0,12.0,0.583,4.0,4.0,1.0,0.0,5.0,5.0,2.0,1.0,0.0,2.0,3.0,33.0,19.0,1,1,202210230GSW
Draymond Green,28.0,3.0,4.0,0.75,0.0,0.0,,1.0,2.0,0.5,1.0,3.0,4.0,4.0,0.0,0.0,2.0,2.0,7.0,17.0,1,1,202210230GSW
Klay Thompson,27.0,3.0,10.0,0.3,2.0,7.0,0.286,0.0,0.0,,0.0,4.0,4.0,3.0,0.0,0.0,1.0,1.0,8.0,15.0,1,1,202210230GSW
Kevon Looney,24.0,3.0,4.0,0.75,0.0,0.0,,0.0,2.0,0.0,2.0,6.0,8.0,6.0,0.0,1.0,0.0,3.0,6.0,18.0,1,1,202210230GSW
Jordan Poole,27.0,7.0,14.0,0.5,3.0,5.0,0.6,7.0,9.0,0.778,0.0,0.0,0.0,4.0,1.0,0.0,1.0,2.0,24.0,-18.0,0,1,202210230GSW
James Wiseman,19.0,5.0,7.0,0.714,0.0,0.0,,4.0,6.0,0.667,0.0,6.0,6.0,3.0,0.0,0.0,2.0,3.0,14.0,-10.0,0,1,202210230GSW
Moses Moody,18.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,4.0,0.75,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,3.0,-8.0,0,1,202210230GSW
JaMychal Green,12.0,1.0,2.0,0.5,0.0,1.0,0.0,1.0,2.0,0.5,2.0,2.0,4.0,0.0,2.0,1.0,0.0,2.0,3.0,-5.0,0,1,202210230GSW
Donte DiVincenzo,10.0,1.0,2.0,0.5,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,-1.0,0,1,202210230GSW
Jonathan Kuminga,7.0,1.0,2.0,0.5,0.0,0.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,-11.0,0,1,202210230GSW
Ryan Rollins,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0,1,202210230GSW
Patrick Baldwin Jr.,,,,,,,,,,,,,,,,,,,,,0,1,202210230GSW
Mikal Bridges,36.0,3.0,9.0,0.333,1.0,3.0,0.333,0.0,0.0,,1.0,3.0,4.0,4.0,0.0,1.0,1.0,3.0,7.0,9.0,1,1,202210230LAC
Devin Booker,34.0,13.0,21.0,0.619,5.0,9.0,0.556,4.0,4.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,3.0,1.0,35.0,13.0,1,1,202210230LAC
Chris Paul,32.0,3.0,11.0,0.273,1.0,8.0,0.125,0.0,0.0,,3.0,5.0,8.0,11.0,1.0,1.0,2.0,2.0,7.0,15.0,1,1,202210230LAC
Deandre Ayton,28.0,6.0,11.0,0.545,0.0,1.0,0.0,1.0,1.0,1.0,2.0,6.0,8.0,1.0,0.0,1.0,4.0,5.0,13.0,7.0,1,1,202210230LAC
Cameron Johnson,22.0,4.0,6.0,0.667,3.0,4.0,0.75,0.0,0.0,,1.0,4.0,5.0,2.0,1.0,0.0,0.0,4.0,11.0,13.0,1,1,202210230LAC
Torrey Craig,24.0,3.0,7.0,0.429,2.0,5.0,0.4,0.0,0.0,,3.0,6.0,9.0,2.0,0.0,0.0,0.0,1.0,8.0,1.0,0,1,202210230LAC
Jock Landale,17.0,4.0,8.0,0.5,0.0,2.0,0.0,1.0,1.0,1.0,2.0,8.0,10.0,1.0,0.0,0.0,0.0,0.0,9.0,13.0,0,1,202210230LAC
Cameron Payne,14.0,4.0,11.0,0.364,1.0,3.0,0.333,1.0,2.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,10.0,0.0,0,1,202210230LAC
Landry Shamet,13.0,2.0,5.0,0.4,2.0,5.0,0.4,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,8.0,4.0,0,1,202210230LAC
Damion Lee,12.0,1.0,3.0,0.333,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,6.0,0,1,202210230LAC
Josh Okogie,1.0,0.0,0.0,,0.0,0.0,,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0,1,202210230LAC
Duane Washington Jr.,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,1,202210230LAC
Bismack Biyombo,,,,,,,,,,,,,,,,,,,,,0,1,202210230LAC
Dario Šarić,,,,,,,,,,,,,,,,,,,,,0,1,202210230LAC
Paul George,33.0,4.0,11.0,0.364,2.0,6.0,0.333,6.0,6.0,1.0,0.0,7.0,7.0,4.0,2.0,0.0,2.0,2.0,16.0,-7.0,1,0,202210230LAC
Marcus Morris,31.0,10.0,14.0,0.714,2.0,5.0,0.4,0.0,0.0,,1.0,4.0,5.0,1.0,1.0,0.0,1.0,1.0,22.0,-10.0,1,0,202210230LAC
Reggie Jackson,23.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,-14.0,1,0,202210230LAC
Ivica Zubac,21.0,1.0,4.0,0.25,0.0,0.0,,0.0,0.0,,3.0,5.0,8.0,2.0,0.0,0.0,3.0,1.0,2.0,-8.0,1,0,202210230LAC
Norman Powell,20.0,4.0,9.0,0.444,0.0,2.0,0.0,0.0,0.0,,0.0,3.0,3.0,0.0,2.0,0.0,3.0,2.0,8.0,-17.0,1,0,202210230LAC
John Wall,21.0,7.0,12.0,0.583,2.0,4.0,0.5,1.0,5.0,0.2,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,17.0,-1.0,0,0,202210230LAC
Kawhi Leonard,20.0,2.0,6.0,0.333,0.0,2.0,0.0,7.0,7.0,1.0,3.0,3.0,6.0,2.0,2.0,0.0,2.0,2.0,11.0,1.0,0,0,202210230LAC
Luke Kennard,17.0,1.0,4.0,0.25,0.0,1.0,0.0,0.0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,2.0,-4.0,0,0,202210230LAC
Robert Covington,14.0,1.0,5.0,0.2,1.0,4.0,0.25,0.0,0.0,,1.0,3.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,-5.0,0,0,202210230LAC
Nicolas Batum,14.0,1.0,3.0,0.333,1.0,2.0,0.5,0.0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,-4.0,0,0,202210230LAC
Terance Mann,9.0,4.0,5.0,0.8,1.0,2.0,0.5,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,9.0,-8.0,0,0,202210230LAC
Moses Brown,2.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,-2.0,0,0,202210230LAC
Brandon Boston Jr.,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0,0,202210230LAC
Amir Coffey,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-2.0,0,0,202210230LAC
Jason Preston,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0,0,202210230LAC
Josh Hart,36.0,3.0,5.0,0.6,1.0,1.0,1.0,2.0,2.0,1.0,2.0,14.0,16.0,5.0,2.0,0.0,3.0,2.0,9.0,-4.0,1,1,202210230LAL
Anfernee Simons,35.0,5.0,17.0,0.294,0.0,6.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,5.0,5.0,12.0,2.0,1,1,202210230LAL
Jerami Grant,34.0,5.0,11.0,0.455,2.0,3.0,0.667,4.0,4.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,3.0,16.0,0.0,1,1,202210230LAL
Damian Lillard,34.0,15.0,25.0,0.6,6.0,13.0,0.462,5.0,7.0,0.714,1.0,4.0,5.0,2.0,0.0,1.0,6.0,3.0,41.0,2.0,1,1,202210230LAL
Jusuf Nurkić,30.0,2.0,5.0,0.4,0.0,0.0,,2.0,2.0,1.0,3.0,10.0,13.0,4.0,0.0,1.0,2.0,3.0,6.0,3.0,1,1,202210230LAL
Justise Winslow,25.0,2.0,8.0,0.25,0.0,0.0,,3.0,4.0,0.75,2.0,3.0,5.0,3.0,2.0,1.0,1.0,2.0,7.0,2.0,0,1,202210230LAL
Shaedon Sharpe,16.0,2.0,6.0,0.333,0.0,1.0,0.0,0.0,0.0,,3.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,8.0,0,1,202210230LAL
Nassir Little,14.0,3.0,6.0,0.5,1.0,3.0,0.333,0.0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0,1,202210230LAL
Drew Eubanks,13.0,0.0,1.0,0.0,0.0,0.0,,4.0,6.0,0.667,2.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,-3.0,0,1,202210230LAL
Jabari Walker,,,,,,,,,,,,,,,,,,,,,0,1,202210230LAL
Keon Johnson,,,,,,,,,,,,,,,,,,,,,0,1,202210230LAL
Greg Brown III,,,,,,,,,,,,,,,,,,,,,0,1,202210230LAL
LeBron James,37.0,12.0,22.0,0.545,2.0,9.0,0.222,5.0,7.0,0.714,1.0,7.0,8.0,8.0,2.0,2.0,4.0,3.0,31.0,2.0,1,0,202210230LAL
Anthony Davis,36.0,9.0,17.0,0.529,0.0,3.0,0.0,4.0,4.0,1.0,5.0,5.0,10.0,3.0,2.0,6.0,1.0,5.0,22.0,3.0,1,0,202210230LAL
Lonnie Walker IV,32.0,7.0,13.0,0.538,1.0,5.0,0.2,0.0,1.0,0.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,3.0,15.0,5.0,1,0,202210230LAL
Patrick Beverley,29.0,1.0,3.0,0.333,1.0,3.0,0.333,4.0,4.0,1.0,1.0,3.0,4.0,5.0,1.0,0.0,2.0,3.0,7.0,7.0,1,0,202210230LAL
Russell Westbrook,27.0,4.0,15.0,0.267,0.0,3.0,0.0,2.0,3.0,0.667,0.0,6.0,6.0,6.0,0.0,0.0,0.0,1.0,10.0,-4.0,1,0,202210230LAL
Troy Brown Jr.,22.0,2.0,7.0,0.286,0.0,2.0,0.0,0.0,0.0,,0.0,4.0,4.0,1.0,1.0,0.0,0.0,2.0,4.0,0.0,0,0,202210230LAL
Juan Toscano-Anderson,19.0,2.0,3.0,0.667,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,4.0,-5.0,0,0,202210230LAL
Austin Reaves,18.0,2.0,5.0,0.4,2.0,4.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,7.0,-6.0,0,0,202210230LAL
Kendrick Nunn,9.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,-7.0,0,0,202210230LAL
Damian Jones,6.0,2.0,4.0,0.5,0.0,0.0,,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,-5.0,0,0,202210230LAL
Max Christie,,,,,,,,,,,,,,,,,,,,,0,0,202210230LAL
Scotty Pippen Jr.,,,,,,,,,,,,,,,,,,,,,0,0,202210230LAL
Wenyen Gabriel,,,,,,,,,,,,,,,,,,,,,0,0,202210230LAL
Matt Ryan,,,,,,,,,,,,,,,,,,,,,0,0,202210230LAL
Lauri Markkanen,39.0,9.0,17.0,0.529,2.0,6.0,0.333,11.0,11.0,1.0,3.0,9.0,12.0,2.0,2.0,1.0,2.0,3.0,31.0,6.0,1,1,202210230NOP
Kelly Olynyk,37.0,7.0,12.0,0.583,2.0,3.0,0.667,4.0,5.0,0.8,1.0,2.0,3.0,5.0,1.0,0.0,1.0,4.0,20.0,-8.0,1,1,202210230NOP
Jordan Clarkson,36.0,7.0,19.0,0.368,3.0,10.0,0.3,1.0,2.0,0.5,0.0,1.0,1.0,6.0,0.0,1.0,3.0,0.0,18.0,4.0,1,1,202210230NOP
Mike Conley,36.0,3.0,12.0,0.25,1.0,6.0,0.167,0.0,0.0,,0.0,2.0,2.0,8.0,0.0,1.0,1.0,1.0,7.0,-13.0,1,1,202210230NOP
Jarred Vanderbilt,28.0,5.0,7.0,0.714,2.0,3.0,0.667,3.0,3.0,1.0,0.0,4.0,4.0,1.0,4.0,1.0,1.0,5.0,15.0,-4.0,1,1,202210230NOP
Walker Kessler,22.0,3.0,6.0,0.5,0.0,0.0,,1.0,2.0,0.5,6.0,3.0,9.0,2.0,0.0,2.0,0.0,2.0,7.0,9.0,0,1,202210230NOP
Malik Beasley,20.0,2.0,5.0,0.4,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,4.0,2.0,0,1,202210230NOP
Collin Sexton,18.0,2.0,10.0,0.2,1.0,3.0,0.333,3.0,4.0,0.75,3.0,2.0,5.0,1.0,2.0,0.0,2.0,1.0,8.0,11.0,0,1,202210230NOP
Rudy Gay,15.0,2.0,5.0,0.4,1.0,3.0,0.333,0.0,0.0,,2.0,2.0,4.0,2.0,2.0,0.0,2.0,3.0,5.0,6.0,0,1,202210230NOP
Talen Horton-Tucker,9.0,3.0,5.0,0.6,1.0,2.0,0.5,0.0,0.0,,0.0,3.0,3.0,0.0,1.0,0.0,2.0,0.0,7.0,-8.0,0,1,202210230NOP
Simone Fontecchio,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,202210230NOP
Ochai Agbaji,,,,,,,,,,,,,,,,,,,,,0,1,202210230NOP
Nickeil Alexander-Walker,,,,,,,,,,,,,,,,,,,,,0,1,202210230NOP
Leandro Bolmaro,,,,,,,,,,,,,,,,,,,,,0,1,202210230NOP
CJ McCollum,40.0,12.0,25.0,0.48,2.0,8.0,0.25,2.0,2.0,1.0,0.0,4.0,4.0,12.0,1.0,0.0,2.0,2.0,28.0,9.0,1,0,202210230NOP
Herbert Jones,35.0,3.0,9.0,0.333,0.0,3.0,0.0,3.0,5.0,0.6,1.0,3.0,4.0,1.0,0.0,1.0,3.0,6.0,9.0,-1.0,1,0,202210230NOP
Zion Williamson,29.0,10.0,16.0,0.625,0.0,0.0,,5.0,6.0,0.833,2.0,4.0,6.0,1.0,1.0,2.0,4.0,3.0,25.0,-7.0,1,0,202210230NOP
Jonas Valančiūnas,24.0,2.0,11.0,0.182,0.0,1.0,0.0,2.0,2.0,1.0,8.0,1.0,9.0,3.0,1.0,0.0,1.0,3.0,6.0,-7.0,1,0,202210230NOP
