date,team_visitor,team_home
2023-02-03,Sacramento,Indiana
2023-02-03,Portland,Washington
2023-02-03,Phoenix,Boston
2023-02-03,Toronto,Houston
2023-02-03,Orlando,Minnesota
2023-02-03,Philadelphia,San Antonio
2023-02-03,Atlanta,Utah
2023-02-04,Washington,Brooklyn
2023-02-04,Phoenix,Detroit
2023-02-04,LA Clippers,New York
2023-02-04,Portland,Chicago
2023-02-04,Miami,Milwaukee
2023-02-04,LA Lakers,New Orleans
2023-02-04,Houston,Oklahoma City
2023-02-04,Dallas,Golden State
2023-02-04,Atlanta,Denver
2023-02-05,Orlando,Charlotte
2023-02-05,Cleveland,Indiana
2023-02-05,Toronto,Memphis
2023-02-05,Philadelphia,New York
2023-02-05,Denver,Minnesota
2023-02-05,Sacramento,New Orleans
2023-02-06,Boston,Detroit
2023-02-06,Cleveland,Washington
2023-02-06,LA Clippers,Brooklyn
2023-02-06,San Antonio,Chicago
2023-02-06,Sacramento,Houston
2023-02-06,Dallas,Utah
2023-02-06,Oklahoma City,Golden State
2023-02-06,Milwaukee,Portland
2023-02-07,New York,Orlando
2023-02-07,Phoenix,Brooklyn
2023-02-07,Atlanta,New Orleans
2023-02-07,Chicago,Memphis
2023-02-07,Minnesota,Denver
2023-02-07,Oklahoma City,LA Lakers
2023-02-08,Detroit,Cleveland
2023-02-08,Charlotte,Washington
2023-02-08,Philadelphia,Boston
2023-02-08,Indiana,Miami
2023-02-08,San Antonio,Toronto
2023-02-08,Sacramento,Houston
2023-02-08,Minnesota,Utah
2023-02-08,Dallas,LA Clippers
2023-02-08,Golden State,Portland
2023-02-09,Denver,Orlando
2023-02-09,Phoenix,Atlanta
2023-02-09,Chicago,Brooklyn
2023-02-09,Milwaukee,LA Lakers
2023-02-10,San Antonio,Detroit
2023-02-10,Phoenix,Indiana
2023-02-10,New York,Philadelphia
2023-02-10,Charlotte,Boston
2023-02-10,Utah,Toronto
2023-02-10,Minnesota,Memphis
2023-02-10,Houston,Miami
2023-02-10,Cleveland,New Orleans
2023-02-10,Oklahoma City,Portland
2023-02-10,Dallas,Sacramento
2023-02-10,Milwaukee,LA Clippers
2023-02-11,Philadelphia,Brooklyn
2023-02-11,Denver,Charlotte
2023-02-11,Miami,Orlando
2023-02-11,Indiana,Washington
2023-02-11,San Antonio,Atlanta
2023-02-11,Utah,New York
2023-02-11,Chicago,Cleveland
2023-02-11,LA Lakers,Golden State
2023-02-11,Dallas,Sacramento
2023-02-12,Memphis,Boston
2023-02-12,Detroit,Toronto
2023-02-13,Atlanta,Charlotte
2023-02-13,San Antonio,Cleveland
2023-02-13,Utah,Indiana
2023-02-13,Houston,Philadelphia
2023-02-13,Denver,Miami
2023-02-13,Brooklyn,New York
2023-02-13,Orlando,Chicago
2023-02-13,New Orleans,Oklahoma City
2023-02-13,Minnesota,Dallas
2023-02-13,Washington,Golden State
2023-02-13,LA Lakers,Portland
2023-02-14,Boston,Milwaukee
2023-02-14,Orlando,Toronto
2023-02-14,Sacramento,Phoenix
2023-02-14,Golden State,LA Clippers
2023-02-14,Washington,Portland
2023-02-15,San Antonio,Charlotte
2023-02-15,Chicago,Indiana
2023-02-15,Cleveland,Philadelphia
2023-02-15,New York,Atlanta
2023-02-15,Detroit,Boston
2023-02-15,Miami,Brooklyn
2023-02-15,Utah,Memphis
2023-02-15,Houston,Oklahoma City
2023-02-15,Dallas,Denver
2023-02-15,New Orleans,LA Lakers
2023-02-16,Milwaukee,Chicago
2023-02-16,Washington,Minnesota
2023-02-16,LA Clippers,Phoenix
2023-02-23,Denver,Cleveland
2023-02-23,Boston,Indiana
2023-02-23,Detroit,Orlando
2023-02-23,Memphis,Philadelphia
2023-02-23,New Orleans,Toronto
2023-02-23,San Antonio,Dallas
2023-02-23,Oklahoma City,Utah
2023-02-23,Golden State,LA Lakers
2023-02-23,Portland,Sacramento
2023-02-24,New York,Washington
2023-02-24,Cleveland,Atlanta
2023-02-24,Miami,Milwaukee
2023-02-24,Charlotte,Minnesota
2023-02-24,Oklahoma City,Phoenix
2023-02-24,Brooklyn,Chicago
2023-02-24,Houston,Golden State
2023-02-24,Sacramento,LA Clippers
2023-02-25,Toronto,Detroit
2023-02-25,Miami,Charlotte
2023-02-25,Indiana,Orlando
2023-02-25,New Orleans,New York
2023-02-25,Denver,Memphis
2023-02-25,Boston,Philadelphia
2023-02-25,San Antonio,Utah
2023-02-26,Phoenix,Milwaukee
2023-02-26,Brooklyn,Atlanta
2023-02-26,Washington,Chicago
2023-02-26,LA Lakers,Dallas
2023-02-26,Toronto,Cleveland
2023-02-26,Sacramento,Oklahoma City
2023-02-26,Minnesota,Golden State
2023-02-26,Houston,Portland
2023-02-26,LA Clippers,Denver
2023-02-27,Detroit,Charlotte
2023-02-27,Miami,Philadelphia
2023-02-27,Boston,New York
2023-02-27,Orlando,New Orleans
2023-02-28,Washington,Atlanta
2023-02-28,Milwaukee,Brooklyn
2023-02-28,Chicago,Toronto
2023-02-28,Denver,Houston
2023-02-28,LA Lakers,Memphis
2023-02-28,Sacramento,Oklahoma City
2023-02-28,Indiana,Dallas
2023-02-28,San Antonio,Utah
2023-02-28,Portland,Golden State
2023-02-28,Minnesota,LA Clippers
2023-03-01,Phoenix,Charlotte
2023-03-01,Chicago,Detroit
2023-03-01,Cleveland,Boston
2023-03-01,Philadelphia,Miami
2023-03-01,Brooklyn,New York
2023-03-01,Memphis,Houston
2023-03-01,Orlando,Milwaukee
2023-03-01,LA Lakers,Oklahoma City
2023-03-01,New Orleans,Portland
2023-03-02,Toronto,Washington
2023-03-02,Philadelphia,Dallas
2023-03-02,Indiana,San Antonio
2023-03-02,LA Clippers,Golden State
2023-03-03,Orlando,Charlotte
2023-03-03,Portland,Atlanta
2023-03-03,Brooklyn,Boston
2023-03-03,Phoenix,Chicago
2023-03-03,New York,Miami
2023-03-03,Utah,Oklahoma City
2023-03-03,Memphis,Denver
2023-03-03,New Orleans,Golden State
2023-03-03,LA Clippers,Sacramento
2023-03-03,Minnesota,LA Lakers
2023-03-04,Toronto,Washington
2023-03-04,Detroit,Cleveland
2023-03-04,Atlanta,Miami
2023-03-04,Houston,San Antonio
2023-03-04,Philadelphia,Milwaukee
2023-03-04,Minnesota,Sacramento
2023-03-05,Phoenix,Dallas
2023-03-05,Indiana,Chicago
2023-03-05,Golden State,LA Lakers
2023-03-05,Charlotte,Brooklyn
2023-03-05,Portland,Orlando
2023-03-05,San Antonio,Houston
2023-03-05,Utah,Oklahoma City
2023-03-05,New York,Boston
2023-03-05,Memphis,LA Clippers
2023-03-06,Boston,Cleveland
2023-03-06,Philadelphia,Indiana
2023-03-06,Milwaukee,Washington
2023-03-06,Atlanta,Miami
2023-03-06,Toronto,Denver
2023-03-06,New Orleans,Sacramento
2023-03-07,Portland,Detroit
2023-03-07,Milwaukee,Orlando
2023-03-07,Philadelphia,Minnesota
2023-03-07,Charlotte,New York
2023-03-07,Brooklyn,Houston
2023-03-07,Golden State,Oklahoma City
2023-03-07,Utah,Dallas
2023-03-07,Memphis,LA Lakers
2023-03-08,Atlanta,Washington
2023-03-08,Portland,Boston
2023-03-08,Cleveland,Miami
2023-03-08,Dallas,New Orleans
2023-03-08,Chicago,Denver
2023-03-08,Oklahoma City,Phoenix
2023-03-08,Toronto,LA Clippers
2023-03-09,Charlotte,Detroit
2023-03-09,Houston,Indiana
2023-03-09,Utah,Orlando
2023-03-09,Brooklyn,Milwaukee
2023-03-09,Golden State,Memphis
2023-03-09,New York,Sacramento
2023-03-10,Portland,Philadelphia
2023-03-10,Atlanta,Washington
2023-03-10,Cleveland,Miami
2023-03-10,Brooklyn,Minnesota
2023-03-10,Denver,San Antonio
2023-03-10,Toronto,LA Lakers
2023-03-11,New York,LA Clippers
2023-03-11,Utah,Charlotte
2023-03-11,Indiana,Detroit
2023-03-11,Miami,Orlando
2023-03-11,Boston,Atlanta
2023-03-11,Chicago,Houston
2023-03-11,Dallas,Memphis
2023-03-11,Milwaukee,Golden State
2023-03-11,Oklahoma City,New Orleans
2023-03-11,Sacramento,Phoenix
2023-03-12,Brooklyn,Denver
2023-03-12,Cleveland,Charlotte
2023-03-12,Washington,Philadelphia
2023-03-12,Portland,New Orleans
2023-03-12,Oklahoma City,San Antonio
2023-03-12,New York,LA Lakers
2023-03-13,Indiana,Detroit
2023-03-13,Minnesota,Atlanta
2023-03-13,Memphis,Dallas
2023-03-13,Utah,Miami
2023-03-13,Boston,Houston
2023-03-13,Phoenix,Golden State
2023-03-13,Milwaukee,Sacramento
2023-03-14,Cleveland,Charlotte
2023-03-14,Detroit,Washington
2023-03-14,Denver,Toronto
2023-03-14,LA Lakers,New Orleans
2023-03-14,Brooklyn,Oklahoma City
2023-03-14,Orlando,San Antonio
2023-03-14,Milwaukee,Phoenix
2023-03-14,New York,Portland
2023-03-15,Philadelphia,Cleveland
2023-03-15,Memphis,Miami
2023-03-15,Sacramento,Chicago
2023-03-15,LA Lakers,Houston
2023-03-15,Boston,Minnesota
2023-03-15,Dallas,San Antonio
2023-03-15,Golden State,LA Clippers
2023-03-16,Denver,Detroit
2023-03-16,Sacramento,Brooklyn
2023-03-16,Oklahoma City,Toronto
2023-03-16,Indiana,Milwaukee
2023-03-16,Orlando,Phoenix
2023-03-17,Philadelphia,Charlotte
2023-03-17,Golden State,Atlanta
2023-03-17,Washington,Cleveland
2023-03-17,Minnesota,Chicago
2023-03-17,New Orleans,Houston
2023-03-17,Memphis,San Antonio
2023-03-17,Boston,Portland
2023-03-17,Dallas,LA Lakers
2023-03-18,Denver,New York
2023-03-18,Orlando,LA Clippers
2023-03-18,Philadelphia,Indiana
2023-03-18,Minnesota,Toronto
2023-03-18,Miami,Chicago
2023-03-18,Golden State,Memphis
2023-03-18,Sacramento,Washington
2023-03-18,Boston,Utah
2023-03-19,Denver,Brooklyn
2023-03-19,Phoenix,Oklahoma City
2023-03-19,Atlanta,San Antonio
2023-03-19,Miami,Detroit
2023-03-19,New Orleans,Houston
2023-03-19,Toronto,Milwaukee
2023-03-19,LA Clippers,Portland
2023-03-19,Orlando,LA Lakers
2023-03-20,Indiana,Charlotte
2023-03-20,Chicago,Philadelphia
2023-03-20,Minnesota,New York
2023-03-20,Golden State,Houston
2023-03-20,Dallas,Memphis
2023-03-20,Sacramento,Utah
2023-03-21,Washington,Orlando
2023-03-21,Detroit,Atlanta
2023-03-21,Cleveland,Brooklyn
2023-03-21,San Antonio,New Orleans
2023-03-21,Boston,Sacramento
2023-03-21,Oklahoma City,LA Clippers
2023-03-22,Denver,Washington
2023-03-22,Golden State,Dallas
2023-03-22,New York,Miami
2023-03-22,Indiana,Toronto
2023-03-22,Philadelphia,Chicago
2023-03-22,Houston,Memphis
2023-03-22,San Antonio,Milwaukee
2023-03-22,Atlanta,Minnesota
2023-03-22,Portland,Utah
2023-03-22,Phoenix,LA Lakers
2023-03-23,New York,Orlando
2023-03-23,Cleveland,Brooklyn
2023-03-23,Charlotte,New Orleans
2023-03-23,Oklahoma City,LA Clippers
2023-03-24,Indiana,Boston
2023-03-24,San Antonio,Washington
2023-03-24,Detroit,Toronto
2023-03-24,Houston,Memphis
2023-03-24,Charlotte,Dallas
2023-03-24,Milwaukee,Utah
2023-03-24,Philadelphia,Golden State
2023-03-24,Chicago,Portland
2023-03-24,Phoenix,Sacramento
2023-03-24,Oklahoma City,LA Lakers
2023-03-25,Indiana,Atlanta
2023-03-25,Brooklyn,Miami
2023-03-25,Milwaukee,Denver
2023-03-25,Philadelphia,Phoenix
2023-03-25,Utah,Sacramento
2023-03-25,New Orleans,LA Clippers
2023-03-26,Dallas,Charlotte
2023-03-26,Chicago,LA Lakers
2023-03-26,Memphis,Atlanta
2023-03-26,San Antonio,Boston
2023-03-26,Houston,Cleveland
2023-03-26,Brooklyn,Orlando
2023-03-26,Washington,Toronto
2023-03-26,Oklahoma City,Portland
2023-03-26,Minnesota,Golden State
2023-03-27,Milwaukee,Detroit
2023-03-27,Dallas,Indiana
2023-03-27,Houston,New York
2023-03-27,Phoenix,Utah
2023-03-27,Philadelphia,Denver
2023-03-27,New Orleans,Portland
2023-03-27,Minnesota,Sacramento
2023-03-27,Chicago,LA Clippers
2023-03-28,Boston,Washington
2023-03-28,Cleveland,Atlanta
2023-03-28,Miami,Toronto
2023-03-28,Orlando,Memphis
2023-03-28,Charlotte,Oklahoma City
2023-03-28,New Orleans,Golden State
2023-03-29,Milwaukee,Indiana
2023-03-29,Houston,Brooklyn
2023-03-29,Miami,New York
2023-03-29,Dallas,Philadelphia
2023-03-29,LA Lakers,Chicago
2023-03-29,LA Clippers,Memphis
2023-03-29,Detroit,Oklahoma City
2023-03-29,Utah,San Antonio
2023-03-29,Minnesota,Phoenix
2023-03-29,Sacramento,Portland
2023-03-30,Boston,Milwaukee
2023-03-30,New Orleans,Denver
2023-03-31,Chicago,Charlotte
2023-03-31,Oklahoma City,Indiana
2023-03-31,Toronto,Philadelphia
2023-03-31,Orlando,Washington
2023-03-31,Utah,Boston
2023-03-31,Atlanta,Brooklyn
2023-03-31,New York,Cleveland
2023-03-31,Detroit,Houston
2023-03-31,LA Clippers,Memphis
2023-03-31,LA Lakers,Minnesota
2023-03-31,San Antonio,Golden State
2023-03-31,Sacramento,Portland
2023-03-31,Denver,Phoenix
2023-04-01,Dallas,Miami
2023-04-01,LA Clippers,New Orleans
2023-04-02,Toronto,Charlotte
2023-04-02,Utah,Brooklyn
2023-04-02,Memphis,Chicago
2023-04-02,Portland,Minnesota
2023-04-02,Dallas,Atlanta
2023-04-02,San Antonio,Sacramento
2023-04-02,Detroit,Orlando
2023-04-02,Washington,New York
2023-04-02,LA Lakers,Houston
2023-04-02,Phoenix,Oklahoma City
2023-04-02,Philadelphia,Milwaukee
2023-04-02,Indiana,Cleveland
2023-04-02,Golden State,Denver
2023-04-04,Toronto,Charlotte
2023-04-04,Milwaukee,Washington
2023-04-04,Cleveland,Orlando
2023-04-04,Miami,Detroit
2023-04-04,Minnesota,Brooklyn
2023-04-04,Denver,Houston
2023-04-04,Portland,Memphis
2023-04-04,Sacramento,New Orleans
2023-04-04,Boston,Philadelphia
2023-04-04,Atlanta,Chicago
2023-04-04,LA Lakers,Utah
2023-04-04,Oklahoma City,Golden State
2023-04-04,San Antonio,Phoenix
2023-04-05,Brooklyn,Detroit
2023-04-05,New York,Indiana
2023-04-05,Washington,Atlanta
2023-04-05,Toronto,Boston
2023-04-05,Chicago,Milwaukee
2023-04-05,Memphis,New Orleans
2023-04-05,Sacramento,Dallas
2023-04-05,LA Lakers,LA Clippers
2023-04-06,Cleveland,Orlando
2023-04-06,Miami,Philadelphia
2023-04-06,Portland,San Antonio
2023-04-06,Oklahoma City,Utah
2023-04-06,Denver,Phoenix
2023-04-07,Houston,Charlotte
2023-04-07,Miami,Washington
2023-04-07,Detroit,Indiana
2023-04-07,Orlando,Brooklyn
2023-04-07,Toronto,Boston
2023-04-07,Philadelphia,Atlanta
2023-04-07,Memphis,Milwaukee
2023-04-07,New York,New Orleans
2023-04-07,Chicago,Dallas
2023-04-07,Golden State,Sacramento
2023-04-07,Phoenix,LA Lakers
2023-04-08,Denver,Utah
2023-04-08,Portland,LA Clippers
2023-04-08,Minnesota,San Antonio
2023-04-09,Atlanta,Boston
2023-04-09,Philadelphia,Brooklyn
2023-04-09,Detroit,Chicago
2023-04-09,Charlotte,Cleveland
2023-04-09,Orlando,Miami
2023-04-09,Indiana,New York
2023-04-09,Milwaukee,Toronto
2023-04-09,Houston,Washington
2023-04-09,San Antonio,Dallas
2023-04-09,Sacramento,Denver
2023-04-09,Utah,LA Lakers
2023-04-09,New Orleans,Minnesota
2023-04-09,Memphis,Oklahoma City
2023-04-09,LA Clippers,Phoenix
2023-04-09,Golden State,Portland
