date,team_visitor,team_home
2022-11-23,Minnesota,Indiana
2022-11-23,Sacramento,Atlanta
2022-11-23,Dallas,Boston
2022-11-23,Washington,Miami
2022-11-23,Brooklyn,Toronto
2022-11-23,Chicago,Milwaukee
2022-11-23,Denver,Oklahoma City
2022-11-23,New Orleans,San Antonio
2022-11-23,Detroit,Utah
2022-11-23,LA Clippers,Golden State
2022-11-25,Minnesota,Charlotte
2022-11-25,Philadelphia,Orlando
2022-11-25,Portland,New York
2022-11-25,Sacramento,Boston
2022-11-25,Atlanta,Houston
2022-11-25,Brooklyn,Indiana
2022-11-25,New Orleans,Memphis
2022-11-25,Washington,Miami
2022-11-25,Cleveland,Milwaukee
2022-11-25,Chicago,Oklahoma City
2022-11-25,LA Lakers,San Antonio
2022-11-25,Detroit,Phoenix
2022-11-25,Utah,Golden State
2022-11-25,Denver,LA Clippers
2022-11-26,Dallas,Toronto
2022-11-26,Oklahoma City,Houston
2022-11-26,LA Lakers,San Antonio
2022-11-26,Utah,Phoenix
2022-11-27,Portland,Brooklyn
2022-11-27,Golden State,Minnesota
2022-11-27,Indiana,LA Clippers
2022-11-27,Miami,Atlanta
2022-11-27,Washington,Boston
2022-11-27,Cleveland,Detroit
2022-11-27,Memphis,New York
2022-11-27,Philadelphia,Orlando
2022-11-27,Dallas,Milwaukee
2022-11-28,Atlanta,Philadelphia
2022-11-28,Minnesota,Washington
2022-11-28,Charlotte,Boston
2022-11-28,Orlando,Brooklyn
2022-11-28,Cleveland,Toronto
2022-11-28,Oklahoma City,New Orleans
2022-11-28,Houston,Denver
2022-11-28,Chicago,Utah
2022-11-28,Phoenix,Sacramento
2022-11-28,Indiana,LA Lakers
2022-11-29,New York,Detroit
2022-11-29,Golden State,Dallas
2022-11-29,LA Clippers,Portland
2022-11-30,Philadelphia,Cleveland
2022-11-30,Atlanta,Orlando
2022-11-30,Miami,Boston
2022-11-30,Washington,Brooklyn
2022-11-30,Milwaukee,New York
2022-11-30,Memphis,Minnesota
2022-11-30,Toronto,New Orleans
2022-11-30,San Antonio,Oklahoma City
2022-11-30,Houston,Denver
2022-11-30,Chicago,Phoenix
2022-11-30,LA Clippers,Utah
2022-11-30,Indiana,Sacramento
2022-11-30,Portland,LA Lakers
2022-12-01,Dallas,Detroit
2022-12-02,Washington,Charlotte
2022-12-02,Denver,Atlanta
2022-12-02,Miami,Boston
2022-12-02,Toronto,Brooklyn
2022-12-02,Orlando,Cleveland
2022-12-02,LA Lakers,Milwaukee
2022-12-02,Philadelphia,Memphis
2022-12-02,New Orleans,San Antonio
2022-12-02,Houston,Phoenix
2022-12-02,Indiana,Utah
2022-12-02,Chicago,Golden State
2022-12-03,Dallas,New York
2022-12-03,Sacramento,LA Clippers
2022-12-03,Milwaukee,Charlotte
2022-12-03,Oklahoma City,Minnesota
2022-12-03,Orlando,Toronto
2022-12-03,Houston,Golden State
2022-12-03,Portland,Utah
2022-12-04,Denver,New Orleans
2022-12-04,Phoenix,San Antonio
2022-12-04,Boston,Brooklyn
2022-12-04,Memphis,Detroit
2022-12-04,Cleveland,New York
2022-12-04,Chicago,Sacramento
2022-12-04,LA Lakers,Washington
2022-12-04,Indiana,Portland
2022-12-05,LA Clippers,Charlotte
2022-12-05,Milwaukee,Orlando
2022-12-05,Oklahoma City,Atlanta
2022-12-05,Boston,Toronto
2022-12-05,Philadelphia,Houston
2022-12-05,Miami,Memphis
2022-12-05,Phoenix,Dallas
2022-12-05,Indiana,Golden State
2022-12-06,LA Lakers,Cleveland
2022-12-06,Detroit,Miami
2022-12-06,Dallas,Denver
2022-12-07,LA Clippers,Orlando
2022-12-07,Charlotte,Brooklyn
2022-12-07,Atlanta,New York
2022-12-07,LA Lakers,Toronto
2022-12-07,Washington,Chicago
2022-12-07,Oklahoma City,Memphis
2022-12-07,Sacramento,Milwaukee
2022-12-07,Indiana,Minnesota
2022-12-07,Detroit,New Orleans
2022-12-07,Golden State,Utah
2022-12-07,Boston,Phoenix
2022-12-08,LA Clippers,Miami
2022-12-08,Houston,San Antonio
2022-12-08,Denver,Portland
2022-12-09,New York,Charlotte
2022-12-09,Washington,Indiana
2022-12-09,Toronto,Orlando
2022-12-09,Atlanta,Brooklyn
2022-12-09,Sacramento,Cleveland
2022-12-09,LA Lakers,Philadelphia
2022-12-09,Detroit,Memphis
2022-12-09,Phoenix,New Orleans
2022-12-09,Minnesota,Utah
2022-12-09,Milwaukee,Dallas
2022-12-10,San Antonio,Miami
2022-12-10,Brooklyn,Indiana
2022-12-10,LA Clippers,Washington
2022-12-10,Oklahoma City,Cleveland
2022-12-10,Dallas,Chicago
2022-12-10,Boston,Golden State
2022-12-10,Utah,Denver
2022-12-10,Minnesota,Portland
2022-12-11,Phoenix,New Orleans
2022-12-11,LA Lakers,Detroit
2022-12-11,Sacramento,New York
2022-12-11,Toronto,Orlando
2022-12-11,Charlotte,Philadelphia
2022-12-11,Chicago,Atlanta
2022-12-11,Milwaukee,Houston
2022-12-12,Miami,Indiana
2022-12-12,Brooklyn,Washington
2022-12-12,Atlanta,Memphis
2022-12-12,Oklahoma City,Dallas
2022-12-12,Cleveland,San Antonio
2022-12-12,Minnesota,Portland
2022-12-12,Boston,LA Clippers
2022-12-13,Sacramento,Philadelphia
2022-12-13,Golden State,Milwaukee
2022-12-13,Phoenix,Houston
2022-12-13,New Orleans,Utah
2022-12-13,Boston,LA Lakers
2022-12-14,Detroit,Charlotte
2022-12-14,Golden State,Indiana
2022-12-14,Atlanta,Orlando
2022-12-14,New York,Chicago
2022-12-14,Sacramento,Toronto
2022-12-14,Miami,Oklahoma City
2022-12-14,Portland,San Antonio
2022-12-14,Cleveland,Dallas
2022-12-14,Washington,Denver
2022-12-14,Minnesota,LA Clippers
2022-12-15,Miami,Houston
2022-12-15,Milwaukee,Memphis
2022-12-15,New Orleans,Utah
2022-12-15,Phoenix,LA Clippers
2022-12-16,Atlanta,Charlotte
2022-12-16,Sacramento,Detroit
2022-12-16,Orlando,Boston
2022-12-16,Indiana,Cleveland
2022-12-16,Golden State,Philadelphia
2022-12-16,Brooklyn,Toronto
2022-12-16,New York,Chicago
2022-12-16,Minnesota,Oklahoma City
2022-12-16,Portland,Dallas
2022-12-16,Denver,LA Lakers
2022-12-17,Washington,LA Clippers
2022-12-17,Miami,San Antonio
2022-12-17,Dallas,Cleveland
2022-12-17,Portland,Houston
2022-12-17,Utah,Milwaukee
2022-12-17,Memphis,Oklahoma City
2022-12-17,New Orleans,Phoenix
2022-12-18,Orlando,Boston
2022-12-18,New York,Indiana
2022-12-18,Brooklyn,Detroit
2022-12-18,Golden State,Toronto
2022-12-18,Chicago,Minnesota
2022-12-18,Charlotte,Denver
2022-12-18,Washington,LA Lakers
2022-12-19,Utah,Cleveland
2022-12-19,Toronto,Philadelphia
2022-12-19,Orlando,Atlanta
2022-12-19,San Antonio,Houston
2022-12-19,Dallas,Minnesota
2022-12-19,Milwaukee,New Orleans
2022-12-19,Portland,Oklahoma City
2022-12-19,LA Lakers,Phoenix
2022-12-19,Charlotte,Sacramento
2022-12-20,Utah,Detroit
2022-12-20,Chicago,Miami
2022-12-20,Golden State,New York
2022-12-20,Washington,Phoenix
2022-12-20,Memphis,Denver
2022-12-21,Milwaukee,Cleveland
2022-12-21,Detroit,Philadelphia
2022-12-21,Chicago,Atlanta
2022-12-21,Indiana,Boston
2022-12-21,Golden State,Brooklyn
2022-12-21,Toronto,New York
2022-12-21,Orlando,Houston
2022-12-21,Dallas,Minnesota
2022-12-21,Portland,Oklahoma City
2022-12-21,LA Lakers,Sacramento
2022-12-21,Charlotte,LA Clippers
2022-12-22,San Antonio,New Orleans
2022-12-22,Washington,Utah
2022-12-23,San Antonio,Orlando
2022-12-23,LA Clippers,Philadelphia
2022-12-23,Detroit,Atlanta
2022-12-23,Minnesota,Boston
2022-12-23,Milwaukee,Brooklyn
2022-12-23,Toronto,Cleveland
2022-12-23,Chicago,New York
2022-12-23,Dallas,Houston
2022-12-23,Indiana,Miami
2022-12-23,New Orleans,Oklahoma City
2022-12-23,Portland,Denver
2022-12-23,Memphis,Phoenix
2022-12-23,Washington,Sacramento
2022-12-23,Charlotte,LA Lakers
2022-12-25,Philadelphia,New York
2022-12-25,LA Lakers,Dallas
2022-12-25,Milwaukee,Boston
2022-12-25,Memphis,Golden State
2022-12-25,Phoenix,Denver
2022-12-26,Brooklyn,Cleveland
2022-12-26,LA Clippers,Detroit
2022-12-26,Minnesota,Miami
2022-12-26,Houston,Chicago
2022-12-26,Indiana,New Orleans
2022-12-26,Utah,San Antonio
2022-12-26,Charlotte,Portland
2022-12-27,LA Lakers,Orlando
2022-12-27,Philadelphia,Washington
2022-12-27,Houston,Boston
2022-12-27,Atlanta,Indiana
2022-12-27,LA Clippers,Toronto
2022-12-27,Phoenix,Memphis
2022-12-27,San Antonio,Oklahoma City
2022-12-27,New York,Dallas
2022-12-27,Charlotte,Golden State
2022-12-27,Denver,Sacramento
2022-12-28,Orlando,Detroit
2022-12-28,Phoenix,Washington
2022-12-28,Brooklyn,Atlanta
2022-12-28,LA Lakers,Miami
2022-12-28,Milwaukee,Chicago
2022-12-28,Minnesota,New Orleans
2022-12-28,Utah,Golden State
2022-12-28,Denver,Sacramento
2022-12-29,Oklahoma City,Charlotte
2022-12-29,Cleveland,Indiana
2022-12-29,LA Clippers,Boston
2022-12-29,Memphis,Toronto
2022-12-29,New York,San Antonio
2022-12-29,Houston,Dallas
2022-12-30,Washington,Orlando
2022-12-30,LA Lakers,Atlanta
2022-12-30,Phoenix,Toronto
2022-12-30,Detroit,Chicago
2022-12-30,Minnesota,Milwaukee
2022-12-30,Philadelphia,New Orleans
2022-12-30,Miami,Denver
2022-12-30,Portland,Golden State
2022-12-30,Utah,Sacramento
2022-12-31,LA Clippers,Indiana
2022-12-31,Cleveland,Chicago
2022-12-31,Brooklyn,Charlotte
2022-12-31,New York,Houston
2022-12-31,Dallas,San Antonio
2022-12-31,New Orleans,Memphis
2022-12-31,Detroit,Minnesota
2022-12-31,Philadelphia,Oklahoma City
2022-12-31,Miami,Utah
2023-01-01,Boston,Denver
2023-01-01,Sacramento,Memphis
2023-01-01,Washington,Milwaukee
2023-01-02,Phoenix,New York
2023-01-02,LA Lakers,Charlotte
2023-01-02,Chicago,Cleveland
2023-01-02,Toronto,Indiana
2023-01-02,New Orleans,Philadelphia
2023-01-02,San Antonio,Brooklyn
2023-01-02,Dallas,Houston
2023-01-02,Denver,Minnesota
2023-01-02,Atlanta,Golden State
2023-01-02,Detroit,Portland
2023-01-02,Miami,LA Clippers
2023-01-03,Washington,Milwaukee
2023-01-03,Boston,Oklahoma City
2023-01-03,Sacramento,Utah
2023-01-04,Memphis,Charlotte
2023-01-04,Phoenix,Cleveland
2023-01-04,Oklahoma City,Orlando
2023-01-04,Indiana,Philadelphia
2023-01-04,San Antonio,New York
2023-01-04,Milwaukee,Toronto
2023-01-04,Brooklyn,Chicago
2023-01-04,Portland,Minnesota
2023-01-04,Houston,New Orleans
2023-01-04,Detroit,Golden State
2023-01-04,Miami,LA Lakers
2023-01-04,Atlanta,Sacramento
2023-01-05,Memphis,Orlando
2023-01-05,Boston,Dallas
2023-01-05,Utah,Houston
2023-01-05,LA Clippers,Denver
2023-01-06,Portland,Indiana
2023-01-06,Chicago,Philadelphia
2023-01-06,New York,Toronto
2023-01-06,Charlotte,Milwaukee
2023-01-06,Washington,Oklahoma City
2023-01-06,Detroit,San Antonio
2023-01-06,Brooklyn,New Orleans
2023-01-06,Cleveland,Denver
2023-01-06,LA Clippers,Minnesota
2023-01-06,Miami,Phoenix
2023-01-06,Atlanta,LA Lakers
2023-01-07,Boston,San Antonio
2023-01-07,Utah,Chicago
2023-01-07,New Orleans,Dallas
2023-01-07,Orlando,Golden State
2023-01-07,LA Lakers,Sacramento
2023-01-08,Philadelphia,Detroit
2023-01-08,Portland,Toronto
2023-01-08,Charlotte,Indiana
2023-01-08,Utah,Memphis
2023-01-08,Brooklyn,Miami
2023-01-08,Minnesota,Houston
2023-01-08,Dallas,Oklahoma City
2023-01-08,Cleveland,Phoenix
2023-01-08,Atlanta,LA Clippers
2023-01-09,New Orleans,Washington
2023-01-09,Chicago,Boston
2023-01-09,Milwaukee,New York
2023-01-09,San Antonio,Memphis
2023-01-09,LA Lakers,Denver
2023-01-09,Orlando,Sacramento
2023-01-10,Oklahoma City,Miami
2023-01-10,Detroit,Philadelphia
2023-01-10,Charlotte,Toronto
2023-01-10,Cleveland,Utah
2023-01-10,Phoenix,Golden State
2023-01-10,Orlando,Portland
2023-01-10,Dallas,LA Clippers
2023-01-11,Minnesota,Detroit
2023-01-11,Chicago,Washington
2023-01-11,Milwaukee,Atlanta
2023-01-11,New Orleans,Boston
2023-01-11,Indiana,New York
2023-01-11,San Antonio,Memphis
2023-01-11,Phoenix,Denver
2023-01-11,Houston,Sacramento
2023-01-12,Oklahoma City,Philadelphia
2023-01-12,Boston,Brooklyn
2023-01-12,Milwaukee,Miami
2023-01-12,Charlotte,Toronto
2023-01-12,Dallas,LA Lakers
2023-01-12,Cleveland,Portland
2023-01-13,New Orleans,Detroit
2023-01-13,Atlanta,Indiana
2023-01-13,New York,Washington
2023-01-13,Golden State,San Antonio
2023-01-13,Oklahoma City,Chicago
2023-01-13,Phoenix,Minnesota
2023-01-13,Orlando,Utah
2023-01-13,Denver,LA Clippers
2023-01-13,Houston,Sacramento
2023-01-14,Milwaukee,Miami
2023-01-14,Boston,Charlotte
2023-01-14,Memphis,Indiana
2023-01-14,Atlanta,Toronto
2023-01-14,Cleveland,Minnesota
2023-01-14,Philadelphia,Utah
2023-01-14,Dallas,Portland
2023-01-15,New York,Detroit
2023-01-15,Houston,LA Clippers
2023-01-15,Golden State,Chicago
2023-01-15,Oklahoma City,Brooklyn
2023-01-15,Sacramento,San Antonio
2023-01-15,Orlando,Denver
2023-01-15,Dallas,Portland
2023-01-15,Philadelphia,LA Lakers
2023-01-16,Boston,Charlotte
2023-01-16,Indiana,Milwaukee
2023-01-16,New Orleans,Cleveland
2023-01-16,Toronto,New York
2023-01-16,Golden State,Washington
2023-01-16,Miami,Atlanta
2023-01-16,Utah,Minnesota
2023-01-16,Phoenix,Memphis
2023-01-16,Houston,LA Lakers
2023-01-17,Toronto,Milwaukee
2023-01-17,Brooklyn,San Antonio
2023-01-17,Portland,Denver
2023-01-17,Philadelphia,LA Clippers
2023-01-18,Atlanta,Dallas
2023-01-18,Washington,New York
2023-01-18,Charlotte,Houston
2023-01-18,Cleveland,Memphis
2023-01-18,Miami,New Orleans
2023-01-18,Indiana,Oklahoma City
2023-01-18,LA Clippers,Utah
2023-01-18,Minnesota,Denver
2023-01-18,Sacramento,LA Lakers
2023-01-19,Chicago,Detroit
2023-01-19,Golden State,Boston
2023-01-19,Toronto,Minnesota
2023-01-19,Brooklyn,Phoenix
2023-01-19,Philadelphia,Portland
2023-01-20,New Orleans,Orlando
2023-01-20,New York,Atlanta
2023-01-20,Golden State,Cleveland
2023-01-20,Miami,Dallas
2023-01-20,LA Clippers,San Antonio
2023-01-20,Indiana,Denver
2023-01-20,Brooklyn,Utah
2023-01-20,Memphis,LA Lakers
2023-01-20,Oklahoma City,Sacramento
2023-01-21,Boston,Toronto
2023-01-21,Orlando,Washington
2023-01-21,Charlotte,Atlanta
2023-01-21,Milwaukee,Cleveland
2023-01-21,Houston,Minnesota
2023-01-21,Indiana,Phoenix
2023-01-21,Philadelphia,Sacramento
2023-01-22,New Orleans,Miami
2023-01-22,New York,Toronto
2023-01-22,LA Clippers,Dallas
2023-01-22,Oklahoma City,Denver
2023-01-22,Memphis,Phoenix
2023-01-22,Brooklyn,Golden State
2023-01-22,LA Lakers,Portland
2023-01-23,Milwaukee,Detroit
2023-01-23,Boston,Orlando
2023-01-23,Atlanta,Chicago
2023-01-23,Minnesota,Houston
2023-01-23,Charlotte,Utah
2023-01-23,San Antonio,Portland
2023-01-23,Memphis,Sacramento
2023-01-24,Chicago,Indiana
2023-01-24,Boston,Miami
2023-01-24,Cleveland,New York
2023-01-24,Denver,New Orleans
2023-01-24,Washington,Dallas
2023-01-24,Charlotte,Phoenix
2023-01-24,LA Clippers,LA Lakers
2023-01-25,Indiana,Orlando
2023-01-25,Brooklyn,Philadelphia
2023-01-25,Washington,Houston
2023-01-25,Denver,Milwaukee
2023-01-25,Minnesota,New Orleans
2023-01-25,Atlanta,Oklahoma City
2023-01-25,Memphis,Golden State
2023-01-25,Utah,Portland
2023-01-25,Toronto,Sacramento
2023-01-25,San Antonio,LA Lakers
2023-01-26,New York,Boston
2023-01-26,Detroit,Brooklyn
2023-01-26,Chicago,Charlotte
2023-01-26,Cleveland,Houston
2023-01-26,Dallas,Phoenix
2023-01-26,San Antonio,LA Clippers
2023-01-27,Milwaukee,Indiana
2023-01-27,Memphis,Minnesota
2023-01-27,Orlando,Miami
2023-01-27,Cleveland,Oklahoma City
2023-01-27,Toronto,Golden State
2023-01-28,Denver,Philadelphia
2023-01-28,New York,Brooklyn
2023-01-28,Houston,Detroit
2023-01-28,Chicago,Orlando
2023-01-28,LA Clippers,Atlanta
2023-01-28,Sacramento,Minnesota
2023-01-28,Washington,New Orleans
2023-01-28,Phoenix,San Antonio
2023-01-28,LA Lakers,Boston
2023-01-28,Dallas,Utah
2023-01-28,Toronto,Portland
2023-01-29,Miami,Charlotte
2023-01-29,Indiana,Memphis
2023-01-29,LA Clippers,Cleveland
2023-01-29,New Orleans,Milwaukee
2023-01-30,Orlando,Philadelphia
2023-01-30,LA Lakers,Brooklyn
2023-01-30,Sacramento,Minnesota
2023-01-30,Golden State,Oklahoma City
2023-01-30,Washington,San Antonio
2023-01-30,Detroit,Dallas
2023-01-30,Toronto,Phoenix
2023-01-30,Atlanta,Portland
2023-01-31,Miami,Cleveland
2023-01-31,LA Lakers,New York
2023-01-31,LA Clippers,Chicago
2023-01-31,Charlotte,Milwaukee
2023-01-31,New Orleans,Denver
2023-02-01,Washington,Detroit
2023-02-01,Portland,Memphis
2023-02-01,Orlando,Philadelphia
2023-02-01,Brooklyn,Boston
2023-02-01,Oklahoma City,Houston
2023-02-01,Golden State,Minnesota
2023-02-01,Sacramento,San Antonio
2023-02-01,Toronto,Utah
2023-02-01,Atlanta,Phoenix
2023-02-02,LA Lakers,Indiana
2023-02-02,Memphis,Cleveland
2023-02-02,Miami,New York
2023-02-02,Charlotte,Chicago
2023-02-02,New Orleans,Dallas
2023-02-02,Golden State,Denver
2023-02-02,LA Clippers,Milwaukee
2023-02-03,Charlotte,Detroit
