date,winner,loser,pts_winner,pts_loser,game_id
2022-10-24,Philadelphia,Indiana,120,106,202210240PHI
2022-10-24,Portland,Denver,135,110,202210240POR
2022-10-25,New Orleans,Dallas,113,111,202210250NOP
2022-10-25,Oklahoma City,LA Clippers,108,94,202210250OKC
2022-10-25,Phoenix,Golden State,134,105,202210250PHO
2022-10-25,Washington,Detroit,120,99,202210250WAS
2022-10-26,Chicago,Indiana,124,109,202210260CHI
2022-10-26,Cleveland,Orlando,103,92,202210260CLE
2022-10-26,Denver,LA Lakers,110,99,202210260DEN
2022-10-26,Atlanta,Detroit,118,113,202210260DET
2022-10-26,Milwaukee,Brooklyn,110,99,202210260MIL
2022-10-26,Minnesota,San Antonio,134,122,202210260MIN
2022-10-26,New York,Charlotte,134,131,202210260NYK
2022-10-26,Miami,Portland,119,98,202210260POR
2022-10-26,Toronto,Philadelphia,119,109,202210260TOR
2022-10-26,Utah,Houston,109,101,202210260UTA
2022-10-27,Dallas,Brooklyn,129,125,202210270BRK
2022-10-27,Golden State,Miami,123,110,202210270GSW
2022-10-27,Oklahoma City,LA Clippers,118,110,202210270OKC
2022-10-27,Memphis,Sacramento,125,110,202210270SAC
2022-10-28,Cleveland,Boston,132,123,202210280BOS
2022-10-28,Denver,Utah,117,101,202210280DEN
2022-10-28,Atlanta,Detroit,136,112,202210280DET
2022-10-28,Milwaukee,New York,119,108,202210280MIL
2022-10-28,Minnesota,LA Lakers,111,102,202210280MIN
2022-10-28,Orlando,Charlotte,113,93,202210280ORL
2022-10-28,Phoenix,New Orleans,124,111,202210280PHO
2022-10-28,Portland,Houston,125,111,202210280POR
2022-10-28,San Antonio,Chicago,129,124,202210280SAS
2022-10-28,Philadelphia,Toronto,112,90,202210280TOR
2022-10-28,Indiana,Washington,127,117,202210280WAS
2022-10-29,Indiana,Brooklyn,125,116,202210290BRK
2022-10-29,Philadelphia,Chicago,114,109,202210290CHI
2022-10-29,Charlotte,Golden State,120,113,202210290CHO
2022-10-29,Oklahoma City,Dallas,117,111,202210290DAL
2022-10-29,Milwaukee,Atlanta,123,115,202210290MIL
2022-10-29,Sacramento,Miami,119,113,202210290SAC
2022-10-29,Utah,Memphis,124,123,202210290UTA
2022-10-30,Boston,Washington,112,94,202210300BOS
2022-10-30,Cleveland,New York,121,108,202210300CLE
2022-10-30,Dallas,Orlando,114,105,202210300DAL
2022-10-30,Detroit,Golden State,128,114,202210300DET
2022-10-30,New Orleans,LA Clippers,112,91,202210300LAC
2022-10-30,LA Lakers,Denver,121,110,202210300LAL
2022-10-30,Phoenix,Houston,124,109,202210300PHO
2022-10-30,San Antonio,Minnesota,107,98,202210300SAS
2022-10-31,Brooklyn,Indiana,116,109,202210310BRK
2022-10-31,Sacramento,Charlotte,115,108,202210310CHO
2022-10-31,LA Clippers,Houston,95,93,202210310LAC
2022-10-31,Milwaukee,Detroit,110,108,202210310MIL
2022-10-31,Toronto,Atlanta,139,109,202210310TOR
2022-10-31,Utah,Memphis,121,105,202210310UTA
2022-10-31,Philadelphia,Washington,118,111,202210310WAS
2022-11-1,Chicago,Brooklyn,108,99,202211010BRK
2022-11-1,Miami,Golden State,116,109,202211010MIA
2022-11-1,Oklahoma City,Orlando,116,108,202211010OKC
2022-11-1,Phoenix,Minnesota,116,107,202211010PHO
2022-11-2,Chicago,Charlotte,106,88,202211020CHI
2022-11-2,Cleveland,Boston,114,113,202211020CLE
2022-11-2,Dallas,Utah,103,100,202211020DAL
2022-11-2,LA Clippers,Houston,109,101,202211020HOU
2022-11-2,LA Lakers,New Orleans,120,117,202211020LAL
2022-11-2,Miami,Sacramento,110,107,202211020MIA
2022-11-2,Milwaukee,Detroit,116,91,202211020MIL
2022-11-2,Atlanta,New York,112,99,202211020NYK
2022-11-2,Washington,Philadelphia,121,111,202211020PHI
2022-11-2,Memphis,Portland,111,106,202211020POR
2022-11-2,Toronto,San Antonio,143,100,202211020SAS
2022-11-3,Denver,Oklahoma City,122,110,202211030OKC
2022-11-3,Orlando,Golden State,130,129,202211030ORL
2022-11-4,Boston,Chicago,123,119,202211040BOS
2022-11-4,Dallas,Toronto,111,110,202211040DAL
2022-11-4,Cleveland,Detroit,112,88,202211040DET
2022-11-4,Indiana,Miami,101,99,202211040IND
2022-11-4,Utah,LA Lakers,130,116,202211040LAL
2022-11-4,Memphis,Charlotte,130,99,202211040MEM
2022-11-4,Milwaukee,Minnesota,115,102,202211040MIN
2022-11-4,New Orleans,Golden State,114,105,202211040NOP
2022-11-4,New York,Philadelphia,106,104,202211040PHI
2022-11-4,Portland,Phoenix,108,106,202211040PHO
2022-11-4,LA Clippers,San Antonio,113,106,202211040SAS
2022-11-4,Brooklyn,Washington,128,86,202211040WAS
2022-11-5,Atlanta,New Orleans,124,121,202211050ATL
2022-11-5,Brooklyn,Charlotte,98,94,202211050CHO
2022-11-5,Denver,San Antonio,126,101,202211050DEN
2022-11-5,Milwaukee,Oklahoma City,108,94,202211050MIL
2022-11-5,Minnesota,Houston,129,117,202211050MIN
2022-11-5,Boston,New York,133,118,202211050NYK
2022-11-5,Sacramento,Orlando,126,123,202211050ORL
2022-11-5,Phoenix,Portland,102,82,202211050PHO
2022-11-6,Utah,LA Clippers,110,102,202211060LAC
2022-11-6,Cleveland,LA Lakers,114,100,202211060LAL
2022-11-6,Memphis,Washington,103,97,202211060MEM
2022-11-6,Toronto,Chicago,113,104,202211060TOR
2022-11-7,Atlanta,Milwaukee,117,98,202211070ATL
2022-11-7,Chicago,Toronto,111,97,202211070CHI
2022-11-7,Washington,Charlotte,108,100,202211070CHO
2022-11-7,Dallas,Brooklyn,96,94,202211070DAL
2022-11-7,Detroit,Oklahoma City,112,103,202211070DET
2022-11-7,Golden State,Sacramento,116,113,202211070GSW
2022-11-7,Indiana,New Orleans,129,122,202211070IND
2022-11-7,LA Clippers,Cleveland,119,117,202211070LAC
2022-11-7,Boston,Memphis,109,106,202211070MEM
2022-11-7,Portland,Miami,110,107,202211070MIA
2022-11-7,New York,Minnesota,120,107,202211070MIN
2022-11-7,Houston,Orlando,134,127,202211070ORL
2022-11-7,Philadelphia,Phoenix,100,88,202211070PHI
2022-11-7,Denver,San Antonio,115,109,202211070SAS
2022-11-7,Utah,LA Lakers,139,116,202211070UTA
2022-11-9,Utah,Atlanta,125,119,202211090ATL
2022-11-9,Boston,Detroit,128,112,202211090BOS
2022-11-9,Brooklyn,New York,112,85,202211090BRK
2022-11-9,New Orleans,Chicago,115,111,202211090CHI
2022-11-9,Portland,Charlotte,105,95,202211090CHO
2022-11-9,Denver,Indiana,122,119,202211090IND
2022-11-9,LA Clippers,LA Lakers,114,101,202211090LAC
2022-11-9,Phoenix,Minnesota,129,117,202211090MIN
2022-11-9,Milwaukee,Oklahoma City,136,132,202211090OKC
2022-11-9,Orlando,Dallas,94,87,202211090ORL
2022-11-9,Sacramento,Cleveland,127,120,202211090SAC
2022-11-9,Memphis,San Antonio,124,122,202211090SAS
2022-11-9,Toronto,Houston,116,109,202211090TOR
2022-11-10,Atlanta,Philadelphia,104,95,202211100ATL
2022-11-10,Miami,Charlotte,117,112,202211100MIA
2022-11-10,Portland,New Orleans,106,95,202211100NOP
2022-11-10,Washington,Dallas,113,105,202211100WAS
2022-11-11,Boston,Denver,131,112,202211110BOS
2022-11-12,Dallas,Portland,117,112,202211120DAL
2022-11-12,Boston,Detroit,117,108,202211120DET
2022-11-12,Indiana,Toronto,118,104,202211120IND
2022-11-12,Brooklyn,LA Clippers,110,95,202211120LAC
2022-11-12,Miami,Charlotte,132,115,202211120MIA
2022-11-12,New Orleans,Houston,119,106,202211120NOP
2022-11-12,Philadelphia,Atlanta,121,109,202211120PHI
2022-11-12,Washington,Utah,121,112,202211120WAS
2022-11-13,Denver,Chicago,126,103,202211130CHI
2022-11-13,Minnesota,Cleveland,129,124,202211130CLE
2022-11-13,LA Lakers,Brooklyn,116,103,202211130LAL
2022-11-13,Oklahoma City,New York,145,135,202211130NYK
2022-11-13,Philadelphia,Utah,105,98,202211130PHI
2022-11-13,Sacramento,Golden State,122,115,202211130SAC
2022-11-13,Washington,Memphis,102,92,202211130WAS
2022-11-14,Boston,Oklahoma City,126,122,202211140BOS
2022-11-14,Toronto,Detroit,115,111,202211140DET
2022-11-14,Golden State,San Antonio,132,95,202211140GSW
2022-11-14,LA Clippers,Houston,122,106,202211140HOU
2022-11-14,Miami,Phoenix,113,112,202211140MIA
2022-11-14,Atlanta,Milwaukee,121,106,202211140MIL
2022-11-14,Charlotte,Orlando,112,105,202211140ORL
2022-11-15,Dallas,LA Clippers,103,101,202211150DAL
2022-11-15,New Orleans,Memphis,113,102,202211150NOP
2022-11-15,Portland,San Antonio,117,110,202211150POR
2022-11-15,Sacramento,Brooklyn,153,121,202211150SAC
2022-11-15,New York,Utah,118,111,202211150UTA
2022-11-16,Boston,Atlanta,126,101,202211160ATL
2022-11-16,Indiana,Charlotte,125,113,202211160CHO
2022-11-16,Houston,Dallas,101,92,202211160DAL
2022-11-16,New York,Denver,106,103,202211160DEN
2022-11-16,Milwaukee,Cleveland,113,98,202211160MIL
2022-11-16,New Orleans,Chicago,124,110,202211160NOP
2022-11-16,Minnesota,Orlando,126,108,202211160ORL
2022-11-16,Phoenix,Golden State,130,119,202211160PHO
2022-11-16,Toronto,Miami,112,104,202211160TOR
2022-11-16,Oklahoma City,Washington,121,120,202211160WAS
2022-11-17,LA Clippers,Detroit,96,91,202211170LAC
2022-11-17,Brooklyn,Portland,109,107,202211170POR
2022-11-17,Sacramento,San Antonio,130,112,202211170SAC
2022-11-18,Orlando,Chicago,108,107,202211180CHI
2022-11-18,Cleveland,Charlotte,132,122,202211180CLE
2022-11-18,Dallas,Denver,127,99,202211180DAL
2022-11-18,Golden State,New York,111,101,202211180GSW
2022-11-18,Indiana,Houston,99,91,202211180HOU
2022-11-18,LA Lakers,Detroit,128,121,202211180LAL
2022-11-18,Memphis,Oklahoma City,121,110,202211180MEM
2022-11-18,Boston,New Orleans,117,109,202211180NOP
2022-11-18,Philadelphia,Milwaukee,110,102,202211180PHI
2022-11-18,Utah,Phoenix,134,133,202211180UTA
2022-11-18,Washington,Miami,107,106,202211180WAS
2022-11-19,Atlanta,Toronto,124,122,202211190ATL
2022-11-19,Indiana,Orlando,114,113,202211190IND
2022-11-19,LA Clippers,San Antonio,119,97,202211190LAC
2022-11-19,Minnesota,Philadelphia,112,109,202211190PHI
2022-11-19,Utah,Portland,118,113,202211190POR
2022-11-20,Brooklyn,Memphis,127,115,202211200BRK
2022-11-20,Cleveland,Miami,113,87,202211200CLE
2022-11-20,Denver,Dallas,98,97,202211200DAL
2022-11-20,Golden State,Houston,127,120,202211200HOU
2022-11-20,LA Lakers,San Antonio,123,92,202211200LAL
2022-11-20,Phoenix,New York,116,95,202211200PHO
2022-11-20,Sacramento,Detroit,137,129,202211200SAC
2022-11-20,Washington,Charlotte,106,102,202211200WAS
2022-11-21,Chicago,Boston,121,107,202211210CHI
2022-11-21,Cleveland,Atlanta,114,102,202211210CLE
2022-11-21,Indiana,Orlando,123,102,202211210IND
2022-11-21,LA Clippers,Utah,121,114,202211210LAC
2022-11-21,Milwaukee,Portland,119,111,202211210MIL
2022-11-21,Minnesota,Miami,105,101,202211210MIN
2022-11-21,New Orleans,Golden State,128,83,202211210NOP
2022-11-21,New York,Oklahoma City,129,119,202211210OKC
2022-11-22,Detroit,Denver,110,108,202211220DEN
2022-11-22,Sacramento,Memphis,113,109,202211220MEM
2022-11-22,Philadelphia,Brooklyn,115,106,202211220PHI
2022-11-22,Phoenix,LA Lakers,115,105,202211220PHO
2022-11-23,Atlanta,Sacramento,115,106,202211230ATL
2022-11-23,Boston,Dallas,125,112,202211230BOS
2022-11-23,Charlotte,Philadelphia,107,101,202211230CHO
2022-11-23,Cleveland,Portland,114,96,202211230CLE
2022-11-23,Golden State,LA Clippers,124,107,202211230GSW
2022-11-23,Minnesota,Indiana,115,101,202211230IND
2022-11-23,Miami,Washington,113,105,202211230MIA
2022-11-23,Chicago,Milwaukee,118,113,202211230MIL
2022-11-23,Denver,Oklahoma City,131,126,202211230OKC
2022-11-23,New Orleans,San Antonio,129,110,202211230SAS
2022-11-23,Brooklyn,Toronto,112,98,202211230TOR
2022-11-23,Detroit,Utah,125,116,202211230UTA
2022-11-25,Boston,Sacramento,122,104,202211250BOS
2022-11-25,Charlotte,Minnesota,110,108,202211250CHO
2022-11-25,Golden State,Utah,129,118,202211250GSW
2022-11-25,Houston,Atlanta,128,122,202211250HOU
2022-11-25,Indiana,Brooklyn,128,117,202211250IND
2022-11-25,Denver,LA Clippers,114,104,202211250LAC
2022-11-25,Memphis,New Orleans,132,111,202211250MEM
2022-11-25,Miami,Washington,110,107,202211250MIA
2022-11-25,Milwaukee,Cleveland,117,102,202211250MIL
2022-11-25,Portland,New York,132,129,202211250NYK
2022-11-25,Oklahoma City,Chicago,123,119,202211250OKC
2022-11-25,Philadelphia,Orlando,107,99,202211250ORL
2022-11-25,Phoenix,Detroit,108,102,202211250PHO
2022-11-25,LA Lakers,San Antonio,105,94,202211250SAS
2022-11-26,Houston,Oklahoma City,118,105,202211260HOU
2022-11-26,Phoenix,Utah,113,112,202211260PHO
2022-11-26,LA Lakers,San Antonio,143,138,202211260SAS
2022-11-26,Toronto,Dallas,105,100,202211260TOR
2022-11-27,Miami,Atlanta,106,98,202211270ATL
2022-11-27,Boston,Washington,130,121,202211270BOS
2022-11-27,Brooklyn,Portland,111,97,202211270BRK
2022-11-27,Cleveland,Detroit,102,94,202211270DET
2022-11-27,LA Clippers,Indiana,114,100,202211270LAC
2022-11-27,Milwaukee,Dallas,124,115,202211270MIL
2022-11-27,Golden State,Minnesota,137,114,202211270MIN
2022-11-27,Memphis,New York,127,123,202211270NYK
2022-11-27,Philadelphia,Orlando,133,103,202211270ORL
2022-11-28,Boston,Charlotte,140,105,202211280BOS
2022-11-28,Brooklyn,Orlando,109,102,202211280BRK
2022-11-28,Denver,Houston,129,113,202211280DEN
2022-11-28,Indiana,LA Lakers,116,115,202211280LAL
2022-11-28,New Orleans,Oklahoma City,105,101,202211280NOP
2022-11-28,Philadelphia,Atlanta,104,101,202211280PHI
2022-11-28,Phoenix,Sacramento,122,117,202211280SAC
2022-11-28,Toronto,Cleveland,100,88,202211280TOR
2022-11-28,Chicago,Utah,114,107,202211280UTA
2022-11-28,Washington,Minnesota,142,127,202211280WAS
2022-11-29,Dallas,Golden State,116,113,202211290DAL
2022-11-29,New York,Detroit,140,110,202211290DET
2022-11-29,LA Clippers,Portland,118,112,202211290POR
2022-11-30,Boston,Miami,134,121,202211300BOS
2022-11-30,Brooklyn,Washington,113,107,202211300BRK
2022-11-30,Cleveland,Philadelphia,113,85,202211300CLE
2022-11-30,Denver,Houston,120,100,202211300DEN
2022-11-30,LA Lakers,Portland,128,109,202211300LAL
2022-11-30,Minnesota,Memphis,109,101,202211300MIN
2022-11-30,New Orleans,Toronto,126,108,202211300NOP
2022-11-30,Milwaukee,New York,109,103,202211300NYK
2022-11-30,Oklahoma City,San Antonio,119,111,202211300OKC
2022-11-30,Atlanta,Orlando,125,108,202211300ORL
2022-11-30,Phoenix,Chicago,132,113,202211300PHO
2022-11-30,Sacramento,Indiana,137,114,202211300SAC
2022-11-30,Utah,LA Clippers,125,112,202211300UTA
2022-12-1,Detroit,Dallas,131,125,202212010DET
2022-12-2,Atlanta,Denver,117,109,202212020ATL
2022-12-2,Miami,Boston,120,116,202212020BOS
2022-12-2,Brooklyn,Toronto,114,105,202212020BRK
2022-12-2,Charlotte,Washington,117,116,202212020CHO
2022-12-2,Cleveland,Orlando,107,96,202212020CLE
2022-12-2,Golden State,Chicago,119,111,202212020GSW
2022-12-2,Memphis,Philadelphia,117,109,202212020MEM
2022-12-2,LA Lakers,Milwaukee,133,129,202212020MIL
2022-12-2,Houston,Phoenix,122,121,202212020PHO
2022-12-2,New Orleans,San Antonio,117,99,202212020SAS
2022-12-2,Utah,Indiana,139,119,202212020UTA
2022-12-03,Milwaukee,Charlotte,105,96,202212030CHO
2022-12-03,Golden State,Houston,120,101,202212030GSW
2022-12-03,Sacramento,LA Clippers,123,96,202212030LAC
2022-12-03,Oklahoma City,Minnesota,135,128,202212030MIN
2022-12-03,Dallas,New York,121,100,202212030NYK
2022-12-03,Toronto,Orlando,121,108,202212030TOR
2022-12-03,Portland,Utah,116,111,202212030UTA
2022-12-04,Boston,Brooklyn,103,92,202212040BRK
2022-12-04,Memphis,Detroit,122,112,202212040DET
2022-12-04,New Orleans,Denver,121,106,202212040NOP
2022-12-04,New York,Cleveland,92,81,202212040NYK
2022-12-04,Portland,Indiana,116,100,202212040POR
2022-12-04,Sacramento,Chicago,110,101,202212040SAC
2022-12-04,Phoenix,San Antonio,133,95,202212040SAS
2022-12-04,LA Lakers,Washington,130,119,202212040WAS
2022-12-5,Oklahoma City,Atlanta,121,114,202212050ATL
2022-12-5,LA Clippers,Charlotte,119,117,202212050CHO
2022-12-5,Dallas,Phoenix,130,111,202212050DAL
2022-12-5,Indiana,Golden State,112,104,202212050GSW
2022-12-5,Houston,Philadelphia,132,123,202212050HOU
2022-12-5,Memphis,Miami,101,93,202212050MEM
2022-12-5,Milwaukee,Orlando,109,102,202212050ORL
2022-12-5,Boston,Toronto,116,110,202212050TOR
2022-12-6,Cleveland,LA Lakers,116,102,202212060CLE
2022-12-6,Dallas,Denver,116,115,202212060DEN
2022-12-6,Detroit,Miami,116,96,202212060MIA
2022-12-7,Brooklyn,Charlotte,122,116,202212070BRK
2022-12-7,Chicago,Washington,115,111,202212070CHI
2022-12-7,Memphis,Oklahoma City,123,102,202212070MEM
2022-12-7,Milwaukee,Sacramento,126,113,202212070MIL
2022-12-7,Minnesota,Indiana,121,115,202212070MIN
2022-12-7,New Orleans,Detroit,104,98,202212070NOP
2022-12-7,New York,Atlanta,113,89,202212070NYK
2022-12-7,Orlando,LA Clippers,116,111,202212070ORL
2022-12-7,Boston,Phoenix,125,98,202212070PHO
2022-12-7,Toronto,LA Lakers,126,113,202212070TOR
2022-12-7,Utah,Golden State,124,123,202212070UTA
2022-12-8,Miami,LA Clippers,115,110,202212080MIA
2022-12-8,Denver,Portland,121,120,202212080POR
2022-12-8,San Antonio,Houston,118,109,202212080SAS
2022-12-09,Brooklyn,Atlanta,120,116,202212090BRK
2022-12-09,New York,Charlotte,121,102,202212090CHO
2022-12-09,Sacramento,Cleveland,106,95,202212090CLE
2022-12-09,Milwaukee,Dallas,106,105,202212090DAL
2022-12-09,Indiana,Washington,121,111,202212090IND
2022-12-09,Memphis,Detroit,114,103,202212090MEM
2022-12-09,New Orleans,Phoenix,128,117,202212090NOP
2022-12-09,Orlando,Toronto,113,109,202212090ORL
2022-12-09,Philadelphia,LA Lakers,133,122,202212090PHI
2022-12-09,Minnesota,Utah,118,108,202212090UTA
2022-12-10,Chicago,Dallas,144,115,202212100CHI
2022-12-10,Cleveland,Oklahoma City,110,102,202212100CLE
2022-12-10,Denver,Utah,115,110,202212100DEN
2022-12-10,Golden State,Boston,123,107,202212100GSW
2022-12-10,Brooklyn,Indiana,136,133,202212100IND
2022-12-10,San Antonio,Miami,115,111,202212100MIA
2022-12-10,Portland,Minnesota,124,118,202212100POR
2022-12-10,LA Clippers,Washington,114,107,202212100WAS
2022-12-11,Atlanta,Chicago,123,122,202212110ATL
2022-12-11,LA Lakers,Detroit,124,117,202212110DET
2022-12-11,Houston,Milwaukee,97,92,202212110HOU
2022-12-11,New Orleans,Phoenix,129,124,202212110NOP
2022-12-11,New York,Sacramento,112,99,202212110NYK
2022-12-11,Orlando,Toronto,111,99,202212110ORL
2022-12-11,Philadelphia,Charlotte,131,113,202212110PHI
2022-12-12,Dallas,Oklahoma City,121,114,202212120DAL
2022-12-12,Miami,Indiana,87,82,202212120IND
2022-12-12,LA Clippers,Boston,113,93,202212120LAC
2022-12-12,Memphis,Atlanta,128,103,202212120MEM
2022-12-12,Portland,Minnesota,133,112,202212120POR
2022-12-12,San Antonio,Cleveland,112,111,202212120SAS
2022-12-12,Brooklyn,Washington,112,100,202212120WAS
2022-12-13,Houston,Phoenix,111,97,202212130HOU
2022-12-13,Boston,LA Lakers,122,118,202212130LAL
2022-12-13,Milwaukee,Golden State,128,111,202212130MIL
2022-12-13,Philadelphia,Sacramento,123,103,202212130PHI
2022-12-13,Utah,New Orleans,121,100,202212130UTA
2022-12-14,New York,Chicago,128,120,202212140CHI
2022-12-14,Detroit,Charlotte,141,134,202212140CHO
2022-12-14,Cleveland,Dallas,105,90,202212140DAL
2022-12-14,Denver,Washington,141,128,202212140DEN
2022-12-14,Indiana,Golden State,125,119,202212140IND
2022-12-14,LA Clippers,Minnesota,99,88,202212140LAC
2022-12-14,Miami,Oklahoma City,110,108,202212140OKC
2022-12-14,Orlando,Atlanta,135,124,202212140ORL
2022-12-14,Portland,San Antonio,128,112,202212140SAS
2022-12-14,Sacramento,Toronto,124,123,202212140TOR
2022-12-15,Miami,Houston,111,108,202212150HOU
2022-12-15,Phoenix,LA Clippers,111,95,202212150LAC
2022-12-15,Memphis,Milwaukee,142,101,202212150MEM
2022-12-15,Utah,New Orleans,132,129,202212150UTA
2022-12-16,Orlando,Boston,117,109,202212160BOS
2022-12-16,New York,Chicago,114,91,202212160CHI
2022-12-16,Atlanta,Charlotte,125,106,202212160CHO
2022-12-16,Cleveland,Indiana,118,112,202212160CLE
2022-12-16,Dallas,Portland,130,110,202212160DAL
2022-12-16,Sacramento,Detroit,122,113,202212160DET
2022-12-16,LA Lakers,Denver,126,108,202212160LAL
2022-12-16,Minnesota,Oklahoma City,112,110,202212160OKC
2022-12-16,Philadelphia,Golden State,118,106,202212160PHI
2022-12-16,Brooklyn,Toronto,119,116,202212160TOR
2022-12-17,Cleveland,Dallas,100,99,202212170CLE
2022-12-17,Portland,Houston,107,95,202212170HOU
2022-12-17,LA Clippers,Washington,102,93,202212170LAC
2022-12-17,Milwaukee,Utah,123,97,202212170MIL
2022-12-17,Oklahoma City,Memphis,115,109,202212170OKC
2022-12-17,Phoenix,New Orleans,118,114,202212170PHO
2022-12-17,Miami,San Antonio,111,101,202212170SAS
2022-12-18,Orlando,Boston,95,92,202212180BOS
2022-12-18,Denver,Charlotte,119,115,202212180DEN
2022-12-18,Brooklyn,Detroit,124,121,202212180DET
2022-12-18,New York,Indiana,109,106,202212180IND
2022-12-18,LA Lakers,Washington,119,117,202212180LAL
2022-12-18,Minnesota,Chicago,150,126,202212180MIN
2022-12-18,Golden State,Toronto,126,110,202212180TOR
2022-12-19,Atlanta,Orlando,126,125,202212190ATL
2022-12-19,Cleveland,Utah,122,99,202212190CLE
2022-12-19,San Antonio,Houston,124,105,202212190HOU
2022-12-19,Minnesota,Dallas,116,106,202212190MIN
2022-12-19,Milwaukee,New Orleans,128,119,202212190NOP
2022-12-19,Oklahoma City,Portland,123,121,202212190OKC
2022-12-19,Philadelphia,Toronto,104,101,202212190PHI
2022-12-19,Phoenix,LA Lakers,130,104,202212190PHO
2022-12-19,Charlotte,Sacramento,125,119,202212190SAC
2022-12-20,Denver,Memphis,105,91,202212200DEN
2022-12-20,Utah,Detroit,126,111,202212200DET
2022-12-20,Chicago,Miami,113,103,202212200MIA
2022-12-20,New York,Golden State,132,94,202212200NYK
2022-12-20,Washington,Phoenix,113,110,202212200PHO
2022-12-21,Chicago,Atlanta,110,108,202212210ATL
2022-12-21,Indiana,Boston,117,112,202212210BOS
2022-12-21,Brooklyn,Golden State,143,113,202212210BRK
2022-12-21,Cleveland,Milwaukee,114,106,202212210CLE
2022-12-21,Orlando,Houston,116,110,202212210HOU
2022-12-21,LA Clippers,Charlotte,126,105,202212210LAC
2022-12-21,Dallas,Minnesota,104,99,202212210MIN
2022-12-21,Toronto,New York,113,106,202212210NYK
2022-12-21,Oklahoma City,Portland,101,98,202212210OKC
2022-12-21,Philadelphia,Detroit,113,93,202212210PHI
2022-12-21,Sacramento,LA Lakers,134,120,202212210SAC
2022-12-22,New Orleans,San Antonio,126,117,202212220NOP
2022-12-22,Utah,Washington,120,112,202212220UTA
2022-12-23,Atlanta,Detroit,130,105,202212230ATL
2022-12-23,Boston,Minnesota,121,109,202212230BOS
2022-12-23,Brooklyn,Milwaukee,118,100,202212230BRK
2022-12-23,Toronto,Cleveland,118,107,202212230CLE
2022-12-23,Denver,Portland,120,107,202212230DEN
2022-12-23,Dallas,Houston,112,106,202212230HOU
2022-12-23,Charlotte,LA Lakers,134,130,202212230LAL
2022-12-23,Indiana,Miami,111,108,202212230MIA
2022-12-23,Chicago,New York,118,117,202212230NYK
2022-12-23,New Orleans,Oklahoma City,128,125,202212230OKC
2022-12-23,Orlando,San Antonio,133,113,202212230ORL
2022-12-23,Philadelphia,LA Clippers,119,114,202212230PHI
2022-12-23,Memphis,Phoenix,125,100,202212230PHO
2022-12-23,Washington,Sacramento,125,111,202212230SAC
2022-12-25,Boston,Milwaukee,139,118,202212250BOS
