name,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,+/-,start,win,game_id
Markus Howard,10.0,1.0,8.0,0.125,1.0,5.0,0.2,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-4.0,0,0,202111210PHO
Bol Bol,7.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0,0,202111210PHO
Petr Cornelie,7.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,2.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,-5.0,0,0,202111210PHO
Bones Hyland,2.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.0,0,0,202111210PHO
Nikola Jokić,,,,,,,,,,,,,,,,,,,,,0,0,202111210PHO
Mikal Bridges,33.0,3.0,8.0,0.375,1.0,4.0,0.25,1.0,1.0,1.0,0.0,6.0,6.0,4.0,1.0,0.0,0.0,0.0,8.0,21.0,1,1,202111210PHO
Devin Booker,27.0,7.0,12.0,0.583,2.0,5.0,0.4,1.0,1.0,1.0,0.0,4.0,4.0,7.0,1.0,0.0,1.0,1.0,17.0,13.0,1,1,202111210PHO
Deandre Ayton,26.0,9.0,12.0,0.75,0.0,1.0,0.0,3.0,4.0,0.75,4.0,4.0,8.0,1.0,1.0,2.0,3.0,3.0,21.0,16.0,1,1,202111210PHO
Chris Paul,24.0,2.0,4.0,0.5,0.0,2.0,0.0,5.0,5.0,1.0,0.0,3.0,3.0,10.0,0.0,0.0,0.0,3.0,9.0,7.0,1,1,202111210PHO
Jae Crowder,24.0,5.0,8.0,0.625,2.0,4.0,0.5,3.0,3.0,1.0,0.0,4.0,4.0,1.0,0.0,0.0,1.0,2.0,15.0,9.0,1,1,202111210PHO
Landry Shamet,23.0,1.0,7.0,0.143,0.0,5.0,0.0,4.0,4.0,1.0,2.0,4.0,6.0,2.0,2.0,0.0,0.0,0.0,6.0,20.0,0,1,202111210PHO
Cameron Johnson,23.0,9.0,15.0,0.6,4.0,10.0,0.4,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,22.0,19.0,0,1,202111210PHO
Cameron Payne,21.0,2.0,7.0,0.286,2.0,3.0,0.667,4.0,5.0,0.8,1.0,4.0,5.0,3.0,1.0,1.0,2.0,2.0,10.0,14.0,0,1,202111210PHO
JaVale McGee,14.0,5.0,7.0,0.714,0.0,0.0,,0.0,0.0,,1.0,3.0,4.0,0.0,0.0,0.0,3.0,5.0,10.0,13.0,0,1,202111210PHO
Elfrid Payton,8.0,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,8.0,0,1,202111210PHO
Jalen Smith,5.0,1.0,2.0,0.5,0.0,1.0,0.0,2.0,2.0,1.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0,1,202111210PHO
Ish Wainright,4.0,1.0,3.0,0.333,0.0,1.0,0.0,0.0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,0,1,202111210PHO
Chandler Hutchison,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0,1,202111210PHO
Abdel Nader,,,,,,,,,,,,,,,,,,,,,0,1,202111210PHO
Darius Bazley,32.0,2.0,11.0,0.182,0.0,4.0,0.0,0.0,0.0,,0.0,4.0,4.0,3.0,0.0,1.0,1.0,2.0,4.0,-23.0,1,0,202111220ATL
Jeremiah Robinson-Earl,31.0,4.0,9.0,0.444,2.0,5.0,0.4,3.0,4.0,0.75,2.0,8.0,10.0,1.0,1.0,1.0,0.0,2.0,13.0,-11.0,1,0,202111220ATL
Josh Giddey,31.0,6.0,13.0,0.462,0.0,5.0,0.0,3.0,3.0,1.0,2.0,5.0,7.0,8.0,1.0,2.0,3.0,1.0,15.0,-13.0,1,0,202111220ATL
Luguentz Dort,30.0,5.0,16.0,0.313,3.0,8.0,0.375,2.0,2.0,1.0,1.0,4.0,5.0,1.0,0.0,0.0,2.0,3.0,15.0,-12.0,1,0,202111220ATL
Derrick Favors,17.0,5.0,9.0,0.556,0.0,1.0,0.0,0.0,0.0,,1.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,10.0,-16.0,1,0,202111220ATL
Aleksej Pokusevski,21.0,4.0,13.0,0.308,1.0,5.0,0.2,0.0,0.0,,3.0,6.0,9.0,2.0,0.0,0.0,0.0,1.0,9.0,2.0,0,0,202111220ATL
Aaron Wiggins,17.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,-2.0,0,0,202111220ATL
Mike Muscala,16.0,4.0,11.0,0.364,1.0,5.0,0.2,0.0,0.0,,2.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,9.0,-1.0,0,0,202111220ATL
Ty Jerome,15.0,4.0,7.0,0.571,2.0,4.0,0.5,5.0,5.0,1.0,1.0,0.0,1.0,4.0,3.0,0.0,0.0,1.0,15.0,-4.0,0,0,202111220ATL
Kenrich Williams,13.0,2.0,3.0,0.667,0.0,0.0,,0.0,0.0,,3.0,1.0,4.0,3.0,0.0,0.0,0.0,1.0,4.0,6.0,0,0,202111220ATL
Isaiah Roby,10.0,2.0,4.0,0.5,0.0,0.0,,0.0,0.0,,1.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,9.0,0,0,202111220ATL
Gabriel Deck,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0,202111220ATL
John Collins,34.0,4.0,8.0,0.5,1.0,3.0,0.333,2.0,2.0,1.0,1.0,5.0,6.0,5.0,1.0,5.0,1.0,2.0,11.0,11.0,1,1,202111220ATL
Trae Young,31.0,9.0,20.0,0.45,5.0,9.0,0.556,7.0,7.0,1.0,1.0,3.0,4.0,6.0,1.0,0.0,2.0,2.0,30.0,8.0,1,1,202111220ATL
Kevin Huerter,29.0,6.0,10.0,0.6,1.0,3.0,0.333,0.0,0.0,,1.0,4.0,5.0,5.0,1.0,0.0,0.0,2.0,13.0,16.0,1,1,202111220ATL
Clint Capela,29.0,5.0,9.0,0.556,0.0,0.0,,0.0,0.0,,4.0,10.0,14.0,0.0,0.0,0.0,1.0,4.0,10.0,20.0,1,1,202111220ATL
Bogdan Bogdanović,27.0,5.0,13.0,0.385,3.0,8.0,0.375,0.0,0.0,,0.0,5.0,5.0,0.0,1.0,0.0,0.0,1.0,13.0,16.0,1,1,202111220ATL
Danilo Gallinari,25.0,4.0,5.0,0.8,1.0,2.0,0.5,2.0,2.0,1.0,0.0,6.0,6.0,3.0,1.0,1.0,1.0,2.0,11.0,-1.0,0,1,202111220ATL
Cam Reddish,22.0,4.0,11.0,0.364,1.0,4.0,0.25,0.0,0.0,,1.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,9.0,5.0,0,1,202111220ATL
Lou Williams,16.0,3.0,6.0,0.5,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,8.0,1.0,0,1,202111220ATL
Delon Wright,14.0,2.0,3.0,0.667,1.0,2.0,0.5,3.0,3.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,8.0,9.0,0,1,202111220ATL
Sharife Cooper,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0,1,202111220ATL
Gorgui Dieng,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0,1,202111220ATL
Jalen Johnson,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0,1,202111220ATL
Timothé Luwawu-Cabarrot,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0,1,202111220ATL
Skylar Mays,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0,1,202111220ATL
Solomon Hill,,,,,,,,,,,,,,,,,,,,,0,1,202111220ATL
Jalen Green,24.0,2.0,9.0,0.222,0.0,4.0,0.0,5.0,6.0,0.833,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,9.0,-25.0,1,0,202111220BOS
Eric Gordon,24.0,3.0,8.0,0.375,2.0,6.0,0.333,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,9.0,-27.0,1,0,202111220BOS
Christian Wood,23.0,2.0,6.0,0.333,0.0,2.0,0.0,0.0,0.0,,0.0,9.0,9.0,3.0,0.0,1.0,1.0,2.0,4.0,-24.0,1,0,202111220BOS
Daniel Theis,21.0,3.0,9.0,0.333,0.0,3.0,0.0,1.0,2.0,0.5,1.0,4.0,5.0,1.0,0.0,1.0,2.0,4.0,7.0,-24.0,1,0,202111220BOS
Jae'Sean Tate,21.0,3.0,8.0,0.375,0.0,2.0,0.0,0.0,0.0,,0.0,5.0,5.0,2.0,0.0,0.0,1.0,1.0,6.0,-24.0,1,0,202111220BOS
Armoni Brooks,25.0,5.0,9.0,0.556,5.0,8.0,0.625,2.0,3.0,0.667,0.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,17.0,8.0,0,0,202111220BOS
Kenyon Martin Jr.,21.0,4.0,10.0,0.4,1.0,4.0,0.25,1.0,4.0,0.25,1.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,10.0,-9.0,0,0,202111220BOS
Alperen Şengün,20.0,3.0,6.0,0.5,0.0,1.0,0.0,2.0,2.0,1.0,1.0,5.0,6.0,7.0,2.0,0.0,2.0,5.0,8.0,9.0,0,0,202111220BOS
Garrison Mathews,18.0,1.0,6.0,0.167,1.0,6.0,0.167,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0,0,202111220BOS
D.J. Augustin,17.0,2.0,4.0,0.5,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,4.0,-2.0,0,0,202111220BOS
Danuel House Jr.,7.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0,0,202111220BOS
Josh Christopher,5.0,3.0,4.0,0.75,2.0,2.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,11.0,0,0,202111220BOS
David Nwaba,5.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,4.0,0.75,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,0,202111220BOS
Jayson Tatum,33.0,10.0,22.0,0.455,1.0,9.0,0.111,9.0,9.0,1.0,0.0,6.0,6.0,3.0,1.0,0.0,1.0,3.0,30.0,23.0,1,1,202111220BOS
Marcus Smart,27.0,3.0,7.0,0.429,1.0,3.0,0.333,0.0,0.0,,0.0,3.0,3.0,5.0,1.0,0.0,2.0,3.0,7.0,24.0,1,1,202111220BOS
Al Horford,24.0,4.0,9.0,0.444,3.0,5.0,0.6,0.0,0.0,,3.0,8.0,11.0,4.0,2.0,0.0,0.0,2.0,11.0,22.0,1,1,202111220BOS
Robert Williams,22.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,3.0,12.0,15.0,1.0,0.0,1.0,1.0,1.0,2.0,28.0,1,1,202111220BOS
Jaylen Brown,22.0,6.0,13.0,0.462,3.0,6.0,0.5,4.0,4.0,1.0,0.0,3.0,3.0,0.0,1.0,1.0,2.0,4.0,19.0,21.0,1,1,202111220BOS
Dennis Schröder,28.0,6.0,16.0,0.375,1.0,2.0,0.5,5.0,5.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,2.0,18.0,7.0,0,1,202111220BOS
Grant Williams,25.0,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,,0.0,5.0,5.0,4.0,0.0,1.0,0.0,2.0,2.0,13.0,0,1,202111220BOS
Romeo Langford,19.0,4.0,9.0,0.444,2.0,4.0,0.5,0.0,0.0,,2.0,3.0,5.0,1.0,2.0,0.0,0.0,1.0,10.0,-4.0,0,1,202111220BOS
Enes Freedom,11.0,2.0,4.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,6.0,0.0,0.0,0.0,1.0,3.0,4.0,-8.0,0,1,202111220BOS
Aaron Nesmith,6.0,2.0,5.0,0.4,1.0,3.0,0.333,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,-6.0,0,1,202111220BOS
Payton Pritchard,6.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,-6.0,0,1,202111220BOS
Juancho Hernangómez,5.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-11.0,0,1,202111220BOS
Sam Hauser,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-7.0,0,1,202111220BOS
Bruno Fernando,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0,1,202111220BOS
Jabari Parker,,,,,,,,,,,,,,,,,,,,,0,1,202111220BOS
Malcolm Brogdon,28.0,4.0,9.0,0.444,2.0,5.0,0.4,6.0,6.0,1.0,0.0,4.0,4.0,7.0,1.0,2.0,1.0,1.0,16.0,28.0,1,1,202111220CHI
Domantas Sabonis,26.0,8.0,14.0,0.571,0.0,2.0,0.0,5.0,5.0,1.0,4.0,7.0,11.0,4.0,1.0,0.0,3.0,4.0,21.0,22.0,1,1,202111220CHI
Myles Turner,25.0,5.0,9.0,0.556,2.0,2.0,1.0,0.0,1.0,0.0,1.0,9.0,10.0,1.0,0.0,4.0,0.0,2.0,12.0,25.0,1,1,202111220CHI
Justin Holiday,25.0,5.0,9.0,0.556,4.0,7.0,0.571,0.0,0.0,,0.0,4.0,4.0,2.0,1.0,0.0,1.0,1.0,14.0,27.0,1,1,202111220CHI
Caris LeVert,20.0,6.0,9.0,0.667,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,12.0,25.0,1,1,202111220CHI
Chris Duarte,22.0,3.0,11.0,0.273,2.0,6.0,0.333,1.0,2.0,0.5,0.0,6.0,6.0,3.0,1.0,1.0,2.0,0.0,9.0,14.0,0,1,202111220CHI
T.J. McConnell,20.0,1.0,4.0,0.25,0.0,0.0,,2.0,2.0,1.0,3.0,3.0,6.0,3.0,0.0,0.0,1.0,1.0,4.0,10.0,0,1,202111220CHI
Kelan Martin,19.0,3.0,7.0,0.429,1.0,3.0,0.333,0.0,0.0,,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,7.0,9.0,0,1,202111220CHI
Torrey Craig,17.0,2.0,3.0,0.667,0.0,1.0,0.0,0.0,0.0,,0.0,4.0,4.0,1.0,1.0,2.0,0.0,2.0,4.0,4.0,0,1,202111220CHI
Jeremy Lamb,9.0,2.0,4.0,0.5,1.0,2.0,0.5,0.0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,0,1,202111220CHI
Oshae Brissett,6.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,-2.0,0,1,202111220CHI
Brad Wanamaker,6.0,0.0,1.0,0.0,0.0,0.0,,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,-2.0,0,1,202111220CHI
Goga Bitadze,6.0,0.0,5.0,0.0,0.0,0.0,,0.0,0.0,,2.0,3.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,-2.0,0,1,202111220CHI
Isaiah Jackson,4.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,1,202111220CHI
DeMar DeRozan,26.0,8.0,16.0,0.5,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,4.0,2.0,18.0,-18.0,1,0,202111220CHI
Zach LaVine,26.0,7.0,18.0,0.389,3.0,7.0,0.429,0.0,1.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,3.0,0.0,17.0,-34.0,1,0,202111220CHI
Lonzo Ball,25.0,0.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,,0.0,5.0,5.0,2.0,0.0,1.0,1.0,1.0,0.0,-32.0,1,0,202111220CHI
Coby White,24.0,2.0,10.0,0.2,0.0,3.0,0.0,0.0,0.0,,0.0,5.0,5.0,3.0,0.0,0.0,0.0,4.0,4.0,-12.0,1,0,202111220CHI
Tony Bradley,17.0,3.0,4.0,0.75,0.0,0.0,,0.0,0.0,,0.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,6.0,-15.0,1,0,202111220CHI
Troy Brown Jr.,30.0,2.0,9.0,0.222,1.0,4.0,0.25,1.0,2.0,0.5,1.0,4.0,5.0,2.0,0.0,0.0,0.0,1.0,6.0,-6.0,0,0,202111220CHI
Ayo Dosunmu,23.0,3.0,4.0,0.75,1.0,2.0,0.5,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,7.0,-17.0,0,0,202111220CHI
Derrick Jones Jr.,18.0,2.0,3.0,0.667,0.0,0.0,,4.0,6.0,0.667,2.0,3.0,5.0,0.0,1.0,0.0,0.0,1.0,8.0,-13.0,0,0,202111220CHI
Javonte Green,16.0,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,1.0,3.0,4.0,0.0,2.0,0.0,0.0,2.0,3.0,-7.0,0,0,202111220CHI
Matt Thomas,12.0,2.0,7.0,0.286,1.0,4.0,0.25,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,-4.0,0,0,202111220CHI
Devon Dotson,6.0,1.0,3.0,0.333,0.0,2.0,0.0,0.0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0,0,202111220CHI
Marko Simonovic,6.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0,0,202111220CHI
Alize Johnson,5.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-6.0,0,0,202111220CHI
Tyler Cook,,,,,,,,,,,,,,,,,,,,,0,0,202111220CHI
Kevin Durant,39.0,8.0,19.0,0.421,1.0,4.0,0.25,10.0,10.0,1.0,0.0,6.0,6.0,9.0,0.0,3.0,2.0,3.0,27.0,5.0,1,1,202111220CLE
James Harden,38.0,5.0,10.0,0.5,0.0,2.0,0.0,4.0,4.0,1.0,1.0,5.0,6.0,14.0,3.0,0.0,5.0,2.0,14.0,-6.0,1,1,202111220CLE
Patty Mills,34.0,6.0,10.0,0.6,5.0,9.0,0.556,0.0,0.0,,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,17.0,20.0,1,1,202111220CLE
DeAndre' Bembry,22.0,4.0,10.0,0.4,0.0,3.0,0.0,0.0,0.0,,2.0,1.0,3.0,0.0,0.0,1.0,0.0,3.0,8.0,-5.0,1,1,202111220CLE
Blake Griffin,9.0,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,2.0,-8.0,1,1,202111220CLE
LaMarcus Aldridge,34.0,10.0,14.0,0.714,0.0,2.0,0.0,1.0,1.0,1.0,2.0,9.0,11.0,0.0,0.0,1.0,0.0,4.0,21.0,14.0,0,1,202111220CLE
James Johnson,28.0,4.0,13.0,0.308,1.0,4.0,0.25,0.0,2.0,0.0,2.0,2.0,4.0,5.0,2.0,0.0,0.0,4.0,9.0,1.0,0,1,202111220CLE
Cam Thomas,14.0,4.0,7.0,0.571,2.0,3.0,0.667,1.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,11.0,11.0,0,1,202111220CLE
Paul Millsap,9.0,1.0,4.0,0.25,0.0,1.0,0.0,0.0,0.0,,1.0,3.0,4.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0,1,202111220CLE
Jevon Carter,8.0,2.0,6.0,0.333,2.0,6.0,0.333,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,6.0,-8.0,0,1,202111220CLE
Kessler Edwards,,,,,,,,,,,,,,,,,,,,,0,1,202111220CLE
Day'Ron Sharpe,,,,,,,,,,,,,,,,,,,,,0,1,202111220CLE
Darius Garland,38.0,9.0,27.0,0.333,2.0,10.0,0.2,4.0,4.0,1.0,2.0,3.0,5.0,11.0,0.0,0.0,2.0,3.0,24.0,13.0,1,0,202111220CLE
Jarrett Allen,36.0,7.0,15.0,0.467,0.0,1.0,0.0,6.0,9.0,0.667,6.0,9.0,15.0,2.0,0.0,1.0,3.0,1.0,20.0,0.0,1,0,202111220CLE
Isaac Okoro,36.0,4.0,9.0,0.444,3.0,7.0,0.429,4.0,4.0,1.0,1.0,3.0,4.0,2.0,2.0,0.0,1.0,0.0,15.0,-5.0,1,0,202111220CLE
Dean Wade,33.0,2.0,4.0,0.5,1.0,3.0,0.333,2.0,2.0,1.0,0.0,2.0,2.0,2.0,3.0,1.0,1.0,4.0,7.0,1.0,1,0,202111220CLE
Lauri Markkanen,30.0,7.0,17.0,0.412,3.0,9.0,0.333,5.0,5.0,1.0,2.0,6.0,8.0,1.0,0.0,1.0,1.0,1.0,22.0,5.0,1,0,202111220CLE
Ricky Rubio,29.0,4.0,12.0,0.333,3.0,8.0,0.375,5.0,5.0,1.0,2.0,5.0,7.0,5.0,0.0,1.0,4.0,3.0,16.0,-12.0,0,0,202111220CLE
Kevin Love,17.0,3.0,8.0,0.375,2.0,5.0,0.4,0.0,0.0,,1.0,11.0,12.0,0.0,0.0,1.0,0.0,1.0,8.0,-10.0,0,0,202111220CLE
Ed Davis,8.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-11.0,0,0,202111220CLE
Dylan Windler,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,-6.0,0,0,202111220CLE
Tacko Fall,,,,,,,,,,,,,,,,,,,,,0,0,202111220CLE
RJ Nembhard Jr.,,,,,,,,,,,,,,,,,,,,,0,0,202111220CLE
Kevin Pangos,,,,,,,,,,,,,,,,,,,,,0,0,202111220CLE
Denzel Valentine,,,,,,,,,,,,,,,,,,,,,0,0,202111220CLE
Wendell Carter Jr.,27.0,3.0,6.0,0.5,0.0,3.0,0.0,2.0,2.0,1.0,0.0,10.0,10.0,3.0,0.0,1.0,2.0,0.0,8.0,-34.0,1,0,202111220MIL
Mychal Mulder,27.0,4.0,11.0,0.364,3.0,7.0,0.429,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,-13.0,1,0,202111220MIL
Franz Wagner,23.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,,2.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,-38.0,1,0,202111220MIL
Mo Bamba,20.0,1.0,6.0,0.167,0.0,3.0,0.0,0.0,0.0,,1.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,2.0,-39.0,1,0,202111220MIL
Jalen Suggs,16.0,2.0,8.0,0.25,0.0,4.0,0.0,1.0,3.0,0.333,2.0,2.0,4.0,2.0,0.0,0.0,3.0,4.0,5.0,-28.0,1,0,202111220MIL
R.J. Hampton,31.0,6.0,15.0,0.4,1.0,5.0,0.2,1.0,1.0,1.0,2.0,6.0,8.0,5.0,2.0,0.0,1.0,3.0,14.0,-3.0,0,0,202111220MIL
Chuma Okeke,26.0,5.0,11.0,0.455,2.0,6.0,0.333,0.0,0.0,,1.0,4.0,5.0,2.0,3.0,0.0,0.0,2.0,12.0,-8.0,0,0,202111220MIL
Moritz Wagner,23.0,5.0,9.0,0.556,3.0,5.0,0.6,5.0,6.0,0.833,2.0,0.0,2.0,1.0,0.0,2.0,2.0,1.0,18.0,5.0,0,0,202111220MIL
Terrence Ross,18.0,1.0,5.0,0.2,1.0,2.0,0.5,1.0,2.0,0.5,0.0,1.0,1.0,0.0,1.0,0.0,4.0,3.0,4.0,-31.0,0,0,202111220MIL
Robin Lopez,13.0,6.0,11.0,0.545,0.0,1.0,0.0,1.0,2.0,0.5,3.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,13.0,16.0,0,0,202111220MIL
Ignas Brazdeikis,12.0,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,,2.0,4.0,6.0,1.0,0.0,0.0,0.0,1.0,3.0,18.0,0,0,202111220MIL
Cole Anthony,,,,,,,,,,,,,,,,,,,,,0,0,202111220MIL
Gary Harris,,,,,,,,,,,,,,,,,,,,,0,0,202111220MIL
Giannis Antetokounmpo,23.0,4.0,12.0,0.333,0.0,4.0,0.0,4.0,6.0,0.667,2.0,6.0,8.0,9.0,1.0,2.0,1.0,3.0,12.0,38.0,1,1,202111220MIL
Jrue Holiday,23.0,8.0,14.0,0.571,2.0,5.0,0.4,0.0,2.0,0.0,1.0,5.0,6.0,4.0,2.0,0.0,0.0,2.0,18.0,37.0,1,1,202111220MIL
Bobby Portis,22.0,5.0,11.0,0.455,2.0,5.0,0.4,1.0,2.0,0.5,5.0,6.0,11.0,3.0,0.0,1.0,4.0,3.0,13.0,25.0,1,1,202111220MIL
Khris Middleton,20.0,4.0,6.0,0.667,1.0,3.0,0.333,3.0,3.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,12.0,20.0,1,1,202111220MIL
Grayson Allen,18.0,5.0,8.0,0.625,2.0,3.0,0.667,2.0,3.0,0.667,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,14.0,28.0,1,1,202111220MIL
Jordan Nwora,26.0,5.0,13.0,0.385,2.0,6.0,0.333,2.0,2.0,1.0,1.0,6.0,7.0,1.0,0.0,2.0,2.0,4.0,14.0,0.0,0,1,202111220MIL
Pat Connaughton,22.0,6.0,10.0,0.6,5.0,7.0,0.714,0.0,0.0,,1.0,5.0,6.0,2.0,2.0,1.0,0.0,3.0,17.0,18.0,0,1,202111220MIL
Rodney Hood,21.0,2.0,6.0,0.333,1.0,5.0,0.2,0.0,0.0,,1.0,2.0,3.0,2.0,2.0,0.0,1.0,1.0,5.0,5.0,0,1,202111220MIL
George Hill,19.0,2.0,4.0,0.5,1.0,2.0,0.5,2.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,7.0,32.0,0,1,202111220MIL
