name,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,+/-,start,win,game_id
LaMarcus Aldridge,15.0,0.0,2.0,0.0,0.0,0.0,,1.0,4.0,0.25,0.0,3.0,3.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,0,0,202110190MIL
Paul Millsap,5.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.0,0,0,202110190MIL
Cam Thomas,3.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,-9.0,0,0,202110190MIL
DeAndre' Bembry,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0,0,0,202110190MIL
Bruce Brown,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-9.0,0,0,202110190MIL
Kessler Edwards,,,,,,,,,,,,,,,,,,,,,0,0,202110190MIL
David Duke Jr.,,,,,,,,,,,,,,,,,,,,,0,0,202110190MIL
Giannis Antetokounmpo,30.0,12.0,25.0,0.48,1.0,4.0,0.25,7.0,9.0,0.778,5.0,9.0,14.0,7.0,1.0,2.0,4.0,4.0,32.0,25.0,1,1,202110190MIL
Khris Middleton,30.0,8.0,17.0,0.471,1.0,4.0,0.25,3.0,4.0,0.75,0.0,9.0,9.0,3.0,1.0,0.0,1.0,3.0,20.0,20.0,1,1,202110190MIL
Brook Lopez,28.0,3.0,9.0,0.333,2.0,4.0,0.5,0.0,0.0,,2.0,3.0,5.0,0.0,1.0,3.0,0.0,3.0,8.0,0.0,1,1,202110190MIL
Grayson Allen,27.0,3.0,10.0,0.3,3.0,10.0,0.3,1.0,1.0,1.0,0.0,4.0,4.0,6.0,2.0,0.0,0.0,0.0,10.0,23.0,1,1,202110190MIL
Jrue Holiday,17.0,5.0,7.0,0.714,2.0,4.0,0.5,0.0,0.0,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,12.0,17.0,1,1,202110190MIL
Pat Connaughton,29.0,8.0,13.0,0.615,4.0,9.0,0.444,0.0,0.0,,0.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,20.0,0.0,0,1,202110190MIL
Jordan Nwora,26.0,6.0,13.0,0.462,3.0,6.0,0.5,0.0,0.0,,0.0,6.0,6.0,1.0,1.0,1.0,1.0,3.0,15.0,6.0,0,1,202110190MIL
George Hill,23.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,2.0,0.5,2.0,3.0,5.0,3.0,0.0,1.0,1.0,5.0,1.0,-6.0,0,1,202110190MIL
Thanasis Antetokounmpo,12.0,2.0,3.0,0.667,0.0,0.0,,2.0,2.0,1.0,1.0,3.0,4.0,1.0,0.0,1.0,0.0,1.0,6.0,8.0,0,1,202110190MIL
Sandro Mamukelashvili,7.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0,1,202110190MIL
Justin Robinson,4.0,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,1,202110190MIL
Georgios Kalaitzakis,1.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,1,202110190MIL
Malcolm Brogdon,40.0,8.0,20.0,0.4,3.0,10.0,0.3,9.0,9.0,1.0,0.0,4.0,4.0,11.0,0.0,1.0,1.0,2.0,28.0,0.0,1,0,202110200CHO
Domantas Sabonis,39.0,13.0,19.0,0.684,4.0,6.0,0.667,3.0,4.0,0.75,3.0,12.0,15.0,2.0,0.0,0.0,6.0,4.0,33.0,-1.0,1,0,202110200CHO
Chris Duarte,32.0,9.0,15.0,0.6,6.0,9.0,0.667,3.0,3.0,1.0,0.0,5.0,5.0,1.0,1.0,0.0,1.0,4.0,27.0,7.0,1,0,202110200CHO
Myles Turner,25.0,3.0,6.0,0.5,1.0,3.0,0.333,2.0,4.0,0.5,1.0,6.0,7.0,1.0,0.0,4.0,4.0,4.0,9.0,-8.0,1,0,202110200CHO
Justin Holiday,25.0,4.0,10.0,0.4,1.0,7.0,0.143,2.0,2.0,1.0,1.0,6.0,7.0,4.0,0.0,0.0,0.0,3.0,11.0,3.0,1,0,202110200CHO
Torrey Craig,27.0,1.0,4.0,0.25,1.0,4.0,0.25,2.0,2.0,1.0,3.0,5.0,8.0,3.0,0.0,1.0,1.0,4.0,5.0,-3.0,0,0,202110200CHO
Jeremy Lamb,24.0,1.0,9.0,0.111,1.0,6.0,0.167,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,3.0,5.0,0,0,202110200CHO
T.J. McConnell,24.0,3.0,7.0,0.429,0.0,2.0,0.0,0.0,0.0,,0.0,3.0,3.0,7.0,1.0,2.0,1.0,1.0,6.0,-8.0,0,0,202110200CHO
Duane Washington Jr.,,,,,,,,,,,,,,,,,,,,,0,0,202110200CHO
Brad Wanamaker,,,,,,,,,,,,,,,,,,,,,0,0,202110200CHO
Oshae Brissett,,,,,,,,,,,,,,,,,,,,,0,0,202110200CHO
Goga Bitadze,,,,,,,,,,,,,,,,,,,,,0,0,202110200CHO
Isaiah Jackson,,,,,,,,,,,,,,,,,,,,,0,0,202110200CHO
Gordon Hayward,35.0,10.0,22.0,0.455,2.0,4.0,0.5,5.0,8.0,0.625,0.0,5.0,5.0,3.0,1.0,0.0,3.0,3.0,27.0,12.0,1,1,202110200CHO
Kelly Oubre Jr.,34.0,5.0,17.0,0.294,2.0,9.0,0.222,2.0,2.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,4.0,14.0,1.0,1,1,202110200CHO
Miles Bridges,32.0,4.0,8.0,0.5,1.0,4.0,0.25,4.0,4.0,1.0,1.0,7.0,8.0,4.0,3.0,1.0,3.0,4.0,13.0,15.0,1,1,202110200CHO
Mason Plumlee,32.0,4.0,10.0,0.4,0.0,0.0,,0.0,3.0,0.0,4.0,6.0,10.0,5.0,0.0,1.0,0.0,3.0,8.0,4.0,1,1,202110200CHO
LaMelo Ball,28.0,11.0,23.0,0.478,7.0,9.0,0.778,2.0,2.0,1.0,2.0,7.0,9.0,7.0,2.0,0.0,2.0,3.0,31.0,0.0,1,1,202110200CHO
Cody Martin,23.0,4.0,5.0,0.8,0.0,1.0,0.0,2.0,2.0,1.0,2.0,4.0,6.0,0.0,1.0,1.0,0.0,1.0,10.0,-6.0,0,1,202110200CHO
Ish Smith,21.0,7.0,14.0,0.5,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,1.0,14.0,-1.0,0,1,202110200CHO
P.J. Washington,19.0,1.0,7.0,0.143,1.0,3.0,0.333,2.0,2.0,1.0,3.0,2.0,5.0,3.0,0.0,1.0,0.0,1.0,5.0,-10.0,0,1,202110200CHO
Jalen McDaniels,10.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-10.0,0,1,202110200CHO
James Bouknight,,,,,,,,,,,,,,,,,,,,,0,1,202110200CHO
JT Thor,,,,,,,,,,,,,,,,,,,,,0,1,202110200CHO
Arnoldas Kulboka,,,,,,,,,,,,,,,,,,,,,0,1,202110200CHO
Kai Jones,,,,,,,,,,,,,,,,,,,,,0,1,202110200CHO
Nick Richards,,,,,,,,,,,,,,,,,,,,,0,1,202110200CHO
Vernon Carey Jr.,,,,,,,,,,,,,,,,,,,,,0,1,202110200CHO
DeMar DeRozan,37.0,8.0,17.0,0.471,1.0,1.0,1.0,0.0,2.0,0.0,0.0,7.0,7.0,2.0,3.0,0.0,2.0,2.0,17.0,5.0,1,1,202110200DET
Nikola Vučević,35.0,7.0,21.0,0.333,1.0,4.0,0.25,0.0,0.0,,5.0,10.0,15.0,4.0,0.0,0.0,3.0,1.0,15.0,13.0,1,1,202110200DET
Zach LaVine,35.0,11.0,17.0,0.647,1.0,5.0,0.2,11.0,11.0,1.0,0.0,7.0,7.0,4.0,1.0,1.0,2.0,2.0,34.0,8.0,1,1,202110200DET
Lonzo Ball,33.0,5.0,12.0,0.417,2.0,6.0,0.333,0.0,0.0,,3.0,3.0,6.0,4.0,0.0,1.0,4.0,0.0,12.0,17.0,1,1,202110200DET
Patrick Williams,28.0,2.0,3.0,0.667,0.0,0.0,,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,6.0,12.0,1,1,202110200DET
Alex Caruso,27.0,1.0,5.0,0.2,1.0,3.0,0.333,0.0,0.0,,0.0,3.0,3.0,3.0,4.0,2.0,2.0,5.0,3.0,-11.0,0,1,202110200DET
Javonte Green,14.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,-8.0,0,1,202110200DET
Alize Johnson,11.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,,1.0,3.0,4.0,0.0,0.0,0.0,2.0,3.0,0.0,-7.0,0,1,202110200DET
Ayo Dosunmu,11.0,3.0,8.0,0.375,1.0,3.0,0.333,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,7.0,7.0,0,1,202110200DET
Troy Brown Jr.,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-6.0,0,1,202110200DET
Marko Simonovic,,,,,,,,,,,,,,,,,,,,,0,1,202110200DET
Tony Bradley,,,,,,,,,,,,,,,,,,,,,0,1,202110200DET
Matt Thomas,,,,,,,,,,,,,,,,,,,,,0,1,202110200DET
Derrick Jones Jr.,,,,,,,,,,,,,,,,,,,,,0,1,202110200DET
Saddiq Bey,32.0,6.0,15.0,0.4,0.0,4.0,0.0,1.0,2.0,0.5,2.0,7.0,9.0,4.0,0.0,0.0,1.0,4.0,13.0,-6.0,1,0,202110200DET
Jerami Grant,32.0,8.0,20.0,0.4,3.0,5.0,0.6,5.0,5.0,1.0,3.0,3.0,6.0,2.0,1.0,1.0,1.0,3.0,24.0,-10.0,1,0,202110200DET
Frank Jackson,28.0,3.0,8.0,0.375,1.0,5.0,0.2,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,2.0,4.0,7.0,-13.0,1,0,202110200DET
Isaiah Stewart,25.0,6.0,9.0,0.667,0.0,1.0,0.0,0.0,0.0,,2.0,6.0,8.0,0.0,0.0,1.0,2.0,1.0,12.0,-7.0,1,0,202110200DET
Killian Hayes,20.0,0.0,6.0,0.0,0.0,0.0,,0.0,0.0,,1.0,4.0,5.0,2.0,0.0,0.0,2.0,1.0,0.0,-11.0,1,0,202110200DET
Cory Joseph,27.0,1.0,6.0,0.167,1.0,4.0,0.25,0.0,0.0,,2.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,3.0,5.0,0,0,202110200DET
Kelly Olynyk,22.0,5.0,10.0,0.5,0.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,3.0,1.0,0.0,2.0,0.0,10.0,1.0,0,0,202110200DET
Josh Jackson,18.0,3.0,7.0,0.429,1.0,3.0,0.333,0.0,1.0,0.0,1.0,3.0,4.0,2.0,0.0,1.0,3.0,2.0,7.0,3.0,0,0,202110200DET
Trey Lyles,16.0,2.0,4.0,0.5,0.0,1.0,0.0,0.0,0.0,,0.0,6.0,6.0,1.0,2.0,0.0,2.0,0.0,4.0,0.0,0,0,202110200DET
Hamidou Diallo,15.0,2.0,5.0,0.4,0.0,1.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,8.0,8.0,0,0,202110200DET
Rodney McGruder,,,,,,,,,,,,,,,,,,,,,0,0,202110200DET
Luka Garza,,,,,,,,,,,,,,,,,,,,,0,0,202110200DET
Jamorko Pickett,,,,,,,,,,,,,,,,,,,,,0,0,202110200DET
Saben Lee,,,,,,,,,,,,,,,,,,,,,0,0,202110200DET
Evan Mobley,38.0,7.0,13.0,0.538,1.0,2.0,0.5,2.0,3.0,0.667,0.0,9.0,9.0,6.0,1.0,1.0,0.0,2.0,17.0,-18.0,1,0,202110200MEM
Darius Garland,31.0,5.0,15.0,0.333,3.0,10.0,0.3,0.0,0.0,,0.0,1.0,1.0,12.0,0.0,0.0,2.0,2.0,13.0,0.0,1,0,202110200MEM
Lauri Markkanen,31.0,4.0,14.0,0.286,2.0,7.0,0.286,0.0,0.0,,2.0,7.0,9.0,2.0,1.0,0.0,1.0,0.0,10.0,-4.0,1,0,202110200MEM
Collin Sexton,29.0,7.0,13.0,0.538,2.0,6.0,0.333,1.0,3.0,0.333,1.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,17.0,-14.0,1,0,202110200MEM
Jarrett Allen,28.0,11.0,11.0,1.0,0.0,0.0,,3.0,4.0,0.75,1.0,3.0,4.0,1.0,3.0,3.0,1.0,1.0,25.0,5.0,1,0,202110200MEM
Ricky Rubio,24.0,4.0,10.0,0.4,3.0,7.0,0.429,1.0,1.0,1.0,0.0,4.0,4.0,10.0,1.0,0.0,2.0,3.0,12.0,-12.0,0,0,202110200MEM
Isaac Okoro,20.0,3.0,5.0,0.6,0.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,4.0,8.0,8.0,0,0,202110200MEM
Kevin Love,17.0,1.0,6.0,0.167,0.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,3.0,4.0,0.0,0.0,1.0,1.0,4.0,-3.0,0,0,202110200MEM
Cedi Osman,17.0,5.0,6.0,0.833,3.0,3.0,1.0,2.0,3.0,0.667,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,15.0,-17.0,0,0,202110200MEM
Tacko Fall,,,,,,,,,,,,,,,,,,,,,0,0,202110200MEM
RJ Nembhard Jr.,,,,,,,,,,,,,,,,,,,,,0,0,202110200MEM
Denzel Valentine,,,,,,,,,,,,,,,,,,,,,0,0,202110200MEM
Lamar Stevens,,,,,,,,,,,,,,,,,,,,,0,0,202110200MEM
Kevin Pangos,,,,,,,,,,,,,,,,,,,,,0,0,202110200MEM
Ed Davis,,,,,,,,,,,,,,,,,,,,,0,0,202110200MEM
Ja Morant,33.0,17.0,29.0,0.586,1.0,4.0,0.25,2.0,2.0,1.0,1.0,5.0,6.0,6.0,0.0,2.0,2.0,2.0,37.0,-6.0,1,1,202110200MEM
Steven Adams,31.0,4.0,7.0,0.571,0.0,0.0,,0.0,0.0,,6.0,8.0,14.0,3.0,1.0,1.0,2.0,0.0,8.0,1.0,1,1,202110200MEM
Jaren Jackson Jr.,30.0,3.0,12.0,0.25,3.0,8.0,0.375,4.0,4.0,1.0,0.0,6.0,6.0,2.0,0.0,4.0,2.0,2.0,13.0,16.0,1,1,202110200MEM
De'Anthony Melton,30.0,8.0,14.0,0.571,4.0,6.0,0.667,0.0,0.0,,2.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,20.0,17.0,1,1,202110200MEM
Desmond Bane,29.0,8.0,16.0,0.5,2.0,6.0,0.333,4.0,4.0,1.0,1.0,2.0,3.0,3.0,2.0,0.0,3.0,2.0,22.0,-7.0,1,1,202110200MEM
Kyle Anderson,21.0,3.0,7.0,0.429,2.0,5.0,0.4,2.0,2.0,1.0,0.0,7.0,7.0,4.0,2.0,0.0,0.0,2.0,10.0,-10.0,0,1,202110200MEM
John Konchar,18.0,2.0,3.0,0.667,0.0,1.0,0.0,0.0,0.0,,2.0,4.0,6.0,0.0,1.0,0.0,0.0,4.0,4.0,-1.0,0,1,202110200MEM
Ziaire Williams,17.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,0.0,,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,13.0,0,1,202110200MEM
Tyus Jones,14.0,4.0,7.0,0.571,1.0,2.0,0.5,0.0,0.0,,0.0,2.0,2.0,5.0,1.0,0.0,0.0,0.0,9.0,17.0,0,1,202110200MEM
Brandon Clarke,11.0,3.0,3.0,1.0,0.0,0.0,,0.0,0.0,,1.0,2.0,3.0,1.0,0.0,1.0,0.0,2.0,6.0,15.0,0,1,202110200MEM
Jarrett Culver,,,,,,,,,,,,,,,,,,,,,0,1,202110200MEM
Sam Merrill,,,,,,,,,,,,,,,,,,,,,0,1,202110200MEM
Santi Aldama,,,,,,,,,,,,,,,,,,,,,0,1,202110200MEM
Xavier Tillman Sr.,,,,,,,,,,,,,,,,,,,,,0,1,202110200MEM
Killian Tillie,,,,,,,,,,,,,,,,,,,,,0,1,202110200MEM
Jalen Green,32.0,4.0,14.0,0.286,1.0,6.0,0.167,0.0,0.0,,0.0,4.0,4.0,4.0,1.0,0.0,0.0,0.0,9.0,-37.0,1,0,202110200MIN
Christian Wood,32.0,6.0,15.0,0.4,2.0,6.0,0.333,2.0,4.0,0.5,2.0,7.0,9.0,3.0,0.0,1.0,1.0,3.0,16.0,-24.0,1,0,202110200MIN
Kevin Porter Jr.,24.0,4.0,12.0,0.333,2.0,7.0,0.286,1.0,2.0,0.5,1.0,2.0,3.0,3.0,1.0,0.0,9.0,3.0,11.0,-18.0,1,0,202110200MIN
Jae'Sean Tate,21.0,1.0,4.0,0.25,0.0,0.0,,0.0,0.0,,1.0,2.0,3.0,2.0,0.0,0.0,2.0,4.0,2.0,-16.0,1,0,202110200MIN
Daniel Theis,20.0,4.0,6.0,0.667,1.0,2.0,0.5,2.0,2.0,1.0,2.0,3.0,5.0,0.0,0.0,0.0,1.0,2.0,11.0,-23.0,1,0,202110200MIN
Eric Gordon,22.0,6.0,8.0,0.75,3.0,4.0,0.75,0.0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,3.0,0.0,15.0,-27.0,0,0,202110200MIN
Alperen Şengün,18.0,3.0,4.0,0.75,0.0,0.0,,5.0,5.0,1.0,3.0,3.0,6.0,2.0,3.0,0.0,3.0,4.0,11.0,-8.0,0,0,202110200MIN
David Nwaba,17.0,3.0,7.0,0.429,0.0,2.0,0.0,1.0,4.0,0.25,0.0,4.0,4.0,2.0,2.0,0.0,1.0,6.0,7.0,18.0,0,0,202110200MIN
D.J. Augustin,16.0,1.0,4.0,0.25,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,2.0,-19.0,0,0,202110200MIN
Kenyon Martin Jr.,9.0,3.0,4.0,0.75,0.0,0.0,,1.0,2.0,0.5,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,7.0,13.0,0,0,202110200MIN
Armoni Brooks,8.0,2.0,4.0,0.5,1.0,3.0,0.333,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,17.0,0,0,202110200MIN
Josh Christopher,8.0,1.0,3.0,0.333,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,5.0,17.0,0,0,202110200MIN
Usman Garuba,8.0,2.0,3.0,0.667,0.0,0.0,,0.0,0.0,,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,4.0,17.0,0,0,202110200MIN
Anthony Edwards,31.0,10.0,21.0,0.476,6.0,12.0,0.5,3.0,4.0,0.75,2.0,4.0,6.0,3.0,1.0,0.0,4.0,2.0,29.0,26.0,1,1,202110200MIN
Karl-Anthony Towns,29.0,11.0,15.0,0.733,3.0,4.0,0.75,5.0,5.0,1.0,5.0,5.0,10.0,2.0,2.0,2.0,3.0,3.0,30.0,34.0,1,1,202110200MIN
Jaden McDaniels,25.0,2.0,3.0,0.667,0.0,1.0,0.0,0.0,0.0,,0.0,4.0,4.0,1.0,4.0,2.0,1.0,3.0,4.0,26.0,1,1,202110200MIN
D'Angelo Russell,24.0,6.0,16.0,0.375,4.0,8.0,0.5,6.0,8.0,0.75,0.0,3.0,3.0,7.0,1.0,1.0,3.0,3.0,22.0,9.0,1,1,202110200MIN
Josh Okogie,21.0,2.0,5.0,0.4,0.0,1.0,0.0,2.0,2.0,1.0,2.0,3.0,5.0,0.0,2.0,2.0,0.0,1.0,6.0,20.0,1,1,202110200MIN
Malik Beasley,20.0,4.0,8.0,0.5,1.0,4.0,0.25,0.0,2.0,0.0,0.0,1.0,1.0,4.0,2.0,2.0,0.0,1.0,9.0,6.0,0,1,202110200MIN
Jordan McLaughlin,18.0,1.0,3.0,0.333,0.0,1.0,0.0,1.0,2.0,0.5,1.0,1.0,2.0,4.0,2.0,0.0,1.0,1.0,3.0,20.0,0,1,202110200MIN
Naz Reid,18.0,2.0,5.0,0.4,0.0,2.0,0.0,1.0,2.0,0.5,2.0,5.0,7.0,1.0,1.0,3.0,2.0,3.0,5.0,-16.0,0,1,202110200MIN
Taurean Prince,16.0,1.0,3.0,0.333,1.0,3.0,0.333,2.0,2.0,1.0,0.0,3.0,3.0,2.0,1.0,0.0,1.0,1.0,5.0,2.0,0,1,202110200MIN
Jarred Vanderbilt,15.0,0.0,0.0,,0.0,0.0,,2.0,2.0,1.0,0.0,3.0,3.0,1.0,2.0,0.0,0.0,3.0,2.0,4.0,0,1,202110200MIN
Jaylen Nowell,5.0,1.0,3.0,0.333,0.0,0.0,,0.0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,-13.0,0,1,202110200MIN
