date,team_visitor,team_home
2022-02-10,Brooklyn,Washington
2022-02-10,Toronto,Houston
2022-02-10,LA Clippers,Dallas
2022-02-10,New York,Golden State
2022-02-10,Milwaukee,Phoenix
2022-02-11,Charlotte,Detroit
2022-02-11,Cleveland,Indiana
2022-02-11,Oklahoma City,Philadelphia
2022-02-11,San Antonio,Atlanta
2022-02-11,Denver,Boston
2022-02-11,Minnesota,Chicago
2022-02-11,Orlando,Utah
2022-02-12,New York,Portland
2022-02-12,Memphis,Charlotte
2022-02-12,San Antonio,New Orleans
2022-02-12,Sacramento,Washington
2022-02-12,Cleveland,Philadelphia
2022-02-12,Denver,Toronto
2022-02-12,Oklahoma City,Chicago
2022-02-12,Brooklyn,Miami
2022-02-12,LA Clippers,Dallas
2022-02-12,LA Lakers,Golden State
2022-02-12,Orlando,Phoenix
2022-02-13,Atlanta,Boston
2022-02-13,Minnesota,Indiana
2022-02-14,Detroit,Washington
2022-02-14,Sacramento,Brooklyn
2022-02-14,Oklahoma City,New York
2022-02-14,San Antonio,Chicago
2022-02-14,Portland,Milwaukee
2022-02-14,Toronto,New Orleans
2022-02-14,Orlando,Denver
2022-02-14,Houston,Utah
2022-02-14,Golden State,LA Clippers
2022-02-15,Cleveland,Atlanta
2022-02-15,Dallas,Miami
2022-02-15,Boston,Philadelphia
2022-02-15,Indiana,Milwaukee
2022-02-15,Charlotte,Minnesota
2022-02-15,Memphis,New Orleans
2022-02-15,LA Clippers,Phoenix
2022-02-16,Atlanta,Orlando
2022-02-16,Detroit,Boston
2022-02-16,Washington,Indiana
2022-02-16,Brooklyn,New York
2022-02-16,Sacramento,Chicago
2022-02-16,Portland,Memphis
2022-02-16,Toronto,Minnesota
2022-02-16,San Antonio,Oklahoma City
2022-02-16,Houston,Phoenix
2022-02-16,Denver,Golden State
2022-02-16,Utah,LA Lakers
2022-02-17,Miami,Charlotte
2022-02-17,Washington,Brooklyn
2022-02-17,Dallas,New Orleans
2022-02-17,Philadelphia,Milwaukee
2022-02-17,Houston,LA Clippers
2022-02-24,Cleveland,Detroit
2022-02-24,Boston,Brooklyn
2022-02-24,Atlanta,Chicago
2022-02-24,Memphis,Minnesota
2022-02-24,Phoenix,Oklahoma City
2022-02-24,Golden State,Portland
2022-02-24,Denver,Sacramento
2022-02-25,Toronto,Charlotte
2022-02-25,Oklahoma City,Indiana
2022-02-25,Houston,Orlando
2022-02-25,San Antonio,Washington
2022-02-25,Miami,New York
2022-02-25,Philadelphia,Minnesota
2022-02-25,New Orleans,Phoenix
2022-02-25,Dallas,Utah
2022-02-25,LA Clippers,LA Lakers
2022-02-26,Boston,Detroit
2022-02-26,Toronto,Atlanta
2022-02-26,Memphis,Chicago
2022-02-26,Washington,Cleveland
2022-02-26,San Antonio,Miami
2022-02-26,Brooklyn,Milwaukee
2022-02-26,Sacramento,Denver
2022-02-27,Philadelphia,New York
2022-02-27,Utah,Phoenix
2022-02-27,Boston,Indiana
2022-02-27,Detroit,Charlotte
2022-02-27,LA Clippers,Houston
2022-02-27,Dallas,Golden State
2022-02-27,Denver,Portland
2022-02-27,New Orleans,LA Lakers
2022-02-28,Minnesota,Cleveland
2022-02-28,Indiana,Orlando
2022-02-28,Toronto,Brooklyn
2022-02-28,Chicago,Miami
2022-02-28,San Antonio,Memphis
2022-02-28,Charlotte,Milwaukee
2022-02-28,Sacramento,Oklahoma City
2022-03-01,Detroit,Washington
2022-03-01,Atlanta,Boston
2022-03-01,Brooklyn,Toronto
2022-03-01,LA Clippers,Houston
2022-03-01,Golden State,Minnesota
2022-03-01,Dallas,LA Lakers
2022-03-02,Charlotte,Cleveland
2022-03-02,Indiana,Orlando
2022-03-02,New York,Philadelphia
2022-03-02,Utah,Houston
2022-03-02,Miami,Milwaukee
2022-03-02,Sacramento,New Orleans
2022-03-02,Oklahoma City,Denver
2022-03-02,Portland,Phoenix
2022-03-03,Chicago,Atlanta
2022-03-03,Memphis,Boston
2022-03-03,Miami,Brooklyn
2022-03-03,Detroit,Toronto
2022-03-03,Golden State,Dallas
2022-03-03,Sacramento,San Antonio
2022-03-03,LA Lakers,LA Clippers
2022-03-04,Indiana,Detroit
2022-03-04,Cleveland,Philadelphia
2022-03-04,Atlanta,Washington
2022-03-04,Milwaukee,Chicago
2022-03-04,Orlando,Toronto
2022-03-04,Utah,New Orleans
2022-03-04,Minnesota,Oklahoma City
2022-03-04,Houston,Denver
2022-03-04,New York,Phoenix
2022-03-05,Sacramento,Dallas
2022-03-05,San Antonio,Charlotte
2022-03-05,Orlando,Memphis
2022-03-05,Philadelphia,Miami
2022-03-05,Portland,Minnesota
2022-03-05,Golden State,LA Lakers
2022-03-06,Brooklyn,Boston
2022-03-06,Phoenix,Milwaukee
2022-03-06,Indiana,Washington
2022-03-06,Memphis,Houston
2022-03-06,Utah,Oklahoma City
2022-03-06,Toronto,Cleveland
2022-03-06,New Orleans,Denver
2022-03-06,New York,LA Clippers
2022-03-07,Atlanta,Detroit
2022-03-07,Chicago,Philadelphia
2022-03-07,Houston,Miami
2022-03-07,Portland,Minnesota
2022-03-07,Utah,Dallas
2022-03-07,LA Lakers,San Antonio
2022-03-07,Golden State,Denver
2022-03-07,New York,Sacramento
2022-03-08,Brooklyn,Charlotte
2022-03-08,Cleveland,Indiana
2022-03-08,Phoenix,Orlando
2022-03-08,New Orleans,Memphis
2022-03-08,Milwaukee,Oklahoma City
2022-03-08,LA Clippers,Golden State
2022-03-09,Boston,Charlotte
2022-03-09,Chicago,Detroit
2022-03-09,Phoenix,Miami
2022-03-09,LA Lakers,Houston
2022-03-09,Atlanta,Milwaukee
2022-03-09,Oklahoma City,Minnesota
2022-03-09,Orlando,New Orleans
2022-03-09,New York,Dallas
2022-03-09,Toronto,San Antonio
2022-03-09,Denver,Sacramento
2022-03-09,Portland,Utah
2022-03-09,Washington,LA Clippers
2022-03-10,Brooklyn,Philadelphia
2022-03-10,Golden State,Denver
2022-03-11,Minnesota,Orlando
2022-03-11,LA Clippers,Atlanta
2022-03-11,Detroit,Boston
2022-03-11,Dallas,Houston
2022-03-11,New York,Memphis
2022-03-11,Cleveland,Miami
2022-03-11,Charlotte,New Orleans
2022-03-11,Utah,San Antonio
2022-03-11,Toronto,Phoenix
2022-03-11,Washington,LA Lakers
2022-03-12,Cleveland,Chicago
2022-03-12,Minnesota,Miami
2022-03-12,Indiana,San Antonio
2022-03-12,Milwaukee,Golden State
2022-03-12,Toronto,Denver
2022-03-12,Sacramento,Utah
2022-03-12,Washington,Portland
2022-03-13,New York,Brooklyn
2022-03-13,LA Clippers,Detroit
2022-03-13,Dallas,Boston
2022-03-13,Philadelphia,Orlando
2022-03-13,Indiana,Atlanta
2022-03-13,Houston,New Orleans
2022-03-13,Memphis,Oklahoma City
2022-03-13,LA Lakers,Phoenix
2022-03-14,LA Clippers,Cleveland
2022-03-14,Portland,Atlanta
2022-03-14,Denver,Philadelphia
2022-03-14,Charlotte,Oklahoma City
2022-03-14,Minnesota,San Antonio
2022-03-14,Washington,Golden State
2022-03-14,Chicago,Sacramento
2022-03-14,Milwaukee,Utah
2022-03-14,Toronto,LA Lakers
2022-03-15,Memphis,Indiana
2022-03-15,Brooklyn,Orlando
2022-03-15,Detroit,Miami
2022-03-15,Phoenix,New Orleans
2022-03-16,Atlanta,Charlotte
2022-03-16,Philadelphia,Cleveland
2022-03-16,Denver,Washington
2022-03-16,Dallas,Brooklyn
2022-03-16,Portland,New York
2022-03-16,Phoenix,Houston
2022-03-16,LA Lakers,Minnesota
2022-03-16,Oklahoma City,San Antonio
2022-03-16,Chicago,Utah
2022-03-16,Boston,Golden State
2022-03-16,Milwaukee,Sacramento
2022-03-16,Toronto,LA Clippers
2022-03-17,Detroit,Orlando
2022-03-18,Dallas,Philadelphia
2022-03-18,Memphis,Atlanta
2022-03-18,Portland,Brooklyn
2022-03-18,Denver,Cleveland
2022-03-18,Washington,New York
2022-03-18,LA Lakers,Toronto
2022-03-18,Indiana,Houston
2022-03-18,Oklahoma City,Miami
2022-03-18,New Orleans,San Antonio
2022-03-18,LA Clippers,Utah
2022-03-18,Chicago,Phoenix
2022-03-18,Boston,Sacramento
2022-03-19,Milwaukee,Minnesota
2022-03-19,Dallas,Charlotte
2022-03-19,Detroit,Cleveland
2022-03-19,LA Lakers,Washington
2022-03-20,Memphis,Houston
2022-03-20,Portland,Indiana
2022-03-20,New Orleans,Atlanta
2022-03-20,Oklahoma City,Orlando
2022-03-20,Phoenix,Sacramento
2022-03-20,Utah,New York
2022-03-20,Boston,Denver
2022-03-20,San Antonio,Golden State
2022-03-20,Toronto,Philadelphia
2022-03-21,New Orleans,Charlotte
2022-03-21,LA Lakers,Cleveland
2022-03-21,Portland,Detroit
2022-03-21,Utah,Brooklyn
2022-03-21,Miami,Philadelphia
2022-03-21,Toronto,Chicago
2022-03-21,Washington,Houston
2022-03-21,Boston,Oklahoma City
2022-03-21,Minnesota,Dallas
2022-03-22,Golden State,Orlando
2022-03-22,Atlanta,New York
2022-03-22,Chicago,Milwaukee
2022-03-22,LA Clippers,Denver
2022-03-23,New York,Charlotte
2022-03-23,Atlanta,Detroit
2022-03-23,Sacramento,Indiana
2022-03-23,Utah,Boston
2022-03-23,Brooklyn,Memphis
2022-03-23,Golden State,Miami
2022-03-23,Phoenix,Minnesota
2022-03-23,Orlando,Oklahoma City
2022-03-23,Houston,Dallas
2022-03-23,Philadelphia,LA Lakers
2022-03-23,San Antonio,Portland
2022-03-24,Cleveland,Toronto
2022-03-24,Indiana,Memphis
2022-03-24,Washington,Milwaukee
2022-03-24,Chicago,New Orleans
2022-03-24,Phoenix,Denver
2022-03-25,Utah,Charlotte
2022-03-25,Washington,Detroit
2022-03-25,Golden State,Atlanta
2022-03-25,New York,Miami
2022-03-25,Dallas,Minnesota
2022-03-25,Houston,Portland
2022-03-25,Philadelphia,LA Clippers
2022-03-26,San Antonio,New Orleans
2022-03-26,Sacramento,Orlando
2022-03-26,Indiana,Toronto
2022-03-26,Chicago,Cleveland
2022-03-26,Milwaukee,Memphis
2022-03-26,Brooklyn,Miami
2022-03-26,Oklahoma City,Denver
2022-03-26,Houston,Portland
2022-03-27,New York,Detroit
2022-03-27,Minnesota,Boston
2022-03-27,Philadelphia,Phoenix
2022-03-27,Golden State,Washington
2022-03-27,LA Lakers,New Orleans
2022-03-27,Charlotte,Brooklyn
2022-03-27,Utah,Dallas
2022-03-28,Denver,Charlotte
2022-03-28,Orlando,Cleveland
2022-03-28,Atlanta,Indiana
2022-03-28,Sacramento,Miami
2022-03-28,Chicago,New York
2022-03-28,Boston,Toronto
2022-03-28,San Antonio,Houston
2022-03-28,Golden State,Memphis
2022-03-28,Oklahoma City,Portland
2022-03-29,Milwaukee,Philadelphia
2022-03-29,Chicago,Washington
2022-03-29,Detroit,Brooklyn
2022-03-29,LA Lakers,Dallas
2022-03-29,Utah,LA Clippers
2022-03-30,Dallas,Cleveland
2022-03-30,Denver,Indiana
2022-03-30,Orlando,Washington
2022-03-30,Miami,Boston
2022-03-30,Charlotte,New York
2022-03-30,Minnesota,Toronto
2022-03-30,Sacramento,Houston
2022-03-30,Atlanta,Oklahoma City
2022-03-30,Memphis,San Antonio
2022-03-30,Phoenix,Golden State
2022-03-30,New Orleans,Portland
2022-03-31,Philadelphia,Detroit
2022-03-31,Cleveland,Atlanta
2022-03-31,Milwaukee,Brooklyn
2022-03-31,LA Clippers,Chicago
2022-03-31,LA Lakers,Utah
2022-04-01,Toronto,Orlando
2022-04-01,Dallas,Washington
2022-04-01,Indiana,Boston
2022-04-01,Sacramento,Houston
2022-04-01,Phoenix,Memphis
2022-04-01,LA Clippers,Milwaukee
2022-04-01,Detroit,Oklahoma City
2022-04-01,Portland,San Antonio
2022-04-01,Minnesota,Denver
2022-04-01,New Orleans,LA Lakers
2022-04-02,Charlotte,Philadelphia
2022-04-02,Cleveland,New York
2022-04-02,Brooklyn,Atlanta
2022-04-02,Miami,Chicago
2022-04-02,Utah,Golden State
2022-04-03,Washington,Boston
2022-04-03,Dallas,Milwaukee
2022-04-03,Denver,LA Lakers
2022-04-03,Detroit,Indiana
2022-04-03,Philadelphia,Cleveland
2022-04-03,New York,Orlando
2022-04-03,Minnesota,Houston
2022-04-03,Phoenix,Oklahoma City
2022-04-03,Portland,San Antonio
2022-04-03,Miami,Toronto
2022-04-03,Golden State,Sacramento
2022-04-03,New Orleans,LA Clippers
2022-04-05,Philadelphia,Indiana
2022-04-05,Cleveland,Orlando
2022-04-05,Houston,Brooklyn
2022-04-05,Charlotte,Miami
2022-04-05,Atlanta,Toronto
2022-04-05,Milwaukee,Chicago
2022-04-05,Washington,Minnesota
2022-04-05,Portland,Oklahoma City
2022-04-05,San Antonio,Denver
2022-04-05,Memphis,Utah
2022-04-05,New Orleans,Sacramento
2022-04-05,LA Lakers,Phoenix
2022-04-06,Dallas,Detroit
2022-04-06,Brooklyn,New York
2022-04-06,Washington,Atlanta
2022-04-06,Boston,Chicago
2022-04-06,Oklahoma City,Utah
2022-04-06,Phoenix,LA Clippers
2022-04-07,Orlando,Charlotte
2022-04-07,Boston,Milwaukee
2022-04-07,Philadelphia,Toronto
2022-04-07,San Antonio,Minnesota
2022-04-07,Portland,New Orleans
2022-04-07,Memphis,Denver
2022-04-07,LA Lakers,Golden State
2022-04-08,Milwaukee,Detroit
2022-04-08,New York,Washington
2022-04-08,Cleveland,Brooklyn
2022-04-08,Houston,Toronto
2022-04-08,Charlotte,Chicago
2022-04-08,Atlanta,Miami
2022-04-08,Portland,Dallas
2022-04-08,Phoenix,Utah
2022-04-08,Oklahoma City,LA Lakers
2022-04-09,Indiana,Philadelphia
2022-04-09,New Orleans,Memphis
2022-04-09,Golden State,San Antonio
2022-04-09,Sacramento,LA Clippers
2022-04-10,Indiana,Brooklyn
2022-04-10,Washington,Charlotte
2022-04-10,Milwaukee,Cleveland
2022-04-10,Atlanta,Houston
2022-04-10,Boston,Memphis
2022-04-10,Toronto,New York
2022-04-10,Miami,Orlando
2022-04-10,Detroit,Philadelphia
2022-04-10,Chicago,Minnesota
2022-04-10,San Antonio,Dallas
2022-04-10,LA Lakers,Denver
2022-04-10,Oklahoma City,LA Clippers
2022-04-10,Golden State,New Orleans
2022-04-10,Sacramento,Phoenix
2022-04-10,Utah,Portland
2022-04-12,Cleveland,Brooklyn
2022-04-12,LA Clippers,Minnesota
2022-04-13,Charlotte,Atlanta
2022-04-13,San Antonio,New Orleans
2022-04-15,Atlanta,Cleveland
2022-04-15,New Orleans,LA Clippers
2022-04-16,Utah,Dallas
2022-04-16,Minnesota,Memphis
2022-04-16,Toronto,Philadelphia
2022-04-16,Denver,Golden State
2022-04-17,Atlanta,Miami
2022-04-17,Brooklyn,Boston
2022-04-17,Chicago,Milwaukee
2022-04-17,New Orleans,Phoenix
2022-04-18,Toronto,Philadelphia
2022-04-18,Utah,Dallas
2022-04-18,Denver,Golden State
2022-04-19,Atlanta,Miami
2022-04-19,Minnesota,Memphis
2022-04-19,New Orleans,Phoenix
2022-04-20,Brooklyn,Boston
2022-04-20,Philadelphia,Toronto
2022-04-20,Chicago,Milwaukee
2022-04-21,Memphis,Minnesota
2022-04-21,Dallas,Utah
2022-04-21,Golden State,Denver
2022-04-22,Miami,Atlanta
2022-04-22,Milwaukee,Chicago
2022-04-22,Phoenix,New Orleans
2022-04-23,Philadelphia,Toronto
2022-04-23,Dallas,Utah
2022-04-23,Boston,Brooklyn
2022-04-23,Memphis,Minnesota
2022-04-24,Milwaukee,Chicago
2022-04-24,Golden State,Denver
2022-04-24,Miami,Atlanta
2022-04-24,Phoenix,New Orleans
2022-04-25,Boston,Brooklyn
2022-04-25,Toronto,Philadelphia
2022-04-25,Utah,Dallas
2022-04-26,Atlanta,Miami
2022-04-26,Minnesota,Memphis
2022-04-26,New Orleans,Phoenix
2022-04-27,Chicago,Milwaukee
2022-04-27,Denver,Golden State
2022-04-28,Philadelphia,Toronto
2022-04-28,Phoenix,New Orleans
2022-04-28,Dallas,Utah
2022-04-29,Memphis,Minnesota
