date,winner,loser,pts_winner,pts_loser,game_id
2022-1-18,Minnesota,New York,112,110,202201180NYK
2022-1-19,Atlanta,Minnesota,134,122,202201190ATL
2022-1-19,Charlotte,Boston,111,102,202201190BOS
2022-1-19,Chicago,Cleveland,117,104,202201190CHI
2022-1-19,Dallas,Toronto,102,98,202201190DAL
2022-1-19,Denver,LA Clippers,130,128,202201190DEN
2022-1-19,Indiana,LA Lakers,111,104,202201190LAL
2022-1-19,Miami,Portland,104,92,202201190MIA
2022-1-19,Milwaukee,Memphis,126,114,202201190MIL
2022-1-19,Philadelphia,Orlando,123,110,202201190PHI
2022-1-19,Detroit,Sacramento,133,131,202201190SAC
2022-1-19,San Antonio,Oklahoma City,118,96,202201190SAS
2022-1-19,Houston,Utah,116,111,202201190UTA
2022-1-19,Brooklyn,Washington,119,118,202201190WAS
2022-1-20,Phoenix,Dallas,109,101,202201200DAL
2022-1-20,Indiana,Golden State,121,117,202201200GSW
2022-1-20,New Orleans,New York,102,91,202201200NYK
2022-1-21,Atlanta,Miami,110,108,202201210ATL
2022-1-21,Portland,Boston,109,105,202201210BOS
2022-1-21,Charlotte,Oklahoma City,121,98,202201210CHO
2022-1-21,Memphis,Denver,122,118,202201210DEN
2022-1-21,Golden State,Houston,105,103,202201210GSW
2022-1-21,Milwaukee,Chicago,94,90,202201210MIL
2022-1-21,LA Lakers,Orlando,116,105,202201210ORL
2022-1-21,LA Clippers,Philadelphia,102,101,202201210PHI
2022-1-21,Brooklyn,San Antonio,117,102,202201210SAS
2022-1-21,Utah,Detroit,111,101,202201210UTA
2022-1-21,Toronto,Washington,109,105,202201210WAS
2022-1-22,Cleveland,Oklahoma City,94,87,202201220CLE
2022-1-22,Milwaukee,Sacramento,133,127,202201220MIL
2022-1-22,Phoenix,Indiana,113,103,202201220PHO
2022-1-23,Atlanta,Charlotte,113,91,202201230CHO
2022-1-23,Dallas,Memphis,104,91,202201230DAL
2022-1-23,Denver,Detroit,117,111,202201230DEN
2022-1-23,Golden State,Utah,94,92,202201230GSW
2022-1-23,Miami,LA Lakers,113,107,202201230MIA
2022-1-23,Minnesota,Brooklyn,136,125,202201230MIN
2022-1-23,New York,LA Clippers,110,102,202201230NYK
2022-1-23,Orlando,Chicago,114,95,202201230ORL
2022-1-23,Philadelphia,San Antonio,115,109,202201230SAS
2022-1-23,Portland,Toronto,114,105,202201230TOR
2022-1-23,Boston,Washington,116,87,202201230WAS
2022-1-24,Cleveland,New York,95,93,202201240CLE
2022-1-24,New Orleans,Indiana,117,113,202201240NOP
2022-1-24,Chicago,Oklahoma City,111,110,202201240OKC
2022-1-24,Phoenix,Utah,115,109,202201240PHO
2022-1-25,Boston,Sacramento,128,75,202201250BOS
2022-1-25,LA Lakers,Brooklyn,106,96,202201250BRK
2022-1-25,Denver,Detroit,110,105,202201250DET
2022-1-25,Golden State,Dallas,130,92,202201250GSW
2022-1-25,San Antonio,Houston,134,104,202201250HOU
2022-1-25,Philadelphia,New Orleans,117,107,202201250PHI
2022-1-25,Minnesota,Portland,109,107,202201250POR
2022-1-25,Toronto,Charlotte,125,113,202201250TOR
2022-1-25,LA Clippers,Washington,116,115,202201250WAS
2022-1-26,Atlanta,Sacramento,121,104,202201260ATL
2022-1-26,Denver,Brooklyn,124,118,202201260BRK
2022-1-26,Chicago,Toronto,111,105,202201260CHI
2022-1-26,Cleveland,Milwaukee,115,99,202201260CLE
2022-1-26,Charlotte,Indiana,158,126,202201260IND
2022-1-26,Miami,New York,110,96,202201260MIA
2022-1-26,LA Clippers,Orlando,111,102,202201260ORL
2022-1-26,Dallas,Portland,132,112,202201260POR
2022-1-26,Memphis,San Antonio,118,110,202201260SAS
2022-1-26,Phoenix,Utah,105,97,202201260UTA
2022-1-27,Golden State,Minnesota,124,115,202201270GSW
2022-1-27,Philadelphia,LA Lakers,105,87,202201270PHI
2022-1-28,Atlanta,Boston,108,92,202201280ATL
2022-1-28,Charlotte,LA Lakers,117,114,202201280CHO
2022-1-28,Portland,Houston,125,110,202201280HOU
2022-1-28,Memphis,Utah,119,109,202201280MEM
2022-1-28,Miami,LA Clippers,121,114,202201280MIA
2022-1-28,Milwaukee,New York,123,108,202201280MIL
2022-1-28,Denver,New Orleans,116,105,202201280NOP
2022-1-28,Indiana,Oklahoma City,113,110,202201280OKC
2022-1-28,Orlando,Detroit,119,103,202201280ORL
2022-1-28,Phoenix,Minnesota,134,124,202201280PHO
2022-1-28,San Antonio,Chicago,131,122,202201280SAS
2022-1-29,Dallas,Indiana,132,105,202201290DAL
2022-1-29,Golden State,Brooklyn,110,106,202201290GSW
2022-1-29,Memphis,Washington,115,95,202201290MEM
2022-1-29,Toronto,Miami,124,120,202201290MIA
2022-1-29,Boston,New Orleans,107,97,202201290NOP
2022-1-29,Philadelphia,Sacramento,103,101,202201290PHI
2022-1-30,Atlanta,LA Lakers,129,121,202201300ATL
2022-1-30,Chicago,Portland,130,116,202201300CHI
2022-1-30,LA Clippers,Charlotte,115,90,202201300CHO
2022-1-30,Detroit,Cleveland,115,105,202201300DET
2022-1-30,Denver,Milwaukee,136,100,202201300MIL
2022-1-30,Minnesota,Utah,126,106,202201300MIN
2022-1-30,Orlando,Dallas,110,108,202201300ORL
2022-1-30,Phoenix,San Antonio,115,110,202201300PHO
2022-1-31,Toronto,Atlanta,106,100,202201310ATL
2022-1-31,Boston,Miami,122,92,202201310BOS
2022-1-31,Cleveland,New Orleans,93,90,202201310CLE
2022-1-31,Golden State,Houston,122,108,202201310HOU
2022-1-31,Indiana,LA Clippers,122,116,202201310IND
2022-1-31,New York,Sacramento,116,96,202201310NYK
2022-1-31,Oklahoma City,Portland,98,81,202201310OKC
2022-1-31,Philadelphia,Memphis,122,119,202201310PHI
2022-2-1,Chicago,Orlando,126,115,202202010CHI
2022-2-1,New Orleans,Detroit,111,101,202202010DET
2022-2-1,Milwaukee,Washington,112,98,202202010MIL
2022-2-1,Minnesota,Denver,130,115,202202010MIN
2022-2-1,Phoenix,Brooklyn,121,111,202202010PHO
2022-2-1,Golden State,San Antonio,124,120,202202010SAS
2022-2-1,Toronto,Miami,110,106,202202010TOR
2022-2-2,Boston,Charlotte,113,107,202202020BOS
2022-2-2,Oklahoma City,Dallas,120,114,202202020DAL
2022-2-2,Houston,Cleveland,115,104,202202020HOU
2022-2-2,Orlando,Indiana,119,118,202202020IND
2022-2-2,LA Lakers,Portland,99,94,202202020LAL
2022-2-2,Memphis,New York,120,108,202202020NYK
2022-2-2,Washington,Philadelphia,106,103,202202020PHI
2022-2-2,Sacramento,Brooklyn,112,101,202202020SAC
2022-2-2,Utah,Denver,108,104,202202020UTA
2022-2-3,Atlanta,Phoenix,124,115,202202030ATL
2022-2-3,Minnesota,Detroit,128,117,202202030DET
2022-2-3,Golden State,Sacramento,126,114,202202030GSW
2022-2-3,LA Clippers,LA Lakers,111,110,202202030LAC
2022-2-3,Miami,San Antonio,112,95,202202030SAS
2022-2-3,Toronto,Chicago,127,120,202202030TOR
2022-2-4,Cleveland,Charlotte,102,101,202202040CHO
2022-2-4,Dallas,Philadelphia,107,98,202202040DAL
2022-2-4,New Orleans,Denver,113,105,202202040DEN
2022-2-4,Boston,Detroit,102,93,202202040DET
2022-2-4,Chicago,Indiana,122,115,202202040IND
2022-2-4,Oklahoma City,Portland,96,93,202202040POR
2022-2-4,San Antonio,Houston,131,106,202202040SAS
2022-2-4,Toronto,Atlanta,125,114,202202040TOR
2022-2-4,Utah,Brooklyn,125,102,202202040UTA
2022-2-5,Miami,Charlotte,104,86,202202050CHO
2022-2-5,LA Lakers,New York,122,115,202202050LAL
2022-2-5,Memphis,Orlando,135,115,202202050ORL
2022-2-5,Milwaukee,Portland,137,108,202202050POR
2022-2-5,Sacramento,Oklahoma City,113,103,202202050SAC
2022-2-5,Phoenix,Washington,95,80,202202050WAS
2022-2-6,Philadelphia,Chicago,119,108,202202060CHI
2022-2-6,Cleveland,Indiana,98,85,202202060CLE
2022-2-6,Dallas,Atlanta,103,94,202202060DAL
2022-2-6,Denver,Brooklyn,124,104,202202060DEN
2022-2-6,New Orleans,Houston,120,107,202202060HOU
2022-2-6,Milwaukee,LA Clippers,137,113,202202060LAC
2022-2-6,Minnesota,Detroit,118,105,202202060MIN
2022-2-6,Boston,Orlando,116,83,202202060ORL
2022-2-7,Phoenix,Chicago,127,124,202202070CHI
2022-2-7,Toronto,Charlotte,116,101,202202070CHO
2022-2-7,Golden State,Oklahoma City,110,98,202202070OKC
2022-2-7,Utah,New York,113,104,202202070UTA
2022-2-7,Miami,Washington,121,100,202202070WAS
2022-2-8,Atlanta,Indiana,133,112,202202080ATL
2022-2-8,Boston,Brooklyn,126,91,202202080BRK
2022-2-8,Dallas,Detroit,116,86,202202080DAL
2022-2-8,Denver,New York,132,115,202202080DEN
2022-2-8,Milwaukee,LA Lakers,131,116,202202080LAL
2022-2-8,Memphis,LA Clippers,135,109,202202080MEM
2022-2-8,New Orleans,Houston,110,97,202202080NOP
2022-2-8,Phoenix,Philadelphia,114,109,202202080PHI
2022-2-8,Orlando,Portland,113,95,202202080POR
2022-2-8,Minnesota,Sacramento,134,114,202202080SAC
2022-2-9,Chicago,Charlotte,121,109,202202090CHO
2022-2-9,Cleveland,San Antonio,105,92,202202090CLE
2022-2-9,Toronto,Oklahoma City,117,98,202202090OKC
2022-2-9,Portland,LA Lakers,107,105,202202090POR
2022-2-9,Sacramento,Minnesota,132,119,202202090SAC
2022-2-9,Utah,Golden State,111,85,202202090UTA
2022-2-10,Dallas,LA Clippers,112,105,202202100DAL
2022-2-10,Memphis,Detroit,132,107,202202100DET
2022-2-10,New York,Golden State,116,114,202202100GSW
2022-2-10,Toronto,Houston,139,120,202202100HOU
2022-2-10,Miami,New Orleans,112,97,202202100NOP
2022-2-10,Phoenix,Milwaukee,131,107,202202100PHO
2022-2-10,Washington,Brooklyn,113,112,202202100WAS
2022-2-11,San Antonio,Atlanta,136,121,202202110ATL
2022-2-11,Boston,Denver,108,102,202202110BOS
2022-2-11,Chicago,Minnesota,134,122,202202110CHI
2022-2-11,Charlotte,Detroit,141,119,202202110DET
2022-2-11,Cleveland,Indiana,120,113,202202110IND
2022-2-11,Philadelphia,Oklahoma City,100,87,202202110PHI
2022-2-11,Utah,Orlando,114,99,202202110UTA
2022-2-12,Chicago,Oklahoma City,106,101,202202120CHI
2022-2-12,Memphis,Charlotte,125,118,202202120CHO
2022-2-12,LA Clippers,Dallas,99,97,202202120DAL
2022-2-12,Golden State,LA Lakers,117,115,202202120GSW
2022-2-12,Miami,Brooklyn,115,111,202202120MIA
2022-2-12,San Antonio,New Orleans,124,114,202202120NOP
2022-2-12,Philadelphia,Cleveland,103,93,202202120PHI
2022-2-12,Phoenix,Orlando,132,105,202202120PHO
2022-2-12,Portland,New York,112,103,202202120POR
2022-2-12,Denver,Toronto,110,109,202202120TOR
2022-2-12,Sacramento,Washington,123,110,202202120WAS
2022-2-13,Boston,Atlanta,105,95,202202130BOS
2022-2-13,Minnesota,Indiana,129,120,202202130IND
2022-2-14,Brooklyn,Sacramento,109,85,202202140BRK
2022-2-14,Chicago,San Antonio,120,109,202202140CHI
2022-2-14,Denver,Orlando,121,111,202202140DEN
2022-2-14,LA Clippers,Golden State,119,104,202202140LAC
2022-2-14,Portland,Milwaukee,122,107,202202140MIL
2022-2-14,New Orleans,Toronto,120,90,202202140NOP
2022-2-14,Oklahoma City,New York,127,123,202202140NYK
2022-2-14,Utah,Houston,135,101,202202140UTA
2022-2-14,Washington,Detroit,103,94,202202140WAS
2022-2-15,Atlanta,Cleveland,124,116,202202150ATL
2022-2-15,Dallas,Miami,107,99,202202150MIA
2022-2-15,Milwaukee,Indiana,128,119,202202150MIL
2022-2-15,Minnesota,Charlotte,126,120,202202150MIN
2022-2-15,Memphis,New Orleans,121,109,202202150NOP
2022-2-15,Boston,Philadelphia,135,87,202202150PHI
2022-2-15,Phoenix,LA Clippers,103,96,202202150PHO
2022-2-16,Detroit,Boston,112,111,202202160BOS
2022-2-16,Chicago,Sacramento,125,118,202202160CHI
2022-2-16,Denver,Golden State,117,116,202202160GSW
2022-2-16,Indiana,Washington,113,108,202202160IND
2022-2-16,LA Lakers,Utah,106,101,202202160LAL
2022-2-16,Portland,Memphis,123,119,202202160MEM
2022-2-16,Toronto,Minnesota,103,91,202202160MIN
2022-2-16,Brooklyn,New York,111,106,202202160NYK
2022-2-16,San Antonio,Oklahoma City,114,106,202202160OKC
2022-2-16,Atlanta,Orlando,130,109,202202160ORL
2022-2-16,Phoenix,Houston,124,121,202202160PHO
2022-2-17,Washington,Brooklyn,117,103,202202170BRK
2022-2-17,Miami,Charlotte,111,107,202202170CHO
2022-2-17,LA Clippers,Houston,142,111,202202170LAC
2022-2-17,Philadelphia,Milwaukee,123,120,202202170MIL
2022-2-17,Dallas,New Orleans,125,118,202202170NOP
2022-2-24,Boston,Brooklyn,129,106,202202240BRK
2022-2-24,Chicago,Atlanta,112,108,202202240CHI
2022-2-24,Detroit,Cleveland,106,103,202202240DET
2022-2-24,Minnesota,Memphis,119,114,202202240MIN
2022-2-24,Phoenix,Oklahoma City,124,104,202202240OKC
2022-2-24,Golden State,Portland,132,95,202202240POR
2022-2-24,Denver,Sacramento,128,110,202202240SAC
2022-2-25,Charlotte,Toronto,125,93,202202250CHO
2022-2-25,Oklahoma City,Indiana,129,125,202202250IND
2022-2-25,LA Clippers,LA Lakers,105,102,202202250LAL
2022-2-25,Philadelphia,Minnesota,133,102,202202250MIN
2022-2-25,Miami,New York,115,100,202202250NYK
2022-2-25,Orlando,Houston,119,111,202202250ORL
2022-2-25,New Orleans,Phoenix,117,102,202202250PHO
2022-2-25,Utah,Dallas,114,109,202202250UTA
2022-2-25,San Antonio,Washington,157,153,202202250WAS
2022-2-26,Atlanta,Toronto,127,100,202202260ATL
2022-2-26,Memphis,Chicago,116,110,202202260CHI
2022-2-26,Cleveland,Washington,92,86,202202260CLE
2022-2-26,Denver,Sacramento,115,110,202202260DEN
2022-2-26,Boston,Detroit,113,104,202202260DET
2022-2-26,Miami,San Antonio,133,129,202202260MIA
2022-2-26,Brooklyn,Milwaukee,126,123,202202260MIL
2022-2-27,Detroit,Charlotte,127,126,202202270CHO
2022-2-27,Dallas,Golden State,107,101,202202270GSW
2022-2-27,LA Clippers,Houston,99,98,202202270HOU
2022-2-27,Indiana,Boston,128,107,202202270IND
2022-2-27,New Orleans,LA Lakers,123,95,202202270LAL
2022-2-27,Philadelphia,New York,125,109,202202270NYK
2022-2-27,Utah,Phoenix,118,114,202202270PHO
2022-2-27,Denver,Portland,124,92,202202270POR
2022-2-28,Toronto,Brooklyn,133,97,202202280BRK
2022-2-28,Minnesota,Cleveland,127,122,202202280CLE
2022-2-28,Memphis,San Antonio,118,105,202202280MEM
2022-2-28,Miami,Chicago,112,99,202202280MIA
2022-2-28,Milwaukee,Charlotte,130,106,202202280MIL
2022-2-28,Sacramento,Oklahoma City,131,110,202202280OKC
2022-2-28,Orlando,Indiana,119,103,202202280ORL
2022-3-1,Boston,Atlanta,107,98,202203010BOS
2022-3-1,LA Clippers,Houston,113,100,202203010HOU
2022-3-1,Dallas,LA Lakers,109,104,202203010LAL
2022-3-1,Minnesota,Golden State,129,114,202203010MIN
2022-3-1,Toronto,Brooklyn,109,108,202203010TOR
2022-3-1,Washington,Detroit,116,113,202203010WAS
2022-3-2,Charlotte,Cleveland,119,98,202203020CLE
2022-3-2,Oklahoma City,Denver,119,107,202203020DEN
2022-3-2,Utah,Houston,132,127,202203020HOU
2022-3-2,Milwaukee,Miami,120,119,202203020MIL
2022-3-2,New Orleans,Sacramento,125,95,202203020NOP
2022-3-2,Indiana,Orlando,122,114,202203020ORL
2022-3-2,Philadelphia,New York,123,108,202203020PHI
2022-3-2,Phoenix,Portland,120,90,202203020PHO
2022-3-3,Atlanta,Chicago,130,124,202203030ATL
2022-3-3,Boston,Memphis,120,107,202203030BOS
2022-3-3,Miami,Brooklyn,113,107,202203030BRK
2022-3-3,Dallas,Golden State,122,113,202203030DAL
2022-3-3,LA Clippers,LA Lakers,132,111,202203030LAC
2022-3-3,Sacramento,San Antonio,115,112,202203030SAS
2022-3-3,Detroit,Toronto,108,106,202203030TOR
2022-3-4,Milwaukee,Chicago,118,112,202203040CHI
2022-3-4,Denver,Houston,116,101,202203040DEN
2022-3-4,Detroit,Indiana,111,106,202203040DET
2022-3-4,New Orleans,Utah,124,90,202203040NOP
2022-3-4,Minnesota,Oklahoma City,138,101,202203040OKC
2022-3-4,Philadelphia,Cleveland,125,119,202203040PHI
2022-3-4,Phoenix,New York,115,114,202203040PHO
2022-3-4,Orlando,Toronto,103,97,202203040TOR
2022-3-4,Atlanta,Washington,117,114,202203040WAS
2022-3-5,Charlotte,San Antonio,123,117,202203050CHO
2022-3-5,Dallas,Sacramento,114,113,202203050DAL
2022-3-5,LA Lakers,Golden State,124,116,202203050LAL
2022-3-5,Memphis,Orlando,124,96,202203050MEM
2022-3-5,Miami,Philadelphia,99,82,202203050MIA
2022-3-5,Minnesota,Portland,135,121,202203050MIN
2022-3-6,Boston,Brooklyn,126,120,202203060BOS
2022-3-6,Cleveland,Toronto,104,96,202203060CLE
2022-3-6,Denver,New Orleans,138,130,202203060DEN
2022-3-6,Houston,Memphis,123,112,202203060HOU
2022-3-6,New York,LA Clippers,116,93,202203060LAC
2022-3-6,Milwaukee,Phoenix,132,122,202203060MIL
2022-3-6,Utah,Oklahoma City,116,103,202203060OKC
2022-3-6,Washington,Indiana,133,123,202203060WAS
2022-3-7,Dallas,Utah,111,103,202203070DAL
2022-3-7,Denver,Golden State,131,124,202203070DEN
2022-3-7,Detroit,Atlanta,113,110,202203070DET
2022-3-7,Miami,Houston,123,106,202203070MIA
2022-3-7,Minnesota,Portland,124,81,202203070MIN
2022-3-7,Philadelphia,Chicago,121,106,202203070PHI
2022-3-7,New York,Sacramento,131,115,202203070SAC
2022-3-7,San Antonio,LA Lakers,117,110,202203070SAS
2022-3-8,Brooklyn,Charlotte,132,121,202203080CHO
2022-3-8,Golden State,LA Clippers,112,97,202203080GSW
2022-3-8,Cleveland,Indiana,127,124,202203080IND
2022-3-8,Memphis,New Orleans,132,111,202203080MEM
2022-3-8,Milwaukee,Oklahoma City,142,115,202203080OKC
2022-3-8,Phoenix,Orlando,102,99,202203080ORL
2022-3-9,Boston,Charlotte,115,101,202203090CHO
2022-3-9,New York,Dallas,107,77,202203090DAL
2022-3-9,Chicago,Detroit,114,108,202203090DET
2022-3-9,Houston,LA Lakers,139,130,202203090HOU
2022-3-9,LA Clippers,Washington,115,109,202203090LAC
2022-3-9,Phoenix,Miami,111,90,202203090MIA
2022-3-9,Milwaukee,Atlanta,124,115,202203090MIL
2022-3-9,Minnesota,Oklahoma City,132,102,202203090MIN
2022-3-9,Orlando,New Orleans,108,102,202203090NOP
2022-3-9,Denver,Sacramento,106,100,202203090SAC
2022-3-9,Toronto,San Antonio,119,104,202203090SAS
2022-3-9,Utah,Portland,123,85,202203090UTA
2022-3-10,Golden State,Denver,113,102,202203100DEN
2022-3-10,Brooklyn,Philadelphia,129,100,202203100PHI
2022-3-11,Atlanta,LA Clippers,112,106,202203110ATL
2022-3-11,Boston,Detroit,114,103,202203110BOS
2022-3-11,Dallas,Houston,113,100,202203110HOU
2022-3-11,LA Lakers,Washington,122,109,202203110LAL
2022-3-11,Memphis,New York,118,114,202203110MEM
2022-3-11,Miami,Cleveland,117,105,202203110MIA
2022-3-11,Charlotte,New Orleans,142,120,202203110NOP
2022-3-11,Orlando,Minnesota,118,110,202203110ORL
2022-3-11,Toronto,Phoenix,117,112,202203110PHO
2022-3-11,San Antonio,Utah,104,102,202203110SAS
2022-3-12,Chicago,Cleveland,101,91,202203120CHI
2022-3-12,Toronto,Denver,127,115,202203120DEN
2022-3-12,Golden State,Milwaukee,122,109,202203120GSW
2022-3-12,Minnesota,Miami,113,104,202203120MIA
2022-3-12,Portland,Washington,127,118,202203120POR
2022-3-12,Indiana,San Antonio,119,108,202203120SAS
2022-3-12,Utah,Sacramento,134,125,202203120UTA
2022-3-13,Atlanta,Indiana,131,128,202203130ATL
2022-3-13,Dallas,Boston,95,92,202203130BOS
2022-3-13,Brooklyn,New York,110,107,202203130BRK
2022-3-13,LA Clippers,Detroit,106,102,202203130DET
2022-3-13,New Orleans,Houston,130,105,202203130NOP
2022-3-13,Memphis,Oklahoma City,125,118,202203130OKC
2022-3-13,Philadelphia,Orlando,116,114,202203130ORL
2022-3-13,Phoenix,LA Lakers,140,111,202203130PHO
2022-3-14,Atlanta,Portland,122,113,202203140ATL
2022-3-14,Cleveland,LA Clippers,120,111,202203140CLE
2022-3-14,Golden State,Washington,126,112,202203140GSW
2022-3-14,Toronto,LA Lakers,114,103,202203140LAL
2022-3-14,Charlotte,Oklahoma City,134,116,202203140OKC
2022-3-14,Denver,Philadelphia,114,110,202203140PHI
2022-3-14,Sacramento,Chicago,112,103,202203140SAC
2022-3-14,Minnesota,San Antonio,149,139,202203140SAS
2022-3-14,Milwaukee,Utah,117,111,202203140UTA
2022-3-15,Memphis,Indiana,135,102,202203150IND
2022-3-15,Miami,Detroit,105,98,202203150MIA
2022-3-15,Phoenix,New Orleans,131,115,202203150NOP
2022-3-15,Brooklyn,Orlando,150,108,202203150ORL
2022-3-16,Dallas,Brooklyn,113,111,202203160BRK
2022-3-16,Charlotte,Atlanta,116,106,202203160CHO
2022-3-16,Philadelphia,Cleveland,118,114,202203160CLE
2022-3-16,Boston,Golden State,110,88,202203160GSW
2022-3-16,Phoenix,Houston,129,112,202203160HOU
2022-3-16,Toronto,LA Clippers,103,100,202203160LAC
2022-3-16,Minnesota,LA Lakers,124,104,202203160MIN
2022-3-16,New York,Portland,128,98,202203160NYK
2022-3-16,Milwaukee,Sacramento,135,126,202203160SAC
2022-3-16,San Antonio,Oklahoma City,122,120,202203160SAS
2022-3-16,Utah,Chicago,125,110,202203160UTA
2022-3-16,Denver,Washington,127,109,202203160WAS
2022-3-17,Detroit,Orlando,134,120,202203170ORL
2022-3-18,Atlanta,Memphis,120,105,202203180ATL
2022-3-18,Brooklyn,Portland,128,123,202203180BRK
2022-3-18,Cleveland,Denver,119,116,202203180CLE
2022-3-18,Indiana,Houston,121,118,202203180HOU
2022-3-18,Miami,Oklahoma City,120,108,202203180MIA
2022-3-18,New York,Washington,100,97,202203180NYK
2022-3-18,Philadelphia,Dallas,111,101,202203180PHI
2022-3-18,Phoenix,Chicago,129,102,202203180PHO
2022-3-18,Boston,Sacramento,126,97,202203180SAC
2022-3-18,New Orleans,San Antonio,124,91,202203180SAS
2022-3-18,LA Lakers,Toronto,128,123,202203180TOR
2022-3-18,Utah,LA Clippers,121,92,202203180UTA
2022-3-19,Charlotte,Dallas,129,108,202203190CHO
2022-3-19,Cleveland,Detroit,113,109,202203190CLE
2022-3-19,Minnesota,Milwaukee,138,119,202203190MIN
2022-3-19,Washington,LA Lakers,127,119,202203190WAS
2022-3-20,New Orleans,Atlanta,117,112,202203200ATL
2022-3-20,Boston,Denver,124,104,202203200DEN
2022-3-20,San Antonio,Golden State,110,108,202203200GSW
2022-3-20,Memphis,Houston,122,98,202203200HOU
2022-3-20,Indiana,Portland,129,98,202203200IND
2022-3-20,Utah,New York,108,93,202203200NYK
2022-3-20,Orlando,Oklahoma City,90,85,202203200ORL
2022-3-20,Toronto,Philadelphia,93,88,202203200PHI
2022-3-20,Phoenix,Sacramento,127,124,202203200SAC
2022-3-21,Brooklyn,Utah,114,106,202203210BRK
2022-3-21,Chicago,Toronto,113,99,202203210CHI
2022-3-21,Charlotte,New Orleans,106,103,202203210CHO
2022-3-21,LA Lakers,Cleveland,131,120,202203210CLE
2022-3-21,Dallas,Minnesota,110,108,202203210DAL
2022-3-21,Portland,Detroit,119,115,202203210DET
2022-3-21,Houston,Washington,115,97,202203210HOU
2022-3-21,Boston,Oklahoma City,132,123,202203210OKC
2022-3-21,Philadelphia,Miami,113,106,202203210PHI
2022-3-22,Denver,LA Clippers,127,115,202203220DEN
2022-3-22,Milwaukee,Chicago,126,98,202203220MIL
2022-3-22,Atlanta,New York,117,111,202203220NYK
2022-3-22,Orlando,Golden State,94,90,202203220ORL
2022-3-23,Boston,Utah,125,97,202203230BOS
2022-3-23,New York,Charlotte,121,106,202203230CHO
2022-3-23,Dallas,Houston,110,91,202203230DAL
2022-3-23,Detroit,Atlanta,122,101,202203230DET
2022-3-23,Sacramento,Indiana,110,109,202203230IND
2022-3-23,Philadelphia,LA Lakers,126,121,202203230LAL
2022-3-23,Memphis,Brooklyn,132,120,202203230MEM
2022-3-23,Golden State,Miami,118,104,202203230MIA
2022-3-23,Phoenix,Minnesota,125,116,202203230MIN
2022-3-23,Oklahoma City,Orlando,118,102,202203230OKC
2022-3-23,San Antonio,Portland,133,96,202203230POR
2022-3-24,Phoenix,Denver,140,130,202203240DEN
2022-3-24,Memphis,Indiana,133,103,202203240MEM
2022-3-24,Milwaukee,Washington,114,102,202203240MIL
2022-3-24,New Orleans,Chicago,126,109,202203240NOP
2022-3-24,Toronto,Cleveland,117,104,202203240TOR
2022-3-25,Atlanta,Golden State,121,110,202203250ATL
2022-3-25,Charlotte,Utah,107,101,202203250CHO
2022-3-25,Washington,Detroit,100,97,202203250DET
2022-3-25,Philadelphia,LA Clippers,122,97,202203250LAC
2022-3-25,New York,Miami,111,103,202203250MIA
2022-3-25,Minnesota,Dallas,116,95,202203250MIN
2022-3-25,Houston,Portland,125,106,202203250POR
2022-3-26,Chicago,Cleveland,98,94,202203260CLE
2022-3-26,Denver,Oklahoma City,113,107,202203260DEN
2022-3-26,Memphis,Milwaukee,127,102,202203260MEM
2022-3-26,Brooklyn,Miami,110,95,202203260MIA
2022-3-26,San Antonio,New Orleans,107,103,202203260NOP
2022-3-26,Sacramento,Orlando,114,110,202203260ORL
2022-3-26,Houston,Portland,115,98,202203260POR
2022-3-26,Toronto,Indiana,131,91,202203260TOR
2022-3-27,Boston,Minnesota,134,112,202203270BOS
2022-3-27,Charlotte,Brooklyn,119,110,202203270BRK
2022-3-27,Dallas,Utah,114,100,202203270DAL
2022-3-27,New York,Detroit,104,102,202203270DET
2022-3-27,New Orleans,LA Lakers,116,108,202203270NOP
2022-3-27,Phoenix,Philadelphia,114,104,202203270PHO
2022-3-27,Washington,Golden State,123,115,202203270WAS
2022-3-28,Denver,Charlotte,113,109,202203280CHO
2022-3-28,Cleveland,Orlando,107,101,202203280CLE
2022-3-28,San Antonio,Houston,123,120,202203280HOU
2022-3-28,Atlanta,Indiana,132,123,202203280IND
2022-3-28,Memphis,Golden State,123,95,202203280MEM
2022-3-28,Miami,Sacramento,123,100,202203280MIA
2022-3-28,New York,Chicago,109,104,202203280NYK
2022-3-28,Oklahoma City,Portland,134,131,202203280POR
2022-3-28,Toronto,Boston,115,112,202203280TOR
2022-3-29,Brooklyn,Detroit,130,123,202203290BRK
2022-3-29,Dallas,LA Lakers,128,110,202203290DAL
2022-3-29,LA Clippers,Utah,121,115,202203290LAC
2022-3-29,Milwaukee,Philadelphia,118,116,202203290PHI
2022-3-29,Chicago,Washington,107,94,202203290WAS
2022-3-30,Miami,Boston,106,98,202203300BOS
2022-3-30,Dallas,Cleveland,120,112,202203300CLE
2022-3-30,Phoenix,Golden State,107,103,202203300GSW
2022-3-30,Sacramento,Houston,121,118,202203300HOU
2022-3-30,Denver,Indiana,125,118,202203300IND
2022-3-30,Charlotte,New York,125,114,202203300NYK
2022-3-30,Atlanta,Oklahoma City,136,118,202203300OKC
2022-3-30,New Orleans,Portland,117,107,202203300POR
2022-3-30,Memphis,San Antonio,112,111,202203300SAS
2022-3-30,Toronto,Minnesota,125,102,202203300TOR
2022-3-30,Washington,Orlando,127,110,202203300WAS
