date,winner,loser,pts_winner,pts_loser,game_id
2022-3-31,Atlanta,Cleveland,131,107,202203310ATL
2022-3-31,Milwaukee,Brooklyn,120,119,202203310BRK
2022-3-31,Chicago,LA Clippers,135,130,202203310CHI
2022-3-31,Detroit,Philadelphia,102,94,202203310DET
2022-3-31,Utah,LA Lakers,122,109,202203310UTA
2022-4-1,Boston,Indiana,128,123,202204010BOS
2022-4-1,Minnesota,Denver,136,130,202204010DEN
2022-4-1,Sacramento,Houston,122,117,202204010HOU
2022-4-1,New Orleans,LA Lakers,114,111,202204010LAL
2022-4-1,Memphis,Phoenix,122,114,202204010MEM
2022-4-1,LA Clippers,Milwaukee,153,119,202204010MIL
2022-4-1,Detroit,Oklahoma City,110,101,202204010OKC
2022-4-1,Toronto,Orlando,102,89,202204010ORL
2022-4-1,San Antonio,Portland,130,111,202204010SAS
2022-4-1,Washington,Dallas,135,103,202204010WAS
2022-4-2,Atlanta,Brooklyn,122,115,202204020ATL
2022-4-2,Miami,Chicago,127,109,202204020CHI
2022-4-2,Golden State,Utah,111,107,202204020GSW
2022-4-2,Cleveland,New York,119,101,202204020NYK
2022-4-2,Philadelphia,Charlotte,144,114,202204020PHI
2022-4-3,Boston,Washington,144,102,202204030BOS
2022-4-3,Philadelphia,Cleveland,112,108,202204030CLE
2022-4-3,Minnesota,Houston,139,132,202204030HOU
2022-4-3,Detroit,Indiana,121,117,202204030IND
2022-4-3,LA Clippers,New Orleans,119,100,202204030LAC
2022-4-3,Denver,LA Lakers,129,118,202204030LAL
2022-4-3,Dallas,Milwaukee,118,112,202204030MIL
2022-4-3,Oklahoma City,Phoenix,117,96,202204030OKC
2022-4-3,New York,Orlando,118,88,202204030ORL
2022-4-3,Golden State,Sacramento,109,90,202204030SAC
2022-4-3,San Antonio,Portland,113,92,202204030SAS
2022-4-3,Miami,Toronto,114,109,202204030TOR
2022-4-5,Brooklyn,Houston,118,105,202204050BRK
2022-4-5,Milwaukee,Chicago,127,106,202204050CHI
2022-4-5,San Antonio,Denver,116,97,202204050DEN
2022-4-5,Philadelphia,Indiana,131,122,202204050IND
2022-4-5,Miami,Charlotte,144,115,202204050MIA
2022-4-5,Washington,Minnesota,132,114,202204050MIN
2022-4-5,Oklahoma City,Portland,98,94,202204050OKC
2022-4-5,Orlando,Cleveland,120,115,202204050ORL
2022-4-5,Phoenix,LA Lakers,121,110,202204050PHO
2022-4-5,New Orleans,Sacramento,123,109,202204050SAC
2022-4-5,Toronto,Atlanta,118,108,202204050TOR
2022-4-5,Utah,Memphis,121,115,202204050UTA
2022-4-6,Atlanta,Washington,118,103,202204060ATL
2022-4-6,Boston,Chicago,117,94,202204060CHI
2022-4-6,Dallas,Detroit,131,113,202204060DET
2022-4-6,LA Clippers,Phoenix,113,109,202204060LAC
2022-4-6,Brooklyn,New York,110,98,202204060NYK
2022-4-6,Utah,Oklahoma City,137,101,202204060UTA
2022-4-7,Charlotte,Orlando,128,101,202204070CHO
2022-4-7,Denver,Memphis,122,109,202204070DEN
2022-4-7,Golden State,LA Lakers,128,112,202204070GSW
2022-4-7,Milwaukee,Boston,127,121,202204070MIL
2022-4-7,Minnesota,San Antonio,127,121,202204070MIN
2022-4-7,New Orleans,Portland,127,94,202204070NOP
2022-4-7,Toronto,Philadelphia,119,114,202204070TOR
2022-4-8,Brooklyn,Cleveland,118,107,202204080BRK
2022-4-8,Charlotte,Chicago,133,117,202204080CHI
2022-4-8,Dallas,Portland,128,78,202204080DAL
2022-4-8,Milwaukee,Detroit,131,101,202204080DET
2022-4-8,LA Lakers,Oklahoma City,120,101,202204080LAL
2022-4-8,Miami,Atlanta,113,109,202204080MIA
2022-4-8,Toronto,Houston,117,115,202204080TOR
2022-4-8,Phoenix,Utah,111,105,202204080UTA
2022-4-8,New York,Washington,114,92,202204080WAS
2022-4-9,LA Clippers,Sacramento,117,98,202204090LAC
2022-4-9,Memphis,New Orleans,141,114,202204090MEM
2022-4-9,Philadelphia,Indiana,133,120,202204090PHI
2022-4-9,Golden State,San Antonio,100,94,202204090SAS
2022-4-10,Brooklyn,Indiana,134,126,202204100BRK
2022-4-10,Charlotte,Washington,124,108,202204100CHO
2022-4-10,Cleveland,Milwaukee,133,115,202204100CLE
2022-4-10,Dallas,San Antonio,130,120,202204100DAL
2022-4-10,LA Lakers,Denver,146,141,202204100DEN
2022-4-10,Atlanta,Houston,130,114,202204100HOU
2022-4-10,LA Clippers,Oklahoma City,138,88,202204100LAC
2022-4-10,Boston,Memphis,139,110,202204100MEM
2022-4-10,Chicago,Minnesota,124,120,202204100MIN
2022-4-10,Golden State,New Orleans,128,107,202204100NOP
2022-4-10,New York,Toronto,105,94,202204100NYK
2022-4-10,Orlando,Miami,125,111,202204100ORL
2022-4-10,Philadelphia,Detroit,118,106,202204100PHI
2022-4-10,Sacramento,Phoenix,116,109,202204100PHO
2022-4-10,Utah,Portland,111,80,202204100POR
