name,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,+/-,start,win,game_id
Jalen Williams,31.0,10.0,18.0,0.556,4.0,7.0,0.571,7.0,7.0,1.0,1.0,5.0,6.0,7.0,4.0,2.0,2.0,1.0,31.0,32.5,13.0,1,1,202411130OKC
Cason Wallace,27.0,2.0,7.0,0.286,1.0,4.0,0.25,0.0,0.0,,0.0,4.0,4.0,1.0,5.0,0.0,0.0,2.0,5.0,7.0,13.0,1,1,202411130OKC
Trey Murphy III,25.0,4.0,12.0,0.333,2.0,8.0,0.25,4.0,4.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,3.0,14.0,7.0,-2.0,1,0,202411130OKC
Jeremiah Robinson-Earl,24.0,1.0,7.0,0.143,1.0,5.0,0.2,2.0,2.0,1.0,3.0,3.0,6.0,1.0,0.0,0.0,2.0,2.0,5.0,1.4,-15.0,0,0,202411130OKC
Yves Missi,26.0,5.0,5.0,1.0,0.0,0.0,,0.0,0.0,,4.0,6.0,10.0,2.0,0.0,0.0,1.0,0.0,10.0,13.5,-9.0,1,0,202411130OKC
Brandon Ingram,35.0,7.0,18.0,0.389,4.0,8.0,0.5,0.0,0.0,,2.0,4.0,6.0,6.0,1.0,0.0,8.0,2.0,18.0,7.2,-17.0,1,0,202411130OKC
Brandon Boston Jr.,31.0,3.0,10.0,0.3,0.0,2.0,0.0,2.0,2.0,1.0,4.0,6.0,10.0,4.0,2.0,1.0,6.0,3.0,8.0,5.1,-17.0,1,0,202411130OKC
Javonte Green,26.0,1.0,10.0,0.1,0.0,4.0,0.0,0.0,2.0,0.0,1.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,-2.1,-8.0,1,0,202411130OKC
Shai Gilgeous-Alexander,32.0,12.0,25.0,0.48,3.0,7.0,0.429,2.0,3.0,0.667,0.0,5.0,5.0,5.0,2.0,2.0,2.0,0.0,29.0,22.3,18.0,1,1,202411130OKC
Antonio Reeves,8.0,3.0,5.0,0.6,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,2.0,0,0,202411130OKC
Daniel Theis,,,,,,,,,,,,,,,,,,,,,,0,0,202411130OKC
Adam Flagler,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.7,-4.0,0,1,202411130OKC
Jordan Hawkins,,,,,,,,,,,,,,,,,,,,,,0,0,202411130OKC
Jamal Cain,18.0,4.0,5.0,0.8,2.0,3.0,0.667,1.0,1.0,1.0,1.0,3.0,4.0,1.0,0.0,0.0,1.0,1.0,11.0,10.0,-14.0,0,0,202411130OKC
Tristan Da Silva,20.0,1.0,6.0,0.167,0.0,2.0,0.0,1.0,2.0,0.5,4.0,5.0,9.0,3.0,0.0,0.0,0.0,1.0,3.0,4.8,9.0,1,1,202411130ORL
Anthony Black,24.0,2.0,6.0,0.333,0.0,1.0,0.0,2.0,2.0,1.0,1.0,4.0,5.0,6.0,4.0,1.0,2.0,0.0,6.0,11.4,-4.0,0,1,202411130ORL
Jonathan Isaac,22.0,3.0,5.0,0.6,2.0,3.0,0.667,0.0,0.0,,1.0,10.0,11.0,1.0,0.0,3.0,0.0,3.0,8.0,11.0,0.0,0,1,202411130ORL
Obi Toppin,18.0,1.0,4.0,0.25,0.0,3.0,0.0,0.0,0.0,,1.0,2.0,3.0,2.0,0.0,2.0,0.0,2.0,2.0,2.9,-3.0,0,0,202411130ORL
Trevelin Queen,,,,,,,,,,,,,,,,,,,,,,0,1,202411130ORL
Kentavious Caldwell-Pope,34.0,4.0,8.0,0.5,2.0,5.0,0.4,0.0,0.0,,0.0,5.0,5.0,3.0,0.0,0.0,1.0,3.0,10.0,7.4,10.0,1,1,202411130ORL
Cory Joseph,,,,,,,,,,,,,,,,,,,,,,0,1,202411130ORL
Mac McClung,,,,,,,,,,,,,,,,,,,,,,0,1,202411130ORL
Cole Anthony,4.0,1.0,4.0,0.25,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.9,-1.0,0,1,202411130ORL
Caleb Houstan,,,,,,,,,,,,,,,,,,,,,,0,1,202411130ORL
Jett Howard,13.0,2.0,3.0,0.667,2.0,3.0,0.667,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,6.0,5.0,-6.0,0,1,202411130ORL
T.J. McConnell,14.0,2.0,9.0,0.222,0.0,0.0,,0.0,0.0,,1.0,5.0,6.0,3.0,1.0,1.0,2.0,2.0,4.0,1.7,1.0,0,0,202411130ORL
Moritz Wagner,17.0,4.0,7.0,0.571,2.0,4.0,0.5,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,5.0,3.0,10.0,1.5,1.0,0,1,202411130ORL
Gary Harris,,,,,,,,,,,,,,,,,,,,,,0,1,202411130ORL
Quenton Jackson,,,,,,,,,,,,,,,,,,,,,,0,0,202411130ORL
Bennedict Mathurin,34.0,7.0,17.0,0.412,1.0,5.0,0.2,8.0,9.0,0.889,1.0,11.0,12.0,0.0,1.0,0.0,4.0,2.0,23.0,13.7,-4.0,1,0,202411130ORL
Ben Sheppard,25.0,2.0,6.0,0.333,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,3.0,1.0,1.0,1.0,0.0,2.0,5.0,4.5,-11.0,1,0,202411130ORL
Jalen Suggs,37.0,2.0,15.0,0.133,2.0,11.0,0.182,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,4.0,3.0,8.0,-0.4,8.0,1,1,202411130ORL
Goga Bitadze,27.0,6.0,7.0,0.857,0.0,0.0,,0.0,0.0,,6.0,6.0,12.0,1.0,1.0,2.0,3.0,4.0,12.0,14.0,3.0,1,1,202411130ORL
Pascal Siakam,38.0,8.0,11.0,0.727,4.0,6.0,0.667,5.0,5.0,1.0,1.0,6.0,7.0,2.0,0.0,0.0,3.0,4.0,25.0,19.8,0.0,1,0,202411130ORL
Tyrese Haliburton,39.0,3.0,14.0,0.214,2.0,8.0,0.25,1.0,1.0,1.0,0.0,1.0,1.0,11.0,0.0,0.0,4.0,1.0,9.0,4.0,5.0,1,0,202411130ORL
James Johnson,,,,,,,,,,,,,,,,,,,,,,0,0,202411130ORL
Enrique Freeman,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,4.0,0,0,202411130ORL
Myles Turner,33.0,4.0,11.0,0.364,2.0,5.0,0.4,1.0,2.0,0.5,0.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,11.0,6.6,-3.0,1,0,202411130ORL
Franz Wagner,36.0,9.0,24.0,0.375,3.0,8.0,0.375,8.0,9.0,0.889,0.0,3.0,3.0,6.0,1.0,1.0,1.0,0.0,29.0,21.2,0.0,1,1,202411130ORL
Jarace Walker,22.0,2.0,5.0,0.4,0.0,0.0,,0.0,0.0,,0.0,5.0,5.0,2.0,4.0,0.0,1.0,2.0,4.0,6.4,-1.0,0,0,202411130ORL
Johnny Furphy,8.0,3.0,6.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,7.0,5.4,-8.0,0,0,202411130ORL
Adem Bona,17.0,2.0,3.0,0.667,0.0,0.0,,0.0,0.0,,3.0,6.0,9.0,0.0,0.0,1.0,1.0,3.0,4.0,5.1,-4.0,0,0,202411130PHI
Georges Niang,15.0,3.0,8.0,0.375,2.0,6.0,0.333,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,4.5,-2.0,0,1,202411130PHI
Jeff Dowtin,3.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,-7.0,0,0,202411130PHI
Kyle Lowry,17.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,,1.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,-0.9,-3.0,1,0,202411130PHI
Eric Gordon,11.0,2.0,4.0,0.5,1.0,2.0,0.5,2.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,7.0,4.6,3.0,0,0,202411130PHI
Lester Quiñones,,,,,,,,,,,,,,,,,,,,,,0,0,202411130PHI
Kelly Oubre Jr.,33.0,8.0,14.0,0.571,2.0,5.0,0.4,2.0,2.0,1.0,2.0,4.0,6.0,0.0,0.0,1.0,0.0,1.0,20.0,16.3,-15.0,1,0,202411130PHI
Reggie Jackson,27.0,5.0,7.0,0.714,3.0,4.0,0.75,0.0,0.0,,0.0,4.0,4.0,4.0,1.0,0.0,1.0,1.0,13.0,13.7,2.0,0,0,202411130PHI
Jared McCain,38.0,12.0,26.0,0.462,6.0,13.0,0.462,4.0,4.0,1.0,0.0,2.0,2.0,10.0,2.0,0.0,3.0,1.0,34.0,26.8,-11.0,1,0,202411130PHI
KJ Martin,15.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,-4.4,4.0,0,0,202411130PHI
Guerschon Yabusele,30.0,4.0,10.0,0.4,1.0,5.0,0.2,1.0,2.0,0.5,3.0,6.0,9.0,5.0,1.0,0.0,1.0,1.0,10.0,11.2,-4.0,1,0,202411130PHI
Caleb Martin,33.0,8.0,13.0,0.615,1.0,4.0,0.25,1.0,1.0,1.0,1.0,6.0,7.0,1.0,2.0,0.0,2.0,0.0,18.0,15.3,-5.0,1,0,202411130PHI
Evan Mobley,34.0,4.0,8.0,0.5,0.0,0.0,,6.0,6.0,1.0,2.0,5.0,7.0,1.0,1.0,0.0,4.0,1.0,14.0,10.2,17.0,1,1,202411130PHI
Luke Travers,,,,,,,,,,,,,,,,,,,,,,0,1,202411130PHI
Jaylon Tyson,,,,,,,,,,,,,,,,,,,,,,0,1,202411130PHI
Dean Wade,20.0,2.0,5.0,0.4,2.0,5.0,0.4,0.0,0.0,,2.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,6.0,4.6,-3.0,0,1,202411130PHI
Darius Garland,34.0,10.0,16.0,0.625,1.0,4.0,0.25,4.0,5.0,0.8,2.0,3.0,5.0,6.0,0.0,0.0,3.0,2.0,25.0,20.1,11.0,1,1,202411130PHI
Ricky Council IV,11.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1,0.0,0,0,202411130PHI
Caris LeVert,24.0,2.0,8.0,0.25,1.0,4.0,0.25,2.0,2.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,7.0,5.5,6.0,0,1,202411130PHI
Ty Jerome,13.0,3.0,4.0,0.75,2.0,2.0,1.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,8.0,4.6,-8.0,0,1,202411130PHI
Isaac Okoro,20.0,3.0,6.0,0.5,3.0,6.0,0.5,0.0,0.0,,0.0,2.0,2.0,0.0,2.0,0.0,0.0,3.0,9.0,7.4,6.0,1,1,202411130PHI
Jarrett Allen,32.0,5.0,8.0,0.625,0.0,0.0,,1.0,2.0,0.5,1.0,11.0,12.0,1.0,1.0,0.0,0.0,0.0,11.0,12.7,5.0,1,1,202411130PHI
Justin Edwards,,,,,,,,,,,,,,,,,,,,,,0,0,202411130PHI
Donovan Mitchell,34.0,9.0,21.0,0.429,5.0,13.0,0.385,0.0,0.0,,2.0,11.0,13.0,9.0,2.0,0.0,0.0,1.0,23.0,24.5,13.0,1,1,202411130PHI
JT Thor,,,,,,,,,,,,,,,,,,,,,,0,1,202411130PHI
Craig Porter Jr.,10.0,1.0,1.0,1.0,0.0,0.0,,1.0,2.0,0.5,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,3.0,-5.0,0,1,202411130PHI
Tristan Thompson,,,,,,,,,,,,,,,,,,,,,,0,1,202411130PHI
Dalano Banton,23.0,4.0,7.0,0.571,1.0,1.0,1.0,4.0,5.0,0.8,0.0,2.0,2.0,5.0,2.0,1.0,1.0,1.0,13.0,14.7,19.0,0,1,202411130POR
Donovan Clingan,31.0,6.0,10.0,0.6,0.0,0.0,,5.0,5.0,1.0,6.0,6.0,12.0,1.0,0.0,8.0,1.0,3.0,17.0,22.5,15.0,1,1,202411130POR
Scoot Henderson,27.0,4.0,10.0,0.4,1.0,3.0,0.333,2.0,2.0,1.0,0.0,4.0,4.0,5.0,2.0,0.0,5.0,2.0,11.0,6.5,-6.0,1,1,202411130POR
Jerami Grant,35.0,3.0,12.0,0.25,2.0,4.0,0.5,0.0,0.0,,0.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,8.0,3.0,-6.0,1,1,202411130POR
Justin Minaya,,,,,,,,,,,,,,,,,,,,,,0,1,202411130POR
Duop Reath,7.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.8,2.0,0,1,202411130POR
Jabari Walker,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,-1.5,-3.0,0,1,202411130POR
Deni Avdija,18.0,1.0,5.0,0.2,1.0,2.0,0.5,4.0,4.0,1.0,0.0,6.0,6.0,1.0,1.0,0.0,3.0,2.0,7.0,3.6,15.0,0,1,202411130POR
Toumani Camara,35.0,5.0,9.0,0.556,1.0,3.0,0.333,0.0,0.0,,2.0,6.0,8.0,1.0,3.0,0.0,3.0,1.0,11.0,10.2,-6.0,1,1,202411130POR
Bryce McGowens,,,,,,,,,,,,,,,,,,,,,,0,1,202411130POR
Taze Moore,,,,,,,,,,,,,,,,,,,,,,0,1,202411130POR
Matisse Thybulle,,,,,,,,,,,,,,,,,,,,,,0,1,202411130POR
Rayan Rupert,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-3.0,0,1,202411130POR
Kris Murray,19.0,3.0,6.0,0.5,0.0,2.0,0.0,0.0,0.0,,2.0,2.0,4.0,1.0,1.0,0.0,0.0,2.0,6.0,5.9,17.0,0,1,202411130POR
PJ Dozier,,,,,,,,,,,,,,,,,,,,,,0,0,202411130POR
Josh Minott,3.0,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.2,-1.0,0,0,202411130POR
Terrence Shannon Jr.,,,,,,,,,,,,,,,,,,,,,,0,0,202411130POR
Naz Reid,28.0,5.0,12.0,0.417,2.0,8.0,0.25,3.0,4.0,0.75,1.0,2.0,3.0,2.0,1.0,1.0,0.0,3.0,15.0,11.4,-11.0,0,0,202411130POR
Jaden McDaniels,33.0,3.0,9.0,0.333,0.0,3.0,0.0,1.0,2.0,0.5,1.0,5.0,6.0,2.0,4.0,0.0,1.0,6.0,7.0,5.7,3.0,1,0,202411130POR
Anthony Edwards,40.0,10.0,25.0,0.4,0.0,9.0,0.0,4.0,4.0,1.0,0.0,4.0,4.0,4.0,4.0,1.0,3.0,2.0,24.0,15.4,-1.0,1,0,202411130POR
Luka Garza,,,,,,,,,,,,,,,,,,,,,,0,0,202411130POR
Rudy Gobert,33.0,4.0,8.0,0.5,0.0,0.0,,4.0,5.0,0.8,7.0,3.0,10.0,0.0,0.0,0.0,1.0,3.0,12.0,11.2,-8.0,1,0,202411130POR
Rob Dillingham,9.0,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,-1.0,-13.0,0,0,202411130POR
Nickeil Alexander-Walker,31.0,5.0,11.0,0.455,3.0,7.0,0.429,0.0,0.0,,1.0,4.0,5.0,3.0,3.0,1.0,4.0,1.0,13.0,10.6,-2.0,1,0,202411130POR
Joe Ingles,,,,,,,,,,,,,,,,,,,,,,0,0,202411130POR
Donte DiVincenzo,21.0,1.0,10.0,0.1,0.0,6.0,0.0,0.0,0.0,,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,-1.6,-8.0,0,0,202411130POR
Julius Randle,37.0,7.0,15.0,0.467,1.0,3.0,0.333,5.0,7.0,0.714,3.0,7.0,10.0,2.0,0.0,0.0,1.0,2.0,20.0,15.3,1.0,1,0,202411130POR
Shaedon Sharpe,36.0,12.0,23.0,0.522,3.0,10.0,0.3,6.0,7.0,0.857,1.0,5.0,6.0,1.0,0.0,0.0,3.0,2.0,33.0,20.4,-4.0,1,1,202411130POR
Colby Jones,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,4.0,0,1,202411130SAC
Doug McDermott,15.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.5,11.0,0,1,202411130SAC
Isaac Jones,2.0,2.0,2.0,1.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.7,4.0,0,1,202411130SAC
Alex Len,4.0,2.0,2.0,1.0,0.0,0.0,,0.0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,4.0,4.7,5.0,0,1,202411130SAC
Keegan Murray,33.0,7.0,11.0,0.636,3.0,5.0,0.6,0.0,0.0,,1.0,3.0,4.0,1.0,0.0,1.0,1.0,4.0,17.0,12.5,25.0,1,1,202411130SAC
Domantas Sabonis,29.0,3.0,4.0,0.75,3.0,3.0,1.0,2.0,2.0,1.0,1.0,9.0,10.0,9.0,0.0,1.0,7.0,2.0,11.0,12.0,8.0,1,1,202411130SAC
Mason Jones,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,2.4,4.0,0,1,202411130SAC
Jordan McLaughlin,14.0,4.0,6.0,0.667,1.0,2.0,0.5,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,11.0,10.0,-2.0,0,1,202411130SAC
De'Aaron Fox,31.0,11.0,17.0,0.647,1.0,2.0,0.5,6.0,8.0,0.75,1.0,5.0,6.0,10.0,2.0,1.0,3.0,3.0,29.0,28.4,19.0,1,1,202411130SAC
Jusuf Nurkić,21.0,1.0,7.0,0.143,0.0,3.0,0.0,1.0,2.0,0.5,5.0,6.0,11.0,1.0,3.0,0.0,2.0,2.0,3.0,4.3,-11.0,1,0,202411130SAC
DeMar DeRozan,17.0,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,,1.0,4.0,5.0,3.0,1.0,2.0,2.0,1.0,2.0,5.0,0.0,1,1,202411130SAC
Keon Ellis,25.0,4.0,5.0,0.8,1.0,1.0,1.0,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,2.0,3.0,3.0,9.0,4.9,4.0,0,1,202411130SAC
Trey Lyles,22.0,5.0,7.0,0.714,3.0,5.0,0.6,0.0,0.0,,0.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,13.0,13.7,14.0,0,1,202411130SAC
Monte Morris,13.0,4.0,6.0,0.667,2.0,3.0,0.667,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,10.0,8.7,-5.0,0,0,202411130SAC
TyTy Washington Jr.,16.0,3.0,6.0,0.5,2.0,3.0,0.667,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,6.0,-14.0,0,0,202411130SAC
Royce O'Neale,21.0,2.0,12.0,0.167,1.0,6.0,0.167,0.0,0.0,,1.0,4.0,5.0,4.0,1.0,0.0,1.0,2.0,5.0,1.3,-6.0,1,0,202411130SAC
Ryan Dunn,27.0,4.0,11.0,0.364,2.0,7.0,0.286,0.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,2.0,0.0,4.0,10.0,6.3,-29.0,1,0,202411130SAC
Devin Booker,31.0,6.0,16.0,0.375,1.0,4.0,0.25,5.0,6.0,0.833,2.0,1.0,3.0,5.0,2.0,0.0,3.0,0.0,18.0,13.0,-16.0,1,0,202411130SAC
Tyus Jones,31.0,3.0,11.0,0.273,2.0,9.0,0.222,2.0,2.0,1.0,2.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,10.0,10.5,-7.0,1,0,202411130SAC
Mason Plumlee,11.0,0.0,3.0,0.0,0.0,0.0,,1.0,2.0,0.5,0.0,4.0,4.0,0.0,0.0,0.0,2.0,2.0,1.0,-3.1,-8.0,0,0,202411130SAC
Oso Ighodaro,14.0,1.0,2.0,0.5,0.0,0.0,,2.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,5.3,-4.0,0,0,202411130SAC
Josh Okogie,28.0,10.0,15.0,0.667,3.0,4.0,0.75,2.0,3.0,0.667,6.0,2.0,8.0,1.0,2.0,0.0,0.0,1.0,25.0,25.2,-8.0,0,0,202411130SAC
Damion Lee,10.0,1.0,4.0,0.25,0.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,1.3,-1.0,0,0,202411130SAC
Jalen Bridges,5.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.5,-3.0,0,0,202411130SAC
Bol Bol,5.0,1.0,2.0,0.5,0.0,0.0,,3.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4.7,-3.0,0,0,202411130SAC
Kevin Huerter,36.0,9.0,16.0,0.563,2.0,6.0,0.333,2.0,5.0,0.4,1.0,5.0,6.0,5.0,3.0,0.0,1.0,3.0,22.0,19.7,19.0,1,1,202411130SAC
Jonas Valančiūnas,22.0,6.0,12.0,0.5,0.0,1.0,0.0,4.0,4.0,1.0,5.0,8.0,13.0,2.0,0.0,2.0,1.0,3.0,16.0,16.5,8.0,0,0,202411130SAS
Julian Champagnie,33.0,3.0,8.0,0.375,3.0,7.0,0.429,3.0,3.0,1.0,0.0,5.0,5.0,2.0,1.0,0.0,0.0,1.0,12.0,11.1,17.0,1,1,202411130SAS
Stephon Castle,27.0,3.0,6.0,0.5,1.0,3.0,0.333,3.0,4.0,0.75,0.0,1.0,1.0,5.0,0.0,1.0,2.0,2.0,10.0,8.3,11.0,1,1,202411130SAS
Harrison Barnes,30.0,2.0,5.0,0.4,2.0,2.0,1.0,4.0,4.0,1.0,2.0,5.0,7.0,2.0,0.0,1.0,0.0,2.0,10.0,11.5,19.0,1,1,202411130SAS
Devin Vassell,24.0,5.0,14.0,0.357,1.0,8.0,0.125,6.0,6.0,1.0,0.0,2.0,2.0,3.0,1.0,1.0,3.0,0.0,17.0,10.6,-18.0,0,1,202411130SAS
Zach Collins,15.0,2.0,5.0,0.4,1.0,2.0,0.5,0.0,0.0,,2.0,5.0,7.0,6.0,0.0,0.0,0.0,2.0,5.0,8.6,-4.0,0,1,202411130SAS
Charles Bassey,,,,,,,,,,,,,,,,,,,,,,0,1,202411130SAS
Chris Paul,28.0,3.0,7.0,0.429,1.0,3.0,0.333,2.0,2.0,1.0,0.0,3.0,3.0,11.0,3.0,0.0,1.0,1.0,9.0,15.5,24.0,1,1,202411130SAS
Keldon Johnson,22.0,3.0,7.0,0.429,1.0,2.0,0.5,1.0,4.0,0.25,3.0,3.0,6.0,3.0,0.0,1.0,0.0,3.0,8.0,7.7,-4.0,0,1,202411130SAS
Malaki Branham,12.0,4.0,6.0,0.667,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,8.0,6.1,-22.0,0,1,202411130SAS
Victor Wembanyama,32.0,18.0,29.0,0.621,8.0,16.0,0.5,6.0,9.0,0.667,1.0,5.0,6.0,2.0,1.0,3.0,1.0,3.0,50.0,40.2,13.0,1,1,202411130SAS
Blake Wesley,12.0,5.0,5.0,1.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,10.0,9.8,9.0,0,1,202411130SAS
Anthony Gill,,,,,,,,,,,,,,,,,,,,,,0,0,202411130SAS
Richaun Holmes,,,,,,,,,,,,,,,,,,,,,,0,0,202411130SAS
Kyle Kuzma,25.0,4.0,9.0,0.444,2.0,6.0,0.333,0.0,0.0,,1.0,5.0,6.0,2.0,0.0,1.0,6.0,4.0,10.0,2.0,-21.0,1,0,202411130SAS
Jared Butler,,,,,,,,,,,,,,,,,,,,,,0,0,202411130SAS
Sidy Cissoko,,,,,,,,,,,,,,,,,,,,,,0,1,202411130SAS
Marvin Bagley III,,,,,,,,,,,,,,,,,,,,,,0,0,202411130SAS
Justin Champagnie,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0,202411130SAS
Patrick Baldwin Jr.,,,,,,,,,,,,,,,,,,,,,,0,0,202411130SAS
Sandro Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,0,1,202411130SAS
Johnny Davis,,,,,,,,,,,,,,,,,,,,,,0,0,202411130SAS
Bilal Coulibaly,37.0,2.0,5.0,0.4,0.0,0.0,,2.0,4.0,0.5,1.0,7.0,8.0,3.0,0.0,1.0,0.0,1.0,6.0,7.7,-10.0,1,0,202411130SAS
Corey Kispert,33.0,7.0,12.0,0.583,5.0,9.0,0.556,0.0,0.0,,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,19.0,15.4,9.0,0,0,202411130SAS
Jordan Poole,33.0,15.0,22.0,0.682,6.0,9.0,0.667,6.0,6.0,1.0,0.0,2.0,2.0,6.0,2.0,0.0,3.0,5.0,42.0,34.4,-6.0,1,0,202411130SAS
Alex Sarr,25.0,6.0,14.0,0.429,0.0,5.0,0.0,0.0,0.0,,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,12.0,5.9,-17.0,1,0,202411130SAS
Carlton Carrington,29.0,5.0,11.0,0.455,3.0,8.0,0.375,0.0,0.0,,0.0,5.0,5.0,5.0,0.0,0.0,6.0,4.0,13.0,4.7,-20.0,1,0,202411130SAS
Kyshawn George,32.0,4.0,10.0,0.4,2.0,6.0,0.333,2.0,2.0,1.0,2.0,1.0,3.0,5.0,2.0,0.0,0.0,3.0,12.0,12.6,7.0,0,0,202411130SAS
Klay Thompson,28.0,6.0,17.0,0.353,5.0,13.0,0.385,0.0,0.0,,0.0,3.0,3.0,2.0,0.0,1.0,3.0,0.0,17.0,7.5,4.0,1,0,202411140UTA
Dwight Powell,12.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,2.0,1.0,3.0,3.0,0.0,2.0,1.0,2.0,0.0,2.7,6.0,0,0,202411140UTA
Spencer Dinwiddie,15.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,0.6,0.0,0,0,202411140UTA
Svi Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,0,1,202411140UTA
Maxi Kleber,16.0,1.0,2.0,0.5,0.0,1.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.8,-5.0,1,0,202411140UTA
Luka Dončić,38.0,13.0,25.0,0.52,4.0,13.0,0.308,7.0,7.0,1.0,1.0,6.0,7.0,9.0,1.0,0.0,3.0,0.0,37.0,31.5,-8.0,1,0,202411140UTA
