name,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,+/-,start,win,game_id
Kyshawn George,26.0,2.0,9.0,0.222,0.0,6.0,0.0,2.0,2.0,1.0,1.0,7.0,8.0,1.0,1.0,3.0,2.0,3.0,6.0,3.9,-18.0,1,0,202411020WAS
Jimmy Butler,30.0,6.0,13.0,0.462,0.0,0.0,,6.0,8.0,0.75,6.0,2.0,8.0,4.0,0.0,0.0,4.0,2.0,18.0,13.3,4.0,1,1,202411020WAS
Dru Smith,2.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,-2.0,0,1,202411020WAS
Johnny Davis,17.0,4.0,5.0,0.8,0.0,0.0,,1.0,2.0,0.5,1.0,6.0,7.0,1.0,1.0,0.0,0.0,1.0,9.0,10.5,-3.0,0,0,202411020WAS
Josh Richardson,16.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,-2.6,-5.0,0,1,202411020WAS
Carlton Carrington,37.0,2.0,9.0,0.222,0.0,5.0,0.0,0.0,0.0,,0.0,4.0,4.0,8.0,4.0,0.0,0.0,3.0,4.0,8.1,-12.0,1,0,202411020WAS
Alex Sarr,27.0,7.0,11.0,0.636,1.0,4.0,0.25,2.0,2.0,1.0,1.0,5.0,6.0,3.0,0.0,4.0,1.0,2.0,17.0,17.4,-9.0,1,0,202411020WAS
Kevin Love,,,,,,,,,,,,,,,,,,,,,,0,1,202411020WAS
Jordan Poole,30.0,8.0,18.0,0.444,2.0,8.0,0.25,3.0,4.0,0.75,0.0,0.0,0.0,3.0,2.0,2.0,4.0,4.0,21.0,11.1,-22.0,1,0,202411020WAS
Duncan Robinson,,,,,,,,,,,,,,,,,,,,,,0,1,202411020WAS
Jared Butler,6.0,2.0,3.0,0.667,0.0,0.0,,1.0,2.0,0.5,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,5.0,4.7,3.0,0,0,202411020WAS
Marvin Bagley III,4.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,-5.0,0,0,202411020WAS
Jonas Valančiūnas,16.0,2.0,8.0,0.25,0.0,0.0,,0.0,1.0,0.0,2.0,5.0,7.0,1.0,1.0,1.0,2.0,4.0,4.0,0.5,-11.0,0,0,202411020WAS
Anthony Gill,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.4,0.0,0,0,202411020WAS
Tyler Herro,19.0,5.0,9.0,0.556,2.0,4.0,0.5,3.0,6.0,0.5,0.0,6.0,6.0,1.0,0.0,0.0,2.0,6.0,15.0,7.6,17.0,1,1,202411020WAS
Bilal Coulibaly,33.0,8.0,12.0,0.667,2.0,2.0,1.0,4.0,6.0,0.667,3.0,5.0,8.0,2.0,0.0,0.0,0.0,4.0,22.0,19.4,-22.0,1,0,202411020WAS
Patrick Baldwin Jr.,3.0,2.0,3.0,0.667,2.0,3.0,0.667,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,5.7,0.0,0,0,202411020WAS
Jalen Wilson,21.0,3.0,6.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,8.0,7.3,4.0,0,0,202411030BRK
Shake Milton,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,202411030BRK
Nic Claxton,21.0,2.0,4.0,0.5,0.0,0.0,,4.0,12.0,0.333,0.0,1.0,1.0,5.0,1.0,0.0,3.0,5.0,8.0,2.6,-11.0,0,0,202411030BRK
Dorian Finney-Smith,28.0,3.0,5.0,0.6,2.0,3.0,0.667,1.0,1.0,1.0,2.0,1.0,3.0,0.0,2.0,1.0,2.0,3.0,9.0,7.9,-8.0,1,0,202411030BRK
Noah Clowney,16.0,1.0,3.0,0.333,1.0,2.0,0.5,1.0,2.0,0.5,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,4.0,2.8,-4.0,0,0,202411030BRK
Keon Johnson,12.0,1.0,1.0,1.0,0.0,0.0,,3.0,4.0,0.75,0.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,5.0,5.1,1.0,0,0,202411030BRK
Jalen Duren,33.0,5.0,5.0,1.0,0.0,0.0,,3.0,4.0,0.75,3.0,14.0,17.0,4.0,1.0,3.0,4.0,3.0,13.0,18.1,6.0,1,1,202411030BRK
Ziaire Williams,16.0,2.0,5.0,0.4,0.0,3.0,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,4.0,0.7,-14.0,0,0,202411030BRK
Cameron Johnson,30.0,9.0,19.0,0.474,3.0,12.0,0.25,5.0,6.0,0.833,0.0,1.0,1.0,3.0,1.0,1.0,0.0,3.0,26.0,18.8,-5.0,1,0,202411030BRK
Ben Simmons,24.0,2.0,4.0,0.5,0.0,0.0,,0.0,0.0,,0.0,6.0,6.0,6.0,1.0,0.0,3.0,2.0,4.0,5.2,-3.0,1,0,202411030BRK
Tyrese Martin,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0,0,202411030BRK
Paul Reed,,,,,,,,,,,,,,,,,,,,,,0,1,202411030BRK
Tobias Harris,34.0,8.0,13.0,0.615,1.0,4.0,0.25,1.0,1.0,1.0,3.0,2.0,5.0,6.0,0.0,0.0,1.0,1.0,18.0,17.6,12.0,1,1,202411030BRK
Isaiah Stewart,13.0,0.0,0.0,,0.0,0.0,,2.0,2.0,1.0,0.0,5.0,5.0,0.0,0.0,2.0,1.0,6.0,2.0,1.5,8.0,0,1,202411030BRK
Cam Thomas,31.0,6.0,17.0,0.353,1.0,7.0,0.143,4.0,4.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0,17.0,6.5,-19.0,1,0,202411030BRK
Dennis Schröder,33.0,3.0,7.0,0.429,1.0,3.0,0.333,0.0,0.0,,0.0,5.0,5.0,4.0,3.0,0.0,2.0,3.0,7.0,7.4,-11.0,1,0,202411030BRK
Simone Fontecchio,23.0,1.0,6.0,0.167,1.0,4.0,0.25,4.0,5.0,0.8,2.0,6.0,8.0,1.0,0.0,0.0,0.0,1.0,7.0,6.3,10.0,0,1,202411030BRK
Yongxi Cui,,,,,,,,,,,,,,,,,,,,,,0,0,202411030BRK
Cade Cunningham,35.0,8.0,13.0,0.615,1.0,4.0,0.25,2.0,3.0,0.667,1.0,5.0,6.0,5.0,0.0,0.0,7.0,3.0,19.0,10.2,11.0,1,1,202411030BRK
Ron Holland,10.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,-0.8,-7.0,0,1,202411030BRK
Malik Beasley,29.0,6.0,15.0,0.4,4.0,11.0,0.364,2.0,3.0,0.667,0.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,18.0,11.3,18.0,0,1,202411030BRK
Wendell Moore Jr.,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,1,202411030BRK
Jaden Ivey,35.0,4.0,15.0,0.267,1.0,7.0,0.143,6.0,7.0,0.857,0.0,5.0,5.0,5.0,1.0,1.0,4.0,2.0,15.0,7.6,10.0,1,1,202411030BRK
Marcus Sasser,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,1,202411030BRK
Tim Hardaway Jr.,22.0,5.0,9.0,0.556,3.0,6.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,14.0,9.5,-2.0,1,1,202411030BRK
Dereck Lively II,20.0,5.0,7.0,0.714,0.0,0.0,,1.0,3.0,0.333,4.0,7.0,11.0,1.0,0.0,0.0,2.0,3.0,11.0,9.7,25.0,0,1,202411030DAL
P.J. Washington,28.0,3.0,4.0,0.75,1.0,2.0,0.5,0.0,0.0,,1.0,3.0,4.0,2.0,1.0,0.0,1.0,1.0,7.0,8.0,16.0,1,1,202411030DAL
Naji Marshall,21.0,2.0,5.0,0.4,0.0,2.0,0.0,0.0,0.0,,0.0,5.0,5.0,5.0,2.0,0.0,1.0,1.0,4.0,6.9,9.0,0,1,202411030DAL
Daniel Gafford,20.0,9.0,13.0,0.692,0.0,0.0,,0.0,1.0,0.0,3.0,5.0,8.0,0.0,1.0,0.0,3.0,3.0,18.0,12.5,4.0,1,1,202411030DAL
Klay Thompson,28.0,4.0,10.0,0.4,1.0,5.0,0.2,0.0,0.0,,1.0,4.0,5.0,4.0,0.0,2.0,1.0,0.0,9.0,8.7,19.0,1,1,202411030DAL
Dwight Powell,7.0,0.0,0.0,,0.0,0.0,,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,3.0,0.0,-1.0,-6.0,0,1,202411030DAL
Moritz Wagner,20.0,3.0,10.0,0.3,0.0,4.0,0.0,4.0,4.0,1.0,0.0,6.0,6.0,0.0,0.0,0.0,1.0,4.0,10.0,3.4,-23.0,0,0,202411030DAL
Anthony Black,20.0,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,,2.0,2.0,4.0,2.0,0.0,0.0,6.0,2.0,2.0,-2.4,-25.0,0,0,202411030DAL
Spencer Dinwiddie,15.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,11.0,0,1,202411030DAL
Brandon Williams,5.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,3.0,0.667,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.1,-2.0,0,1,202411030DAL
Jaden Hardy,8.0,1.0,3.0,0.333,1.0,2.0,0.5,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,3.0,-1.8,-8.0,0,1,202411030DAL
Luka Dončić,31.0,11.0,22.0,0.5,5.0,13.0,0.385,5.0,7.0,0.714,1.0,8.0,9.0,7.0,0.0,0.0,4.0,3.0,32.0,23.0,21.0,1,1,202411030DAL
Olivier-Maxence Prosper,5.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4,-2.0,0,1,202411030DAL
Kentavious Caldwell-Pope,26.0,2.0,6.0,0.333,2.0,6.0,0.333,1.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,3.0,7.0,4.4,-8.0,1,0,202411030DAL
Jalen Suggs,28.0,4.0,13.0,0.308,1.0,5.0,0.2,1.0,2.0,0.5,1.0,3.0,4.0,2.0,1.0,2.0,0.0,2.0,10.0,6.7,-26.0,1,0,202411030DAL
Cory Joseph,5.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,4.0,0,0,202411030DAL
Gary Harris,14.0,2.0,6.0,0.333,0.0,3.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.3,-14.0,0,0,202411030DAL
Goga Bitadze,,,,,,,,,,,,,,,,,,,,,,0,0,202411030DAL
Kyrie Irving,28.0,5.0,11.0,0.455,1.0,2.0,0.5,6.0,7.0,0.857,0.0,2.0,2.0,3.0,2.0,0.0,1.0,2.0,17.0,13.8,17.0,1,1,202411030DAL
Jett Howard,22.0,4.0,12.0,0.333,2.0,8.0,0.25,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,12.0,4.1,4.0,0,0,202411030DAL
Jonathan Isaac,15.0,1.0,6.0,0.167,0.0,4.0,0.0,1.0,2.0,0.5,2.0,3.0,5.0,1.0,1.0,1.0,0.0,3.0,3.0,2.3,-16.0,0,0,202411030DAL
Caleb Houstan,6.0,1.0,3.0,0.333,0.0,0.0,,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.9,3.0,0,0,202411030DAL
Tristan Da Silva,31.0,2.0,7.0,0.286,1.0,4.0,0.25,2.0,2.0,1.0,1.0,4.0,5.0,2.0,0.0,1.0,0.0,0.0,7.0,6.9,-4.0,1,0,202411030DAL
Quentin Grimes,17.0,2.0,4.0,0.5,1.0,2.0,0.5,0.0,0.0,,0.0,3.0,3.0,0.0,2.0,0.0,1.0,2.0,5.0,4.1,11.0,0,1,202411030DAL
Wendell Carter Jr.,8.0,2.0,5.0,0.4,0.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,6.0,7.0,1.0,1,0,202411030DAL
Franz Wagner,25.0,6.0,15.0,0.4,1.0,2.0,0.5,0.0,0.0,,1.0,5.0,6.0,6.0,2.0,0.0,2.0,3.0,13.0,10.1,-13.0,1,0,202411030DAL
Cole Anthony,14.0,3.0,6.0,0.5,1.0,2.0,0.5,2.0,4.0,0.5,0.0,3.0,3.0,3.0,1.0,0.0,1.0,2.0,9.0,7.4,2.0,0,0,202411030DAL
Antonio Reeves,3.0,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.3,4.0,0,0,202411030NOP
Daniel Theis,17.0,3.0,4.0,0.75,1.0,1.0,1.0,0.0,0.0,,0.0,3.0,3.0,0.0,1.0,0.0,2.0,2.0,7.0,4.5,3.0,0,0,202411030NOP
Jeremiah Robinson-Earl,24.0,2.0,8.0,0.25,2.0,3.0,0.667,0.0,0.0,,6.0,1.0,7.0,2.0,1.0,0.0,1.0,1.0,6.0,6.7,4.0,0,0,202411030NOP
Jamal Cain,17.0,4.0,7.0,0.571,3.0,5.0,0.6,3.0,4.0,0.75,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,14.0,11.6,9.0,0,0,202411030NOP
Dominick Barlow,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,0,1,202411030NOP
Larry Nance Jr.,24.0,6.0,8.0,0.75,2.0,3.0,0.667,0.0,0.0,,2.0,4.0,6.0,0.0,1.0,0.0,1.0,0.0,14.0,13.4,-4.0,0,1,202411030NOP
Jose Alvarado,28.0,3.0,12.0,0.25,1.0,7.0,0.143,2.0,2.0,1.0,1.0,2.0,3.0,7.0,1.0,0.0,1.0,2.0,9.0,7.2,-19.0,1,0,202411030NOP
Kobe Bufkin,,,,,,,,,,,,,,,,,,,,,,0,1,202411030NOP
Yves Missi,25.0,2.0,6.0,0.333,0.0,0.0,,0.0,0.0,,3.0,3.0,6.0,3.0,1.0,1.0,1.0,0.0,4.0,6.4,-18.0,1,0,202411030NOP
Zion Williamson,,,,,,,,,,,,,,,,,,,,,,0,0,202411030NOP
Trae Young,31.0,8.0,15.0,0.533,5.0,10.0,0.5,2.0,2.0,1.0,1.0,3.0,4.0,12.0,1.0,0.0,2.0,1.0,23.0,24.3,29.0,1,1,202411030NOP
Dyson Daniels,24.0,7.0,10.0,0.7,2.0,5.0,0.4,0.0,0.0,,2.0,3.0,5.0,3.0,1.0,0.0,2.0,3.0,16.0,14.0,21.0,1,1,202411030NOP
Garrison Mathews,20.0,3.0,7.0,0.429,3.0,6.0,0.5,2.0,2.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,2.0,4.0,11.0,5.3,-8.0,0,1,202411030NOP
Javonte Green,23.0,1.0,2.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,3.0,3.5,-22.0,1,0,202411030NOP
Jordan Hawkins,31.0,7.0,18.0,0.389,3.0,8.0,0.375,2.0,2.0,1.0,1.0,2.0,3.0,3.0,0.0,1.0,4.0,2.0,19.0,8.5,-21.0,1,0,202411030NOP
Vit Krejci,,,,,,,,,,,,,,,,,,,,,,0,1,202411030NOP
Brandon Boston Jr.,30.0,4.0,10.0,0.4,1.0,3.0,0.333,5.0,6.0,0.833,3.0,2.0,5.0,4.0,0.0,0.0,2.0,2.0,14.0,10.9,-2.0,0,0,202411030NOP
David Roddy,25.0,3.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,,1.0,2.0,3.0,3.0,0.0,0.0,1.0,1.0,8.0,9.1,-8.0,0,1,202411030NOP
Jaylen Nowell,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,4.0,0,0,202411030NOP
Keaton Wallace,21.0,3.0,7.0,0.429,0.0,1.0,0.0,0.0,0.0,,1.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,6.0,3.2,-3.0,0,1,202411030NOP
Zaccharie Risacher,29.0,4.0,13.0,0.308,1.0,5.0,0.2,2.0,2.0,1.0,1.0,4.0,5.0,1.0,3.0,0.0,2.0,3.0,11.0,5.9,-3.0,1,1,202411030NOP
Clint Capela,20.0,4.0,5.0,0.8,0.0,0.0,,0.0,0.0,,0.0,4.0,4.0,0.0,0.0,1.0,0.0,1.0,8.0,7.6,27.0,1,1,202411030NOP
Trey Jemison,3.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,4.0,0,0,202411030NOP
Brandon Ingram,29.0,12.0,19.0,0.632,4.0,8.0,0.5,4.0,5.0,0.8,1.0,6.0,7.0,2.0,1.0,1.0,6.0,4.0,32.0,21.1,-21.0,1,0,202411030NOP
Jalen Johnson,37.0,12.0,20.0,0.6,0.0,4.0,0.0,5.0,6.0,0.833,2.0,7.0,9.0,8.0,2.0,2.0,4.0,2.0,29.0,27.1,32.0,1,1,202411030NOP
Jrue Holiday,23.0,7.0,11.0,0.636,2.0,6.0,0.333,0.0,0.0,,0.0,3.0,3.0,2.0,0.0,1.0,1.0,0.0,16.0,13.1,20.0,1,1,202411040ATL
Dominick Barlow,8.0,0.0,1.0,0.0,0.0,0.0,,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.5,3.0,0,0,202411040ATL
Sam Hauser,19.0,4.0,11.0,0.364,2.0,8.0,0.25,0.0,0.0,,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,10.0,5.2,8.0,0,1,202411040ATL
Xavier Tillman Sr.,9.0,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,3.7,-3.0,0,1,202411040ATL
Baylor Scheierman,8.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,,1.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.2,-3.0,0,1,202411040ATL
Jordan Walsh,19.0,1.0,3.0,0.333,0.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,0.0,2.0,1.0,2.0,1.0,2.0,1.8,3.0,0,1,202411040ATL
Jayson Tatum,30.0,10.0,21.0,0.476,6.0,14.0,0.429,2.0,3.0,0.667,0.0,6.0,6.0,9.0,2.0,0.0,1.0,0.0,28.0,26.0,27.0,1,1,202411040ATL
Jaden Springer,8.0,1.0,4.0,0.25,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,1.5,-3.0,0,1,202411040ATL
Neemias Queta,23.0,4.0,7.0,0.571,0.0,0.0,,2.0,2.0,1.0,2.0,5.0,7.0,0.0,1.0,1.0,0.0,2.0,10.0,10.5,31.0,1,1,202411040ATL
Payton Pritchard,25.0,7.0,12.0,0.583,3.0,8.0,0.375,1.0,1.0,1.0,0.0,3.0,3.0,4.0,1.0,0.0,3.0,1.0,18.0,13.7,21.0,0,1,202411040ATL
Derrick White,29.0,8.0,16.0,0.5,4.0,9.0,0.444,1.0,2.0,0.5,2.0,4.0,6.0,6.0,2.0,1.0,3.0,3.0,21.0,17.9,31.0,1,1,202411040ATL
Clint Capela,16.0,1.0,3.0,0.333,0.0,0.0,,0.0,0.0,,0.0,5.0,5.0,1.0,0.0,0.0,1.0,1.0,2.0,1.1,-17.0,1,0,202411040ATL
Luke Kornet,15.0,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,,2.0,5.0,7.0,0.0,1.0,1.0,0.0,3.0,2.0,4.4,2.0,0,1,202411040ATL
Al Horford,22.0,3.0,4.0,0.75,1.0,2.0,0.5,2.0,2.0,1.0,1.0,4.0,5.0,3.0,2.0,2.0,0.0,1.0,9.0,14.4,23.0,1,1,202411040ATL
Zaccharie Risacher,30.0,6.0,15.0,0.4,1.0,6.0,0.167,2.0,2.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,2.0,2.0,15.0,6.8,-24.0,1,0,202411040ATL
Jalen Johnson,30.0,7.0,20.0,0.35,2.0,7.0,0.286,4.0,5.0,0.8,2.0,9.0,11.0,4.0,1.0,0.0,6.0,0.0,20.0,10.3,-34.0,1,0,202411040ATL
Mouhamed Gueye,8.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.8,3.0,0,0,202411040ATL
Larry Nance Jr.,,,,,,,,,,,,,,,,,,,,,,0,0,202411040ATL
David Roddy,29.0,4.0,7.0,0.571,1.0,3.0,0.333,2.0,2.0,1.0,0.0,6.0,6.0,3.0,0.0,0.0,2.0,1.0,11.0,9.2,4.0,0,0,202411040ATL
Garrison Mathews,26.0,4.0,5.0,0.8,2.0,3.0,0.667,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,10.0,9.4,-14.0,0,0,202411040ATL
Dyson Daniels,23.0,4.0,9.0,0.444,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,2.0,3.0,1.0,0.0,1.0,2.0,8.0,5.2,-23.0,1,0,202411040ATL
Onyeka Okongwu,22.0,8.0,12.0,0.667,0.0,3.0,0.0,2.0,2.0,1.0,5.0,5.0,10.0,0.0,2.0,0.0,1.0,2.0,18.0,18.0,-16.0,0,0,202411040ATL
Keaton Wallace,20.0,2.0,5.0,0.4,0.0,1.0,0.0,2.0,2.0,1.0,0.0,4.0,4.0,2.0,4.0,2.0,2.0,1.0,6.0,8.9,-4.0,0,0,202411040ATL
JD Davison,5.0,1.0,3.0,0.333,0.0,1.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.9,-7.0,0,1,202411040ATL
Trae Young,23.0,1.0,10.0,0.1,0.0,6.0,0.0,0.0,0.0,,0.0,0.0,0.0,6.0,1.0,0.0,3.0,2.0,2.0,-3.2,-28.0,1,0,202411040ATL
John Konchar,,,,,,,,,,,,,,,,,,,,,,0,0,202411040BRK
Jaylen Wells,33.0,3.0,12.0,0.25,0.0,5.0,0.0,0.0,0.0,,1.0,4.0,5.0,3.0,0.0,1.0,1.0,2.0,6.0,1.7,1.0,1,0,202411040BRK
Cameron Johnson,36.0,8.0,11.0,0.727,3.0,4.0,0.75,1.0,2.0,0.5,1.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,20.0,17.0,16.0,1,1,202411040BRK
Jay Huff,8.0,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,2.7,-7.0,0,0,202411040BRK
Santi Aldama,31.0,4.0,12.0,0.333,0.0,6.0,0.0,1.0,1.0,1.0,2.0,4.0,6.0,5.0,0.0,0.0,2.0,1.0,9.0,5.9,-6.0,1,0,202411040BRK
Jake LaRavia,31.0,2.0,5.0,0.4,1.0,3.0,0.333,1.0,2.0,0.5,1.0,4.0,5.0,6.0,2.0,0.0,1.0,1.0,6.0,9.6,3.0,0,0,202411040BRK
Colin Castleton,,,,,,,,,,,,,,,,,,,,,,0,0,202411040BRK
Ja Morant,32.0,10.0,22.0,0.455,1.0,3.0,0.333,4.0,4.0,1.0,1.0,4.0,5.0,9.0,0.0,0.0,3.0,0.0,25.0,18.8,2.0,1,0,202411040BRK
Jaren Jackson Jr.,32.0,5.0,11.0,0.455,3.0,5.0,0.6,2.0,2.0,1.0,2.0,3.0,5.0,1.0,1.0,2.0,3.0,4.0,15.0,10.1,-8.0,1,0,202411040BRK
Brandon Clarke,10.0,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,2.9,0.0,0,0,202411040BRK
Zach Edey,28.0,11.0,12.0,0.917,1.0,1.0,1.0,2.0,4.0,0.5,5.0,7.0,12.0,1.0,0.0,4.0,2.0,1.0,25.0,26.9,5.0,1,0,202411040BRK
Yuki Kawamura,,,,,,,,,,,,,,,,,,,,,,0,0,202411040BRK
Yongxi Cui,,,,,,,,,,,,,,,,,,,,,,0,1,202411040BRK
Scotty Pippen Jr.,31.0,6.0,13.0,0.462,2.0,6.0,0.333,0.0,0.0,,0.0,4.0,4.0,3.0,0.0,0.0,2.0,5.0,14.0,6.6,0.0,0,0,202411040BRK
Ziaire Williams,21.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,3.9,-1.0,0,1,202411040BRK
Tyrese Martin,,,,,,,,,,,,,,,,,,,,,,0,1,202411040BRK
Jalen Wilson,28.0,5.0,12.0,0.417,0.0,6.0,0.0,3.0,4.0,0.75,1.0,5.0,6.0,4.0,0.0,0.0,0.0,2.0,13.0,10.4,0.0,0,1,202411040BRK
Jaylen Martin,,,,,,,,,,,,,,,,,,,,,,0,1,202411040BRK
Dorian Finney-Smith,28.0,6.0,10.0,0.6,5.0,8.0,0.625,0.0,0.0,,5.0,1.0,6.0,3.0,1.0,0.0,4.0,5.0,17.0,13.3,12.0,1,1,202411040BRK
Dennis Schröder,34.0,7.0,15.0,0.467,2.0,7.0,0.286,4.0,5.0,0.8,0.0,2.0,2.0,6.0,1.0,0.0,3.0,4.0,20.0,13.1,5.0,1,1,202411040BRK
Nic Claxton,26.0,5.0,8.0,0.625,0.0,0.0,,0.0,2.0,0.0,2.0,6.0,8.0,3.0,2.0,1.0,0.0,1.0,10.0,13.2,-4.0,1,1,202411040BRK
Cam Thomas,33.0,6.0,17.0,0.353,0.0,4.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,6.0,1.0,0.0,3.0,2.0,13.0,5.5,1.0,1,1,202411040BRK
Keon Johnson,20.0,2.0,7.0,0.286,2.0,3.0,0.667,0.0,0.0,,0.0,4.0,4.0,3.0,0.0,0.0,2.0,5.0,6.0,1.2,-5.0,0,1,202411040BRK
Shake Milton,11.0,1.0,2.0,0.5,1.0,2.0,0.5,2.0,2.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,-14.0,0,1,202411040BRK
Drew Eubanks,16.0,2.0,4.0,0.5,0.0,0.0,,0.0,0.0,,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,3.9,2.0,0,1,202411040CHI
Svi Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,0,1,202411040CHI
