date,team_visitor,team_home
2023-11-04,Utah,Minnesota
2023-11-04,Chicago,Denver
2023-11-05,Phoenix,Detroit
2023-11-05,Toronto,San Antonio
2023-11-05,Golden State,Cleveland
2023-11-05,Charlotte,Dallas
2023-11-05,Memphis,Portland
2023-11-06,Golden State,Detroit
2023-11-06,San Antonio,Indiana
2023-11-06,Dallas,Orlando
2023-11-06,Washington,Philadelphia
2023-11-06,Milwaukee,Brooklyn
2023-11-06,LA Lakers,Miami
2023-11-06,LA Clippers,New York
2023-11-06,Utah,Chicago
2023-11-06,Sacramento,Houston
2023-11-06,Boston,Minnesota
2023-11-06,Atlanta,Oklahoma City
2023-11-06,New Orleans,Denver
2023-11-08,Washington,Charlotte
2023-11-08,Utah,Indiana
2023-11-08,Boston,Philadelphia
2023-11-08,LA Clippers,Brooklyn
2023-11-08,San Antonio,New York
2023-11-08,Phoenix,Chicago
2023-11-08,LA Lakers,Houston
2023-11-08,Miami,Memphis
2023-11-08,Detroit,Milwaukee
2023-11-08,New Orleans,Minnesota
2023-11-08,Cleveland,Oklahoma City
2023-11-08,Toronto,Dallas
2023-11-08,Golden State,Denver
2023-11-08,Portland,Sacramento
2023-11-09,Milwaukee,Indiana
2023-11-09,Atlanta,Orlando
2023-11-10,Philadelphia,Detroit
2023-11-10,Charlotte,Washington
2023-11-10,Brooklyn,Boston
2023-11-10,New Orleans,Houston
2023-11-10,Utah,Memphis
2023-11-10,Minnesota,San Antonio
2023-11-10,LA Clippers,Dallas
2023-11-10,LA Lakers,Phoenix
2023-11-10,Oklahoma City,Sacramento
2023-11-11,Milwaukee,Orlando
2023-11-11,Toronto,Boston
2023-11-11,Miami,Atlanta
2023-11-11,Cleveland,Golden State
2023-11-12,Charlotte,New York
2023-11-12,Washington,Brooklyn
2023-11-12,Memphis,LA Clippers
2023-11-12,Indiana,Philadelphia
2023-11-12,Detroit,Chicago
2023-11-12,Denver,Houston
2023-11-12,Dallas,New Orleans
2023-11-12,Miami,San Antonio
2023-11-12,Oklahoma City,Phoenix
2023-11-12,Minnesota,Golden State
2023-11-12,Portland,LA Lakers
2023-11-13,New York,Boston
2023-11-13,Washington,Toronto
2023-11-13,Chicago,Milwaukee
2023-11-13,Cleveland,Sacramento
2023-11-14,Miami,Charlotte
2023-11-14,Atlanta,Detroit
2023-11-14,Indiana,Philadelphia
2023-11-14,Orlando,Brooklyn
2023-11-14,San Antonio,Oklahoma City
2023-11-14,Dallas,New Orleans
2023-11-14,Portland,Utah
2023-11-14,LA Clippers,Denver
2023-11-14,Minnesota,Golden State
2023-11-14,Memphis,LA Lakers
2023-11-15,Dallas,Washington
2023-11-15,New York,Atlanta
2023-11-15,Boston,Philadelphia
2023-11-15,Milwaukee,Toronto
2023-11-15,Orlando,Chicago
2023-11-15,Minnesota,Phoenix
2023-11-15,Sacramento,LA Lakers
2023-11-15,Cleveland,Portland
2023-11-16,Brooklyn,Miami
2023-11-16,Oklahoma City,Golden State
2023-11-17,Milwaukee,Charlotte
2023-11-17,New York,Washington
2023-11-17,Philadelphia,Atlanta
2023-11-17,Detroit,Cleveland
2023-11-17,Sacramento,San Antonio
2023-11-17,Boston,Toronto
2023-11-17,Orlando,Chicago
2023-11-17,Denver,New Orleans
2023-11-17,LA Lakers,Portland
2023-11-17,Phoenix,Utah
2023-11-17,Houston,LA Clippers
2023-11-18,New York,Charlotte
2023-11-18,Minnesota,New Orleans
2023-11-18,Miami,Chicago
2023-11-18,Dallas,Milwaukee
2023-11-18,Memphis,San Antonio
2023-11-18,Oklahoma City,Golden State
2023-11-19,Philadelphia,Brooklyn
2023-11-19,Detroit,Toronto
2023-11-19,Orlando,Indiana
2023-11-19,Denver,Cleveland
2023-11-19,Sacramento,Dallas
2023-11-19,Boston,Memphis
2023-11-19,Phoenix,Utah
2023-11-19,Oklahoma City,Portland
2023-11-19,Houston,LA Lakers
2023-11-20,Boston,Charlotte
2023-11-20,Denver,Detroit
2023-11-20,Milwaukee,Washington
2023-11-20,Miami,Chicago
2023-11-20,New York,Minnesota
2023-11-20,Sacramento,New Orleans
2023-11-20,LA Clippers,San Antonio
2023-11-20,Houston,Golden State
2023-11-21,Toronto,Orlando
2023-11-21,Indiana,Atlanta
2023-11-21,Cleveland,Philadelphia
2023-11-21,Portland,Phoenix
2023-11-21,Utah,LA Lakers
2023-11-22,Washington,Charlotte
2023-11-22,Denver,Orlando
2023-11-22,Brooklyn,Atlanta
2023-11-22,Milwaukee,Boston
2023-11-22,Miami,Cleveland
2023-11-22,Toronto,Indiana
2023-11-22,Memphis,Houston
2023-11-22,Philadelphia,Minnesota
2023-11-22,Sacramento,New Orleans
2023-11-22,Chicago,Oklahoma City
2023-11-22,LA Clippers,San Antonio
2023-11-22,Golden State,Phoenix
2023-11-22,Utah,Portland
2023-11-22,Dallas,LA Lakers
2023-11-24,Boston,Orlando
2023-11-24,Phoenix,Memphis
2023-11-24,Miami,New York
2023-11-24,Chicago,Toronto
2023-11-24,Denver,Houston
2023-11-24,Detroit,Indiana
2023-11-24,Washington,Milwaukee
2023-11-24,Sacramento,Minnesota
2023-11-24,San Antonio,Golden State
2023-11-24,New Orleans,LA Clippers
2023-11-25,Philadelphia,Oklahoma City
2023-11-25,Miami,Brooklyn
2023-11-25,Atlanta,Washington
2023-11-25,LA Lakers,Cleveland
2023-11-25,New Orleans,Utah
2023-11-25,Dallas,LA Clippers
2023-11-26,Portland,Milwaukee
2023-11-26,Atlanta,Boston
2023-11-26,Minnesota,Memphis
2023-11-26,Phoenix,New York
2023-11-26,Charlotte,Orlando
2023-11-26,Chicago,Brooklyn
2023-11-26,Toronto,Cleveland
2023-11-26,San Antonio,Denver
2023-11-27,Washington,Detroit
2023-11-27,Portland,Indiana
2023-11-27,LA Lakers,Philadelphia
2023-11-27,New Orleans,Utah
2023-11-27,Denver,LA Clippers
2023-11-28,Chicago,Boston
2023-11-28,Toronto,Brooklyn
2023-11-28,Atlanta,Cleveland
2023-11-28,Milwaukee,Miami
2023-11-28,Charlotte,New York
2023-11-28,Oklahoma City,Minnesota
2023-11-28,Houston,Dallas
2023-11-28,Golden State,Sacramento
2023-11-29,LA Lakers,Detroit
2023-11-29,Washington,Orlando
2023-11-29,Phoenix,Toronto
2023-11-29,Utah,Memphis
2023-11-29,Philadelphia,New Orleans
2023-11-29,Houston,Denver
2023-11-29,LA Clippers,Sacramento
2023-11-30,Portland,Cleveland
2023-11-30,Charlotte,Brooklyn
2023-11-30,Indiana,Miami
2023-11-30,Detroit,New York
2023-11-30,Milwaukee,Chicago
2023-11-30,Utah,Minnesota
2023-11-30,LA Lakers,Oklahoma City
2023-11-30,Atlanta,San Antonio
2023-11-30,LA Clippers,Golden State
2023-12-01,Washington,Orlando
2023-12-01,Philadelphia,Boston
2023-12-01,Memphis,Dallas
2023-12-01,New York,Toronto
2023-12-01,San Antonio,New Orleans
2023-12-01,Denver,Phoenix
2023-12-02,Golden State,LA Clippers
2023-12-02,Minnesota,Charlotte
2023-12-02,Orlando,Brooklyn
2023-12-02,Cleveland,Detroit
2023-12-02,New Orleans,Chicago
2023-12-02,Indiana,Miami
2023-12-02,Atlanta,Milwaukee
2023-12-02,Oklahoma City,Dallas
2023-12-02,Memphis,Phoenix
2023-12-02,Portland,Utah
2023-12-02,Denver,Sacramento
2023-12-02,Houston,LA Lakers
2023-12-11,Miami,Charlotte
2023-12-11,Indiana,Detroit
2023-12-11,Cleveland,Orlando
2023-12-11,Washington,Philadelphia
2023-12-11,Denver,Atlanta
2023-12-11,Toronto,New York
2023-12-11,San Antonio,Houston
2023-12-11,Dallas,Memphis
2023-12-11,Chicago,Milwaukee
2023-12-11,Minnesota,New Orleans
2023-12-11,Utah,Oklahoma City
2023-12-11,Brooklyn,Sacramento
2023-12-11,Portland,LA Clippers
2023-12-12,Cleveland,Boston
2023-12-12,LA Lakers,Dallas
2023-12-12,Denver,Chicago
2023-12-12,Golden State,Phoenix
2023-12-12,Sacramento,LA Clippers
2023-12-13,Philadelphia,Detroit
2023-12-13,New Orleans,Washington
2023-12-13,Charlotte,Miami
2023-12-13,Atlanta,Toronto
2023-12-13,Memphis,Houston
2023-12-13,Indiana,Milwaukee
2023-12-13,LA Lakers,San Antonio
2023-12-13,Brooklyn,Phoenix
2023-12-13,New York,Utah
2023-12-14,Cleveland,Boston
2023-12-14,Chicago,Miami
2023-12-14,Minnesota,Dallas
2023-12-14,Brooklyn,Denver
2023-12-14,Utah,Portland
2023-12-14,Oklahoma City,Sacramento
2023-12-14,Golden State,LA Clippers
2023-12-15,New Orleans,Charlotte
2023-12-15,Detroit,Philadelphia
2023-12-15,Indiana,Washington
2023-12-15,Orlando,Boston
2023-12-15,LA Lakers,San Antonio
2023-12-15,Atlanta,Toronto
2023-12-15,Houston,Memphis
2023-12-15,New York,Phoenix
2023-12-16,Detroit,Milwaukee
2023-12-16,Philadelphia,Charlotte
2023-12-16,Atlanta,Cleveland
2023-12-16,Chicago,Miami
2023-12-16,Indiana,Minnesota
2023-12-16,Brooklyn,Golden State
2023-12-16,Oklahoma City,Denver
2023-12-16,Dallas,Portland
2023-12-16,Utah,Sacramento
2023-12-16,New York,LA Clippers
2023-12-17,Orlando,Boston
2023-12-17,New Orleans,San Antonio
2023-12-17,Houston,Milwaukee
2023-12-17,Washington,Phoenix
2023-12-17,Golden State,Portland
2023-12-18,Houston,Cleveland
2023-12-18,LA Clippers,Indiana
2023-12-18,Chicago,Philadelphia
2023-12-18,Detroit,Atlanta
2023-12-18,Minnesota,Miami
2023-12-18,Charlotte,Toronto
2023-12-18,Memphis,Oklahoma City
2023-12-18,Dallas,Denver
2023-12-18,Brooklyn,Utah
2023-12-18,Washington,Sacramento
2023-12-18,New York,LA Lakers
2023-12-19,Memphis,New Orleans
2023-12-19,San Antonio,Milwaukee
2023-12-19,Boston,Golden State
2023-12-19,Phoenix,Portland
2023-12-20,Utah,Cleveland
2023-12-20,Charlotte,Indiana
2023-12-20,Miami,Orlando
2023-12-20,Minnesota,Philadelphia
2023-12-20,New York,Brooklyn
2023-12-20,Denver,Toronto
2023-12-20,LA Lakers,Chicago
2023-12-20,Atlanta,Houston
2023-12-20,LA Clippers,Dallas
2023-12-20,Boston,Sacramento
2023-12-21,Utah,Detroit
2023-12-21,New Orleans,Cleveland
2023-12-21,San Antonio,Chicago
2023-12-21,Indiana,Memphis
2023-12-21,Orlando,Milwaukee
2023-12-21,LA Clippers,Oklahoma City
2023-12-21,LA Lakers,Minnesota
2023-12-21,Washington,Portland
2023-12-22,Denver,Brooklyn
2023-12-22,Toronto,Philadelphia
2023-12-22,Dallas,Houston
2023-12-22,Atlanta,Miami
2023-12-22,Washington,Golden State
2023-12-22,Phoenix,Sacramento
2023-12-23,Milwaukee,New York
2023-12-23,Boston,LA Clippers
2023-12-23,Denver,Charlotte
2023-12-23,Orlando,Indiana
2023-12-23,Houston,New Orleans
2023-12-23,Memphis,Atlanta
2023-12-23,Detroit,Brooklyn
2023-12-23,Utah,Toronto
2023-12-23,Cleveland,Chicago
2023-12-23,LA Lakers,Oklahoma City
2023-12-23,San Antonio,Dallas
2023-12-23,Portland,Golden State
2023-12-23,Minnesota,Sacramento
2023-12-25,Milwaukee,New York
2023-12-25,Golden State,Denver
2023-12-25,Boston,LA Lakers
2023-12-25,Philadelphia,Miami
2023-12-25,Dallas,Phoenix
2023-12-26,Brooklyn,Detroit
2023-12-26,Orlando,Washington
2023-12-26,Atlanta,Chicago
2023-12-26,Indiana,Houston
2023-12-26,Memphis,New Orleans
2023-12-26,Minnesota,Oklahoma City
2023-12-26,Utah,San Antonio
2023-12-26,Sacramento,Portland
2023-12-26,Charlotte,LA Clippers
2023-12-27,Philadelphia,Orlando
2023-12-27,Toronto,Washington
2023-12-27,Milwaukee,Brooklyn
2023-12-27,Phoenix,Houston
2023-12-27,New York,Oklahoma City
2023-12-27,Cleveland,Dallas
2023-12-28,Detroit,Boston
2023-12-28,Indiana,Chicago
2023-12-28,Dallas,Minnesota
2023-12-28,Utah,New Orleans
2023-12-28,Memphis,Denver
2023-12-28,Miami,Golden State
2023-12-28,San Antonio,Portland
2023-12-28,Charlotte,LA Lakers
2023-12-29,New York,Orlando
2023-12-29,Brooklyn,Washington
2023-12-29,Sacramento,Atlanta
2023-12-29,Toronto,Boston
2023-12-29,Milwaukee,Cleveland
2023-12-29,Philadelphia,Houston
2023-12-29,Oklahoma City,Denver
2023-12-29,Charlotte,Phoenix
2023-12-29,San Antonio,Portland
2023-12-29,Memphis,LA Clippers
2023-12-30,Miami,Utah
2023-12-30,Toronto,Detroit
2023-12-30,New York,Indiana
2023-12-30,Philadelphia,Chicago
2023-12-30,LA Lakers,Minnesota
2023-12-30,Dallas,Golden State
2023-12-31,Atlanta,Washington
2023-12-31,LA Lakers,New Orleans
2023-12-31,Brooklyn,Oklahoma City
2023-12-31,Boston,San Antonio
2023-12-31,Sacramento,Memphis
2023-12-31,Orlando,Phoenix
2024-01-01,Minnesota,New York
2024-01-01,Cleveland,Toronto
2024-01-01,Detroit,Houston
2024-01-01,Indiana,Milwaukee
2024-01-01,Charlotte,Denver
2024-01-01,Portland,Phoenix
2024-01-01,Dallas,Utah
2024-01-01,Miami,LA Clippers
2024-01-02,Chicago,Philadelphia
2024-01-02,San Antonio,Memphis
2024-01-02,Brooklyn,New Orleans
2024-01-02,Boston,Oklahoma City
2024-01-02,Orlando,Golden State
2024-01-02,Charlotte,Sacramento
2024-01-03,Washington,Cleveland
2024-01-03,Milwaukee,Indiana
2024-01-03,Oklahoma City,Atlanta
2024-01-03,Brooklyn,Houston
2024-01-03,Toronto,Memphis
2024-01-03,New Orleans,Minnesota
2024-01-03,Portland,Dallas
2024-01-03,Chicago,New York
2024-01-03,LA Clippers,Phoenix
2024-01-03,Detroit,Utah
2024-01-03,Miami,LA Lakers
2024-01-03,Orlando,Sacramento
2024-01-04,Milwaukee,San Antonio
2024-01-04,Denver,Golden State
2024-01-05,Utah,Boston
2024-01-05,Atlanta,Indiana
2024-01-05,Oklahoma City,Brooklyn
2024-01-05,Washington,Cleveland
2024-01-05,New York,Philadelphia
2024-01-05,Charlotte,Chicago
2024-01-05,Minnesota,Houston
2024-01-05,LA Clippers,New Orleans
2024-01-05,Portland,Dallas
2024-01-05,Orlando,Denver
2024-01-05,Miami,Phoenix
2024-01-05,Detroit,Golden State
2024-01-05,Memphis,LA Lakers
2024-01-05,Toronto,Sacramento
2024-01-06,Boston,Indiana
2024-01-06,New York,Washington
2024-01-06,Utah,Philadelphia
2024-01-06,Milwaukee,Houston
2024-01-07,San Antonio,Cleveland
2024-01-07,Portland,Brooklyn
2024-01-07,Atlanta,Orlando
2024-01-07,New Orleans,Sacramento
2024-01-07,Minnesota,Dallas
2024-01-07,Detroit,Denver
2024-01-07,Memphis,Phoenix
2024-01-07,Toronto,Golden State
2024-01-07,LA Clippers,LA Lakers
2024-01-08,Chicago,Charlotte
2024-01-08,Boston,Indiana
2024-01-08,Oklahoma City,Washington
2024-01-08,Houston,Miami
2024-01-08,Utah,Milwaukee
2024-01-08,Phoenix,LA Clippers
2024-01-09,Sacramento,Detroit
2024-01-09,Minnesota,Orlando
2024-01-09,Portland,New York
2024-01-09,Memphis,Dallas
2024-01-09,Toronto,LA Lakers
2024-01-10,Minnesota,Boston
2024-01-10,Sacramento,Charlotte
2024-01-10,San Antonio,Detroit
2024-01-10,Washington,Indiana
2024-01-10,Philadelphia,Atlanta
2024-01-10,Oklahoma City,Miami
2024-01-10,Houston,Chicago
2024-01-10,New Orleans,Golden State
2024-01-10,Denver,Utah
2024-01-10,Toronto,LA Clippers
2024-01-11,Brooklyn,Cleveland
2024-01-11,Boston,Milwaukee
2024-01-11,Portland,Oklahoma City
2024-01-11,New York,Dallas
2024-01-11,Phoenix,LA Lakers
2024-01-12,Sacramento,Philadelphia
2024-01-12,Indiana,Atlanta
2024-01-12,Houston,Detroit
2024-01-12,Golden State,Chicago
2024-01-12,LA Clippers,Memphis
2024-01-12,Orlando,Miami
2024-01-12,Portland,Minnesota
2024-01-12,New Orleans,Denver
2024-01-12,Toronto,Utah
2024-01-12,Charlotte,San Antonio
2024-01-13,Houston,Boston
2024-01-13,Washington,Atlanta
2024-01-13,New York,Memphis
2024-01-13,Golden State,Milwaukee
2024-01-13,Orlando,Oklahoma City
2024-01-13,New Orleans,Dallas
2024-01-13,Chicago,San Antonio
2024-01-13,LA Lakers,Utah
2024-01-14,Indiana,Denver
2024-01-14,Charlotte,Miami
2024-01-14,Sacramento,Milwaukee
2024-01-14,LA Clippers,Minnesota
2024-01-14,Phoenix,Portland
2024-01-15,Houston,Philadelphia
2024-01-15,New Orleans,Dallas
2024-01-15,Orlando,New York
2024-01-15,Detroit,Washington
2024-01-15,San Antonio,Atlanta
2024-01-15,Golden State,Memphis
2024-01-15,Chicago,Cleveland
2024-01-15,Miami,Brooklyn
2024-01-15,Boston,Toronto
2024-01-15,Indiana,Utah
2024-01-15,Oklahoma City,LA Lakers
2024-01-16,Denver,Philadelphia
2024-01-16,Sacramento,Phoenix
2024-01-16,Oklahoma City,LA Clippers
2024-01-17,Minnesota,Detroit
2024-01-17,Orlando,Atlanta
2024-01-17,San Antonio,Boston
2024-01-17,Milwaukee,Cleveland
2024-01-17,Houston,New York
2024-01-17,Miami,Toronto
2024-01-17,Charlotte,New Orleans
2024-01-17,Dallas,LA Lakers
2024-01-17,Golden State,Utah
2024-01-17,Brooklyn,Portland
2024-01-18,Washington,New York
2024-01-18,Chicago,Toronto
2024-01-18,Oklahoma City,Utah
2024-01-18,Memphis,Minnesota
2024-01-18,Indiana,Sacramento
2024-01-19,San Antonio,Charlotte
2024-01-19,Philadelphia,Orlando
2024-01-19,Denver,Boston
2024-01-19,Atlanta,Miami
2024-01-19,Phoenix,New Orleans
2024-01-19,Dallas,Golden State
2024-01-19,Indiana,Portland
2024-01-19,Brooklyn,LA Lakers
2024-01-20,Milwaukee,Detroit
2024-01-20,Philadelphia,Charlotte
2024-01-20,San Antonio,Washington
2024-01-20,Cleveland,Atlanta
2024-01-20,Toronto,New York
2024-01-20,Memphis,Chicago
2024-01-20,Utah,Houston
2024-01-20,Oklahoma City,Minnesota
2024-01-21,Brooklyn,LA Clippers
2024-01-21,Miami,Orlando
2024-01-21,Denver,Washington
2024-01-21,Boston,Houston
2024-01-21,Indiana,Phoenix
2024-01-21,Portland,LA Lakers
2024-01-22,Milwaukee,Detroit
2024-01-22,Cleveland,Orlando
2024-01-22,San Antonio,Philadelphia
2024-01-22,Memphis,Toronto
2024-01-22,Charlotte,Minnesota
2024-01-22,Boston,Dallas
2024-01-22,Chicago,Phoenix
2024-01-22,Atlanta,Sacramento
2024-01-23,Denver,Indiana
2024-01-23,New York,Brooklyn
2024-01-23,Utah,New Orleans
2024-01-23,Portland,Oklahoma City
2024-01-23,LA Lakers,LA Clippers
2024-01-24,Charlotte,Detroit
2024-01-24,Minnesota,Washington
2024-01-24,Memphis,Miami
2024-01-24,Portland,Houston
2024-01-24,Cleveland,Milwaukee
2024-01-24,Oklahoma City,San Antonio
2024-01-24,Phoenix,Dallas
2024-01-24,Atlanta,Golden State
2024-01-25,Philadelphia,Indiana
2024-01-25,Utah,Washington
2024-01-25,Minnesota,Brooklyn
2024-01-25,Boston,Miami
2024-01-25,Denver,New York
2024-01-25,Sacramento,Golden State
2024-01-25,Chicago,LA Lakers
2024-01-26,Dallas,Atlanta
2024-01-26,Houston,Charlotte
2024-01-26,Phoenix,Indiana
2024-01-26,LA Clippers,Toronto
2024-01-26,Orlando,Memphis
2024-01-26,Cleveland,Milwaukee
2024-01-26,Oklahoma City,New Orleans
2024-01-26,Portland,San Antonio
2024-01-27,Washington,Detroit
2024-01-27,Miami,New York
2024-01-27,Philadelphia,Denver
2024-01-27,Houston,Brooklyn
2024-01-27,LA Clippers,Boston
2024-01-27,Utah,Charlotte
2024-01-27,New Orleans,Milwaukee
2024-01-27,LA Lakers,Golden State
2024-01-27,Minnesota,San Antonio
2024-01-27,Sacramento,Dallas
2024-01-28,Memphis,Indiana
2024-01-28,Toronto,Atlanta
2024-01-28,Oklahoma City,Detroit
2024-01-28,Phoenix,Orlando
2024-01-28,Chicago,Portland
2024-01-29,New York,Charlotte
2024-01-29,LA Clippers,Cleveland
2024-01-29,New Orleans,Boston
2024-01-29,Utah,Brooklyn
2024-01-29,Phoenix,Miami
2024-01-29,LA Lakers,Houston
2024-01-29,Sacramento,Memphis
2024-01-29,Minnesota,Oklahoma City
2024-01-29,Washington,San Antonio
2024-01-29,Orlando,Dallas
2024-01-29,Milwaukee,Denver
2024-01-29,Philadelphia,Portland
2024-01-30,LA Lakers,Atlanta
2024-01-30,Indiana,Boston
2024-01-30,Utah,New York
2024-01-30,Toronto,Chicago
2024-01-30,Philadelphia,Golden State
2024-01-31,Chicago,Charlotte
2024-01-31,Detroit,Cleveland
2024-01-31,LA Clippers,Washington
2024-01-31,Sacramento,Miami
2024-01-31,New Orleans,Houston
2024-01-31,Dallas,Minnesota
2024-01-31,Denver,Oklahoma City
2024-01-31,Orlando,San Antonio
2024-01-31,Phoenix,Brooklyn
2024-01-31,Milwaukee,Portland
2024-02-01,LA Lakers,Boston
2024-02-01,Indiana,New York
2024-02-01,Philadelphia,Utah
2024-02-01,Cleveland,Memphis
2024-02-02,LA Clippers,Detroit
2024-02-02,Miami,Washington
2024-02-02,Phoenix,Atlanta
2024-02-02,Sacramento,Indiana
2024-02-02,Toronto,Houston
2024-02-02,Golden State,Memphis
2024-02-02,Orlando,Minnesota
2024-02-02,Charlotte,Oklahoma City
2024-02-02,New Orleans,San Antonio
2024-02-02,Portland,Denver
2024-02-03,Brooklyn,Philadelphia
2024-02-03,Golden State,Atlanta
2024-02-03,Sacramento,Chicago
2024-02-03,Milwaukee,Dallas
2024-02-03,LA Lakers,New York
2024-02-03,Cleveland,San Antonio
2024-02-04,Orlando,Detroit
2024-02-04,Phoenix,Washington
2024-02-04,Memphis,Boston
2024-02-04,Indiana,Charlotte
2024-02-04,LA Clippers,Miami
2024-02-04,Houston,Minnesota
2024-02-04,Toronto,Oklahoma City
2024-02-04,Milwaukee,Utah
2024-02-04,Portland,Denver
2024-02-05,LA Lakers,Charlotte
2024-02-05,Sacramento,Cleveland
2024-02-05,Dallas,Philadelphia
2024-02-05,LA Clippers,Atlanta
2024-02-05,Golden State,Brooklyn
2024-02-05,Toronto,New Orleans
2024-02-06,Houston,Indiana
2024-02-06,Dallas,Brooklyn
2024-02-06,Orlando,Miami
2024-02-06,Memphis,New York
2024-02-06,Minnesota,Chicago
2024-02-06,Oklahoma City,Utah
2024-02-06,Milwaukee,Phoenix
2024-02-07,Toronto,Charlotte
2024-02-07,Golden State,Philadelphia
2024-02-07,Cleveland,Washington
2024-02-07,Atlanta,Boston
2024-02-07,San Antonio,Miami
2024-02-07,New Orleans,LA Clippers
2024-02-07,Detroit,Sacramento
2024-02-08,Golden State,Indiana
2024-02-08,San Antonio,Orlando
2024-02-08,Cleveland,Brooklyn
2024-02-08,Dallas,New York
2024-02-08,Chicago,Memphis
2024-02-08,Minnesota,Milwaukee
2024-02-08,Utah,Phoenix
2024-02-08,Denver,LA Lakers
2024-02-08,Detroit,Portland
2024-02-09,Atlanta,Philadelphia
2024-02-09,Washington,Boston
2024-02-09,Houston,Toronto
2024-02-09,Charlotte,Milwaukee
2024-02-09,Denver,Sacramento
2024-02-09,New Orleans,LA Lakers
2024-02-10,Oklahoma City,Dallas
2024-02-10,Detroit,LA Clippers
2024-02-10,San Antonio,Brooklyn
2024-02-10,Memphis,Charlotte
2024-02-10,Chicago,Orlando
2024-02-10,Philadelphia,Washington
2024-02-10,Houston,Atlanta
2024-02-10,Indiana,New York
2024-02-10,Cleveland,Toronto
2024-02-10,Phoenix,Golden State
2024-02-10,New Orleans,Portland
2024-02-11,Boston,Miami
2024-02-11,Sacramento,Oklahoma City
2024-02-12,Indiana,Charlotte
2024-02-12,Philadelphia,Cleveland
2024-02-12,Chicago,Atlanta
2024-02-12,San Antonio,Toronto
2024-02-12,New York,Houston
2024-02-12,New Orleans,Memphis
2024-02-12,Denver,Milwaukee
2024-02-12,Washington,Dallas
2024-02-12,Golden State,Utah
2024-02-12,Minnesota,LA Clippers
2024-02-13,Boston,Brooklyn
2024-02-13,Oklahoma City,Orlando
2024-02-13,Miami,Milwaukee
2024-02-13,Sacramento,Phoenix
2024-02-13,Minnesota,Portland
2024-02-13,Detroit,LA Lakers
2024-02-14,Atlanta,Charlotte
2024-02-14,New York,Orlando
2024-02-14,Miami,Philadelphia
2024-02-14,Brooklyn,Boston
2024-02-14,Chicago,Cleveland
2024-02-14,Indiana,Toronto
2024-02-14,Houston,Memphis
2024-02-14,Washington,New Orleans
2024-02-14,San Antonio,Dallas
