date,winner,loser,pts_winner,pts_loser,game_id
2024-03-16,New York,Sacramento,98,91,202403160SAC
2024-03-16,Minnesota,Utah,119,100,202403160UTA
2024-03-17,Dallas,Denver,107,105,202403170DAL
2024-03-17,Miami,Detroit,104,101,202403170DET
2024-03-17,Atlanta,LA Clippers,110,93,202403170LAC
2024-03-17,Milwaukee,Phoenix,140,129,202403170MIL
2024-03-17,Orlando,Toronto,111,96,202403170ORL
2024-03-17,San Antonio,Brooklyn,122,115,202403170SAS
2024-03-17,Boston,Washington,130,104,202403170WAS
2024-03-18,Boston,Detroit,119,94,202403180BOS
2024-03-18,Chicago,Portland,110,107,202403180CHI
2024-03-18,New York,Golden State,119,112,202403180GSW
2024-03-18,Cleveland,Indiana,108,103,202403180IND
2024-03-18,LA Lakers,Atlanta,136,105,202403180LAL
2024-03-18,Philadelphia,Miami,98,91,202403180PHI
2024-03-18,Sacramento,Memphis,121,111,202403180SAC
2024-03-18,Minnesota,Utah,114,104,202403180UTA
2024-03-19,New Orleans,Brooklyn,104,91,202403190BRK
2024-03-19,Denver,Minnesota,115,112,202403190MIN
2024-03-19,Orlando,Charlotte,112,92,202403190ORL
2024-03-19,Dallas,San Antonio,113,107,202403190SAS
2024-03-19,Houston,Washington,137,114,202403190WAS
2024-03-20,Boston,Milwaukee,122,119,202403200BOS
2024-03-20,Miami,Cleveland,107,104,202403200CLE
2024-03-20,Indiana,Detroit,122,103,202403200DET
2024-03-20,Golden State,Memphis,137,116,202403200GSW
2024-03-20,Oklahoma City,Utah,119,107,202403200OKC
2024-03-20,Phoenix,Philadelphia,115,102,202403200PHO
2024-03-20,LA Clippers,Portland,116,103,202403200POR
2024-03-20,Sacramento,Toronto,123,89,202403200TOR
2024-03-21,Dallas,Utah,113,97,202403210DAL
2024-03-21,Denver,New York,113,100,202403210DEN
2024-03-21,Houston,Chicago,127,117,202403210HOU
2024-03-21,Milwaukee,Brooklyn,115,108,202403210MIL
2024-03-21,Orlando,New Orleans,121,106,202403210ORL
2024-03-21,Phoenix,Atlanta,128,115,202403210PHO
2024-03-21,Washington,Sacramento,109,102,202403210WAS
2024-03-22,Boston,Detroit,129,102,202403220DET
2024-03-22,Indiana,Golden State,123,111,202403220GSW
2024-03-22,LA Lakers,Philadelphia,101,94,202403220LAL
2024-03-22,New Orleans,Miami,111,88,202403220MIA
2024-03-22,Minnesota,Cleveland,104,91,202403220MIN
2024-03-22,LA Clippers,Portland,125,117,202403220POR
2024-03-22,Memphis,San Antonio,99,97,202403220SAS
2024-03-22,Oklahoma City,Toronto,123,103,202403220TOR
2024-03-23,Atlanta,Charlotte,132,91,202403230ATL
2024-03-23,Boston,Chicago,124,113,202403230CHI
2024-03-23,Houston,Utah,147,119,202403230HOU
2024-03-23,New York,Brooklyn,105,93,202403230NYK
2024-03-23,Sacramento,Orlando,109,107,202403230ORL
2024-03-23,Denver,Portland,114,111,202403230POR
2024-03-23,Phoenix,San Antonio,131,106,202403230SAS
2024-03-23,Washington,Toronto,112,109,202403230WAS
2024-03-24,New Orleans,Detroit,114,101,202403240DET
2024-03-24,Philadelphia,LA Clippers,121,107,202403240LAC
2024-03-24,LA Lakers,Indiana,150,145,202403240LAL
2024-03-24,Miami,Cleveland,121,84,202403240MIA
2024-03-24,Milwaukee,Oklahoma City,118,93,202403240MIL
2024-03-24,Minnesota,Golden State,114,110,202403240MIN
2024-03-25,Atlanta,Boston,120,118,202403250ATL
2024-03-25,Washington,Chicago,107,105,202403250CHI
2024-03-25,Cleveland,Charlotte,115,92,202403250CLE
2024-03-25,Denver,Memphis,128,103,202403250DEN
2024-03-25,Houston,Portland,110,92,202403250HOU
2024-03-25,Indiana,LA Clippers,133,116,202403250LAC
2024-03-25,New York,Detroit,124,99,202403250NYK
2024-03-25,Sacramento,Philadelphia,108,96,202403250SAC
2024-03-25,San Antonio,Phoenix,104,102,202403250SAS
2024-03-25,Brooklyn,Toronto,96,88,202403250TOR
2024-03-25,Dallas,Utah,115,105,202403250UTA
2024-03-26,Golden State,Miami,113,92,202403260MIA
2024-03-26,LA Lakers,Milwaukee,128,124,202403260MIL
2024-03-26,Oklahoma City,New Orleans,119,112,202403260NOP
2024-03-26,Dallas,Sacramento,132,96,202403260SAC
2024-03-27,Atlanta,Portland,120,106,202403270ATL
2024-03-27,Chicago,Indiana,125,99,202403270CHI
2024-03-27,Charlotte,Cleveland,118,111,202403270CHO
2024-03-27,Phoenix,Denver,104,97,202403270DEN
2024-03-27,LA Lakers,Memphis,136,124,202403270MEM
2024-03-27,Minnesota,Detroit,106,91,202403270MIN
2024-03-27,Houston,Oklahoma City,132,126,202403270OKC
2024-03-27,Golden State,Orlando,101,93,202403270ORL
2024-03-27,LA Clippers,Philadelphia,108,107,202403270PHI
2024-03-27,New York,Toronto,145,101,202403270TOR
2024-03-27,San Antonio,Utah,118,111,202403270UTA
2024-03-27,Brooklyn,Washington,122,119,202403270WAS
2024-03-28,Atlanta,Boston,123,122,202403280ATL
2024-03-28,New Orleans,Milwaukee,107,100,202403280NOP
2024-03-29,Brooklyn,Chicago,125,108,202403290BRK
2024-03-29,Golden State,Charlotte,115,97,202403290CHO
2024-03-29,Cleveland,Philadelphia,117,114,202403290CLE
2024-03-29,Minnesota,Denver,111,98,202403290DEN
2024-03-29,Indiana,LA Lakers,109,90,202403290IND
2024-03-29,Miami,Portland,142,82,202403290MIA
2024-03-29,Oklahoma City,Phoenix,128,103,202403290OKC
2024-03-29,LA Clippers,Orlando,100,97,202403290ORL
2024-03-29,Dallas,Sacramento,107,103,202403290SAC
2024-03-29,San Antonio,New York,130,126,202403290SAS
2024-03-29,Houston,Utah,101,100,202403290UTA
2024-03-29,Detroit,Washington,96,87,202403290WAS
2024-03-30,Milwaukee,Atlanta,122,113,202403300ATL
2024-03-30,Boston,New Orleans,104,92,202403300NOP
2024-03-30,Orlando,Memphis,118,88,202403300ORL
2024-03-31,LA Lakers,Brooklyn,116,104,202403310BRK
2024-03-31,LA Clippers,Charlotte,130,118,202403310CHO
2024-03-31,Denver,Cleveland,130,101,202403310DEN
2024-03-31,Dallas,Houston,125,107,202403310HOU
2024-03-31,Chicago,Minnesota,109,101,202403310MIN
2024-03-31,Oklahoma City,New York,113,112,202403310NYK
2024-03-31,Sacramento,Utah,127,106,202403310SAC
2024-03-31,Golden State,San Antonio,117,113,202403310SAS
2024-03-31,Philadelphia,Toronto,135,120,202403310TOR
2024-03-31,Miami,Washington,119,107,202403310WAS
2024-04-01,Atlanta,Chicago,113,101,202404010CHI
2024-04-01,Boston,Charlotte,118,104,202404010CHO
2024-04-01,Memphis,Detroit,110,108,202404010DET
2024-04-01,Indiana,Brooklyn,133,111,202404010IND
2024-04-01,Phoenix,New Orleans,124,111,202404010NOP
2024-04-01,Orlando,Portland,104,103,202404010ORL
2024-04-02,Denver,San Antonio,110,105,202404020DEN
2024-04-02,Golden State,Dallas,104,100,202404020GSW
2024-04-02,Miami,New York,109,99,202404020MIA
2024-04-02,Minnesota,Houston,113,106,202404020MIN
2024-04-02,Philadelphia,Oklahoma City,109,105,202404020PHI
2024-04-02,Sacramento,LA Clippers,109,95,202404020SAC
2024-04-02,LA Lakers,Toronto,128,111,202404020TOR
2024-04-02,Cleveland,Utah,129,113,202404020UTA
2024-04-02,Washington,Milwaukee,117,113,202404020WAS
2024-04-03,Atlanta,Detroit,121,113,202404030ATL
2024-04-03,Boston,Oklahoma City,135,100,202404030BOS
2024-04-03,Brooklyn,Indiana,115,111,202404030BRK
2024-04-03,Portland,Charlotte,89,86,202404030CHO
2024-04-03,Memphis,Milwaukee,111,101,202404030MIL
2024-04-03,Minnesota,Toronto,133,85,202404030MIN
2024-04-03,Orlando,New Orleans,117,108,202404030NOP
2024-04-03,Phoenix,Cleveland,122,101,202404030PHO
2024-04-03,LA Lakers,Washington,125,120,202404030WAS
2024-04-04,Dallas,Atlanta,109,95,202404040DAL
2024-04-04,Golden State,Houston,133,110,202404040HOU
2024-04-04,LA Clippers,Denver,102,100,202404040LAC
2024-04-04,Philadelphia,Miami,109,105,202404040MIA
2024-04-04,New York,Sacramento,120,109,202404040NYK
2024-04-05,Boston,Sacramento,101,100,202404050BOS
2024-04-05,Chicago,New York,108,100,202404050CHI
2024-04-05,Charlotte,Orlando,124,115,202404050CHO
2024-04-05,Dallas,Golden State,108,106,202404050DAL
2024-04-05,Miami,Houston,119,104,202404050HOU
2024-04-05,Indiana,Oklahoma City,126,112,202404050IND
2024-04-05,LA Clippers,Utah,131,102,202404050LAC
2024-04-05,Memphis,Detroit,108,90,202404050MEM
2024-04-05,Toronto,Milwaukee,117,111,202404050MIL
2024-04-05,San Antonio,New Orleans,111,109,202404050NOP
2024-04-05,Phoenix,Minnesota,97,87,202404050PHO
2024-04-05,Portland,Washington,108,102,202404050WAS
2024-04-06,Brooklyn,Detroit,113,103,202404060BRK
2024-04-06,Denver,Atlanta,142,110,202404060DEN
2024-04-06,LA Lakers,Cleveland,116,97,202404060LAL
2024-04-06,Philadelphia,Memphis,116,96,202404060MEM
2024-04-07,Boston,Portland,124,107,202404070BOS
2024-04-07,Sacramento,Brooklyn,107,77,202404070BRK
2024-04-07,Oklahoma City,Charlotte,121,118,202404070CHO
2024-04-07,Dallas,Houston,147,136,202404070DAL
2024-04-07,Golden State,Utah,118,110,202404070GSW
2024-04-07,Indiana,Miami,117,115,202404070IND
2024-04-07,LA Clippers,Cleveland,120,118,202404070LAC
2024-04-07,Minnesota,LA Lakers,127,117,202404070LAL
2024-04-07,New York,Milwaukee,122,109,202404070MIL
2024-04-07,Orlando,Chicago,113,98,202404070ORL
2024-04-07,New Orleans,Phoenix,113,105,202404070PHO
2024-04-07,Philadelphia,San Antonio,133,126,202404070SAS
2024-04-07,Toronto,Washington,130,122,202404070TOR
2024-04-09,Miami,Atlanta,117,111,202404090ATL
2024-04-09,New York,Chicago,128,117,202404090CHI
2024-04-09,Dallas,Charlotte,130,104,202404090CHO
2024-04-09,Houston,Orlando,118,106,202404090HOU
2024-04-09,Golden State,LA Lakers,134,120,202404090LAL
2024-04-09,San Antonio,Memphis,102,87,202404090MEM
2024-04-09,Milwaukee,Boston,104,91,202404090MIL
2024-04-09,Minnesota,Washington,130,121,202404090MIN
2024-04-09,Oklahoma City,Sacramento,112,105,202404090OKC
2024-04-09,Philadelphia,Detroit,120,102,202404090PHI
2024-04-09,LA Clippers,Phoenix,105,92,202404090PHO
2024-04-09,New Orleans,Portland,110,100,202404090POR
2024-04-09,Indiana,Toronto,140,123,202404090TOR
2024-04-09,Denver,Utah,111,95,202404090UTA
2024-04-10,Charlotte,Atlanta,115,114,202404100ATL
2024-04-10,Brooklyn,Toronto,106,102,202404100BRK
2024-04-10,Cleveland,Memphis,110,98,202404100CLE
2024-04-10,Denver,Minnesota,116,107,202404100DEN
2024-04-10,Phoenix,LA Clippers,124,108,202404100LAC
2024-04-10,Dallas,Miami,111,92,202404100MIA
2024-04-10,Milwaukee,Orlando,117,99,202404100MIL
2024-04-10,Oklahoma City,San Antonio,127,89,202404100OKC
2024-04-11,New York,Boston,118,109,202404110BOS
2024-04-11,Chicago,Detroit,127,105,202404110DET
2024-04-11,Golden State,Portland,100,92,202404110POR
2024-04-11,New Orleans,Sacramento,135,123,202404110SAC
2024-04-11,Utah,Houston,124,121,202404110UTA
2024-04-12,Boston,Charlotte,131,98,202404120BOS
2024-04-12,Cleveland,Indiana,129,120,202404120CLE
2024-04-12,Detroit,Dallas,107,89,202404120DAL
2024-04-12,New Orleans,Golden State,114,109,202404120GSW
2024-04-12,Utah,LA Clippers,110,109,202404120LAC
2024-04-12,LA Lakers,Memphis,123,120,202404120MEM
2024-04-12,Miami,Toronto,125,103,202404120MIA
2024-04-12,Minnesota,Atlanta,109,106,202404120MIN
2024-04-12,New York,Brooklyn,111,107,202404120NYK
2024-04-12,Oklahoma City,Milwaukee,125,107,202404120OKC
2024-04-12,Philadelphia,Orlando,125,113,202404120PHI
2024-04-12,Houston,Portland,116,107,202404120POR
2024-04-12,Phoenix,Sacramento,108,107,202404120SAC
2024-04-12,San Antonio,Denver,121,120,202404120SAS
2024-04-12,Chicago,Washington,129,127,202404120WAS
2024-04-14,Boston,Washington,132,122,202404140BOS
2024-04-14,Charlotte,Cleveland,120,110,202404140CLE
2024-04-14,Golden State,Utah,123,116,202404140GSW
2024-04-14,Indiana,Atlanta,157,115,202404140IND
2024-04-14,Houston,LA Clippers,116,105,202404140LAC
2024-04-14,Denver,Memphis,126,111,202404140MEM
2024-04-14,Miami,Toronto,118,103,202404140MIA
2024-04-14,Phoenix,Minnesota,125,106,202404140MIN
2024-04-14,LA Lakers,New Orleans,124,108,202404140NOP
2024-04-14,New York,Chicago,120,119,202404140NYK
2024-04-14,Oklahoma City,Dallas,135,86,202404140OKC
2024-04-14,Orlando,Milwaukee,113,88,202404140ORL
2024-04-14,Philadelphia,Brooklyn,107,86,202404140PHI
2024-04-14,Sacramento,Portland,121,82,202404140SAC
2024-04-14,San Antonio,Detroit,123,95,202404140SAS
