name,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,+/-,start,win,game_id
Kevin Love,20.0,3.0,7.0,0.429,2.0,4.0,0.5,1.0,2.0,0.5,2.0,7.0,9.0,2.0,1.0,0.0,0.0,1.0,9.0,13.0,1,0,202310270BOS
Duncan Robinson,24.0,3.0,7.0,0.429,3.0,6.0,0.5,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,-12.0,0,0,202310270BOS
Dru Smith,23.0,3.0,6.0,0.5,3.0,4.0,0.75,0.0,0.0,,1.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,9.0,-18.0,0,0,202310270BOS
Jaime Jaquez Jr.,14.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,-8.0,0,0,202310270BOS
Thomas Bryant,12.0,1.0,5.0,0.2,0.0,1.0,0.0,0.0,0.0,,1.0,3.0,4.0,1.0,0.0,1.0,1.0,1.0,2.0,-8.0,0,0,202310270BOS
Jamal Cain,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-5.0,0,0,202310270BOS
R.J. Hampton,,,,,,,,,,,,,,,,,,,,,0,0,202310270BOS
Nikola Jović,,,,,,,,,,,,,,,,,,,,,0,0,202310270BOS
Caleb Martin,,,,,,,,,,,,,,,,,,,,,0,0,202310270BOS
Orlando Robinson,,,,,,,,,,,,,,,,,,,,,0,0,202310270BOS
Jayson Tatum,41.0,9.0,22.0,0.409,3.0,10.0,0.3,1.0,3.0,0.333,0.0,8.0,8.0,5.0,1.0,0.0,2.0,4.0,22.0,13.0,1,1,202310270BOS
Jrue Holiday,36.0,7.0,13.0,0.538,1.0,4.0,0.25,2.0,2.0,1.0,2.0,8.0,10.0,7.0,0.0,1.0,1.0,2.0,17.0,4.0,1,1,202310270BOS
Derrick White,36.0,9.0,15.0,0.6,5.0,7.0,0.714,5.0,6.0,0.833,3.0,3.0,6.0,3.0,1.0,3.0,2.0,1.0,28.0,4.0,1,1,202310270BOS
Jaylen Brown,33.0,11.0,22.0,0.5,3.0,7.0,0.429,2.0,4.0,0.5,2.0,4.0,6.0,1.0,2.0,0.0,4.0,1.0,27.0,3.0,1,1,202310270BOS
Kristaps Porziņģis,30.0,6.0,12.0,0.5,2.0,6.0,0.333,3.0,4.0,0.75,3.0,6.0,9.0,1.0,3.0,1.0,1.0,6.0,17.0,-12.0,1,1,202310270BOS
Al Horford,24.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,,3.0,7.0,10.0,2.0,0.0,1.0,3.0,1.0,0.0,7.0,0,1,202310270BOS
Oshae Brissett,14.0,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,,3.0,2.0,5.0,0.0,0.0,0.0,2.0,1.0,2.0,7.0,0,1,202310270BOS
Payton Pritchard,12.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,8.0,0,1,202310270BOS
Sam Hauser,10.0,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,0,1,202310270BOS
Dalano Banton,,,,,,,,,,,,,,,,,,,,,0,1,202310270BOS
JD Davison,,,,,,,,,,,,,,,,,,,,,0,1,202310270BOS
Luke Kornet,,,,,,,,,,,,,,,,,,,,,0,1,202310270BOS
Svi Mykhailiuk,,,,,,,,,,,,,,,,,,,,,0,1,202310270BOS
Lamar Stevens,,,,,,,,,,,,,,,,,,,,,0,1,202310270BOS
Jordan Walsh,,,,,,,,,,,,,,,,,,,,,0,1,202310270BOS
Pascal Siakam,41.0,7.0,15.0,0.467,1.0,5.0,0.2,3.0,5.0,0.6,1.0,7.0,8.0,2.0,0.0,0.0,3.0,4.0,18.0,-2.0,1,0,202310270CHI
Scottie Barnes,38.0,9.0,14.0,0.643,1.0,2.0,0.5,3.0,4.0,0.75,1.0,9.0,10.0,10.0,0.0,2.0,7.0,5.0,22.0,15.0,1,0,202310270CHI
Dennis Schröder,35.0,3.0,11.0,0.273,2.0,5.0,0.4,2.0,3.0,0.667,0.0,2.0,2.0,10.0,0.0,0.0,2.0,1.0,10.0,-6.0,1,0,202310270CHI
OG Anunoby,27.0,5.0,8.0,0.625,1.0,4.0,0.25,0.0,1.0,0.0,0.0,3.0,3.0,0.0,2.0,0.0,1.0,2.0,11.0,28.0,1,0,202310270CHI
Jakob Poeltl,18.0,4.0,5.0,0.8,0.0,0.0,,0.0,0.0,,0.0,6.0,6.0,0.0,0.0,0.0,3.0,6.0,8.0,20.0,1,0,202310270CHI
Gary Trent Jr.,36.0,6.0,15.0,0.4,3.0,10.0,0.3,1.0,4.0,0.25,2.0,3.0,5.0,1.0,2.0,0.0,1.0,1.0,16.0,-15.0,0,0,202310270CHI
Precious Achiuwa,22.0,2.0,5.0,0.4,1.0,3.0,0.333,3.0,3.0,1.0,2.0,7.0,9.0,1.0,0.0,0.0,3.0,6.0,8.0,-22.0,0,0,202310270CHI
Jalen McDaniels,17.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,,1.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,-25.0,0,0,202310270CHI
Chris Boucher,16.0,3.0,4.0,0.75,0.0,0.0,,4.0,5.0,0.8,1.0,5.0,6.0,0.0,0.0,0.0,1.0,3.0,10.0,22.0,0,0,202310270CHI
Gradey Dick,5.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0,0,202310270CHI
Malachi Flynn,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.0,0,0,202310270CHI
Otto Porter Jr.,,,,,,,,,,,,,,,,,,,,,0,0,202310270CHI
Garrett Temple,,,,,,,,,,,,,,,,,,,,,0,0,202310270CHI
Thaddeus Young,,,,,,,,,,,,,,,,,,,,,0,0,202310270CHI
DeMar DeRozan,41.0,11.0,22.0,0.5,1.0,3.0,0.333,10.0,14.0,0.714,1.0,3.0,4.0,3.0,4.0,1.0,2.0,2.0,33.0,0.0,1,1,202310270CHI
Nikola Vučević,40.0,4.0,15.0,0.267,1.0,5.0,0.2,2.0,3.0,0.667,3.0,9.0,12.0,1.0,0.0,1.0,3.0,2.0,11.0,0.0,1,1,202310270CHI
Coby White,40.0,5.0,15.0,0.333,2.0,9.0,0.222,5.0,5.0,1.0,0.0,6.0,6.0,8.0,1.0,0.0,3.0,2.0,17.0,-1.0,1,1,202310270CHI
Zach LaVine,38.0,3.0,14.0,0.214,0.0,6.0,0.0,2.0,2.0,1.0,0.0,5.0,5.0,1.0,0.0,1.0,3.0,3.0,8.0,-23.0,1,1,202310270CHI
Patrick Williams,13.0,1.0,5.0,0.2,1.0,4.0,0.25,0.0,0.0,,0.0,3.0,3.0,1.0,2.0,0.0,2.0,3.0,3.0,-7.0,1,1,202310270CHI
Alex Caruso,31.0,5.0,9.0,0.556,2.0,5.0,0.4,1.0,2.0,0.5,6.0,7.0,13.0,2.0,2.0,1.0,0.0,5.0,13.0,29.0,0,1,202310270CHI
Torrey Craig,23.0,3.0,7.0,0.429,1.0,4.0,0.25,0.0,0.0,,3.0,2.0,5.0,0.0,1.0,1.0,0.0,2.0,7.0,-6.0,0,1,202310270CHI
Jevon Carter,12.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0,1,202310270CHI
Andre Drummond,12.0,3.0,6.0,0.5,0.0,0.0,,2.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,8.0,1.0,0,1,202310270CHI
Ayo Dosunmu,10.0,2.0,4.0,0.5,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,0,1,202310270CHI
Julian Phillips,,,,,,,,,,,,,,,,,,,,,0,1,202310270CHI
Terry Taylor,,,,,,,,,,,,,,,,,,,,,0,1,202310270CHI
Dalen Terry,,,,,,,,,,,,,,,,,,,,,0,1,202310270CHI
Isaiah Stewart,36.0,6.0,11.0,0.545,2.0,5.0,0.4,1.0,2.0,0.5,1.0,6.0,7.0,1.0,0.0,1.0,4.0,3.0,15.0,6.0,1,1,202310270CHO
Jalen Duren,34.0,7.0,8.0,0.875,0.0,0.0,,0.0,0.0,,6.0,11.0,17.0,3.0,1.0,2.0,5.0,3.0,14.0,6.0,1,1,202310270CHO
Ausar Thompson,29.0,2.0,9.0,0.222,0.0,1.0,0.0,2.0,2.0,1.0,4.0,9.0,13.0,6.0,0.0,1.0,3.0,5.0,6.0,10.0,1,1,202310270CHO
Killian Hayes,29.0,2.0,10.0,0.2,1.0,3.0,0.333,1.0,2.0,0.5,0.0,3.0,3.0,3.0,2.0,1.0,3.0,4.0,6.0,-7.0,1,1,202310270CHO
Cade Cunningham,24.0,4.0,13.0,0.308,2.0,5.0,0.4,2.0,2.0,1.0,1.0,1.0,2.0,6.0,1.0,0.0,5.0,6.0,12.0,7.0,1,1,202310270CHO
Alec Burks,30.0,5.0,10.0,0.5,3.0,7.0,0.429,11.0,12.0,0.917,0.0,4.0,4.0,2.0,1.0,1.0,0.0,1.0,24.0,28.0,0,1,202310270CHO
Jaden Ivey,23.0,8.0,14.0,0.571,2.0,6.0,0.333,0.0,0.0,,0.0,2.0,2.0,4.0,1.0,0.0,2.0,4.0,18.0,-2.0,0,1,202310270CHO
Marvin Bagley III,13.0,5.0,9.0,0.556,0.0,1.0,0.0,4.0,5.0,0.8,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,14.0,6.0,0,1,202310270CHO
Joe Harris,11.0,1.0,3.0,0.333,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,3.0,0,1,202310270CHO
Marcus Sasser,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0,1,202310270CHO
Malcolm Cazalon,,,,,,,,,,,,,,,,,,,,,0,1,202310270CHO
Jared Rhoden,,,,,,,,,,,,,,,,,,,,,0,1,202310270CHO
Stanley Umude,,,,,,,,,,,,,,,,,,,,,0,1,202310270CHO
James Wiseman,,,,,,,,,,,,,,,,,,,,,0,1,202310270CHO
Terry Rozier,34.0,8.0,20.0,0.4,0.0,7.0,0.0,4.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,2.0,0.0,20.0,-11.0,1,0,202310270CHO
Gordon Hayward,33.0,6.0,15.0,0.4,2.0,4.0,0.5,5.0,6.0,0.833,1.0,8.0,9.0,4.0,3.0,0.0,3.0,2.0,19.0,-10.0,1,0,202310270CHO
LaMelo Ball,33.0,4.0,17.0,0.235,2.0,7.0,0.286,10.0,12.0,0.833,3.0,6.0,9.0,9.0,2.0,1.0,4.0,1.0,20.0,-7.0,1,0,202310270CHO
P.J. Washington,28.0,6.0,13.0,0.462,1.0,5.0,0.2,0.0,1.0,0.0,0.0,3.0,3.0,3.0,2.0,1.0,2.0,6.0,13.0,-12.0,1,0,202310270CHO
Mark Williams,20.0,1.0,4.0,0.25,0.0,0.0,,0.0,0.0,,2.0,1.0,3.0,1.0,0.0,1.0,1.0,5.0,2.0,-17.0,1,0,202310270CHO
Brandon Miller,33.0,6.0,13.0,0.462,2.0,4.0,0.5,3.0,4.0,0.75,2.0,4.0,6.0,2.0,1.0,1.0,3.0,4.0,17.0,-2.0,0,0,202310270CHO
JT Thor,24.0,1.0,3.0,0.333,0.0,1.0,0.0,0.0,0.0,,1.0,3.0,4.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0,0,202310270CHO
Nick Richards,16.0,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,4.0,0.0,1.0,0,0,202310270CHO
Théo Maledon,14.0,1.0,2.0,0.5,0.0,0.0,,4.0,5.0,0.8,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,6.0,-2.0,0,0,202310270CHO
Amari Bailey,,,,,,,,,,,,,,,,,,,,,0,0,202310270CHO
Leaky Black,,,,,,,,,,,,,,,,,,,,,0,0,202310270CHO
Miles Bridges,,,,,,,,,,,,,,,,,,,,,0,0,202310270CHO
Bryce McGowens,,,,,,,,,,,,,,,,,,,,,0,0,202310270CHO
Frank Ntilikina,,,,,,,,,,,,,,,,,,,,,0,0,202310270CHO
Nick Smith Jr.,,,,,,,,,,,,,,,,,,,,,0,0,202310270CHO
Luguentz Dort,38.0,9.0,13.0,0.692,3.0,4.0,0.75,4.0,6.0,0.667,3.0,3.0,6.0,2.0,1.0,1.0,1.0,5.0,25.0,-6.0,1,1,202310270CLE
Shai Gilgeous-Alexander,35.0,15.0,26.0,0.577,2.0,2.0,1.0,2.0,2.0,1.0,1.0,10.0,11.0,4.0,5.0,1.0,5.0,2.0,34.0,4.0,1,1,202310270CLE
Jalen Williams,35.0,4.0,14.0,0.286,2.0,4.0,0.5,4.0,4.0,1.0,0.0,5.0,5.0,2.0,1.0,0.0,4.0,2.0,14.0,5.0,1,1,202310270CLE
Chet Holmgren,30.0,5.0,9.0,0.556,3.0,4.0,0.75,3.0,4.0,0.75,1.0,12.0,13.0,2.0,1.0,7.0,1.0,3.0,16.0,6.0,1,1,202310270CLE
Josh Giddey,28.0,1.0,8.0,0.125,0.0,1.0,0.0,0.0,0.0,,0.0,6.0,6.0,6.0,0.0,0.0,3.0,1.0,2.0,-12.0,1,1,202310270CLE
Isaiah Joe,22.0,2.0,10.0,0.2,1.0,7.0,0.143,0.0,1.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,5.0,12.0,0,1,202310270CLE
Cason Wallace,18.0,3.0,4.0,0.75,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0,1,202310270CLE
Aaron Wiggins,11.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0,1,202310270CLE
Ousmane Dieng,11.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,-4.0,0,1,202310270CLE
Vasilije Micić,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,2.0,0,1,202310270CLE
Lindy Waters III,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,1,202310270CLE
Dāvis Bertāns,,,,,,,,,,,,,,,,,,,,,0,1,202310270CLE
Tre Mann,,,,,,,,,,,,,,,,,,,,,0,1,202310270CLE
Aleksej Pokusevski,,,,,,,,,,,,,,,,,,,,,0,1,202310270CLE
Olivier Sarr,,,,,,,,,,,,,,,,,,,,,0,1,202310270CLE
Donovan Mitchell,42.0,15.0,27.0,0.556,4.0,11.0,0.364,9.0,11.0,0.818,1.0,7.0,8.0,5.0,3.0,2.0,5.0,1.0,43.0,7.0,1,0,202310270CLE
Max Strus,37.0,3.0,14.0,0.214,2.0,11.0,0.182,0.0,0.0,,0.0,5.0,5.0,4.0,2.0,1.0,2.0,1.0,8.0,8.0,1,0,202310270CLE
Evan Mobley,33.0,5.0,12.0,0.417,0.0,0.0,,4.0,6.0,0.667,2.0,13.0,15.0,3.0,0.0,2.0,2.0,4.0,14.0,-9.0,1,0,202310270CLE
Isaac Okoro,28.0,3.0,8.0,0.375,1.0,3.0,0.333,3.0,4.0,0.75,4.0,3.0,7.0,2.0,2.0,1.0,1.0,3.0,10.0,-7.0,1,0,202310270CLE
Dean Wade,26.0,3.0,6.0,0.5,2.0,5.0,0.4,0.0,0.0,,0.0,5.0,5.0,0.0,2.0,0.0,1.0,3.0,8.0,-9.0,1,0,202310270CLE
Caris LeVert,31.0,7.0,16.0,0.438,3.0,9.0,0.333,0.0,0.0,,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,17.0,-3.0,0,0,202310270CLE
Georges Niang,20.0,1.0,6.0,0.167,0.0,5.0,0.0,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0,0,202310270CLE
Damian Jones,9.0,0.0,0.0,,0.0,0.0,,1.0,2.0,0.5,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0,0,202310270CLE
Ty Jerome,9.0,1.0,3.0,0.333,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,2.0,-7.0,0,0,202310270CLE
Emoni Bates,,,,,,,,,,,,,,,,,,,,,0,0,202310270CLE
Sam Merrill,,,,,,,,,,,,,,,,,,,,,0,0,202310270CLE
Isaiah Mobley,,,,,,,,,,,,,,,,,,,,,0,0,202310270CLE
Craig Porter Jr.,,,,,,,,,,,,,,,,,,,,,0,0,202310270CLE
Tristan Thompson,,,,,,,,,,,,,,,,,,,,,0,0,202310270CLE
Spencer Dinwiddie,39.0,8.0,17.0,0.471,6.0,12.0,0.5,1.0,2.0,0.5,0.0,3.0,3.0,8.0,0.0,0.0,2.0,4.0,23.0,4.0,1,0,202310270DAL
Mikal Bridges,35.0,6.0,17.0,0.353,3.0,7.0,0.429,3.0,3.0,1.0,1.0,3.0,4.0,3.0,0.0,0.0,1.0,2.0,18.0,-12.0,1,0,202310270DAL
Cam Thomas,33.0,12.0,19.0,0.632,1.0,4.0,0.25,5.0,5.0,1.0,0.0,7.0,7.0,2.0,1.0,1.0,0.0,2.0,30.0,3.0,1,0,202310270DAL
Ben Simmons,32.0,5.0,8.0,0.625,0.0,0.0,,0.0,0.0,,4.0,6.0,10.0,8.0,2.0,2.0,2.0,3.0,10.0,0.0,1,0,202310270DAL
Dorian Finney-Smith,32.0,4.0,8.0,0.5,4.0,7.0,0.571,0.0,0.0,,1.0,6.0,7.0,3.0,0.0,0.0,2.0,5.0,12.0,-15.0,1,0,202310270DAL
Royce O'Neale,34.0,4.0,9.0,0.444,3.0,7.0,0.429,0.0,0.0,,2.0,8.0,10.0,3.0,1.0,0.0,3.0,4.0,11.0,-11.0,0,0,202310270DAL
Lonnie Walker IV,21.0,5.0,9.0,0.556,4.0,6.0,0.667,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,1.0,2.0,3.0,14.0,8.0,0,0,202310270DAL
Dennis Smith Jr.,8.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,-7.0,0,0,202310270DAL
Day'Ron Sharpe,3.0,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,,2.0,2.0,4.0,0.0,1.0,0.0,2.0,1.0,2.0,5.0,0,0,202310270DAL
Armoni Brooks,,,,,,,,,,,,,,,,,,,,,0,0,202310270DAL
Noah Clowney,,,,,,,,,,,,,,,,,,,,,0,0,202310270DAL
Harry Giles,,,,,,,,,,,,,,,,,,,,,0,0,202310270DAL
Trendon Watford,,,,,,,,,,,,,,,,,,,,,0,0,202310270DAL
Jalen Wilson,,,,,,,,,,,,,,,,,,,,,0,0,202310270DAL
Luka Dončić,36.0,16.0,25.0,0.64,9.0,14.0,0.643,8.0,10.0,0.8,1.0,9.0,10.0,7.0,0.0,0.0,0.0,1.0,49.0,9.0,1,1,202310270DAL
Kyrie Irving,33.0,6.0,17.0,0.353,1.0,4.0,0.25,4.0,4.0,1.0,1.0,6.0,7.0,6.0,0.0,0.0,0.0,2.0,17.0,-7.0,1,1,202310270DAL
Grant Williams,29.0,2.0,6.0,0.333,1.0,4.0,0.25,0.0,0.0,,0.0,6.0,6.0,0.0,0.0,0.0,2.0,5.0,5.0,-4.0,1,1,202310270DAL
Dereck Lively II,16.0,4.0,4.0,1.0,0.0,0.0,,1.0,2.0,0.5,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,9.0,1.0,1,1,202310270DAL
Derrick Jones Jr.,14.0,2.0,5.0,0.4,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,1,1,202310270DAL
Tim Hardaway Jr.,30.0,6.0,17.0,0.353,3.0,7.0,0.429,4.0,4.0,1.0,1.0,3.0,4.0,1.0,0.0,0.0,1.0,2.0,19.0,13.0,0,1,202310270DAL
Josh Green,27.0,2.0,7.0,0.286,0.0,3.0,0.0,3.0,6.0,0.5,1.0,2.0,3.0,2.0,3.0,0.0,3.0,2.0,7.0,8.0,0,1,202310270DAL
Maxi Kleber,25.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,,1.0,4.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,10.0,0,1,202310270DAL
Dwight Powell,12.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,11.0,-6.0,0,1,202310270DAL
Seth Curry,8.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0,1,202310270DAL
Dante Exum,4.0,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,-1.0,0,1,202310270DAL
Jaden Hardy,,,,,,,,,,,,,,,,,,,,,0,1,202310270DAL
Richaun Holmes,,,,,,,,,,,,,,,,,,,,,0,1,202310270DAL
Markieff Morris,,,,,,,,,,,,,,,,,,,,,0,1,202310270DAL
Olivier-Maxence Prosper,,,,,,,,,,,,,,,,,,,,,0,1,202310270DAL
Nikola Jokić,34.0,8.0,14.0,0.571,1.0,4.0,0.25,5.0,6.0,0.833,3.0,9.0,12.0,7.0,1.0,1.0,9.0,1.0,22.0,6.0,1,1,202310270MEM
Kentavious Caldwell-Pope,34.0,3.0,10.0,0.3,2.0,6.0,0.333,0.0,0.0,,0.0,2.0,2.0,1.0,5.0,1.0,0.0,1.0,8.0,6.0,1,1,202310270MEM
Jamal Murray,33.0,7.0,17.0,0.412,4.0,9.0,0.444,4.0,4.0,1.0,0.0,1.0,1.0,5.0,0.0,1.0,3.0,2.0,22.0,8.0,1,1,202310270MEM
Aaron Gordon,30.0,5.0,11.0,0.455,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,10.0,8.0,1,1,202310270MEM
Michael Porter Jr.,28.0,3.0,7.0,0.429,2.0,5.0,0.4,1.0,1.0,1.0,1.0,12.0,13.0,3.0,0.0,0.0,1.0,4.0,9.0,4.0,1,1,202310270MEM
Reggie Jackson,21.0,7.0,13.0,0.538,2.0,5.0,0.4,0.0,0.0,,0.0,2.0,2.0,6.0,0.0,1.0,0.0,0.0,16.0,-4.0,0,1,202310270MEM
Christian Braun,18.0,2.0,6.0,0.333,1.0,4.0,0.25,0.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,0.0,1.0,1.0,5.0,0.0,0,1,202310270MEM
Peyton Watson,18.0,3.0,4.0,0.75,2.0,3.0,0.667,1.0,2.0,0.5,0.0,3.0,3.0,0.0,1.0,3.0,1.0,3.0,9.0,-4.0,0,1,202310270MEM
Zeke Nnaji,13.0,3.0,4.0,0.75,0.0,0.0,,1.0,2.0,0.5,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,7.0,-2.0,0,1,202310270MEM
Julian Strawther,5.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-2.0,0,1,202310270MEM
Justin Holiday,,,,,,,,,,,,,,,,,,,,,0,1,202310270MEM
DeAndre Jordan,,,,,,,,,,,,,,,,,,,,,0,1,202310270MEM
Braxton Key,,,,,,,,,,,,,,,,,,,,,0,1,202310270MEM
Jalen Pickett,,,,,,,,,,,,,,,,,,,,,0,1,202310270MEM
Hunter Tyson,,,,,,,,,,,,,,,,,,,,,0,1,202310270MEM
Xavier Tillman Sr.,34.0,5.0,9.0,0.556,1.0,3.0,0.333,2.0,4.0,0.5,2.0,6.0,8.0,2.0,3.0,2.0,5.0,5.0,13.0,-5.0,1,0,202310270MEM
Desmond Bane,31.0,4.0,17.0,0.235,1.0,10.0,0.1,6.0,6.0,1.0,1.0,2.0,3.0,3.0,2.0,0.0,2.0,3.0,15.0,-8.0,1,0,202310270MEM
Ziaire Williams,31.0,3.0,10.0,0.3,0.0,3.0,0.0,5.0,5.0,1.0,2.0,7.0,9.0,3.0,0.0,0.0,4.0,0.0,11.0,0.0,1,0,202310270MEM
Marcus Smart,30.0,7.0,13.0,0.538,3.0,7.0,0.429,3.0,3.0,1.0,1.0,1.0,2.0,5.0,5.0,0.0,2.0,3.0,20.0,-6.0,1,0,202310270MEM
Jaren Jackson Jr.,28.0,9.0,13.0,0.692,2.0,2.0,1.0,1.0,2.0,0.5,2.0,7.0,9.0,2.0,0.0,3.0,0.0,5.0,21.0,-1.0,1,0,202310270MEM
John Konchar,30.0,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,,0.0,6.0,6.0,2.0,1.0,2.0,0.0,1.0,2.0,3.0,0,0,202310270MEM
Derrick Rose,21.0,6.0,14.0,0.429,2.0,3.0,0.667,2.0,2.0,1.0,2.0,2.0,4.0,3.0,1.0,0.0,3.0,2.0,16.0,-1.0,0,0,202310270MEM
Jake LaRavia,16.0,2.0,3.0,0.667,1.0,2.0,0.5,1.0,2.0,0.5,3.0,2.0,5.0,0.0,0.0,0.0,2.0,1.0,6.0,6.0,0,0,202310270MEM
David Roddy,15.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,2.0,2.0,1.0,0.0,2.0,3.0,0.0,-8.0,0,0,202310270MEM
Jacob Gilyard,,,,,,,,,,,,,,,,,,,,,0,0,202310270MEM
Gregory Jackson II,,,,,,,,,,,,,,,,,,,,,0,0,202310270MEM
Kenneth Lofton Jr.,,,,,,,,,,,,,,,,,,,,,0,0,202310270MEM
Ja Morant,,,,,,,,,,,,,,,,,,,,,0,0,202310270MEM
Vince Williams Jr.,,,,,,,,,,,,,,,,,,,,,0,0,202310270MEM
Franz Wagner,35.0,6.0,16.0,0.375,3.0,9.0,0.333,8.0,9.0,0.889,0.0,5.0,5.0,3.0,1.0,1.0,3.0,2.0,23.0,11.0,1,1,202310270POR
Paolo Banchero,35.0,5.0,12.0,0.417,0.0,0.0,,4.0,9.0,0.444,2.0,5.0,7.0,4.0,2.0,0.0,3.0,1.0,14.0,2.0,1,1,202310270POR
Jalen Suggs,26.0,4.0,5.0,0.8,0.0,1.0,0.0,3.0,3.0,1.0,0.0,5.0,5.0,2.0,4.0,2.0,1.0,3.0,11.0,3.0,1,1,202310270POR
Wendell Carter Jr.,26.0,2.0,7.0,0.286,1.0,3.0,0.333,3.0,4.0,0.75,2.0,7.0,9.0,1.0,0.0,0.0,2.0,1.0,8.0,6.0,1,1,202310270POR
Markelle Fultz,24.0,4.0,8.0,0.5,0.0,2.0,0.0,0.0,0.0,,1.0,1.0,2.0,6.0,0.0,0.0,1.0,0.0,8.0,11.0,1,1,202310270POR
