name,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,+/-,start,win,game_id,fanta_score,fanta_value,fanta_gain
Drew Eubanks,17.0,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,,1.0,3.0,4.0,2.0,0.0,0.0,2.0,3.0,2.0,1.0,0,0,202310260LAL,5.25,7.104296061282468,-0.1973228510551948
Jordan Goodwin,29.0,6.0,15.0,0.4,1.0,5.0,0.2,1.0,3.0,0.333,0.0,6.0,6.0,2.0,2.0,0.0,1.0,2.0,14.0,8.0,0,0,202310260LAL,13.5,5.9256011517137095,0.07418633316532264
Jusuf Nurkić,28.0,1.0,5.0,0.2,0.0,2.0,0.0,2.0,2.0,1.0,3.0,6.0,9.0,3.0,3.0,0.0,4.0,5.0,4.0,-5.0,1,0,202310260LAL,13.75,12.209421945465689,-0.21536543198529423
Eric Gordon,30.0,6.0,16.0,0.375,2.0,8.0,0.25,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,15.0,-27.0,1,0,202310260LAL,5.25,6.639518340126812,-0.1754223301630435
Josh Okogie,32.0,3.0,5.0,0.6,2.0,4.0,0.5,2.0,2.0,1.0,4.0,4.0,8.0,3.0,0.0,1.0,1.0,2.0,10.0,3.0,1,0,202310260LAL,22.5,6.1914066087147885,0.29726356294014084
Grayson Allen,34.0,2.0,6.0,0.333,2.0,4.0,0.5,0.0,0.0,,1.0,5.0,6.0,4.0,0.0,0.0,0.0,3.0,6.0,-2.0,1,0,202310260LAL,15.25,7.497880156250001,0.04591140625000001
Maxwell Lewis,,,,,,,,,,,,,,,,,,,,,0,1,202310260LAL,,4.0,-0.1
Tyrese Maxey,40.0,10.0,22.0,0.455,3.0,8.0,0.375,8.0,10.0,0.8,0.0,4.0,4.0,8.0,2.0,0.0,0.0,3.0,31.0,0.0,1,0,202310260MIL,40.0,11.880832291666668,0.487290625
Robin Lopez,,,,,,,,,,,,,,,,,,,,,0,1,202310260MIL,,4.0,-0.1
Joel Embiid,36.0,9.0,21.0,0.429,3.0,7.0,0.429,3.0,8.0,0.375,0.0,7.0,7.0,6.0,0.0,1.0,7.0,5.0,24.0,-1.0,1,0,202310260MIL,18.0,21.326116346153846,-0.5336913461538462
Chris Livingston,,,,,,,,,,,,,,,,,,,,,0,1,202310260MIL,,4.0,-0.1
Andre Jackson Jr.,,,,,,,,,,,,,,,,,,,,,0,1,202310260MIL,,4.0,-0.1
A.J. Green,,,,,,,,,,,,,,,,,,,,,0,1,202310260MIL,,4.0,-0.1
Thanasis Antetokounmpo,,,,,,,,,,,,,,,,,,,,,0,1,202310260MIL,,4.0,-0.1
Cameron Payne,8.0,1.0,3.0,0.333,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,-7.0,0,1,202310260MIL,1.5750000000000002,6.510896941489362,-0.26556582446808513
MarJon Beauchamp,16.0,2.0,3.0,0.667,0.0,1.0,0.0,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,4.0,-3.0,0,1,202310260MIL,5.5125,4.0,-0.04218749999999999
Tobias Harris,37.0,8.0,9.0,0.889,3.0,3.0,1.0,1.0,2.0,0.5,0.0,7.0,7.0,2.0,0.0,0.0,2.0,2.0,20.0,-14.0,1,0,202310260MIL,29.0,10.888410050675676,0.2460958614864866
Pat Connaughton,20.0,2.0,6.0,0.333,1.0,4.0,0.25,2.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,7.0,-5.0,0,1,202310260MIL,9.975,6.127126024590164,-0.027587090163934402
Jae Crowder,26.0,3.0,4.0,0.75,1.0,1.0,1.0,2.0,2.0,1.0,0.0,4.0,4.0,2.0,2.0,0.0,1.0,3.0,9.0,11.0,0,1,202310260MIL,17.325,6.482784722222222,0.14806249999999999
Khris Middleton,16.0,2.0,5.0,0.4,1.0,3.0,0.333,1.0,2.0,0.5,0.0,3.0,3.0,4.0,2.0,0.0,2.0,0.0,6.0,14.0,1,1,202310260MIL,12.600000000000001,10.09307859848485,-0.14574715909090907
Brook Lopez,28.0,5.0,7.0,0.714,3.0,4.0,0.75,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,2.0,4.0,13.0,11.0,1,1,202310260MIL,14.9625,12.389156250000001,-0.19209375
Malik Beasley,31.0,2.0,4.0,0.5,1.0,1.0,1.0,0.0,0.0,,0.0,4.0,4.0,3.0,2.0,0.0,2.0,1.0,5.0,-5.0,1,1,202310260MIL,13.125,7.040684413580247,0.011826388888888928
Giannis Antetokounmpo,35.0,10.0,22.0,0.455,0.0,3.0,0.0,3.0,9.0,0.333,5.0,8.0,13.0,3.0,2.0,2.0,7.0,4.0,23.0,-13.0,1,1,202310260MIL,26.512500000000003,20.552108630952382,-0.27437946428571425
Bobby Portis,19.0,5.0,8.0,0.625,0.0,0.0,,0.0,4.0,0.0,2.0,4.0,6.0,2.0,0.0,1.0,0.0,3.0,10.0,-10.0,0,1,202310260MIL,14.700000000000001,11.768937047101451,-0.16974048913043482
Filip Petrušev,,,,,,,,,,,,,,,,,,,,,0,0,202310260MIL,,4.0,-0.1
Damian Lillard,37.0,9.0,20.0,0.45,4.0,12.0,0.333,17.0,17.0,1.0,0.0,8.0,8.0,4.0,0.0,0.0,0.0,2.0,39.0,12.0,1,1,202310260MIL,49.35,20.065889254385965,0.346371710526316
P.J. Tucker,25.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,1.0,6.0,7.0,0.0,2.0,0.0,0.0,5.0,0.0,2.0,1,0,202310260MIL,9.25,4.412117398648649,0.03424577702702705
De'Anthony Melton,24.0,3.0,10.0,0.3,2.0,6.0,0.333,2.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,0.0,1.0,2.0,10.0,-4.0,1,0,202310260MIL,13.75,8.436599837662339,-0.03758847402597404
Kelly Oubre Jr.,32.0,9.0,11.0,0.818,5.0,6.0,0.833,4.0,4.0,1.0,1.0,3.0,4.0,0.0,1.0,0.0,3.0,4.0,27.0,14.0,0,0,202310260MIL,31.25,10.51628125,0.32253125000000005
Patrick Beverley,13.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,6.0,0,0,202310260MIL,7.0,6.4412548828125,-0.12026855468749995
Danny Green,13.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0,202310260MIL,4.0,4.0,-0.07999999999999999
Jaden Springer,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,-10.0,0,0,202310260MIL,2.0,4.0,-0.13
Mo Bamba,,,,,,,,,,,,,,,,,,,,,0,0,202310260MIL,,5.688020833333334,-0.1
Danuel House Jr.,,,,,,,,,,,,,,,,,,,,,0,0,202310260MIL,,4.0,-0.1
Furkan Korkmaz,,,,,,,,,,,,,,,,,,,,,0,0,202310260MIL,,4.0,-0.1
Paul Reed,11.0,1.0,2.0,0.5,0.0,1.0,0.0,1.0,2.0,0.5,1.0,3.0,4.0,2.0,0.0,1.0,2.0,4.0,3.0,0.0,0,0,202310260MIL,6.75,4.681125000000001,-0.043875
De'Andre Hunter,32.0,8.0,13.0,0.615,3.0,7.0,0.429,8.0,8.0,1.0,0.0,6.0,6.0,1.0,0.0,1.0,0.0,3.0,27.0,-1.0,1,0,202310270ATL,35.0,8.208901119402984,0.5294235074626865
Bogdan Bogdanović,25.0,6.0,11.0,0.545,4.0,9.0,0.444,0.0,0.0,,0.0,1.0,1.0,3.0,1.0,0.0,2.0,3.0,16.0,0.0,0,0,202310270ATL,19.0,8.741678958333333,0.08547062500000002
Clint Capela,28.0,6.0,12.0,0.5,0.0,0.0,,1.0,2.0,0.5,6.0,7.0,13.0,2.0,0.0,1.0,1.0,3.0,13.0,-9.0,1,0,202310270ATL,29.5,14.037217509615385,0.1108117403846155
Saddiq Bey,25.0,2.0,4.0,0.5,1.0,2.0,0.5,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,5.0,-6.0,1,0,202310270ATL,6.5,8.393756128700657,-0.22536023643092098
Jalen Johnson,29.0,5.0,8.0,0.625,0.0,2.0,0.0,1.0,3.0,0.333,0.0,9.0,9.0,2.0,1.0,1.0,3.0,2.0,11.0,-1.0,0,0,202310270ATL,16.5,5.631906265625,0.16655939062500005
Onyeka Okongwu,20.0,1.0,2.0,0.5,0.0,0.0,,4.0,4.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,4.0,6.0,2.0,0,0,202310270ATL,13.0,9.47575255078125,-0.10618729296874996
Patty Mills,,,,,,,,,,,,,,,,,,,,,0,0,202310270ATL,,4.0,-0.1
Bruno Fernando,,,,,,,,,,,,,,,,,,,,,0,0,202310270ATL,,4.0,-0.1
Trent Forrest,,,,,,,,,,,,,,,,,,,,,0,0,202310270ATL,,4.0,-0.1
Mouhamed Gueye,,,,,,,,,,,,,,,,,,,,,0,0,202310270ATL,,4.0,-0.1
Garrison Mathews,,,,,,,,,,,,,,,,,,,,,0,0,202310270ATL,,4.0,-0.1
Dejounte Murray,34.0,8.0,17.0,0.471,0.0,3.0,0.0,2.0,3.0,0.667,2.0,5.0,7.0,6.0,1.0,1.0,1.0,1.0,18.0,-6.0,1,0,202310270ATL,27.0,13.59105357474662,0.06639014569256763
AJ Griffin,8.0,2.0,4.0,0.5,2.0,4.0,0.5,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,-4.0,0,0,202310270ATL,6.0,4.738495629340279,-0.06621183593750002
Trae Young,35.0,4.0,16.0,0.25,2.0,5.0,0.4,8.0,10.0,0.8,1.0,2.0,3.0,12.0,3.0,0.0,6.0,2.0,18.0,-5.0,1,0,202310270ATL,26.75,16.72062629708904,-0.08762113441780817
Kobe Bufkin,,,,,,,,,,,,,,,,,,,,,0,0,202310270ATL,,4.0,-0.1
Jericho Sims,,,,,,,,,,,,,,,,,,,,,0,1,202310270ATL,,4.757598039215687,-0.1
Julius Randle,34.0,4.0,10.0,0.4,3.0,7.0,0.429,6.0,8.0,0.75,2.0,10.0,12.0,9.0,0.0,0.0,3.0,3.0,17.0,7.0,1,1,202310270ATL,41.475,17.16715765833333,0.2768093250000001
RJ Barrett,33.0,9.0,15.0,0.6,3.0,5.0,0.6,5.0,6.0,0.833,1.0,2.0,3.0,6.0,1.0,0.0,3.0,2.0,26.0,6.0,1,1,202310270ATL,33.862500000000004,9.581301445862675,0.43497794234154946
Jalen Brunson,32.0,11.0,21.0,0.524,8.0,12.0,0.667,1.0,2.0,0.5,0.0,3.0,3.0,5.0,0.0,0.0,1.0,1.0,31.0,13.0,1,1,202310270ATL,36.75,14.476171463068182,0.279918622159091
Quentin Grimes,24.0,2.0,6.0,0.333,2.0,5.0,0.4,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,6.0,8.0,1,1,202310270ATL,4.4625,7.806200350996376,-0.251012058423913
Dylan Windler,,,,,,,,,,,,,,,,,,,,,0,1,202310270ATL,,4.0,-0.1
Immanuel Quickley,24.0,4.0,14.0,0.286,1.0,9.0,0.111,2.0,2.0,1.0,0.0,6.0,6.0,6.0,1.0,0.0,4.0,2.0,11.0,-3.0,0,1,202310270ATL,12.075000000000001,10.220302138053798,-0.16548544106012647
Mitchell Robinson,37.0,2.0,6.0,0.333,0.0,0.0,,3.0,4.0,0.75,6.0,7.0,13.0,1.0,4.0,4.0,1.0,1.0,7.0,11.0,1,1,202310270ATL,30.975,11.077576707974139,0.2888838200431035
Donte DiVincenzo,20.0,6.0,10.0,0.6,3.0,5.0,0.6,1.0,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,16.0,-5.0,0,1,202310270ATL,18.6375,8.641548325264083,0.08069929357394373
Isaiah Hartenstein,10.0,3.0,4.0,0.75,0.0,0.0,,2.0,4.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,8.0,-5.0,0,1,202310270ATL,10.762500000000001,6.690679468750001,-0.03352678124999997
Ryan Arcidiacono,,,,,,,,,,,,,,,,,,,,,0,1,202310270ATL,,4.0,-0.1
Evan Fournier,,,,,,,,,,,,,,,,,,,,,0,1,202310270ATL,,4.0,-0.1
DaQuan Jeffries,,,,,,,,,,,,,,,,,,,,,0,1,202310270ATL,,4.0,-0.1
Miles McBride,,,,,,,,,,,,,,,,,,,,,0,1,202310270ATL,,4.0,-0.1
Josh Hart,21.0,2.0,4.0,0.5,0.0,1.0,0.0,0.0,0.0,,0.0,3.0,3.0,0.0,1.0,0.0,0.0,3.0,4.0,-2.0,0,1,202310270ATL,6.825,10.23874950625,-0.30378924375
Jaylen Brown,33.0,11.0,22.0,0.5,3.0,7.0,0.429,2.0,4.0,0.5,2.0,4.0,6.0,1.0,2.0,0.0,4.0,1.0,27.0,3.0,1,1,202310270BOS,24.150000000000002,14.463445074519232,-0.04932463701923062
Kristaps Porziņģis,30.0,6.0,12.0,0.5,2.0,6.0,0.333,3.0,4.0,0.75,3.0,6.0,9.0,1.0,3.0,1.0,1.0,6.0,17.0,-12.0,1,1,202310270BOS,22.837500000000002,16.12779980528846,-0.1621083677884615
Al Horford,24.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,,3.0,7.0,10.0,2.0,0.0,1.0,3.0,1.0,0.0,7.0,0,1,202310270BOS,4.9875,10.271598119959677,-0.35343917842741934
Oshae Brissett,14.0,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,,3.0,2.0,5.0,0.0,0.0,0.0,2.0,1.0,2.0,7.0,0,1,202310270BOS,3.9375,4.0,-0.08156249999999998
Payton Pritchard,12.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,8.0,0,1,202310270BOS,4.7250000000000005,4.0,-0.06187499999999997
Sam Hauser,10.0,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,0,1,202310270BOS,3.1500000000000004,4.391432433894232,-0.12446540264423078
Luke Kornet,,,,,,,,,,,,,,,,,,,,,0,1,202310270BOS,,4.0,-0.1
JD Davison,,,,,,,,,,,,,,,,,,,,,0,1,202310270BOS,,4.0,-0.1
Svi Mykhailiuk,,,,,,,,,,,,,,,,,,,,,0,1,202310270BOS,,4.091601562500001,-0.1
Lamar Stevens,,,,,,,,,,,,,,,,,,,,,0,1,202310270BOS,,4.0,-0.1
Jordan Walsh,,,,,,,,,,,,,,,,,,,,,0,1,202310270BOS,,4.0,-0.1
Derrick White,36.0,9.0,15.0,0.6,5.0,7.0,0.714,5.0,6.0,0.833,3.0,3.0,6.0,3.0,1.0,3.0,2.0,1.0,28.0,4.0,1,1,202310270BOS,43.3125,10.908977982421876,0.6197994667968749
Dalano Banton,,,,,,,,,,,,,,,,,,,,,0,1,202310270BOS,,4.0,-0.1
Jrue Holiday,36.0,7.0,13.0,0.538,1.0,4.0,0.25,2.0,2.0,1.0,2.0,8.0,10.0,7.0,0.0,1.0,1.0,2.0,17.0,4.0,1,1,202310270BOS,39.9,15.03686368703358,0.335959302705224
Orlando Robinson,,,,,,,,,,,,,,,,,,,,,0,0,202310270BOS,,4.022983870967742,-0.1
Tyler Herro,40.0,10.0,20.0,0.5,5.0,12.0,0.417,3.0,3.0,1.0,1.0,5.0,6.0,6.0,1.0,0.0,3.0,2.0,28.0,-1.0,1,0,202310270BOS,36.25,12.405360457089552,0.3644070988805971
Jayson Tatum,41.0,9.0,22.0,0.409,3.0,10.0,0.3,1.0,3.0,0.333,0.0,8.0,8.0,5.0,1.0,0.0,2.0,4.0,22.0,13.0,1,1,202310270BOS,26.25,19.54225207465278,-0.2336663281250001
Bam Adebayo,35.0,10.0,23.0,0.435,0.0,0.0,,7.0,9.0,0.778,3.0,4.0,7.0,2.0,1.0,2.0,3.0,1.0,27.0,0.0,1,0,202310270BOS,23.75,15.045667908333337,-0.08723042500000011
Jimmy Butler,33.0,3.0,11.0,0.273,0.0,0.0,,8.0,9.0,0.889,2.0,3.0,5.0,3.0,1.0,1.0,1.0,1.0,14.0,0.0,1,0,202310270BOS,17.5,16.481507927246096,-0.31850037353515626
Kyle Lowry,31.0,5.0,7.0,0.714,3.0,4.0,0.75,0.0,0.0,,1.0,7.0,8.0,5.0,0.0,1.0,1.0,3.0,13.0,-1.0,1,0,202310270BOS,30.75,9.854789295454546,0.34061202272727276
Duncan Robinson,24.0,3.0,7.0,0.429,3.0,6.0,0.5,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,-12.0,0,0,202310270BOS,9.0,4.3180703125,0.032132812499999996
Dru Smith,23.0,3.0,6.0,0.5,3.0,4.0,0.75,0.0,0.0,,1.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,9.0,-18.0,0,0,202310270BOS,20.25,4.32625,0.32625
Kevin Love,20.0,3.0,7.0,0.429,2.0,4.0,0.5,1.0,2.0,0.5,2.0,7.0,9.0,2.0,1.0,0.0,0.0,1.0,9.0,13.0,1,0,202310270BOS,19.0,7.7984995703125,0.12991363281250007
Thomas Bryant,12.0,1.0,5.0,0.2,0.0,1.0,0.0,0.0,0.0,,1.0,3.0,4.0,1.0,0.0,1.0,1.0,1.0,2.0,-8.0,0,0,202310270BOS,3.75,7.7118297656250006,-0.26521710937500004
Jamal Cain,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-5.0,0,0,202310270BOS,0.0,4.030232638888889,-0.18990625
R.J. Hampton,,,,,,,,,,,,,,,,,,,,,0,0,202310270BOS,,4.0,-0.1
Nikola Jović,,,,,,,,,,,,,,,,,,,,,0,0,202310270BOS,,4.0,-0.1
Caleb Martin,,,,,,,,,,,,,,,,,,,,,0,0,202310270BOS,,7.14602596830986,-0.1
Jaime Jaquez Jr.,14.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,-8.0,0,0,202310270BOS,1.5,6.336023437500001,-0.25928906249999994
Alex Caruso,31.0,5.0,9.0,0.556,2.0,5.0,0.4,1.0,2.0,0.5,6.0,7.0,13.0,2.0,2.0,1.0,0.0,5.0,13.0,29.0,0,1,202310270CHI,36.75,6.9970908413461546,0.6323360336538462
Coby White,40.0,5.0,15.0,0.333,2.0,9.0,0.222,5.0,5.0,1.0,0.0,6.0,6.0,8.0,1.0,0.0,3.0,2.0,17.0,-1.0,1,1,202310270CHI,24.150000000000002,7.091632445746528,0.2980382617187501
Zach LaVine,38.0,3.0,14.0,0.214,0.0,6.0,0.0,2.0,2.0,1.0,0.0,5.0,5.0,1.0,0.0,1.0,3.0,3.0,8.0,-23.0,1,1,202310270CHI,1.5750000000000002,12.508202381250001,-0.54816136875
Patrick Williams,13.0,1.0,5.0,0.2,1.0,4.0,0.25,0.0,0.0,,0.0,3.0,3.0,1.0,2.0,0.0,2.0,3.0,3.0,-7.0,1,1,202310270CHI,4.7250000000000005,6.90314334375,-0.20158790624999995
Torrey Craig,23.0,3.0,7.0,0.429,1.0,4.0,0.25,0.0,0.0,,3.0,2.0,5.0,0.0,1.0,1.0,0.0,2.0,7.0,-6.0,0,1,202310270CHI,12.3375,7.402138090945513,-0.025820643028846124
Nikola Vučević,40.0,4.0,15.0,0.267,1.0,5.0,0.2,2.0,3.0,0.667,3.0,9.0,12.0,1.0,0.0,1.0,3.0,2.0,11.0,0.0,1,1,202310270CHI,17.0625,15.671293529296875,-0.29177561132812496
Andre Drummond,12.0,3.0,6.0,0.5,0.0,0.0,,2.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,8.0,1.0,0,1,202310270CHI,4.7250000000000005,6.008936439903846,-0.15945250240384612
Ayo Dosunmu,10.0,2.0,4.0,0.5,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,0,1,202310270CHI,3.1500000000000004,6.074310400641027,-0.20376331730769234
Julian Phillips,,,,,,,,,,,,,,,,,,,,,0,1,202310270CHI,,4.0,-0.1
Terry Taylor,,,,,,,,,,,,,,,,,,,,,0,1,202310270CHI,,4.0,-0.1
Dalen Terry,,,,,,,,,,,,,,,,,,,,,0,1,202310270CHI,,4.0,-0.1
Jevon Carter,12.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0,1,202310270CHI,0.525,5.78298804296875,-0.25875336328125
DeMar DeRozan,41.0,11.0,22.0,0.5,1.0,3.0,0.333,10.0,14.0,0.714,1.0,3.0,4.0,3.0,4.0,1.0,2.0,2.0,33.0,0.0,1,1,202310270CHI,33.862500000000004,14.258209038628472,0.2146000976562501
Garrett Temple,,,,,,,,,,,,,,,,,,,,,0,0,202310270CHI,,4.0,-0.1
Thaddeus Young,,,,,,,,,,,,,,,,,,,,,0,0,202310270CHI,,4.263701923076924,-0.1
Pascal Siakam,41.0,7.0,15.0,0.467,1.0,5.0,0.2,3.0,5.0,0.6,1.0,7.0,8.0,2.0,0.0,0.0,3.0,4.0,18.0,-2.0,1,0,202310270CHI,15.75,15.761847470982143,-0.33040118973214283
Scottie Barnes,38.0,9.0,14.0,0.643,1.0,2.0,0.5,3.0,4.0,0.75,1.0,9.0,10.0,10.0,0.0,2.0,7.0,5.0,22.0,15.0,1,0,202310270CHI,44.75,13.0083925625,0.5585050625000002
Dennis Schröder,35.0,3.0,11.0,0.273,2.0,5.0,0.4,2.0,3.0,0.667,0.0,2.0,2.0,10.0,0.0,0.0,2.0,1.0,10.0,-6.0,1,0,202310270CHI,21.0,8.62742890625,0.14321015625000005
Jakob Poeltl,18.0,4.0,5.0,0.8,0.0,0.0,,0.0,0.0,,0.0,6.0,6.0,0.0,0.0,0.0,3.0,6.0,8.0,20.0,1,0,202310270CHI,4.5,12.192041538292253,-0.456693056778169
Gary Trent Jr.,36.0,6.0,15.0,0.4,3.0,10.0,0.3,1.0,4.0,0.25,2.0,3.0,5.0,1.0,2.0,0.0,1.0,1.0,16.0,-15.0,0,0,202310270CHI,15.5,8.902755168457032,-0.01374239013671874
OG Anunoby,27.0,5.0,8.0,0.625,1.0,4.0,0.25,0.0,1.0,0.0,0.0,3.0,3.0,0.0,2.0,0.0,1.0,2.0,11.0,28.0,1,0,202310270CHI,12.5,11.13620048798077,-0.1975173004807692
Jalen McDaniels,17.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,,1.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,-25.0,0,0,202310270CHI,2.25,6.33305987109375,-0.23951591015624998
Chris Boucher,16.0,3.0,4.0,0.75,0.0,0.0,,4.0,5.0,0.8,1.0,5.0,6.0,0.0,0.0,0.0,1.0,3.0,10.0,22.0,0,0,202310270CHI,12.75,7.012864442567568,0.0033205236486486545
Gradey Dick,5.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0,0,202310270CHI,-1.0,4.0,-0.205
Malachi Flynn,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.0,0,0,202310270CHI,-1.0,4.0,-0.205
Otto Porter Jr.,,,,,,,,,,,,,,,,,,,,,0,0,202310270CHI,,4.717857142857143,-0.1
Precious Achiuwa,22.0,2.0,5.0,0.4,1.0,3.0,0.333,3.0,3.0,1.0,2.0,7.0,9.0,1.0,0.0,0.0,3.0,6.0,8.0,-22.0,0,0,202310270CHI,6.5,6.806031295454546,-0.15054597727272725
JT Thor,24.0,1.0,3.0,0.333,0.0,1.0,0.0,0.0,0.0,,1.0,3.0,4.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0,0,202310270CHO,7.25,4.00125,0.0012500000000000289
LaMelo Ball,33.0,4.0,17.0,0.235,2.0,7.0,0.286,10.0,12.0,0.833,3.0,6.0,9.0,9.0,2.0,1.0,4.0,1.0,20.0,-7.0,1,0,202310270CHO,27.75,17.13436929253472,-0.08093886718749976
P.J. Washington,28.0,6.0,13.0,0.462,1.0,5.0,0.2,0.0,1.0,0.0,0.0,3.0,3.0,3.0,2.0,1.0,2.0,6.0,13.0,-12.0,1,0,202310270CHO,10.0,9.97899627140411,-0.20843437928082192
Mark Williams,20.0,1.0,4.0,0.25,0.0,0.0,,0.0,0.0,,2.0,1.0,3.0,1.0,0.0,1.0,1.0,5.0,2.0,-17.0,1,0,202310270CHO,5.0,9.156663339389535,-0.30057575944767445
Brandon Miller,33.0,6.0,13.0,0.462,2.0,4.0,0.5,3.0,4.0,0.75,2.0,4.0,6.0,2.0,1.0,1.0,3.0,4.0,17.0,-2.0,0,0,202310270CHO,17.0,8.7390509375,0.03323843750000005
Nick Richards,16.0,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,4.0,0.0,1.0,0,0,202310270CHO,0.75,7.395375233173077,-0.32883967067307696
Terry Rozier,34.0,8.0,20.0,0.4,0.0,7.0,0.0,4.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,2.0,0.0,20.0,-11.0,1,0,202310270CHO,12.25,11.60859494295635,-0.22632122767857143
Amari Bailey,,,,,,,,,,,,,,,,,,,,,0,0,202310270CHO,,4.0,-0.1
Leaky Black,,,,,,,,,,,,,,,,,,,,,0,0,202310270CHO,,4.0,-0.1
Miles Bridges,,,,,,,,,,,,,,,,,,,,,0,0,202310270CHO,,4.0,-0.1
Bryce McGowens,,,,,,,,,,,,,,,,,,,,,0,0,202310270CHO,,4.0,-0.1
Frank Ntilikina,,,,,,,,,,,,,,,,,,,,,0,0,202310270CHO,,4.0,-0.1
Gordon Hayward,33.0,6.0,15.0,0.4,2.0,4.0,0.5,5.0,6.0,0.833,1.0,8.0,9.0,4.0,3.0,0.0,3.0,2.0,19.0,-10.0,1,0,202310270CHO,25.25,9.902894359375,0.19436623437500006
Théo Maledon,14.0,1.0,2.0,0.5,0.0,0.0,,4.0,5.0,0.8,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,6.0,-2.0,0,0,202310270CHO,7.5,5.545364037642046,-0.06496479758522727
Nick Smith Jr.,,,,,,,,,,,,,,,,,,,,,0,0,202310270CHO,,4.0,-0.1
Malcolm Cazalon,,,,,,,,,,,,,,,,,,,,,0,1,202310270CHO,,4.0,-0.1
Stanley Umude,,,,,,,,,,,,,,,,,,,,,0,1,202310270CHO,,4.0,-0.1
Isaiah Stewart,36.0,6.0,11.0,0.545,2.0,5.0,0.4,1.0,2.0,0.5,1.0,6.0,7.0,1.0,0.0,1.0,4.0,3.0,15.0,6.0,1,1,202310270CHO,14.9625,9.734247114158162,-0.06699331951530607
Jalen Duren,34.0,7.0,8.0,0.875,0.0,0.0,,0.0,0.0,,6.0,11.0,17.0,3.0,1.0,2.0,5.0,3.0,14.0,6.0,1,1,202310270CHO,40.95,11.151923368844699,0.5465062286931819
Ausar Thompson,29.0,2.0,9.0,0.222,0.0,1.0,0.0,2.0,2.0,1.0,4.0,9.0,13.0,6.0,0.0,1.0,3.0,5.0,6.0,10.0,1,1,202310270CHO,21.0,7.603340625,0.19146562500000003
