name,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,+/-,start,win,game_id,fanta_score,fanta_value,fanta_gain
Ben Sheppard,5.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,1,202310250IND,-1.05,4.0,-0.0026250000000000023
Ryan Rollins,6.0,0.0,3.0,0.0,0.0,0.0,,1.0,2.0,0.5,0.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,-1.0,0,0,202310250IND,0.0,4.0,-0.18
Tyus Jones,28.0,7.0,12.0,0.583,2.0,4.0,0.5,0.0,1.0,0.0,1.0,2.0,3.0,6.0,1.0,1.0,2.0,1.0,16.0,-17.0,1,0,202310250IND,23.25,9.169822115384616,0.17655288461538465
Jordan Poole,26.0,7.0,18.0,0.389,0.0,6.0,0.0,4.0,5.0,0.8,0.0,2.0,2.0,5.0,1.0,1.0,4.0,1.0,18.0,-12.0,1,0,202310250IND,13.5,10.068404706790123,-0.12102430555555549
Kyle Kuzma,24.0,9.0,18.0,0.5,1.0,4.0,0.25,6.0,6.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,25.0,-10.0,1,0,202310250IND,22.25,12.4057109375,-0.0021015624999999316
Daniel Gafford,21.0,2.0,2.0,1.0,0.0,0.0,,2.0,4.0,0.5,1.0,4.0,5.0,0.0,0.0,2.0,0.0,5.0,6.0,-23.0,1,0,202310250IND,13.25,8.432527243589744,-0.05048557692307687
Deni Avdija,20.0,4.0,8.0,0.5,0.0,0.0,,1.0,2.0,0.5,2.0,5.0,7.0,5.0,1.0,0.0,2.0,0.0,9.0,-15.0,1,0,202310250IND,18.5,8.344077302631579,0.09111677631578952
Jared Butler,3.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0,0,202310250IND,2.0,4.0,-0.13
Corey Kispert,24.0,4.0,11.0,0.364,1.0,5.0,0.2,2.0,2.0,1.0,2.0,3.0,5.0,1.0,0.0,0.0,1.0,1.0,11.0,-8.0,0,0,202310250IND,9.5,6.705931165540541,-0.06729518581081081
Bilal Coulibaly,23.0,1.0,3.0,0.333,1.0,1.0,1.0,0.0,0.0,,0.0,4.0,4.0,3.0,0.0,3.0,3.0,1.0,3.0,-13.0,0,0,202310250IND,9.5,4.77375,0.02375000000000002
Danilo Gallinari,17.0,4.0,7.0,0.571,2.0,2.0,1.0,6.0,6.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,16.0,5.0,0,0,202310250IND,16.5,8.29125,0.041250000000000064
Mike Muscala,8.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,0,0,202310250IND,3.0,4.5740163690476185,-0.1369955357142857
Eugene Omoruyi,7.0,2.0,3.0,0.667,0.0,0.0,,0.0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,4.0,-2.0,0,0,202310250IND,5.25,4.0,-0.04874999999999999
Delon Wright,25.0,3.0,8.0,0.375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,6.0,3.0,0.0,0.0,1.0,8.0,-15.0,0,0,202310250IND,22.75,8.61343125,0.18968124999999997
Paul George,31.0,11.0,17.0,0.647,4.0,7.0,0.571,1.0,1.0,1.0,0.0,3.0,3.0,6.0,3.0,0.0,4.0,2.0,27.0,23.0,1,1,202310250LAC,38.325,15.405377790178573,0.2773643973214287
Russell Westbrook,28.0,5.0,8.0,0.625,1.0,2.0,0.5,0.0,0.0,,2.0,3.0,5.0,13.0,0.0,0.0,3.0,3.0,11.0,30.0,1,1,202310250LAC,36.225,12.43409982638889,0.3623984375000001
Kawhi Leonard,28.0,9.0,17.0,0.529,5.0,5.0,1.0,0.0,0.0,,1.0,4.0,5.0,6.0,1.0,1.0,4.0,2.0,23.0,25.0,1,1,202310250LAC,33.862500000000004,15.979295072115384,0.13350180288461555
Ivica Zubac,25.0,8.0,10.0,0.8,0.0,0.0,,4.0,5.0,0.8,5.0,7.0,12.0,0.0,0.0,4.0,2.0,3.0,20.0,25.0,1,1,202310250LAC,41.2125,12.023100740131579,0.5123277138157895
Robert Covington,23.0,2.0,5.0,0.4,1.0,4.0,0.25,0.0,0.0,,1.0,3.0,4.0,2.0,3.0,1.0,0.0,2.0,5.0,26.0,1,1,202310250LAC,17.0625,5.389826822916667,0.19269140625
Norman Powell,22.0,2.0,6.0,0.333,2.0,5.0,0.4,2.0,2.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,2.0,0.0,8.0,-4.0,0,1,202310250LAC,5.775,8.044214583333334,-0.22786875000000004
Kenyon Martin Jr.,13.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,-17.0,0,1,202310250LAC,0.2625,8.22376273148148,-0.3806354166666666
Mason Plumlee,17.0,2.0,4.0,0.5,0.0,0.0,,2.0,4.0,0.5,3.0,5.0,8.0,2.0,0.0,0.0,0.0,0.0,6.0,-6.0,0,1,202310250LAC,14.4375,11.709042325949367,-0.17378995253164553
Nicolas Batum,9.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,-2.0,0,1,202310250LAC,7.875,5.828620192307693,-0.0684951923076923
Kobe Brown,5.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-12.0,0,1,202310250LAC,-2.1,4.0,-0.005250000000000005
Moussa Diabaté,4.0,1.0,3.0,0.333,0.0,0.0,,0.0,0.0,,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,-10.0,0,1,202310250LAC,4.4625,4.0,-0.06843749999999998
Moses Brown,,,,,,,,,,,,,,,,,,,,,0,0,202310250LAC,,4.0,-0.1
Jordan Miller,3.0,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,-7.0,0,1,202310250LAC,1.05,4.0,0.0026250000000000023
Bones Hyland,21.0,6.0,11.0,0.545,3.0,8.0,0.375,2.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,4.0,17.0,-4.0,0,1,202310250LAC,17.325,7.039868055555555,0.12181249999999999
Amir Coffey,3.0,0.0,1.0,0.0,0.0,0.0,,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,-7.0,0,1,202310250LAC,2.625,4.0,-0.11437499999999999
Rayan Rupert,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,202310250LAC,0.0,4.0,0.0
Jabari Walker,6.0,2.0,3.0,0.667,0.0,0.0,,2.0,3.0,0.667,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,6.0,12.0,0,0,202310250LAC,2.25,4.0,-0.12375
Kris Murray,5.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0,202310250LAC,1.0,4.0,0.0025000000000000022
Scoot Henderson,35.0,5.0,11.0,0.455,0.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,0.0,0.0,4.0,2.0,11.0,-16.0,1,0,202310250LAC,9.25,4.648125,0.023125000000000007
Anfernee Simons,27.0,6.0,14.0,0.429,2.0,6.0,0.333,4.0,4.0,1.0,1.0,1.0,2.0,4.0,2.0,0.0,0.0,2.0,18.0,-27.0,1,0,202310250LAC,22.25,11.54197899590164,0.03859784836065572
Deandre Ayton,23.0,2.0,4.0,0.5,0.0,0.0,,0.0,0.0,,3.0,9.0,12.0,1.0,3.0,1.0,3.0,5.0,4.0,-5.0,1,0,202310250LAC,18.75,14.236666666666666,-0.17999999999999994
Jerami Grant,29.0,5.0,12.0,0.417,0.0,4.0,0.0,3.0,4.0,0.75,2.0,1.0,3.0,1.0,0.0,1.0,3.0,1.0,13.0,-22.0,1,0,202310250LAC,8.0,11.160935483870968,-0.31648387096774194
Shaedon Sharpe,28.0,6.0,14.0,0.429,1.0,6.0,0.167,1.0,1.0,1.0,4.0,2.0,6.0,3.0,1.0,0.0,0.0,4.0,14.0,10.0,0,0,202310250LAC,19.0,5.610391613924051,0.23301819620253167
Robert Williams,23.0,5.0,7.0,0.714,0.0,0.0,,0.0,1.0,0.0,2.0,5.0,7.0,0.0,3.0,1.0,2.0,4.0,10.0,-23.0,0,0,202310250LAC,17.5,10.590514285714287,-0.04091428571428568
Malcolm Brogdon,22.0,8.0,16.0,0.5,3.0,5.0,0.6,1.0,1.0,1.0,0.0,2.0,2.0,5.0,0.0,0.0,1.0,0.0,20.0,-5.0,0,0,202310250LAC,23.0,10.035112406716419,0.1292355410447762
Toumani Camara,15.0,2.0,5.0,0.4,2.0,2.0,1.0,1.0,2.0,0.5,0.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,7.0,13.0,0,0,202310250LAC,8.0,4.02,0.020000000000000018
Matisse Thybulle,20.0,3.0,7.0,0.429,2.0,6.0,0.333,0.0,0.0,,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,8.0,-12.0,1,0,202310250LAC,6.25,4.0,-0.023749999999999993
Derrick Rose,15.0,3.0,11.0,0.273,2.0,4.0,0.5,0.0,0.0,,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,8.0,-10.0,0,0,202310250MEM,6.75,4.0,-0.011249999999999982
Xavier Tillman Sr.,33.0,7.0,16.0,0.438,1.0,5.0,0.2,2.0,2.0,1.0,4.0,8.0,12.0,4.0,3.0,1.0,0.0,2.0,17.0,3.0,1,0,202310250MEM,39.0,7.859953125,0.6505781250000001
Marcus Smart,32.0,6.0,11.0,0.545,2.0,6.0,0.333,3.0,6.0,0.5,0.0,0.0,0.0,3.0,2.0,0.0,5.0,3.0,17.0,3.0,1,0,202310250MEM,10.0,10.044415254237288,-0.21151694915254238
Ziaire Williams,29.0,4.0,7.0,0.571,1.0,3.0,0.333,0.0,0.0,,0.0,4.0,4.0,0.0,0.0,0.0,1.0,2.0,9.0,-8.0,1,0,202310250MEM,9.5,4.0575,0.05750000000000002
David Roddy,27.0,4.0,7.0,0.571,1.0,3.0,0.333,0.0,0.0,,1.0,4.0,5.0,2.0,0.0,0.0,1.0,2.0,9.0,-3.0,0,0,202310250MEM,12.75,4.13875,0.13875000000000004
Luke Kennard,14.0,0.0,5.0,0.0,0.0,5.0,0.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,3.0,-14.0,0,0,202310250MEM,1.75,6.133521551724138,-0.24320258620689655
Ja Morant,,,,,,,,,,,,,,,,,,,,,0,0,202310250MEM,,16.822245762711862,-0.1
Jacob Gilyard,,,,,,,,,,,,,,,,,,,,,0,0,202310250MEM,,8.4,-0.1
Gregory Jackson II,,,,,,,,,,,,,,,,,,,,,0,0,202310250MEM,,4.0,-0.1
John Konchar,,,,,,,,,,,,,,,,,,,,,0,0,202310250MEM,,5.6608035714285725,-0.1
Vince Williams Jr.,,,,,,,,,,,,,,,,,,,,,0,0,202310250MEM,,4.0,-0.1
Jaren Jackson Jr.,35.0,2.0,9.0,0.222,0.0,5.0,0.0,4.0,4.0,1.0,1.0,4.0,5.0,3.0,0.0,5.0,3.0,5.0,8.0,-1.0,1,0,202310250MEM,14.75,12.957998991935483,-0.22446068548387088
Kenneth Lofton Jr.,,,,,,,,,,,,,,,,,,,,,0,0,202310250MEM,,4.0,-0.1
Jake LaRavia,14.0,1.0,3.0,0.333,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,2.0,1.0,1.0,0.0,0.0,4.0,2.0,-11.0,0,0,202310250MEM,5.0,4.0,-0.05499999999999999
Desmond Bane,36.0,11.0,22.0,0.5,5.0,10.0,0.5,4.0,5.0,0.8,0.0,5.0,5.0,5.0,2.0,1.0,2.0,1.0,31.0,6.0,1,0,202310250MEM,39.0,14.080030133928572,0.3574854910714287
Brandon Ingram,35.0,7.0,18.0,0.389,0.0,3.0,0.0,5.0,6.0,0.833,0.0,7.0,7.0,6.0,2.0,0.0,5.0,3.0,19.0,-2.0,1,1,202310250MEM,20.475,14.207370833333332,-0.13346249999999982
E.J. Liddell,,,,,,,,,,,,,,,,,,,,,0,1,202310250MEM,,4.0,-0.1
Cody Zeller,,,,,,,,,,,,,,,,,,,,,0,1,202310250MEM,,4.729166666666667,-0.1
Herbert Jones,38.0,4.0,8.0,0.5,2.0,3.0,0.667,3.0,5.0,0.6,3.0,5.0,8.0,3.0,1.0,1.0,3.0,3.0,13.0,2.0,1,1,202310250MEM,20.7375,8.10037784090909,0.1611732954545455
CJ McCollum,37.0,8.0,16.0,0.5,6.0,11.0,0.545,2.0,2.0,1.0,1.0,3.0,4.0,6.0,2.0,1.0,2.0,3.0,24.0,-1.0,1,1,202310250MEM,38.5875,13.369102916666666,0.38018625000000006
Jonas Valančiūnas,29.0,4.0,7.0,0.571,2.0,4.0,0.5,2.0,2.0,1.0,0.0,12.0,12.0,1.0,0.0,1.0,3.0,1.0,12.0,16.0,1,1,202310250MEM,26.775000000000002,12.71249920886076,0.10189794303797473
Dyson Daniels,18.0,3.0,6.0,0.5,0.0,1.0,0.0,0.0,0.0,,2.0,3.0,5.0,0.0,2.0,1.0,2.0,4.0,6.0,-2.0,0,1,202310250MEM,10.5,4.396921610169492,0.06768432203389829
Zion Williamson,31.0,9.0,17.0,0.529,0.0,0.0,,5.0,7.0,0.714,4.0,3.0,7.0,3.0,0.0,0.0,3.0,1.0,23.0,-8.0,1,1,202310250MEM,23.1,15.737507543103447,-0.1368459051724138
Matt Ryan,13.0,3.0,6.0,0.5,3.0,6.0,0.5,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,9.0,20.0,0,1,202310250MEM,12.075000000000001,4.121875,0.12187500000000007
Kira Lewis Jr.,10.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,1,202310250MEM,-3.1500000000000004,4.0,-0.25875000000000004
Jordan Hawkins,9.0,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,14.0,0,1,202310250MEM,5.25,4.0,0.013125000000000012
Kaiser Gates,,,,,,,,,,,,,,,,,,,,,0,1,202310250MEM,,4.0,-0.1
Larry Nance Jr.,14.0,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,,1.0,7.0,8.0,0.0,1.0,0.0,2.0,1.0,2.0,-4.0,0,1,202310250MEM,8.137500000000001,7.367498557692308,-0.13413605769230763
Duncan Robinson,22.0,6.0,10.0,0.6,3.0,5.0,0.6,0.0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,15.0,-3.0,0,1,202310250MIA,18.6375,4.2859375,0.2859375
Jimmy Butler,34.0,6.0,18.0,0.333,0.0,0.0,,7.0,9.0,0.778,8.0,5.0,13.0,4.0,2.0,0.0,0.0,0.0,19.0,-3.0,1,1,202310250MIA,36.75,16.80000830078125,0.17041845703125003
Bam Adebayo,32.0,7.0,13.0,0.538,0.0,0.0,,8.0,10.0,0.8,2.0,6.0,8.0,3.0,0.0,2.0,2.0,3.0,22.0,-4.0,1,1,202310250MIA,29.400000000000002,15.132898333333337,0.056564999999999976
Kyle Lowry,31.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,2.0,2.0,1.0,0.0,4.0,0.0,4.0,1,1,202310250MIA,9.975,9.514177272727274,-0.1871863636363637
Kevin Love,27.0,4.0,9.0,0.444,3.0,6.0,0.5,2.0,2.0,1.0,2.0,8.0,10.0,2.0,0.0,0.0,1.0,5.0,13.0,5.0,1,1,202310250MIA,30.450000000000003,7.6685859375,0.43577343750000014
Caleb Martin,19.0,1.0,7.0,0.143,0.0,3.0,0.0,0.0,0.0,,1.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,2.0,-5.0,0,1,202310250MIA,2.3625000000000003,7.246025968309859,-0.2795902288732394
Nikola Jović,,,,,,,,,,,,,,,,,,,,,0,1,202310250MIA,,4.0,-0.1
Jaime Jaquez Jr.,13.0,3.0,3.0,1.0,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,6.0,4.0,0,1,202310250MIA,13.125,6.5953125,0.03281250000000002
Dru Smith,8.0,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,-4.0,0,1,202310250MIA,2.625,4.0,-0.11437499999999999
Jamal Cain,,,,,,,,,,,,,,,,,,,,,0,1,202310250MIA,,4.220138888888889,-0.1
Orlando Robinson,,,,,,,,,,,,,,,,,,,,,0,1,202310250MIA,,4.122983870967742,-0.1
Tyler Herro,34.0,7.0,24.0,0.292,2.0,7.0,0.286,0.0,0.0,,0.0,2.0,2.0,3.0,3.0,0.0,2.0,1.0,16.0,6.0,1,1,202310250MIA,8.4,12.040953358208954,-0.34747947761194026
R.J. Hampton,,,,,,,,,,,,,,,,,,,,,0,1,202310250MIA,,4.0,-0.1
Thomas Bryant,15.0,2.0,5.0,0.4,0.0,0.0,,4.0,5.0,0.8,2.0,4.0,6.0,3.0,1.0,0.0,1.0,0.0,8.0,5.0,0,1,202310250MIA,15.75,7.977046875000001,0.03642187500000005
James Wiseman,,,,,,,,,,,,,,,,,,,,,0,0,202310250MIA,,6.836388888888889,-0.1
Malcolm Cazalon,,,,,,,,,,,,,,,,,,,,,0,0,202310250MIA,,4.0,-0.1
Jared Rhoden,,,,,,,,,,,,,,,,,,,,,0,0,202310250MIA,,4.0,-0.1
Cade Cunningham,35.0,13.0,27.0,0.481,4.0,9.0,0.444,0.0,0.0,,0.0,3.0,3.0,9.0,1.0,1.0,3.0,5.0,30.0,-2.0,1,0,202310250MIA,36.0,12.624614583333331,0.34753125000000007
Isaiah Stewart,34.0,6.0,11.0,0.545,2.0,3.0,0.667,0.0,0.0,,6.0,8.0,14.0,2.0,0.0,0.0,1.0,3.0,14.0,7.0,1,0,202310250MIA,32.0,9.801240433673469,0.375857780612245
Killian Hayes,30.0,4.0,12.0,0.333,0.0,6.0,0.0,2.0,3.0,0.667,0.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,10.0,1.0,1,0,202310250MIA,10.5,8.132495833333333,-0.10833749999999998
Ausar Thompson,26.0,1.0,7.0,0.143,1.0,2.0,0.5,1.0,2.0,0.5,3.0,4.0,7.0,3.0,0.0,5.0,2.0,2.0,4.0,-14.0,1,0,202310250MIA,14.75,7.411875,0.03687500000000005
Alec Burks,24.0,2.0,8.0,0.25,2.0,5.0,0.4,1.0,2.0,0.5,0.0,5.0,5.0,0.0,0.0,1.0,0.0,1.0,7.0,9.0,0,0,202310250MIA,6.5,7.245376875,-0.17124812499999995
Jalen Duren,31.0,8.0,11.0,0.727,0.0,0.0,,1.0,3.0,0.333,6.0,8.0,14.0,4.0,0.0,4.0,4.0,4.0,17.0,-4.0,1,0,202310250MIA,39.5,10.605417140151516,0.534299715909091
Marvin Bagley III,16.0,3.0,3.0,1.0,0.0,0.0,,2.0,2.0,1.0,2.0,6.0,8.0,3.0,0.0,1.0,1.0,1.0,8.0,3.0,0,0,202310250MIA,21.0,8.78063392857143,0.13599107142857148
Joe Harris,11.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-5.0,0,0,202310250MIA,-2.0,4.914870777027027,-0.28394679054054056
Marcus Sasser,10.0,3.0,4.0,0.75,2.0,3.0,0.667,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,8.0,2.0,0,0,202310250MIA,9.0,4.5225,0.02250000000000002
Stanley Umude,,,,,,,,,,,,,,,,,,,,,0,0,202310250MIA,,4.0,-0.1
Jaden Ivey,17.0,1.0,7.0,0.143,0.0,2.0,0.0,2.0,3.0,0.667,0.0,2.0,2.0,3.0,0.0,0.0,3.0,3.0,4.0,-2.0,0,0,202310250MIA,-1.0,8.649392551369862,-0.4337410102739726
Immanuel Quickley,28.0,7.0,11.0,0.636,5.0,7.0,0.714,5.0,6.0,0.833,2.0,4.0,6.0,4.0,1.0,0.0,2.0,3.0,24.0,-3.0,0,0,202310250NYK,35.0,10.385787579113924,0.42684770569620256
RJ Barrett,36.0,8.0,20.0,0.4,2.0,5.0,0.4,6.0,7.0,0.857,1.0,2.0,3.0,2.0,1.0,0.0,2.0,0.0,24.0,6.0,1,0,202310250NYK,16.75,9.146323503521126,0.007503080985915511
Julius Randle,34.0,5.0,22.0,0.227,3.0,8.0,0.375,1.0,5.0,0.2,4.0,7.0,11.0,7.0,2.0,0.0,0.0,3.0,14.0,-13.0,1,0,202310250NYK,27.5,16.890348333333332,-0.07598499999999986
Jalen Brunson,32.0,6.0,21.0,0.286,3.0,8.0,0.375,0.0,1.0,0.0,1.0,2.0,3.0,6.0,3.0,0.0,2.0,3.0,15.0,-9.0,1,0,202310250NYK,16.75,14.196252840909091,-0.23045170454545455
Quentin Grimes,23.0,4.0,7.0,0.571,3.0,6.0,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,11.0,-1.0,1,0,202310250NYK,12.0,8.05721240942029,-0.0655230978260869
Mitchell Robinson,22.0,1.0,4.0,0.25,0.0,0.0,,0.0,2.0,0.0,3.0,3.0,6.0,1.0,2.0,0.0,1.0,4.0,2.0,1.0,1,0,202310250NYK,7.75,10.788692887931035,-0.30548814655172407
Isaiah Hartenstein,25.0,3.0,4.0,0.75,0.0,0.0,,1.0,2.0,0.5,5.0,3.0,8.0,2.0,0.0,0.0,1.0,5.0,7.0,-5.0,0,0,202310250NYK,15.75,6.724206250000001,0.09545625000000002
Miles McBride,,,,,,,,,,,,,,,,,,,,,0,0,202310250NYK,,4.0,-0.1
Donte DiVincenzo,15.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0,0,0,202310250NYK,2.0,8.56084903169014,-0.3510347711267605
Ryan Arcidiacono,,,,,,,,,,,,,,,,,,,,,0,0,202310250NYK,,4.0,-0.1
Evan Fournier,,,,,,,,,,,,,,,,,,,,,0,0,202310250NYK,,4.0,-0.1
DaQuan Jeffries,,,,,,,,,,,,,,,,,,,,,0,0,202310250NYK,,4.0,-0.1
Jordan Walsh,,,,,,,,,,,,,,,,,,,,,0,1,202310250NYK,,4.0,-0.1
Dylan Windler,,,,,,,,,,,,,,,,,,,,,0,0,202310250NYK,,4.0,-0.1
Josh Hart,22.0,2.0,4.0,0.5,2.0,4.0,0.5,1.0,2.0,0.5,1.0,5.0,6.0,0.0,0.0,0.0,1.0,1.0,7.0,-1.0,0,0,202310250NYK,8.75,10.54253875,-0.26771124999999996
Lamar Stevens,,,,,,,,,,,,,,,,,,,,,0,1,202310250NYK,,4.0,-0.1
Jericho Sims,,,,,,,,,,,,,,,,,,,,,0,0,202310250NYK,,4.857598039215687,-0.1
Svi Mykhailiuk,,,,,,,,,,,,,,,,,,,,,0,1,202310250NYK,,4.191601562500001,-0.1
Jayson Tatum,38.0,13.0,22.0,0.591,3.0,8.0,0.375,5.0,6.0,0.833,0.0,11.0,11.0,4.0,2.0,1.0,4.0,3.0,34.0,0.0,1,1,202310250NYK,50.925000000000004,19.77591840277778,0.4012656250000003
Jaylen Brown,38.0,4.0,11.0,0.364,0.0,4.0,0.0,3.0,4.0,0.75,0.0,6.0,6.0,5.0,1.0,0.0,2.0,5.0,11.0,8.0,1,1,202310250NYK,16.8,14.512769711538462,-0.2440572115384615
Kristaps Porziņģis,37.0,8.0,15.0,0.533,5.0,9.0,0.556,9.0,10.0,0.9,1.0,7.0,8.0,0.0,0.0,4.0,1.0,4.0,30.0,13.0,1,1,202310250NYK,42.7875,16.289908173076924,0.352504326923077
Jrue Holiday,34.0,4.0,10.0,0.4,1.0,5.0,0.2,0.0,0.0,,2.0,2.0,4.0,2.0,0.0,3.0,2.0,3.0,9.0,3.0,1,1,202310250NYK,13.65,14.700904384328357,-0.33538292910447753
Derrick White,31.0,4.0,6.0,0.667,1.0,3.0,0.333,3.0,4.0,0.75,0.0,6.0,6.0,2.0,2.0,1.0,1.0,3.0,12.0,7.0,1,1,202310250NYK,23.1,10.289178515625,0.11988164062500001
Neemias Queta,,,,,,,,,,,,,,,,,,,,,0,1,202310250NYK,,4.0,-0.1
Sam Hauser,13.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,0,1,202310250NYK,1.05,4.515897836538462,-0.18530408653846156
Payton Pritchard,11.0,1.0,4.0,0.25,0.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,-8.0,0,1,202310250NYK,3.6750000000000003,4.0,-0.08812499999999998
Luke Kornet,7.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,-1.0,0,1,202310250NYK,4.9875,4.0,-0.05531249999999999
Dalano Banton,,,,,,,,,,,,,,,,,,,,,0,1,202310250NYK,,4.0,-0.1
Oshae Brissett,,,,,,,,,,,,,,,,,,,,,0,1,202310250NYK,,4.0,-0.1
Al Horford,25.0,3.0,4.0,0.75,2.0,3.0,0.667,0.0,0.0,,3.0,4.0,7.0,2.0,0.0,0.0,3.0,2.0,8.0,-7.0,0,1,202310250NYK,13.912500000000001,10.625037298387097,-0.13645463709677408
Paolo Banchero,27.0,3.0,6.0,0.5,0.0,1.0,0.0,6.0,7.0,0.857,0.0,5.0,5.0,5.0,1.0,0.0,1.0,2.0,12.0,13.0,1,1,202310250ORL,22.575,11.375190538194444,0.05496484374999999
Franz Wagner,27.0,5.0,12.0,0.417,3.0,7.0,0.429,6.0,6.0,1.0,3.0,1.0,4.0,2.0,1.0,0.0,3.0,1.0,19.0,10.0,1,1,202310250ORL,21.7875,10.702895569620253,0.06602848101265835
Wendell Carter Jr.,26.0,4.0,10.0,0.4,0.0,2.0,0.0,0.0,0.0,,4.0,4.0,8.0,1.0,2.0,0.0,2.0,3.0,8.0,8.0,1,1,202310250ORL,14.175,11.852638950892857,-0.18742801339285703
Markelle Fultz,24.0,5.0,9.0,0.556,0.0,0.0,,0.0,0.0,,3.0,1.0,4.0,2.0,3.0,0.0,1.0,0.0,10.0,12.0,1,1,202310250ORL,18.6375,10.858526041666668,-0.023765625000000012
Jalen Suggs,20.0,3.0,12.0,0.25,2.0,7.0,0.286,0.0,0.0,,1.0,3.0,4.0,0.0,0.0,0.0,0.0,2.0,8.0,5.0,1,1,202310250ORL,4.4625,6.260637620192308,-0.17818449519230767
Cole Anthony,24.0,8.0,12.0,0.667,1.0,2.0,0.5,3.0,3.0,1.0,1.0,7.0,8.0,2.0,0.0,0.0,0.0,2.0,20.0,17.0,0,1,202310250ORL,28.6125,9.5994984375,0.29668593750000005
Joe Ingles,18.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,4.0,4.0,5.0,0.0,0.0,1.0,3.0,0.0,9.0,0,1,202310250ORL,7.3500000000000005,6.129273777173913,-0.09640557065217392
