name,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,+/-,start,win,game_id,fanta_score,fanta_value,fanta_gain
Dalen Terry,17.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,2.0,0.1,5.0,0,1,202412020CHI,3.1500000000000004,4.0,-0.10124999999999998
Talen Horton-Tucker,17.0,3.0,8.0,0.375,2.0,5.0,0.4,3.0,3.0,1.0,1.0,3.0,4.0,2.0,1.0,0.0,2.0,3.0,11.0,7.4,7.0,0,1,202412020CHI,12.3375,6.010544836298429,0.03975181399640915
Jevon Carter,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.4,0.0,0,1,202412020CHI,-1.5750000000000002,4.0,-0.219375
Ayo Dosunmu,29.0,7.0,13.0,0.538,1.0,5.0,0.2,1.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,16.0,15.2,24.0,1,1,202412020CHI,24.9375,9.158658155173363,0.2212543277667003
Jalen Smith,15.0,2.0,5.0,0.4,1.0,2.0,0.5,3.0,3.0,1.0,2.0,3.0,5.0,0.0,1.0,0.0,2.0,0.0,8.0,6.6,-5.0,0,1,202412020CHI,9.450000000000001,6.93615047884546,-0.07945211680423628
Nikola Vučević,28.0,8.0,11.0,0.727,3.0,5.0,0.6,2.0,2.0,1.0,2.0,8.0,10.0,3.0,1.0,0.0,2.0,2.0,21.0,20.6,29.0,1,1,202412020CHI,42.525,17.99218206616888,0.2654207403375922
E.J. Liddell,4.0,0.0,0.0,,0.0,0.0,,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.3,2.0,0,1,202412020CHI,1.5750000000000002,4.0,-0.14068125000000004
Julian Phillips,26.0,2.0,7.0,0.286,0.0,4.0,0.0,1.0,2.0,0.5,2.0,3.0,5.0,2.0,1.0,1.0,0.0,1.0,5.0,5.5,9.0,1,1,202412020CHI,12.075000000000001,4.134085510625,0.1212996356250001
Zach LaVine,25.0,7.0,13.0,0.538,3.0,7.0,0.429,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,18.0,15.5,25.0,1,1,202412020CHI,24.675,13.085236850855816,0.02936056723716063
Chris Duarte,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,3.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.2,2.0,0,1,202412020CHI,3.4125,4.0,-0.09468749999999998
Lonzo Ball,13.0,2.0,5.0,0.4,1.0,4.0,0.25,0.0,0.0,,0.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,5.0,5.6,8.0,0,1,202412020CHI,9.975,13.64203208361607,-0.3816926112698671
Torrey Craig,,,,,,,,,,,,,,,,,,,,,,0,1,202412020CHI,,4.110000187500002,-0.1
Dennis Schröder,29.0,7.0,15.0,0.467,0.0,6.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,10.0,0.0,0.0,0.0,2.0,16.0,15.1,-4.0,1,0,202412020CHI,31.0,12.114056301212727,0.24069891774390295
Jalen Wilson,25.0,1.0,5.0,0.2,0.0,3.0,0.0,0.0,0.0,,0.0,6.0,6.0,0.0,0.0,0.0,1.0,5.0,2.0,-2.3,-9.0,1,0,202412020CHI,3.5,5.865369151126959,-0.18475561445100852
Nic Claxton,24.0,5.0,10.0,0.5,0.0,0.0,,1.0,2.0,0.5,2.0,6.0,8.0,0.0,1.0,1.0,1.0,1.0,11.0,9.1,-11.0,1,0,202412020CHI,16.0,11.467878901303074,-0.12152308959019709
Tyrese Martin,33.0,5.0,12.0,0.417,3.0,8.0,0.375,2.0,2.0,1.0,2.0,3.0,5.0,2.0,2.0,0.0,0.0,3.0,15.0,13.1,-32.0,1,0,202412020CHI,23.5,5.140643897736132,0.37295395246269536
Day'Ron Sharpe,16.0,0.0,2.0,0.0,0.0,0.0,,4.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,5.3,-12.0,0,0,202412020CHI,8.75,4.396875,0.021875000000000006
Keon Johnson,30.0,3.0,10.0,0.3,2.0,6.0,0.333,0.0,0.0,,1.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,8.0,5.5,-28.0,1,0,202412020CHI,11.25,6.281860083155676,-0.0015012604628328874
Josh Giddey,31.0,9.0,17.0,0.529,1.0,8.0,0.125,1.0,3.0,0.333,1.0,12.0,13.0,11.0,1.0,1.0,5.0,2.0,20.0,18.8,7.0,1,1,202412020CHI,48.5625,12.57109553233946,0.6789143466436904
Trendon Watford,16.0,4.0,7.0,0.571,1.0,2.0,0.5,3.0,5.0,0.6,1.0,4.0,5.0,1.0,1.0,0.0,2.0,3.0,12.0,8.3,-18.0,0,0,202412020CHI,12.25,4.571575675187946,0.105266067661301
Shake Milton,34.0,6.0,17.0,0.353,2.0,4.0,0.5,0.0,0.0,,3.0,3.0,6.0,5.0,1.0,1.0,3.0,1.0,14.0,9.3,-16.0,0,0,202412020CHI,15.75,4.81117451389428,0.18559910667513868
Dorian Finney-Smith,,,,,,,,,,,,,,,,,,,,,,0,0,202412020CHI,,8.229292745663185,-0.1
Cameron Johnson,,,,,,,,,,,,,,,,,,,,,,0,0,202412020CHI,,11.992696465161595,-0.1
Cui Yongxi,5.0,1.0,6.0,0.167,0.0,3.0,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.2,3.0,0,0,202412020CHI,-1.0,4.0,-0.205
Dariq Whitehead,23.0,6.0,11.0,0.545,6.0,10.0,0.6,0.0,0.0,,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,18.0,15.3,-3.0,0,0,202412020CHI,24.5,4.4325,0.43250000000000005
PJ Dozier,5.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,-0.1,6.0,0,1,202412020MIN,2.1,4.0,-0.1275
Terrence Shannon Jr.,5.0,2.0,3.0,0.667,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,3.0,6.0,0,1,202412020MIN,3.6750000000000003,4.0,-0.08812499999999998
Josh Minott,7.0,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,2.9,11.0,0,1,202412020MIN,6.300000000000001,4.0,-0.022499999999999964
Daishen Nix,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0,1,202412020MIN,2.1,4.0,-0.1275
Luka Garza,6.0,2.0,2.0,1.0,0.0,0.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,6.0,0,1,202412020MIN,6.300000000000001,4.0,-0.022499999999999964
Naz Reid,27.0,6.0,11.0,0.545,2.0,5.0,0.4,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,15.0,13.2,22.0,0,1,202412020MIN,20.475,9.2189913384358,0.10159203117318227
Nickeil Alexander-Walker,25.0,6.0,11.0,0.545,2.0,6.0,0.333,1.0,2.0,0.5,0.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,15.0,10.3,14.0,0,1,202412020MIN,14.175,7.075726638275525,0.03766209557864025
Mike Conley,22.0,3.0,7.0,0.429,3.0,6.0,0.5,0.0,0.0,,0.0,3.0,3.0,6.0,0.0,0.0,2.0,1.0,9.0,8.0,21.0,1,1,202412020MIN,18.900000000000002,9.15038426098968,0.06359445890624549
Jaden McDaniels,22.0,1.0,3.0,0.333,1.0,2.0,0.5,0.0,0.0,,0.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,3.0,1.6,5.0,1,1,202412020MIN,4.2,7.724734296403268,-0.25404507155826916
Anthony Edwards,26.0,3.0,13.0,0.231,1.0,5.0,0.2,1.0,2.0,0.5,0.0,7.0,7.0,3.0,2.0,0.0,3.0,1.0,8.0,2.5,1.0,1,1,202412020MIN,8.4,16.134634245740088,-0.5403754356631454
Julius Randle,24.0,6.0,13.0,0.462,2.0,3.0,0.667,4.0,4.0,1.0,1.0,4.0,5.0,3.0,2.0,0.0,1.0,3.0,18.0,15.1,7.0,1,1,202412020MIN,24.4125,14.625965274175357,-0.050110929149624006
Donte DiVincenzo,28.0,4.0,8.0,0.5,3.0,6.0,0.5,0.0,0.0,,0.0,5.0,5.0,9.0,2.0,0.0,0.0,1.0,11.0,16.4,21.0,0,1,202412020MIN,33.075,8.453705554877779,0.4674955497701572
Rudy Gobert,32.0,7.0,8.0,0.875,0.0,0.0,,3.0,4.0,0.75,6.0,6.0,12.0,0.0,1.0,0.0,2.0,3.0,17.0,17.6,17.0,1,1,202412020MIN,34.65,14.724157855939307,0.2132595774688285
LeBron James,30.0,4.0,16.0,0.25,0.0,4.0,0.0,2.0,4.0,0.5,3.0,5.0,8.0,4.0,0.0,0.0,6.0,1.0,10.0,-0.4,-28.0,1,0,202412020MIN,2.75,19.883818091807836,-0.8649443079909451
Cam Reddish,11.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.2,-14.0,0,0,202412020MIN,3.5,4.725246905078067,-0.1310325766790712
Max Christie,21.0,2.0,9.0,0.222,1.0,7.0,0.143,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,5.0,-1.2,-7.0,0,0,202412020MIN,-1.5,5.174649471695654,-0.28309866620555435
D'Angelo Russell,33.0,8.0,12.0,0.667,4.0,5.0,0.8,0.0,0.0,,1.0,2.0,3.0,5.0,1.0,0.0,3.0,2.0,20.0,16.8,-15.0,1,0,202412020MIN,28.75,9.601011550414128,0.30021411542551235
Dalton Knecht,27.0,3.0,8.0,0.375,0.0,5.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,6.0,0.3,-13.0,1,0,202412020MIN,1.5,7.95448388736159,-0.3355515967866718
Gabe Vincent,22.0,2.0,5.0,0.4,1.0,4.0,0.25,0.0,0.0,,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,5.0,3.8,-20.0,0,0,202412020MIN,6.0,4.236803125,-0.04257187499999998
Anthony Davis,32.0,4.0,14.0,0.286,0.0,2.0,0.0,4.0,4.0,1.0,2.0,9.0,11.0,5.0,0.0,1.0,2.0,3.0,12.0,8.9,-9.0,1,0,202412020MIN,25.5,22.82520615047199,-0.40799400709030287
Armel Traoré,15.0,2.0,4.0,0.5,0.0,1.0,0.0,0.0,0.0,,1.0,2.0,3.0,0.0,1.0,1.0,2.0,3.0,4.0,1.8,-20.0,0,0,202412020MIN,5.25,4.0,-0.04874999999999999
Christian Koloko,7.0,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.2,-4.0,0,0,202412020MIN,1.5,4.0,-0.1425
Jalen Hood-Schifino,,,,,,,,,,,,,,,,,,,,,,0,0,202412020MIN,,4.0,-0.1
Rui Hachimura,29.0,4.0,5.0,0.8,0.0,1.0,0.0,2.0,2.0,1.0,1.0,3.0,4.0,2.0,2.0,0.0,2.0,2.0,10.0,10.3,-11.0,1,0,202412020MIN,17.25,8.934931340071643,0.03055297350447761
Maxwell Lewis,7.0,2.0,3.0,0.667,0.0,0.0,,0.0,0.0,,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,4.0,4.8,-4.0,0,0,202412020MIN,7.25,4.00125,0.0012500000000000289
Josh Green,36.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,3.0,4.0,2.0,0.0,0.0,1.0,2.0,0.0,-0.9,-1.0,1,0,202412030CHO,3.75,8.612569805644117,-0.30766035733401603
Isaiah Wong,,,,,,,,,,,,,,,,,,,,,,0,0,202412030CHO,,4.0,-0.1
Tidjane Salaün,25.0,4.0,10.0,0.4,2.0,6.0,0.333,0.0,0.0,,3.0,7.0,10.0,0.0,2.0,0.0,1.0,2.0,10.0,9.0,-11.0,1,0,202412030CHO,22.25,5.376445322355104,0.3291203774806496
Vasilije Micić,18.0,1.0,4.0,0.25,1.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,5.0,2.0,5.0,-0.2,-8.0,1,0,202412030CHO,2.0,5.310216951520496,-0.19786362598787677
Nick Smith Jr.,11.0,3.0,5.0,0.6,1.0,2.0,0.5,0.0,0.0,,1.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,7.0,6.8,4.0,0,0,202412030CHO,10.25,4.07625,0.07625000000000004
Cody Martin,30.0,5.0,8.0,0.625,2.0,5.0,0.4,0.0,0.0,,0.0,2.0,2.0,3.0,0.0,0.0,2.0,3.0,12.0,7.9,3.0,0,0,202412030CHO,12.5,8.136881492439603,-0.056188133151604314
Mark Williams,8.0,1.0,4.0,0.25,0.0,0.0,,2.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,4.0,2.6,-11.0,0,0,202412030CHO,4.5,4.0,0.01125000000000001
Taj Gibson,,,,,,,,,,,,,,,,,,,,,,0,0,202412030CHO,,4.0,-0.1
DaQuan Jeffries,,,,,,,,,,,,,,,,,,,,,,0,0,202412030CHO,,4.0,-0.1
Moussa Diabaté,9.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,-0.1,0.0,0,0,202412030CHO,1.25,6.408536997996936,-0.2692504344605886
Brandon Miller,36.0,12.0,25.0,0.48,7.0,16.0,0.438,3.0,5.0,0.6,0.0,3.0,3.0,1.0,0.0,0.0,0.0,2.0,34.0,21.3,-15.0,1,0,202412030CHO,29.5,12.57081491148369,0.17990924500862193
KJ Simpson,28.0,2.0,8.0,0.25,0.0,2.0,0.0,4.0,4.0,1.0,3.0,3.0,6.0,9.0,1.0,0.0,2.0,1.0,8.0,11.1,4.0,0,0,202412030CHO,20.75,4.43013753125,0.33444378125000007
Seth Curry,5.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,-4.0,0,0,202412030CHO,2.5,8.631428417425505,-0.3412714961090552
Nick Richards,29.0,6.0,9.0,0.667,0.0,0.0,,10.0,13.0,0.769,4.0,10.0,14.0,2.0,1.0,1.0,2.0,2.0,22.0,23.0,9.0,1,0,202412030CHO,40.0,10.295825906529247,0.5619767897446952
Pete Nance,,,,,,,,,,,,,,,,,,,,,,0,1,202412030CHO,,4.0,-0.1
Kyle Lowry,12.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,-1.0,-2.0,0,1,202412030CHO,2.1,6.673781530890017,-0.2594975590471736
Adem Bona,13.0,2.0,2.0,1.0,0.0,0.0,,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,6.0,2.9,4.0,0,1,202412030CHO,4.2,4.0,-0.07723593749999999
Tyrese Maxey,36.0,5.0,16.0,0.313,1.0,7.0,0.143,10.0,11.0,0.909,0.0,3.0,3.0,7.0,2.0,1.0,1.0,1.0,21.0,18.5,5.0,1,1,202412030CHO,27.825000000000003,15.459523485755817,-5.608048064031923e-05
Guerschon Yabusele,32.0,3.0,10.0,0.3,0.0,6.0,0.0,1.0,2.0,0.5,5.0,7.0,12.0,4.0,1.0,1.0,3.0,3.0,7.0,6.7,6.0,1,1,202412030CHO,18.6375,8.332487410243436,0.09526237333931459
Kelly Oubre Jr.,29.0,5.0,8.0,0.625,4.0,5.0,0.8,0.0,0.0,,1.0,1.0,2.0,0.0,1.0,0.0,0.0,5.0,14.0,10.4,-2.0,1,1,202412030CHO,20.7375,8.321650679857042,0.1507468266035949
Caleb Martin,24.0,2.0,9.0,0.222,1.0,4.0,0.25,0.0,0.0,,0.0,4.0,4.0,2.0,0.0,0.0,0.0,2.0,5.0,1.3,11.0,0,1,202412030CHO,5.25,7.246030957611211,-0.2040014587356068
KJ Martin,22.0,3.0,8.0,0.375,1.0,3.0,0.333,2.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,3.0,9.0,3.7,6.0,1,1,202412030CHO,7.3500000000000005,5.164117093326593,-0.050926983455179736
Ricky Council IV,10.0,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,2.3,-5.0,0,1,202412030CHO,5.25,4.85468596875,-0.09132028125
Justin Edwards,,,,,,,,,,,,,,,,,,,,,,0,1,202412030CHO,,4.0,-0.1
Eric Gordon,,,,,,,,,,,,,,,,,,,,,,0,1,202412030CHO,,4.198594567617024,-0.1
Reggie Jackson,,,,,,,,,,,,,,,,,,,,,,0,1,202412030CHO,,4.242696449012501,-0.1
Paul George,37.0,10.0,16.0,0.625,6.0,9.0,0.667,3.0,3.0,1.0,1.0,1.0,2.0,8.0,2.0,1.0,2.0,2.0,29.0,28.3,0.0,1,1,202412030CHO,46.987500000000004,14.2857682409074,0.5568878839363006
Jared McCain,21.0,7.0,10.0,0.7,3.0,4.0,0.75,0.0,0.0,,1.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,17.0,14.9,7.0,0,1,202412030CHO,22.3125,7.815875447901376,0.21580953386852164
Donovan Mitchell,27.0,6.0,15.0,0.4,4.0,8.0,0.5,3.0,3.0,1.0,0.0,5.0,5.0,7.0,3.0,0.0,1.0,2.0,19.0,18.5,27.0,1,1,202412030CLE,35.175000000000004,16.800215798561275,0.12917831315679873
Jarrett Allen,24.0,5.0,6.0,0.833,0.0,1.0,0.0,1.0,2.0,0.5,1.0,2.0,3.0,1.0,2.0,0.0,2.0,2.0,11.0,9.6,17.0,1,1,202412030CLE,15.4875,16.014738401293904,-0.3491892440400268
Darius Garland,16.0,4.0,7.0,0.571,2.0,5.0,0.4,2.0,2.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,3.0,12.0,8.6,16.0,1,1,202412030CLE,13.65,15.182025174194033,-0.35805354223950936
Tristan Thompson,5.0,3.0,4.0,0.75,0.0,1.0,0.0,0.0,0.0,,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,6.0,5.4,4.0,0,1,202412030CLE,8.6625,4.0365625,0.0365625
Jaylon Tyson,5.0,1.0,3.0,0.333,0.0,1.0,0.0,0.0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0,1,202412030CLE,3.9375,4.778683602299005,-0.1220976566528327
Evan Mobley,31.0,6.0,12.0,0.5,1.0,2.0,0.5,6.0,8.0,0.75,1.0,9.0,10.0,2.0,0.0,2.0,2.0,2.0,19.0,15.6,23.0,1,1,202412030CLE,31.762500000000003,15.421517540922357,0.10481069178899893
Isaac Okoro,30.0,3.0,8.0,0.375,2.0,5.0,0.4,1.0,1.0,1.0,2.0,3.0,5.0,3.0,1.0,1.0,1.0,2.0,9.0,8.9,22.0,1,1,202412030CLE,17.325,6.281970218661209,0.15752496351858175
Sam Merrill,23.0,5.0,10.0,0.5,4.0,9.0,0.444,0.0,0.0,,1.0,2.0,3.0,6.0,2.0,1.0,0.0,3.0,14.0,16.0,16.0,0,1,202412030CLE,31.2375,4.8285552770752656,0.5902120550069248
Dean Wade,18.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,6.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,-1.2,1.0,0,1,202412030CLE,2.1,5.347891989439399,-0.19702108850761563
Georges Niang,26.0,6.0,9.0,0.667,2.0,5.0,0.4,0.0,0.0,,0.0,6.0,6.0,1.0,0.0,0.0,0.0,5.0,14.0,10.6,17.0,0,1,202412030CLE,19.425,6.141247328670712,0.21912970702598744
Craig Porter Jr.,5.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,3.1,4.0,0,1,202412030CLE,5.25,4.0,-0.04874999999999999
Caris LeVert,24.0,3.0,9.0,0.333,1.0,4.0,0.25,3.0,7.0,0.429,0.0,2.0,2.0,3.0,1.0,0.0,2.0,0.0,10.0,5.0,4.0,0,1,202412030CLE,5.25,8.827194153906829,-0.27850653081236365
Malcolm Brogdon,21.0,2.0,9.0,0.222,0.0,3.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,6.0,0.8,-13.0,1,0,202412030CLE,2.5,6.116838187118844,-0.2227829512254953
Carlton Carrington,35.0,5.0,12.0,0.417,2.0,6.0,0.333,1.0,1.0,1.0,0.0,7.0,7.0,2.0,0.0,0.0,5.0,3.0,13.0,3.9,-20.0,0,0,202412030CLE,8.5,7.5199881608097945,-0.131831902865383
Alex Sarr,27.0,4.0,10.0,0.4,1.0,4.0,0.25,1.0,2.0,0.5,3.0,6.0,9.0,2.0,1.0,2.0,4.0,3.0,10.0,6.7,-19.0,1,0,202412030CLE,15.25,8.965861782349274,-0.023260502833211794
Bilal Coulibaly,31.0,1.0,7.0,0.143,0.0,1.0,0.0,4.0,5.0,0.8,2.0,5.0,7.0,4.0,2.0,0.0,1.0,4.0,6.0,6.2,-23.0,1,0,202412030CLE,15.0,8.271173478685228,0.0029289983865599667
Jordan Poole,24.0,4.0,11.0,0.364,1.0,4.0,0.25,4.0,6.0,0.667,0.0,1.0,1.0,4.0,0.0,0.0,5.0,4.0,13.0,2.6,-25.0,1,0,202412030CLE,4.5,10.858862070412373,-0.3938730818518919
Jonas Valančiūnas,18.0,5.0,9.0,0.556,0.0,0.0,,3.0,4.0,0.75,4.0,7.0,11.0,0.0,1.0,1.0,1.0,0.0,13.0,13.9,-13.0,1,0,202412030CLE,27.5,11.742503222701806,0.166583617778449
Anthony Gill,18.0,2.0,3.0,0.667,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,2.5,-11.0,0,0,202412030CLE,4.0,4.0,-0.07999999999999999
Kyshawn George,11.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,1.0,5.0,6.0,2.0,0.0,1.0,0.0,1.0,0.0,2.5,-5.0,0,0,202412030CLE,8.75,6.8056246587312295,-0.09162629281979617
Jared Butler,16.0,5.0,9.0,0.556,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,6.0,-3.0,0,0,202412030CLE,7.5,9.837277257105299,-0.26720154614632297
Richaun Holmes,12.0,2.0,4.0,0.5,0.0,0.0,,2.0,2.0,1.0,1.0,2.0,3.0,0.0,0.0,2.0,2.0,0.0,6.0,4.7,-4.0,0,0,202412030CLE,7.25,5.009959200000005,-0.046280800000000205
Marvin Bagley III,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.4,-8.0,0,0,202412030CLE,-1.5,4.89321952472967,-0.26983756922809965
Corey Kispert,9.0,1.0,4.0,0.25,0.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,4.0,3.9,3.0,0,0,202412030CLE,7.5,6.693127958528033,-0.11904791427619005
Johnny Davis,10.0,1.0,3.0,0.333,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.6,-14.0,0,0,202412030CLE,3.5,4.0,-0.09249999999999999
Kessler Edwards,,,,,,,,,,,,,,,,,,,,,,0,1,202412030DAL,,4.0,-0.1
Klay Thompson,20.0,1.0,5.0,0.2,0.0,3.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,3.0,1.0,0.0,2.0,1.0,4.0,2.2,5.0,1,1,202412030DAL,6.300000000000001,9.385128181930058,-0.2773097049076991
Spencer Dinwiddie,24.0,5.0,10.0,0.5,3.0,5.0,0.6,3.0,4.0,0.75,0.0,1.0,1.0,4.0,0.0,1.0,2.0,2.0,16.0,11.6,-1.0,0,1,202412030DAL,19.425,7.726342338709735,0.14443936623880838
Quentin Grimes,20.0,2.0,5.0,0.4,1.0,4.0,0.25,3.0,3.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,4.0,8.0,3.0,-3.0,0,1,202412030DAL,5.775,7.618037030773199,-0.20778708521967956
Daniel Gafford,15.0,4.0,4.0,1.0,0.0,0.0,,3.0,3.0,1.0,1.0,3.0,4.0,0.0,1.0,1.0,0.0,1.0,11.0,12.7,-6.0,0,1,202412030DAL,19.1625,11.608670053126277,-0.04536926951903919
Markieff Morris,,,,,,,,,,,,,,,,,,,,,,0,1,202412030DAL,,4.0,-0.1
Dereck Lively II,32.0,7.0,10.0,0.7,0.0,0.0,,3.0,7.0,0.429,6.0,5.0,11.0,3.0,0.0,3.0,5.0,4.0,17.0,14.5,12.0,1,1,202412030DAL,31.5,10.887956498204712,0.31156225924689845
Jaden Hardy,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-2.0,-1.0,0,1,202412030DAL,-3.1500000000000004,4.093745987053863,-0.27535975855227623
P.J. Washington,38.0,6.0,10.0,0.6,4.0,6.0,0.667,2.0,5.0,0.4,0.0,8.0,8.0,7.0,1.0,2.0,4.0,3.0,18.0,16.7,21.0,1,1,202412030DAL,34.65,12.997541977723124,0.29461844084027156
Jazian Gortman,,,,,,,,,,,,,,,,,,,,,,0,1,202412030DAL,,4.0,-0.1
Maxi Kleber,10.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.4,-17.0,0,1,202412030DAL,0.7875000000000001,4.0,-0.16293235084850677
Dwight Powell,,,,,,,,,,,,,,,,,,,,,,0,1,202412030DAL,,4.0,-0.1
Kyrie Irving,35.0,3.0,14.0,0.214,0.0,4.0,0.0,4.0,4.0,1.0,3.0,3.0,6.0,2.0,1.0,0.0,4.0,4.0,10.0,1.2,-1.0,1,1,202412030DAL,5.5125,17.176198403094944,-0.6650433802505471
Marcus Smart,25.0,0.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,,2.0,0.0,2.0,6.0,3.0,0.0,2.0,3.0,0.0,0.5,-13.0,0,0,202412030DAL,6.0,8.047948751348583,-0.22215465320490702
Luka Dončić,40.0,11.0,22.0,0.5,5.0,9.0,0.556,10.0,16.0,0.625,3.0,9.0,12.0,4.0,4.0,1.0,3.0,4.0,37.0,31.3,16.0,1,1,202412030DAL,55.3875,23.311106069180717,0.3515054731799663
Olivier-Maxence Prosper,,,,,,,,,,,,,,,,,,,,,,0,1,202412030DAL,,4.0,-0.1
Jaylen Wells,21.0,4.0,9.0,0.444,2.0,7.0,0.286,0.0,0.0,,2.0,1.0,3.0,2.0,2.0,0.0,0.0,4.0,10.0,8.8,6.0,1,0,202412030DAL,15.5,7.802557918168015,0.03809936511250195
Brandon Clarke,21.0,4.0,6.0,0.667,0.0,0.0,,0.0,0.0,,3.0,3.0,6.0,2.0,0.0,0.0,1.0,1.0,8.0,8.4,-3.0,1,0,202412030DAL,15.25,7.9890336339014985,0.0227680486643273
