name,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,+/-,start,win,game_id,fanta_score,fanta_value,fanta_gain
Zaccharie Risacher,30.0,6.0,15.0,0.4,1.0,6.0,0.167,2.0,2.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,2.0,2.0,15.0,6.8,-24.0,1,0,202411040ATL,10.25,6.922992964922992,-0.05788972086024563
Onyeka Okongwu,22.0,8.0,12.0,0.667,0.0,3.0,0.0,2.0,2.0,1.0,5.0,5.0,10.0,0.0,2.0,0.0,1.0,2.0,18.0,18.0,-16.0,0,0,202411040ATL,31.75,9.533279857049004,0.38193969259978516
Keaton Wallace,20.0,2.0,5.0,0.4,0.0,1.0,0.0,2.0,2.0,1.0,0.0,4.0,4.0,2.0,4.0,2.0,2.0,1.0,6.0,8.9,-4.0,0,0,202411040ATL,16.0,4.6570132525,0.19940775250000004
JD Davison,5.0,1.0,3.0,0.333,0.0,1.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.9,-7.0,0,1,202411040ATL,0.0,4.0,-0.18
Trae Young,23.0,1.0,10.0,0.1,0.0,6.0,0.0,0.0,0.0,,0.0,0.0,0.0,6.0,1.0,0.0,3.0,2.0,2.0,-3.2,-28.0,1,0,202411040ATL,0.0,18.83760322584058,-0.8876357540972002
Dyson Daniels,23.0,4.0,9.0,0.444,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,2.0,3.0,1.0,0.0,1.0,2.0,8.0,5.2,-23.0,1,0,202411040ATL,10.5,8.681705851651737,-0.1342165060987729
Al Horford,22.0,3.0,4.0,0.75,1.0,2.0,0.5,2.0,2.0,1.0,1.0,4.0,5.0,3.0,2.0,2.0,0.0,1.0,9.0,14.4,23.0,1,1,202411040ATL,25.9875,9.028317127068046,0.254882962598888
Derrick White,29.0,8.0,16.0,0.5,4.0,9.0,0.444,1.0,2.0,0.5,2.0,4.0,6.0,6.0,2.0,1.0,3.0,3.0,21.0,17.9,31.0,1,1,202411040ATL,34.125,12.970834890493503,0.2821334344793638
Clint Capela,16.0,1.0,3.0,0.333,0.0,0.0,,0.0,0.0,,0.0,5.0,5.0,1.0,0.0,0.0,1.0,1.0,2.0,1.1,-17.0,1,0,202411040ATL,6.0,10.553265981702474,-0.3402062504467133
Dominick Barlow,8.0,0.0,1.0,0.0,0.0,0.0,,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.5,3.0,0,0,202411040ATL,-1.0,4.0,-0.205
Sam Hauser,19.0,4.0,11.0,0.364,2.0,8.0,0.25,0.0,0.0,,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,10.0,5.2,8.0,0,1,202411040ATL,7.0875,5.922173769195117,-0.09351865928144529
Xavier Tillman Sr.,9.0,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,3.7,-3.0,0,1,202411040ATL,7.612500000000001,4.955116359666842,-0.034207053596866877
Baylor Scheierman,8.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,,1.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.2,-3.0,0,1,202411040ATL,0.2625,5.274978768750001,-0.24168748125000009
Jordan Walsh,19.0,1.0,3.0,0.333,0.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,0.0,2.0,1.0,2.0,1.0,2.0,1.8,3.0,0,1,202411040ATL,4.9875,4.0,-0.05531249999999999
Jrue Holiday,23.0,7.0,11.0,0.636,2.0,6.0,0.333,0.0,0.0,,0.0,3.0,3.0,2.0,0.0,1.0,1.0,0.0,16.0,13.1,20.0,1,1,202411040ATL,19.95,12.467998238982947,-0.06524599031856815
Jaden Springer,8.0,1.0,4.0,0.25,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,1.5,-3.0,0,1,202411040ATL,3.1500000000000004,4.0,-0.10124999999999998
Neemias Queta,23.0,4.0,7.0,0.571,0.0,0.0,,2.0,2.0,1.0,2.0,5.0,7.0,0.0,1.0,1.0,0.0,2.0,10.0,10.5,31.0,1,1,202411040ATL,19.425,5.309988283973958,0.2582989813834261
Payton Pritchard,25.0,7.0,12.0,0.583,3.0,8.0,0.375,1.0,1.0,1.0,0.0,3.0,3.0,4.0,1.0,0.0,3.0,1.0,18.0,13.7,21.0,0,1,202411040ATL,23.1,7.913707335633029,0.23181483758797244
Luke Kornet,15.0,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,,2.0,5.0,7.0,0.0,1.0,1.0,0.0,3.0,2.0,4.4,2.0,0,1,202411040ATL,12.075000000000001,5.228082160883071,0.06975005524634753
Jayson Tatum,30.0,10.0,21.0,0.476,6.0,14.0,0.429,2.0,3.0,0.667,0.0,6.0,6.0,9.0,2.0,0.0,1.0,0.0,28.0,26.0,27.0,1,1,202411040ATL,45.15,20.001218242417355,0.2394713917185538
Ziaire Williams,21.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,3.9,-1.0,0,1,202411040BRK,7.0875,5.261711813471218,-0.062397415294455305
Tyrese Martin,,,,,,,,,,,,,,,,,,,,,,0,1,202411040BRK,,4.0,-0.1
Jalen Wilson,28.0,5.0,12.0,0.417,0.0,6.0,0.0,3.0,4.0,0.75,1.0,5.0,6.0,4.0,0.0,0.0,0.0,2.0,13.0,10.4,0.0,0,1,202411040BRK,18.1125,5.488552663422488,0.2155263142889928
Jaylen Martin,,,,,,,,,,,,,,,,,,,,,,0,1,202411040BRK,,4.0,-0.1
Dorian Finney-Smith,28.0,6.0,10.0,0.6,5.0,8.0,0.625,0.0,0.0,,5.0,1.0,6.0,3.0,1.0,0.0,4.0,5.0,17.0,13.3,12.0,1,1,202411040BRK,27.5625,8.081588753882981,0.3407235665709591
Nic Claxton,26.0,5.0,8.0,0.625,0.0,0.0,,0.0,2.0,0.0,2.0,6.0,8.0,3.0,2.0,1.0,0.0,1.0,10.0,13.2,-4.0,1,1,202411040BRK,24.675,12.23212210441995,0.06955969141476681
Cam Thomas,33.0,6.0,17.0,0.353,0.0,4.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,6.0,1.0,0.0,3.0,2.0,13.0,5.5,1.0,1,1,202411040BRK,11.55,10.168448675714474,-0.17678553969335215
Keon Johnson,20.0,2.0,7.0,0.286,2.0,3.0,0.667,0.0,0.0,,0.0,4.0,4.0,3.0,0.0,0.0,2.0,5.0,6.0,1.2,-5.0,0,1,202411040BRK,6.825,8.210494673149649,-0.20821702648349122
Shake Milton,11.0,1.0,2.0,0.5,1.0,2.0,0.5,2.0,2.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,-14.0,0,1,202411040BRK,7.3500000000000005,4.332028407692747,-0.011718616069291726
Scotty Pippen Jr.,31.0,6.0,13.0,0.462,2.0,6.0,0.333,0.0,0.0,,0.0,4.0,4.0,3.0,0.0,0.0,2.0,5.0,14.0,6.6,0.0,0,0,202411040BRK,12.5,7.785070209173205,-0.03961063812858029
Dennis Schröder,34.0,7.0,15.0,0.467,2.0,7.0,0.286,4.0,5.0,0.8,0.0,2.0,2.0,6.0,1.0,0.0,3.0,4.0,20.0,13.1,5.0,1,1,202411040BRK,21.0,11.574600632352784,0.0043381900985599575
Yongxi Cui,,,,,,,,,,,,,,,,,,,,,,0,1,202411040BRK,,4.0,-0.1
Yuki Kawamura,,,,,,,,,,,,,,,,,,,,,,0,0,202411040BRK,,4.0,-0.1
Zach Edey,28.0,11.0,12.0,0.917,1.0,1.0,1.0,2.0,4.0,0.5,5.0,7.0,12.0,1.0,0.0,4.0,2.0,1.0,25.0,26.9,5.0,1,0,202411040BRK,45.75,9.445951190367033,0.7525468025481503
Brandon Clarke,10.0,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,2.9,0.0,0,0,202411040BRK,5.5,7.226059256862678,-0.19651588121342461
Jaren Jackson Jr.,32.0,5.0,11.0,0.455,3.0,5.0,0.6,2.0,2.0,1.0,2.0,3.0,5.0,1.0,1.0,2.0,3.0,4.0,15.0,10.1,-8.0,1,0,202411040BRK,20.0,13.68644678441548,-0.12135089560072942
Ja Morant,32.0,10.0,22.0,0.455,1.0,3.0,0.333,4.0,4.0,1.0,1.0,4.0,5.0,9.0,0.0,0.0,3.0,0.0,25.0,18.8,2.0,1,0,202411040BRK,28.25,18.389175297659165,-0.12697684648655738
Colin Castleton,,,,,,,,,,,,,,,,,,,,,,0,0,202411040BRK,,4.0,-0.1
Jake LaRavia,31.0,2.0,5.0,0.4,1.0,3.0,0.333,1.0,2.0,0.5,1.0,4.0,5.0,6.0,2.0,0.0,1.0,1.0,6.0,9.6,3.0,0,0,202411040BRK,17.75,5.970490587491335,0.18332766865224076
Santi Aldama,31.0,4.0,12.0,0.333,0.0,6.0,0.0,1.0,1.0,1.0,2.0,4.0,6.0,5.0,0.0,0.0,2.0,1.0,9.0,5.9,-6.0,1,0,202411040BRK,13.0,9.46338510284335,-0.1056045336418332
Jay Huff,8.0,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,2.7,-7.0,0,0,202411040BRK,4.75,5.255873838871075,-0.12331342696251137
Cameron Johnson,36.0,8.0,11.0,0.727,3.0,4.0,0.75,1.0,2.0,0.5,1.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,20.0,17.0,16.0,1,1,202411040BRK,27.5625,10.226180852758642,0.2396694886134672
Jaylen Wells,33.0,3.0,12.0,0.25,0.0,5.0,0.0,0.0,0.0,,1.0,4.0,5.0,3.0,0.0,1.0,1.0,2.0,6.0,1.7,1.0,1,0,202411040BRK,7.75,6.7055526850416465,-0.11308886997578435
John Konchar,,,,,,,,,,,,,,,,,,,,,,0,0,202411040BRK,,6.090010398437501,-0.1
Collin Sexton,34.0,7.0,18.0,0.389,4.0,7.0,0.571,6.0,6.0,1.0,0.0,2.0,2.0,5.0,1.0,1.0,1.0,2.0,24.0,18.2,7.0,1,1,202411040CHI,30.450000000000003,7.989895969569404,0.42063317420877167
Jevon Carter,,,,,,,,,,,,,,,,,,,,,,0,0,202411040CHI,,4.0,-0.1
Matas Buzelis,4.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,-10.0,0,0,202411040CHI,0.0,5.647828408287657,-0.26612804018109376
Ayo Dosunmu,34.0,9.0,13.0,0.692,0.0,2.0,0.0,7.0,7.0,1.0,3.0,2.0,5.0,5.0,0.0,1.0,1.0,2.0,25.0,24.6,2.0,1,0,202411040CHI,35.25,8.343373890698158,0.5296315967733853
Coby White,34.0,10.0,19.0,0.526,6.0,9.0,0.667,2.0,2.0,1.0,0.0,4.0,4.0,6.0,2.0,0.0,3.0,4.0,28.0,21.5,-4.0,1,0,202411040CHI,36.5,10.901329488519435,0.4418221706980372
Julian Phillips,15.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,1.2,-1.0,0,0,202411040CHI,3.75,4.0,-0.08625
Nikola Vučević,32.0,9.0,17.0,0.529,2.0,5.0,0.4,3.0,3.0,1.0,1.0,9.0,10.0,6.0,1.0,3.0,0.0,1.0,23.0,25.0,-3.0,1,0,202411040CHI,46.25,16.637672745476014,0.4267588758676225
Talen Horton-Tucker,28.0,2.0,7.0,0.286,0.0,3.0,0.0,6.0,7.0,0.857,1.0,5.0,6.0,4.0,0.0,0.0,0.0,3.0,10.0,9.3,5.0,0,0,202411040CHI,16.25,5.875627021412502,0.14853066391249992
Jalen Smith,15.0,3.0,9.0,0.333,2.0,5.0,0.4,0.0,0.0,,2.0,1.0,3.0,1.0,1.0,1.0,0.0,3.0,8.0,5.8,-6.0,0,0,202411040CHI,10.0,7.465817546266856,-0.0900123451120508
Patrick Williams,26.0,5.0,11.0,0.455,3.0,6.0,0.5,0.0,0.0,,0.0,2.0,2.0,2.0,0.0,1.0,1.0,6.0,13.0,6.6,-4.0,1,0,202411040CHI,11.0,6.772384439658566,-0.031159476214277948
Josh Giddey,30.0,5.0,11.0,0.455,1.0,4.0,0.25,4.0,5.0,0.8,0.0,2.0,2.0,7.0,1.0,0.0,3.0,0.0,15.0,12.4,-18.0,1,0,202411040CHI,18.5,11.720030338598429,-0.0679595447507112
Chris Duarte,,,,,,,,,,,,,,,,,,,,,,0,0,202411040CHI,,4.804762500000001,-0.1
Drew Eubanks,16.0,2.0,4.0,0.5,0.0,0.0,,0.0,0.0,,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,3.9,2.0,0,1,202411040CHI,7.875,6.027765693215312,-0.07787901172218742
Johnny Juzang,18.0,3.0,6.0,0.5,2.0,5.0,0.4,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,8.0,5.9,1.0,0,1,202411040CHI,9.450000000000001,4.337975,0.04297500000000004
